command,plot_id,x,y,moisture,growth,temp,humidity,light,co2,yield,extra
PLOT,1251,1299.514,1547.185,35.191,1.682,15.654,39.345,870.842,626.973,4.797,
PLOT,1252,1458.27,554.807,72.915,0.109,31.657,35.799,1496.541,656.404,5.498,
PLOT,1253,1023.274,1903.129,23.608,4.837,32.135,51.707,1363.567,364.466,6.989,
PLOT,1254,1446.143,1352.53,87.279,4.316,24.509,33.983,845.323,414.18,8.037,
PLOT,1255,759.503,137.998,48.207,3.509,29.837,85.198,1756.926,397.166,9.996,
PLOT,1256,497.965,1444.008,70.862,0.824,26.889,45.986,484.208,693.099,2.94,
PLOT,1257,853.862,801.65,80.092,3.102,25.956,74.067,539.182,772.246,8.855,
PLOT,1258,1130.528,693.925,76.225,0.938,29.126,40.77,691.268,406.027,5.76,
PLOT,1259,1570.971,1288.542,53.961,4.351,26.183,37.799,604.967,328.626,6.405,
PLOT,1260,1867.854,576.006,60.734,3.81,23.388,42.885,833.018,745.202,2.457,
PLOT,1261,1829.567,464.183,36.642,1.889,32.86,55.069,1931.066,626.744,4.446,
PLOT,1262,968.926,1878.278,19.43,2.745,20.923,44.44,448.53,732.401,7.074,
PLOT,1263,469.241,1942.943,71.448,4.647,34.132,73.314,1856.701,615.144,5.888,
PLOT,1264,844.389,1552.252,75.712,4.373,32.577,30.021,1805.844,688.011,3.597,
PLOT,1265,264.184,1667.466,80.254,0.184,24.012,83.866,1155.887,378.832,1.386,
PLOT,1266,1499.517,1321.62,73.957,4.8,31.921,54.679,1613.67,531.646,9.09,
PLOT,1267,631.312,848.115,10.645,3.018,23.649,48.891,1997.15,323.153,3.245,
PLOT,1268,292.563,1259.353,51.445,1.24,24.198,54.266,723.43,659.563,8.515,
PLOT,1269,1197.621,367.444,58.577,3.159,15.143,81.006,966.302,658.723,0.672,
PLOT,1270,184.019,1273.888,42.016,2.485,23.296,72.301,1187.444,541.906,0.421,
PLOT,1271,1878.83,1097.314,23.106,1.501,15.916,89.173,244.289,480.72,5.352,
PLOT,1272,1322.454,668.397,60.594,3.865,24.194,56.138,1878.554,443.984,8.934,
PLOT,1273,1524.708,1191.239,29.842,2.468,31.214,37.062,102.902,600.353,6.373,
PLOT,1274,1277.232,302.992,33.517,3.602,25.42,41.394,1899.346,609.73,7.157,
PLOT,1275,488.088,823.308,30.913,2.3,16.827,87.34,279.799,551.422,9.811,
PLOT,1276,1447.028,1582.906,79.968,0.148,18.22,53.279,1758.958,633.326,3.415,
PLOT,1277,231.63,1716.026,55.173,4.605,33.967,86.595,1469.623,680.454,7.589,
PLOT,1278,1526.742,925.538,85.506,2.868,21.316,76.842,1480.819,597.838,8.932,
PLOT,1279,1596.311,684.382,65.848,2.886,17.531,89.231,1240.464,536.034,8.863,
PLOT,1280,1211.785,1420.647,86.828,1.205,22.188,48.968,1893.349,333.457,9.381,
PLOT,1281,1045.388,121.38,71.359,0.434,24.928,40.921,1027.542,604.286,6.054,
PLOT,1282,674.474,952.004,71.338,3.476,30.897,51.801,1053.337,550.25,4.287,
PLOT,1283,1885.529,900.55,12.685,1.459,34.249,69.704,1364.468,418.643,8.112,
PLOT,1284,119.726,654.111,29.985,1.475,17.904,33.731,1574.964,702.443,2.431,
PLOT,1285,1438.275,1637.018,33.452,3.831,26.588,62.949,447.174,346.44,7.384,
PLOT,1286,1781.545,978.987,82.381,0.413,30.431,89.739,963.646,507.602,7.368,
PLOT,1287,462.149,817.982,84.882,2.689,34.467,49.618,1777.949,688.301,2.676,
PLOT,1288,164.968,1207.792,31.137,3.595,34.389,81.688,1526.364,309.418,7.741,
PLOT,1289,1238.076,1022.682,75.226,4.075,31.849,65.08,707.857,722.708,8.796,
PLOT,1290,1049.163,382.24,16.573,3.389,23.985,61.338,434.954,789.13,2.083,
PLOT,1291,1478.397,234.793,13.222,3.412,29.498,52.34,1505.405,781.435,3.955,
PLOT,1292,1720.553,147.025,15.573,0.374,22.901,56.7,336.27,527.34,5.657,
PLOT,1293,903.184,1997.049,13.518,4.139,25.089,74.165,133.125,610.1,6.273,
PLOT,1294,40.253,1549.059,69.09,3.642,31.75,34.419,1538.434,607.46,0.558,
PLOT,1295,1597.67,1891.339,35.656,3.148,15.263,39.033,173.925,731.415,6.945,
PLOT,1296,1345.053,1814.923,22.951,1.525,32.638,32.968,1968.959,665.963,5.011,
PLOT,1297,242.763,1534.158,52.221,0.215,22.332,52.126,1793.324,539.855,0.241,
PLOT,1298,413.158,448.714,80.666,1.475,17.765,88.169,1747.654,694.726,7.203,
PLOT,1299,1420.856,1263.12,72.032,4.584,18.293,79.364,348.307,691.145,6.505,
PLOT,1300,231.019,1736.399,77.009,3.178,26.476,35.106,916.563,341.796,1.132,
PLOT,1301,1420.269,42.361,79.703,2.063,25.308,63.874,1093.965,565.804,3.92,
PLOT,1302,1950.611,211.804,25.923,0.825,17.344,74.272,357.818,502.975,7.989,
PLOT,1303,1330.011,982.905,29.821,3.745,34.207,35.504,1323.909,388.646,8.15,
PLOT,1304,1505.121,1671.508,67.484,0.701,15.218,32.759,321.061,416.903,7.634,
PLOT,1305,1962.713,467.504,24.309,2.024,16.402,84.033,1327.04,790.971,9.611,
PLOT,1306,985.026,1300.288,29.078,0.941,25.156,66.907,1997.743,311.045,2.538,
PLOT,1307,1707.737,534.663,40.31,3.84,19.172,76.414,1070.274,594.311,5.114,
PLOT,1308,1506.809,146.403,17.317,1.357,34.365,87.849,952.66,320.114,4.181,
PLOT,1309,527.28,1150.94,51.983,3.805,34.556,56.606,1779.1,665.179,8.679,
PLOT,1310,1595.977,1996.425,15.82,1.897,33.122,69.215,444.613,495.768,0.863,
PLOT,1311,370.44,636.353,14.87,4.96,19.166,46.775,146.864,622.462,3.435,
PLOT,1312,226.861,1486.374,12.153,2.076,18.351,74.364,1830.755,763.353,5.977,
PLOT,1313,862.571,184.311,60.603,4.354,23.454,82.591,957.568,378.747,5.452,
PLOT,1314,514.325,1612.795,84.312,1.534,18.077,49.441,1408.35,790.236,9.625,
PLOT,1315,556.532,1458.852,28.69,2.937,31.078,55.974,123.472,764.789,9.061,
PLOT,1316,1630.821,1700.82,37.447,4.476,15.19,62.807,1982.962,627.853,4.323,
PLOT,1317,1536.54,1314.52,85.303,0.391,20.1,61.859,658.895,446.28,2.07,
PLOT,1318,575.031,1767.395,89.385,3.081,30.047,47.885,201.397,533.635,1.031,
PLOT,1319,1478.839,316.597,32.397,4.237,27.304,34.02,875.283,494.179,9.092,
PLOT,1320,1272.637,497.208,33.432,2.489,20.465,37.622,1957.404,578.407,2.836,
PLOT,1321,1411.299,584.797,42.995,2.278,23.108,70.777,517.466,736.795,4.186,
PLOT,1322,1030.2,443.236,30.01,0.025,15.238,34.268,858.123,480.674,1.188,
PLOT,1323,129.333,122.172,53.457,2.473,32.721,48.967,1899.661,316.423,4.978,
PLOT,1324,1425.422,1675.221,10.484,1.132,22.634,41.531,1459.4,593.772,8.166,
PLOT,1325,1126.239,1745.154,12.38,1.334,23.727,74.178,1622.379,727.689,3.598,
PLOT,1326,1643.732,935.532,68.716,0.395,34.498,59.094,865.216,334.067,0.347,
PLOT,1327,1180.364,1953.559,47.74,1.718,22.939,87.0,363.872,620.402,6.713,
PLOT,1328,394.264,14.505,20.824,4.122,27.626,75.929,481.0,463.936,9.611,
PLOT,1329,199.471,1306.311,71.709,0.841,18.388,38.948,1595.762,364.755,2.521,
PLOT,1330,853.02,1885.901,74.655,1.879,26.62,54.368,1859.699,644.127,9.99,
PLOT,1331,1049.808,1849.716,68.259,1.419,28.48,50.822,1619.161,432.692,2.398,
PLOT,1332,740.746,1429.802,20.025,1.716,28.51,39.517,906.558,403.476,1.844,
PLOT,1333,74.316,1116.802,80.201,1.793,16.557,65.627,927.407,400.786,9.722,
PLOT,1334,1115.308,833.029,33.344,3.311,23.316,44.974,1477.226,344.886,6.475,
PLOT,1335,493.174,1346.802,88.156,4.992,25.94,88.928,173.506,673.926,9.442,
PLOT,1336,1300.243,1170.084,11.249,3.427,18.791,30.775,1501.622,596.068,5.352,
PLOT,1337,1880.688,1506.626,12.237,2.355,30.392,42.014,287.313,653.851,7.154,
PLOT,1338,1708.07,877.9,49.776,4.552,31.693,47.496,1887.271,512.621,5.169,
PLOT,1339,491.659,277.1,81.519,4.239,33.09,54.111,886.247,338.349,8.678,
PLOT,1340,1545.254,1840.67,67.197,1.253,26.496,84.958,1426.297,702.946,1.552,
PLOT,1341,646.812,1271.457,84.135,1.223,16.751,79.593,1229.375,562.1,1.554,
PLOT,1342,1540.667,214.964,65.252,0.286,21.625,60.249,302.028,677.798,5.28,
PLOT,1343,1025.137,1525.961,28.76,2.465,29.62,35.201,307.875,581.154,8.997,
PLOT,1344,1972.135,310.335,19.84,1.774,33.261,51.706,648.849,740.152,6.901,
PLOT,1345,1654.687,1638.759,41.983,0.86,31.021,72.683,1278.795,335.799,3.708,
PLOT,1346,1444.232,97.82,64.131,2.251,31.389,59.852,1555.604,636.044,6.47,
PLOT,1347,611.8,579.403,60.101,4.959,26.435,36.959,1571.603,409.455,9.944,
PLOT,1348,1231.643,81.883,11.686,3.52,34.824,54.55,286.075,626.603,2.843,
PLOT,1349,1875.472,234.904,61.793,4.509,21.384,53.319,666.855,641.378,4.956,
PLOT,1350,578.045,51.776,30.395,2.878,27.974,31.982,1733.957,356.921,6.835,
PLOT,1351,317.113,1188.279,33.397,0.908,33.836,83.303,1388.409,402.464,4.825,
PLOT,1352,107.892,355.334,38.084,2.212,27.675,54.207,441.97,702.535,5.943,
PLOT,1353,222.15,1097.094,38.609,2.432,30.076,82.565,1795.365,561.664,8.825,
PLOT,1354,146.84,759.573,15.395,4.981,15.726,75.32,435.511,558.794,4.922,
PLOT,1355,926.197,31.802,78.108,4.521,19.433,66.02,1900.317,764.299,3.697,
PLOT,1356,1556.036,1656.21,36.869,1.368,22.649,35.231,1091.824,782.921,6.093,
PLOT,1357,1815.7,94.919,49.605,0.795,27.251,86.902,1130.311,443.008,6.581,
PLOT,1358,401.33,1746.988,77.941,4.761,19.347,70.292,1714.215,515.673,2.576,
PLOT,1359,1040.57,515.73,60.021,3.453,33.1,82.077,1932.256,485.099,8.672,
PLOT,1360,339.741,1308.706,78.738,1.849,22.488,50.085,677.906,474.394,3.106,
PLOT,1361,1583.019,1732.217,69.67,0.977,34.1,50.452,1137.405,509.102,9.911,
PLOT,1362,460.472,1167.01,87.689,2.588,29.125,89.113,238.45,500.372,6.947,
PLOT,1363,731.241,1090.356,40.777,1.195,23.23,73.344,656.228,506.874,7.032,
PLOT,1364,1290.2,546.621,63.294,4.275,26.994,54.328,1395.793,557.253,5.798,
PLOT,1365,13.905,688.945,86.828,4.747,20.231,79.278,702.955,616.917,6.342,
PLOT,1366,80.842,281.812,56.844,4.854,34.665,33.626,335.502,402.231,2.955,
PLOT,1367,764.678,1498.198,38.892,0.808,26.863,48.354,1319.65,483.056,5.386,
PLOT,1368,404.739,945.206,18.429,0.61,21.887,48.401,867.412,463.47,4.798,
PLOT,1369,308.101,1207.141,68.909,0.567,27.602,47.761,422.651,690.749,1.434,
PLOT,1370,836.348,174.217,64.667,4.223,23.723,89.234,799.146,634.055,4.927,
PLOT,1371,678.593,574.785,34.07,1.064,17.861,37.817,357.274,478.578,3.801,
PLOT,1372,758.922,805.506,85.901,2.997,32.746,66.376,1093.703,527.802,1.933,
PLOT,1373,1811.91,136.693,57.03,4.076,26.533,86.349,116.807,410.75,3.806,
PLOT,1374,384.848,697.272,80.345,2.686,29.664,84.428,1841.586,387.613,6.462,
PLOT,1375,1328.031,120.662,72.171,2.168,32.385,48.629,118.266,417.412,0.202,
PLOT,1376,671.555,774.855,51.413,3.295,26.784,69.714,1778.503,625.306,5.258,
PLOT,1377,1980.864,1368.195,84.495,3.043,27.36,87.261,496.512,456.696,3.875,
PLOT,1378,351.463,708.675,46.08,3.324,22.821,60.543,221.054,514.14,1.461,
PLOT,1379,329.667,1554.381,30.326,3.507,32.657,51.372,1674.519,719.275,3.624,
PLOT,1380,293.677,1514.852,56.077,1.66,30.323,38.357,1799.479,659.699,1.817,
PLOT,1381,1098.783,62.95,41.928,3.69,15.89,33.408,1294.834,776.388,0.484,
PLOT,1382,1370.56,1545.92,63.111,1.663,32.935,62.4,1957.265,311.193,1.535,
PLOT,1383,460.189,1809.542,41.874,4.158,20.295,40.886,905.462,477.531,1.823,
PLOT,1384,751.332,1120.199,18.257,1.674,19.742,80.58,1332.254,792.02,5.932,
PLOT,1385,1364.815,1199.778,52.692,1.523,27.069,79.581,1504.45,644.923,3.799,
PLOT,1386,116.209,1115.471,31.951,2.949,21.734,63.817,403.767,669.616,5.85,
PLOT,1387,1660.799,848.139,29.64,0.484,25.921,42.083,1602.647,392.443,8.995,
PLOT,1388,1169.15,492.754,53.91,3.786,29.817,32.443,206.654,514.863,6.427,
PLOT,1389,611.283,1121.269,32.634,2.313,15.586,32.611,759.973,694.339,5.794,
PLOT,1390,710.442,1869.142,69.316,1.347,17.202,85.134,1728.995,785.191,8.665,
PLOT,1391,7.001,837.239,12.638,3.199,20.452,86.019,125.376,317.069,6.1,
PLOT,1392,1265.446,701.704,34.559,1.078,23.609,65.584,348.078,571.764,8.27,
PLOT,1393,128.911,1563.806,54.184,2.525,25.551,74.356,1538.11,728.208,3.742,
PLOT,1394,60.193,144.936,14.209,2.946,30.852,45.438,144.343,774.431,9.815,
PLOT,1395,1825.995,975.725,30.389,0.603,27.254,89.786,332.673,584.15,5.832,
PLOT,1396,867.59,786.222,34.971,2.12,16.857,49.971,913.381,363.812,8.388,
PLOT,1397,1501.962,703.277,84.493,0.339,29.331,70.249,304.408,450.031,3.952,
PLOT,1398,1994.836,1599.477,80.327,0.97,18.685,76.366,1024.016,583.188,5.025,
PLOT,1399,286.86,346.092,84.381,0.16,24.374,43.045,1979.163,500.097,3.968,
PLOT,1400,126.553,769.417,16.097,0.112,26.769,83.893,731.897,489.946,3.704,
PLOT,1401,712.576,1464.007,58.845,1.906,19.884,89.576,1100.253,390.655,1.97,
PLOT,1402,1993.17,1204.452,68.644,3.879,28.202,61.323,511.242,539.436,1.568,
PLOT,1403,1392.762,1945.898,57.846,1.035,33.559,79.525,1530.823,663.962,0.137,
PLOT,1404,103.663,231.026,72.41,4.448,15.133,36.1,352.368,546.625,2.04,
PLOT,1405,199.562,715.51,15.589,2.534,24.99,40.005,265.962,419.019,7.272,
PLOT,1406,753.766,253.751,34.523,1.214,21.151,45.81,1467.575,705.205,5.058,
PLOT,1407,1279.215,683.957,20.349,2.761,20.252,85.035,1312.448,473.077,8.711,
PLOT,1408,654.402,1250.818,21.062,2.313,25.701,44.702,1365.734,418.921,0.105,
PLOT,1409,1185.162,1827.189,29.009,4.663,33.278,46.369,100.954,641.076,9.088,
PLOT,1410,1251.921,1757.317,58.237,0.304,16.552,50.815,447.645,520.744,2.712,
PLOT,1411,1128.53,729.282,34.256,1.303,29.978,62.937,1662.291,744.351,6.532,
PLOT,1412,780.39,1073.247,86.823,4.387,20.338,85.738,613.965,631.03,5.547,
PLOT,1413,1393.655,1795.632,39.693,0.176,26.018,51.098,821.945,552.412,3.36,
PLOT,1414,610.046,1124.851,69.444,1.248,20.618,30.875,644.594,779.853,0.7,
PLOT,1415,241.698,1400.921,66.11,3.357,20.759,69.126,220.608,352.816,2.4,
PLOT,1416,207.782,1571.442,20.793,4.551,31.223,39.247,741.994,490.099,3.365,
PLOT,1417,352.781,1611.039,17.405,0.549,24.654,48.248,1416.267,790.69,3.824,
PLOT,1418,1401.494,815.293,73.832,2.966,21.309,30.632,1201.223,302.778,6.267,
PLOT,1419,249.244,309.634,34.456,4.308,25.904,87.329,1251.921,672.412,8.642,
PLOT,1420,1615.741,882.56,21.168,1.182,20.409,47.075,903.505,384.102,1.959,
PLOT,1421,1386.132,1023.737,10.505,1.109,24.8,35.127,291.427,390.466,7.185,
PLOT,1422,695.943,1835.087,53.627,1.207,18.665,76.901,1620.564,647.104,0.227,
PLOT,1423,1463.807,106.231,69.102,2.679,17.314,34.058,562.074,724.885,9.938,
PLOT,1424,1327.625,1498.412,27.116,4.507,34.467,33.663,1279.853,374.497,5.344,
PLOT,1425,824.847,1530.36,68.948,2.617,25.462,57.853,145.058,430.331,9.473,
PLOT,1426,1555.493,1477.86,69.768,0.077,18.748,55.597,433.403,528.949,2.851,
PLOT,1427,858.645,1952.706,76.308,0.944,23.702,32.574,243.392,674.839,6.317,
PLOT,1428,746.332,1167.759,55.363,2.14,26.098,35.136,1910.416,441.018,1.237,
PLOT,1429,1370.662,1280.987,76.252,1.206,23.441,34.844,1161.399,747.896,1.191,
PLOT,1430,1391.275,1061.571,19.85,3.395,27.161,58.195,1399.48,403.339,2.004,
PLOT,1431,182.549,1455.438,33.241,2.553,16.63,79.088,1450.397,798.182,2.378,
PLOT,1432,882.361,1387.943,18.597,1.6,34.947,76.595,1616.402,784.416,9.88,
PLOT,1433,279.031,34.424,82.065,3.009,17.557,84.17,618.706,385.542,4.313,
PLOT,1434,197.542,355.286,66.273,0.487,28.682,35.441,679.446,777.465,7.802,
PLOT,1435,1304.771,1039.399,38.754,4.774,29.114,74.355,1651.175,353.554,7.559,
PLOT,1436,1893.51,1103.19,23.275,3.225,18.633,72.661,895.94,665.002,0.145,
PLOT,1437,1894.626,1153.849,81.988,1.737,30.863,57.591,439.973,587.146,4.527,
PLOT,1438,1589.451,581.52,19.46,0.931,21.236,72.964,172.958,339.988,3.405,
PLOT,1439,519.112,987.482,73.373,1.122,19.574,49.414,767.335,460.47,5.7,
PLOT,1440,1170.894,33.246,62.697,2.759,18.651,48.654,844.755,519.469,6.364,
PLOT,1441,1702.513,950.812,22.94,4.808,18.644,46.306,1478.295,631.306,1.406,
PLOT,1442,599.28,72.618,62.568,2.128,19.67,50.938,837.885,573.992,5.588,
PLOT,1443,242.632,952.774,35.73,4.342,17.846,78.89,1764.984,774.886,5.587,
PLOT,1444,1416.842,444.692,11.929,4.32,32.976,50.842,1136.193,605.521,4.198,
PLOT,1445,1482.155,1110.47,28.388,1.597,34.257,87.258,300.498,793.41,4.51,
PLOT,1446,1022.64,441.491,49.338,4.917,32.777,83.895,726.83,656.162,1.635,
PLOT,1447,1947.926,1571.866,46.086,3.089,19.177,69.867,254.427,586.192,6.275,
PLOT,1448,666.262,1145.441,76.991,2.357,16.409,89.12,554.782,659.729,8.692,
PLOT,1449,105.813,30.842,47.57,4.29,23.367,38.466,1678.676,457.792,9.589,
PLOT,1450,463.288,1564.283,28.825,4.383,30.817,50.936,452.342,793.522,9.317,
PLOT,1451,590.792,1525.709,49.094,0.479,25.187,55.725,1471.208,301.556,2.069,
PLOT,1452,1480.954,278.093,78.507,1.891,24.534,41.713,1229.085,479.757,0.391,
PLOT,1453,1226.931,1207.436,56.578,2.354,26.429,79.52,1195.817,784.773,4.585,
PLOT,1454,782.058,201.404,79.157,4.056,15.197,85.732,1407.96,405.544,7.267,
PLOT,1455,690.187,946.035,18.806,4.485,16.076,32.488,934.647,627.312,9.641,
PLOT,1456,909.704,971.989,73.533,1.602,18.38,37.639,165.308,789.181,7.996,
PLOT,1457,464.887,992.689,14.457,2.328,28.647,72.374,868.129,556.394,5.761,
PLOT,1458,1879.262,1272.483,79.695,0.154,32.425,67.316,294.837,694.502,6.303,
PLOT,1459,688.797,1976.449,29.313,3.786,15.01,73.112,298.655,483.315,8.592,
PLOT,1460,873.782,79.822,78.279,1.972,19.408,40.094,1708.623,356.963,5.971,
PLOT,1461,1114.612,294.277,85.201,4.264,28.237,48.598,1646.082,488.494,1.088,
PLOT,1462,1361.713,1815.071,14.448,0.577,24.385,75.449,247.158,798.42,5.511,
PLOT,1463,1998.772,1093.893,29.788,3.806,27.123,65.53,1740.107,408.081,8.743,
PLOT,1464,725.508,1382.819,80.009,0.207,24.79,60.799,811.03,594.067,7.013,
PLOT,1465,1061.607,1126.815,84.714,1.224,17.368,73.066,1668.929,772.763,8.245,
PLOT,1466,1151.538,89.305,42.974,3.676,16.437,55.358,240.151,420.336,6.717,
PLOT,1467,652.19,537.736,38.446,0.286,24.662,36.128,1512.687,543.09,2.723,
PLOT,1468,777.845,882.299,52.613,0.899,23.238,55.718,1871.419,575.782,3.949,
PLOT,1469,1182.136,962.766,70.897,4.769,32.008,85.689,1192.823,416.872,9.965,
PLOT,1470,1749.732,508.265,22.718,1.208,17.429,38.958,1307.132,530.885,5.449,
PLOT,1471,593.343,1035.138,42.503,2.961,17.389,77.349,1138.32,574.04,4.169,
PLOT,1472,1775.45,856.681,62.138,4.554,32.675,32.339,918.789,718.032,6.817,
PLOT,1473,956.181,1025.198,56.649,1.839,22.315,57.674,1078.104,340.772,0.494,
PLOT,1474,346.663,199.771,37.905,4.811,28.697,31.018,1515.211,333.781,1.346,
PLOT,1475,642.318,1118.794,23.889,1.858,18.522,85.64,1368.719,520.743,2.451,
PLOT,1476,984.392,144.596,45.349,4.249,24.844,44.185,263.385,318.929,6.127,
PLOT,1477,627.19,380.867,16.168,4.897,23.647,34.781,1410.446,491.905,4.421,
PLOT,1478,1977.376,1594.675,16.31,2.315,16.196,30.793,508.832,337.624,2.658,
PLOT,1479,1640.511,7.93,57.471,3.799,30.554,36.13,180.68,310.73,3.292,
PLOT,1480,1389.385,1720.641,32.461,4.688,22.527,74.781,1503.483,763.862,5.588,
PLOT,1481,255.016,309.854,17.873,3.091,24.646,72.264,235.211,732.119,5.768,
PLOT,1482,138.495,797.516,68.318,1.766,33.137,82.246,1817.052,480.07,2.243,
PLOT,1483,357.343,129.092,60.317,1.707,16.631,82.613,590.639,376.954,1.408,
PLOT,1484,1660.153,1061.696,29.862,3.108,17.531,49.201,321.655,521.31,4.586,
PLOT,1485,174.121,1625.733,82.601,1.387,21.375,66.473,599.642,600.901,5.192,
PLOT,1486,1384.907,644.571,14.714,4.367,17.573,49.168,1361.049,737.418,9.738,
PLOT,1487,151.206,1869.005,40.254,2.91,20.6,83.84,202.242,553.922,4.121,
PLOT,1488,653.514,1562.141,25.356,4.587,15.994,55.73,1631.712,646.465,9.034,
PLOT,1489,12.864,1423.28,27.005,1.286,24.769,37.243,235.272,353.671,0.548,
PLOT,1490,1121.541,1408.369,34.782,0.868,22.028,54.573,1616.492,460.203,8.908,
PLOT,1491,586.263,1340.854,11.137,0.524,24.165,77.901,378.974,359.737,4.579,
PLOT,1492,1680.395,1968.283,24.556,2.386,25.936,41.598,1793.84,736.861,6.474,
PLOT,1493,1025.624,1122.639,85.992,3.426,19.553,48.963,728.611,616.176,4.042,
PLOT,1494,802.604,1171.279,26.459,0.277,32.798,81.91,1447.502,626.576,0.425,
PLOT,1495,1095.434,1897.131,48.931,2.277,16.871,54.691,1940.294,351.237,0.23,
PLOT,1496,1333.674,1833.29,73.637,0.892,21.995,38.12,1171.375,739.438,7.746,
PLOT,1497,1161.41,1303.39,75.406,0.274,15.478,65.253,526.87,310.799,4.248,
PLOT,1498,467.374,1690.356,43.771,2.399,29.871,80.597,111.271,575.185,5.791,
PLOT,1499,837.912,341.665,59.305,3.962,22.363,46.211,1210.02,551.312,4.899,
PLOT,1500,1298.479,914.096,61.778,3.754,28.908,82.179,105.003,453.098,3.208,
PLOT,1501,729.595,1037.373,73.823,4.041,30.195,88.885,1064.145,376.784,6.439,
PLOT,1502,591.884,1718.017,51.637,2.704,32.629,81.533,721.11,590.47,2.231,
PLOT,1503,670.792,1120.134,22.116,0.454,28.191,32.167,912.251,510.82,1.793,
PLOT,1504,1939.584,713.831,74.011,0.78,29.299,80.439,1201.611,727.222,2.127,
PLOT,1505,870.269,1480.26,21.213,0.167,30.921,66.184,416.114,580.097,2.572,
PLOT,1506,268.342,649.058,36.638,2.17,30.445,72.496,673.884,488.999,4.929,
PLOT,1507,377.067,1315.943,89.854,0.201,17.429,44.468,815.98,797.055,4.954,
PLOT,1508,500.049,1543.276,83.543,2.228,23.878,43.455,605.451,315.916,7.444,
PLOT,1509,1304.786,1991.633,41.31,4.023,20.365,57.653,1047.405,677.261,3.251,
PLOT,1510,762.616,954.921,78.437,0.711,34.827,72.939,559.151,729.414,7.49,
PLOT,1511,1983.356,1463.143,54.949,3.777,26.328,52.662,1451.514,454.048,4.083,
PLOT,1512,1077.912,181.992,60.571,1.062,27.117,35.844,892.666,725.539,6.906,
PLOT,1513,1357.483,91.078,58.492,3.676,32.65,60.419,669.802,374.654,9.612,
PLOT,1514,253.031,266.16,46.351,3.999,28.479,30.55,1250.141,599.532,3.484,
PLOT,1515,1836.297,804.309,66.792,4.29,33.29,71.931,373.26,458.117,3.019,
PLOT,1516,1632.74,1773.188,63.583,3.893,17.338,40.947,201.893,617.734,4.585,
PLOT,1517,111.05,1209.864,56.001,3.167,18.22,59.551,254.057,387.367,7.858,
PLOT,1518,98.452,594.952,81.917,1.5,28.34,70.793,1782.323,683.999,7.284,
PLOT,1519,268.843,283.587,12.48,3.125,20.783,69.316,812.58,332.23,9.277,
PLOT,1520,1510.245,69.051,11.369,1.659,26.432,35.083,1796.414,611.121,4.807,
PLOT,1521,1884.068,60.742,62.334,4.703,30.996,79.645,130.07,367.591,1.325,
PLOT,1522,1808.413,784.005,38.694,4.497,24.2,84.694,253.711,597.584,9.275,
PLOT,1523,321.752,728.384,33.208,2.241,18.888,76.978,1123.79,376.556,3.332,
PLOT,1524,591.554,341.193,18.567,2.758,23.215,40.051,1305.101,563.046,8.171,
PLOT,1525,1102.997,507.79,43.32,0.916,28.655,55.028,1585.438,329.037,3.476,
PLOT,1526,1153.69,407.043,47.638,2.011,18.12,87.873,1572.578,730.962,8.072,
PLOT,1527,1273.997,1617.096,21.23,0.086,27.296,68.291,811.185,535.994,4.114,
PLOT,1528,1910.879,580.045,47.013,1.951,22.518,81.809,658.241,512.001,3.542,
PLOT,1529,688.302,845.917,11.464,4.41,29.546,49.296,189.518,473.264,8.411,
PLOT,1530,1330.01,359.908,53.601,3.136,29.397,35.676,280.705,386.288,4.826,
PLOT,1531,1698.061,1289.795,62.61,0.687,24.613,84.724,344.133,539.333,5.449,
PLOT,1532,1082.389,1926.994,33.417,3.811,34.911,36.362,891.966,383.708,3.304,
PLOT,1533,1167.953,23.94,69.712,4.234,24.952,73.082,1253.535,495.929,2.096,
PLOT,1534,476.725,600.336,67.531,3.375,17.265,48.943,616.8,720.951,4.73,
PLOT,1535,491.376,1254.431,54.809,3.747,30.613,35.062,1904.14,629.247,6.294,
PLOT,1536,1464.132,738.322,19.95,3.948,19.551,80.463,392.652,790.738,4.184,
PLOT,1537,263.469,1412.512,85.963,0.427,26.956,66.404,1499.233,351.953,2.535,
PLOT,1538,1773.198,1841.182,55.234,1.216,25.019,41.601,292.679,638.235,4.092,
PLOT,1539,890.013,677.904,10.279,2.042,19.937,72.292,1201.184,789.158,8.974,
PLOT,1540,208.462,1203.171,34.769,4.167,16.229,59.385,523.783,758.893,1.083,
PLOT,1541,1461.958,1153.245,46.486,0.719,29.691,87.464,1987.929,661.969,3.119,
PLOT,1542,192.038,16.967,34.814,1.712,23.128,73.852,1694.01,692.632,4.64,
PLOT,1543,960.848,1986.98,27.866,1.643,26.968,30.748,377.469,754.916,3.478,
PLOT,1544,1702.543,377.092,40.792,2.346,23.865,50.487,1094.583,395.247,9.812,
PLOT,1545,1910.015,538.186,76.663,0.549,31.224,61.129,1408.275,733.81,5.866,
PLOT,1546,1334.313,1898.88,52.431,2.636,31.182,87.822,1684.966,341.151,2.272,
PLOT,1547,1111.847,31.387,47.431,3.35,31.515,73.385,924.429,300.335,8.018,
PLOT,1548,1514.014,1520.382,33.873,4.684,18.962,51.913,1633.375,393.443,3.752,
PLOT,1549,1666.724,922.416,58.767,0.223,19.514,71.792,1997.705,457.285,5.48,
PLOT,1550,744.489,208.454,78.554,4.907,25.217,73.275,374.61,370.851,7.045,
