command,timestamp,sensor_id,pm25,pm10,no2,so2,o3,temp,extra
SENSOR,1735720260,50,24.892,30.842,44.402,1.536,131.602,42.868,
SENSOR,1735720290,121,240.294,270.445,133.229,139.941,152.23,23.959,
SENSOR,1735720320,37,97.584,10.476,56.631,48.941,115.119,27.88,
SENSOR,1735720350,82,224.212,104.79,93.228,37.661,11.564,24.945,
SENSOR,1735720380,2,126.304,263.031,144.206,122.855,59.839,10.857,
SENSOR,1735720410,99,87.038,71.428,150.216,130.195,13.18,18.596,
SENSOR,1735720440,4,152.044,19.952,80.166,63.768,23.773,1.45,
SENSOR,1735720470,23,19.51,273.39,107.623,84.669,141.253,17.054,
SENSOR,1735720500,63,132.013,248.699,10.71,34.448,116.898,20.434,
SENSOR,1735720530,57,189.162,211.03,183.934,113.208,128.394,30.631,
SENSOR,1735720560,28,155.251,163.398,174.613,0.367,110.566,9.497,
SENSOR,1735720590,145,90.87,97.338,153.957,114.239,28.389,43.426,
SENSOR,1735720620,130,143.128,79.599,195.772,137.312,43.731,17.519,
SENSOR,1735720650,158,131.067,245.755,185.389,65.605,107.308,2.601,
SENSOR,1735720680,79,101.877,297.701,86.383,125.597,16.416,33.281,
SENSOR,1735720710,48,69.817,191.973,153.319,134.715,13.101,4.332,
SENSOR,1735720740,19,35.981,156.145,44.867,110.117,91.353,4.827,
SENSOR,1735720770,155,88.639,250.312,118.756,109.675,177.33,11.37,
SENSOR,1735720800,197,87.967,279.92,116.529,4.921,75.937,6.263,
SENSOR,1735720830,106,169.373,296.291,114.88,62.146,81.864,32.534,
SENSOR,1735720860,184,3.45,216.054,31.323,40.453,21.249,22.22,
SENSOR,1735720890,196,184.523,239.231,26.642,46.662,46.26,22.208,
SENSOR,1735720920,20,137.965,239.682,120.069,7.391,171.018,4.429,
SENSOR,1735720950,126,134.677,249.035,189.598,136.378,62.85,22.807,
SENSOR,1735720980,96,175.86,23.94,49.186,108.586,48.157,28.449,
SENSOR,1735721010,188,18.796,194.734,147.414,18.099,94.525,0.212,
SENSOR,1735721040,114,67.065,197.451,73.46,11.509,153.692,-3.35,
SENSOR,1735721070,133,29.556,125.538,91.052,114.367,89.99,42.427,
SENSOR,1735721100,87,91.95,159.825,173.05,29.549,144.802,44.258,
SENSOR,1735721130,10,220.088,23.231,99.892,109.38,84.152,11.576,
SENSOR,1735721160,88,203.616,121.323,125.18,55.626,22.382,19.429,
SENSOR,1735721190,140,211.865,22.47,73.321,143.884,170.002,43.712,
SENSOR,1735721220,75,85.612,289.645,51.208,0.124,29.67,7.643,
SENSOR,1735721250,115,222.983,267.238,78.32,58.827,60.634,1.304,
SENSOR,1735721280,91,75.675,32.361,112.507,80.599,52.443,32.738,
SENSOR,1735721310,45,179.367,122.679,102.855,19.625,176.04,37.708,
SENSOR,1735721340,140,233.02,56.018,133.646,22.378,22.864,35.638,
SENSOR,1735721370,132,38.444,43.59,115.873,112.241,123.888,21.964,
SENSOR,1735721400,34,210.799,137.012,132.064,123.291,96.76,38.139,
SENSOR,1735721430,119,65.476,230.472,44.015,23.046,100.452,9.668,
SENSOR,1735721460,74,245.628,214.231,161.761,124.666,120.59,9.266,
SENSOR,1735721490,88,215.418,206.531,99.852,35.797,78.388,19.812,
SENSOR,1735721520,18,117.219,190.535,146.943,86.958,1.896,-3.671,
SENSOR,1735721550,40,70.509,60.953,62.236,49.204,130.259,40.891,
SENSOR,1735721580,37,190.758,74.792,119.203,70.95,63.126,10.474,
SENSOR,1735721610,60,48.746,140.663,166.931,5.266,154.507,5.418,
SENSOR,1735721640,79,28.008,56.419,77.004,11.851,89.391,14.041,
SENSOR,1735721670,82,10.014,56.44,12.286,124.57,176.3,33.61,
SENSOR,1735721700,155,172.701,284.237,189.516,19.379,46.565,23.589,
SENSOR,1735721730,71,106.645,90.43,12.255,30.52,177.913,-4.361,
SENSOR,1735721760,106,195.166,188.015,159.362,125.064,69.277,-2.951,
SENSOR,1735721790,150,89.831,273.26,177.939,57.391,130.535,38.71,
SENSOR,1735721820,108,2.501,152.04,130.942,54.956,9.059,39.887,
SENSOR,1735721850,0,144.465,11.558,38.17,29.653,92.482,36.264,
SENSOR,1735721880,189,53.36,139.473,174.726,31.39,165.463,6.547,
SENSOR,1735721910,104,19.243,190.522,139.359,59.339,67.637,27.612,
SENSOR,1735721940,94,152.164,46.981,190.961,148.191,158.024,30.186,
SENSOR,1735721970,180,12.478,32.349,119.509,55.849,78.693,23.697,
SENSOR,1735722000,80,208.871,172.604,102.074,148.857,81.988,23.65,
SENSOR,1735722030,7,34.664,211.118,86.324,86.821,107.988,21.133,
SENSOR,1735722060,104,14.215,245.909,177.206,137.103,164.778,27.903,
SENSOR,1735722090,182,18.148,83.737,16.542,148.195,149.247,17.362,
SENSOR,1735722120,199,238.192,299.359,114.496,142.733,36.581,9.72,
SENSOR,1735722150,25,198.72,66.764,30.663,103.574,153.369,-3.657,
SENSOR,1735722180,79,112.499,285.989,135.82,101.795,137.531,30.075,
SENSOR,1735722210,163,182.483,127.893,164.464,18.662,44.05,33.197,
SENSOR,1735722240,63,210.5,15.128,183.56,143.874,115.744,24.506,
SENSOR,1735722270,120,133.368,248.141,52.113,64.018,42.626,18.684,
SENSOR,1735722300,19,16.693,267.72,147.727,108.973,59.271,39.375,
SENSOR,1735722330,27,80.628,75.173,50.372,82.359,105.206,6.504,
SENSOR,1735722360,21,96.992,6.441,17.702,74.651,10.685,36.254,
SENSOR,1735722390,80,132.434,148.504,36.472,23.127,70.309,19.309,
SENSOR,1735722420,11,160.614,12.068,143.839,54.326,140.346,20.535,
SENSOR,1735722450,82,133.893,188.439,87.096,138.254,71.908,21.924,
SENSOR,1735722480,119,239.949,284.197,189.301,57.783,138.179,15.627,
SENSOR,1735722510,46,9.636,273.975,43.083,21.628,100.82,15.23,
SENSOR,1735722540,16,192.498,275.727,105.605,138.953,75.095,-3.978,
SENSOR,1735722570,97,110.889,47.437,34.755,16.583,135.94,42.384,
SENSOR,1735722600,53,49.816,235.89,81.331,64.937,32.682,3.857,
SENSOR,1735722630,179,225.767,72.797,142.731,93.642,144.096,2.672,
SENSOR,1735722660,152,185.142,298.305,170.715,89.2,15.427,36.064,
SENSOR,1735722690,125,210.035,122.66,173.948,122.388,76.771,6.796,
SENSOR,1735722720,52,62.959,292.067,97.687,149.239,7.1,37.044,
SENSOR,1735722750,170,233.963,208.931,180.383,46.025,37.435,1.727,
SENSOR,1735722780,177,103.817,236.329,174.735,0.87,167.189,11.644,
SENSOR,1735722810,154,208.845,84.302,7.045,2.077,162.309,25.218,
SENSOR,1735722840,7,109.013,285.668,116.951,36.872,2.711,33.46,
SENSOR,1735722870,179,201.439,7.176,89.26,10.945,8.827,35.008,
SENSOR,1735722900,143,7.895,148.415,178.519,106.13,171.414,11.53,
SENSOR,1735722930,186,77.963,53.327,95.791,123.07,46.818,13.459,
SENSOR,1735722960,33,130.339,186.681,179.522,138.398,165.121,12.42,
SENSOR,1735722990,185,40.792,243.678,17.12,130.047,18.011,1.974,
SENSOR,1735723020,128,88.037,181.129,16.351,92.074,145.418,43.396,
SENSOR,1735723050,93,81.687,53.021,185.362,104.025,1.674,19.334,
SENSOR,1735723080,138,30.933,14.66,107.881,119.167,24.708,42.998,
SENSOR,1735723110,27,66.335,153.957,16.894,47.336,103.45,4.869,
SENSOR,1735723140,17,30.817,253.526,19.251,44.551,59.195,22.062,
SENSOR,1735723170,73,72.119,221.691,52.651,28.84,26.874,22.612,
SENSOR,1735723200,186,249.34,123.891,164.371,109.83,56.228,22.571,
SENSOR,1735723230,179,128.193,196.331,148.539,26.191,95.419,36.932,
SENSOR,1735723260,124,72.93,264.598,139.646,120.016,130.782,32.405,
SENSOR,1735723290,184,131.74,49.963,167.882,102.892,1.873,31.801,
SENSOR,1735723320,19,74.69,126.435,166.215,7.32,7.549,25.045,
SENSOR,1735723350,175,55.671,131.541,187.008,79.581,176.709,29.06,
SENSOR,1735723380,1,149.076,60.585,7.092,55.816,162.865,8.006,
SENSOR,1735723410,14,213.512,178.858,118.268,54.5,105.181,40.767,
SENSOR,1735723440,25,48.556,94.371,178.596,125.937,155.997,10.411,
SENSOR,1735723470,168,31.454,128.321,144.829,99.471,86.78,13.255,
SENSOR,1735723500,186,145.343,264.376,142.95,55.957,95.196,14.631,
SENSOR,1735723530,105,210.686,9.02,141.087,21.027,179.179,10.353,
SENSOR,1735723560,96,71.411,295.145,190.702,17.56,79.784,37.235,
SENSOR,1735723590,183,95.609,107.54,186.218,58.055,56.5,15.394,
SENSOR,1735723620,26,84.854,116.934,27.227,92.793,49.206,28.835,
SENSOR,1735723650,93,232.165,93.937,182.809,82.737,119.915,24.818,
SENSOR,1735723680,30,167.292,246.834,38.539,148.091,171.011,31.83,
SENSOR,1735723710,12,160.405,100.735,69.559,53.595,137.527,17.633,
SENSOR,1735723740,129,146.812,195.367,150.87,2.349,131.453,-0.554,
SENSOR,1735723770,71,28.659,256.62,5.315,72.119,20.817,21.532,
SENSOR,1735723800,67,16.696,268.264,25.897,58.471,130.008,16.216,
SENSOR,1735723830,63,127.802,34.964,122.253,7.126,179.754,14.719,
SENSOR,1735723860,3,100.357,207.065,61.425,22.467,150.482,31.453,
SENSOR,1735723890,101,101.113,246.426,119.987,125.757,76.948,-0.688,
SENSOR,1735723920,87,228.112,48.589,140.814,63.691,142.48,30.778,
SENSOR,1735723950,59,187.792,140.632,104.594,37.424,150.031,0.213,
SENSOR,1735723980,152,167.38,289.199,149.644,23.145,55.115,18.628,
SENSOR,1735724010,181,70.417,49.084,183.704,42.06,71.785,28.177,
SENSOR,1735724040,134,14.546,216.218,188.405,30.551,88.681,7.288,
SENSOR,1735724070,144,207.105,64.962,64.303,47.419,54.063,4.71,
SENSOR,1735724100,17,8.306,92.605,135.535,98.998,129.496,3.948,
SENSOR,1735724130,44,65.33,232.702,172.926,53.834,21.541,2.519,
SENSOR,1735724160,132,98.978,23.794,64.141,58.87,49.293,44.161,
SENSOR,1735724190,33,93.057,114.046,41.169,19.524,16.65,11.356,
SENSOR,1735724220,15,244.892,111.608,36.31,138.86,139.84,-1.237,
SENSOR,1735724250,92,62.725,89.648,3.569,102.884,162.361,5.29,
SENSOR,1735724280,63,55.351,175.469,108.016,30.908,151.708,10.08,
SENSOR,1735724310,146,24.298,175.387,102.327,67.626,42.79,42.076,
SENSOR,1735724340,27,207.64,158.344,134.558,77.049,38.627,39.863,
SENSOR,1735724370,25,244.876,121.364,189.521,81.022,85.472,2.387,
SENSOR,1735724400,108,232.181,80.738,58.515,93.971,89.056,36.673,
SENSOR,1735724430,121,71.949,25.183,158.592,4.954,1.747,6.298,
SENSOR,1735724460,174,220.765,76.362,116.842,114.446,48.925,35.663,
SENSOR,1735724490,176,9.287,253.48,117.821,4.152,152.875,16.2,
SENSOR,1735724520,134,232.087,56.984,83.893,108.335,129.929,23.728,
SENSOR,1735724550,121,79.764,90.777,69.291,119.758,113.406,15.56,
SENSOR,1735724580,53,7.526,129.643,17.637,65.056,30.378,2.111,
SENSOR,1735724610,153,64.86,141.892,104.227,137.933,159.801,14.472,
SENSOR,1735724640,65,48.864,63.025,72.086,46.408,64.186,-4.114,
SENSOR,1735724670,144,117.289,61.028,24.228,138.441,49.704,44.407,
SENSOR,1735724700,142,65.208,73.683,55.75,95.076,52.013,-1.612,
SENSOR,1735724730,186,149.384,155.182,74.87,133.005,41.143,24.428,
SENSOR,1735724760,166,67.053,178.672,42.309,83.423,67.919,30.822,
SENSOR,1735724790,141,163.366,82.013,97.229,72.128,103.75,31.247,
SENSOR,1735724820,162,116.772,27.134,182.762,55.361,43.813,37.354,
SENSOR,1735724850,136,4.335,280.981,55.183,32.528,110.807,27.271,
SENSOR,1735724880,24,94.049,286.885,162.386,37.178,18.678,18.115,
SENSOR,1735724910,51,207.579,212.148,117.145,23.358,38.864,-2.92,
SENSOR,1735724940,34,171.512,4.498,118.294,47.974,129.71,40.995,
SENSOR,1735724970,167,45.7,76.05,6.882,127.552,20.938,23.666,
SENSOR,1735725000,43,243.199,246.185,163.693,133.819,85.9,42.225,
SENSOR,1735725030,20,87.384,227.758,26.036,147.615,43.194,22.255,
SENSOR,1735725060,89,151.507,38.588,184.294,130.015,46.813,24.093,
SENSOR,1735725090,135,60.534,14.962,92.884,6.221,139.636,21.174,
SENSOR,1735725120,76,170.449,151.506,77.903,9.699,1.662,42.721,
SENSOR,1735725150,141,107.42,243.671,21.51,120.024,56.028,19.574,
SENSOR,1735725180,158,149.539,54.435,49.445,124.266,117.73,8.918,
SENSOR,1735725210,139,75.211,130.586,169.743,149.994,113.009,15.814,
SENSOR,1735725240,106,52.819,288.415,61.926,133.666,146.562,13.375,
SENSOR,1735725270,134,108.626,195.101,170.754,32.809,53.769,38.921,
SENSOR,1735725300,69,233.62,185.062,84.042,19.316,43.297,1.791,
SENSOR,1735725330,118,247.236,131.125,89.063,66.407,104.962,25.927,
SENSOR,1735725360,123,57.692,276.185,74.316,107.656,179.288,10.726,
SENSOR,1735725390,97,80.824,285.799,134.872,72.325,96.846,-3.675,
SENSOR,1735725420,163,159.838,227.677,74.351,131.4,171.528,9.089,
SENSOR,1735725450,111,182.988,10.281,156.311,0.148,91.065,38.586,
SENSOR,1735725480,165,202.068,283.938,5.552,46.931,7.55,21.254,
SENSOR,1735725510,65,108.798,253.02,0.306,142.46,106.068,9.372,
SENSOR,1735725540,58,237.389,52.567,70.516,15.519,98.691,41.68,
SENSOR,1735725570,120,3.35,52.947,133.935,45.226,22.814,41.672,
SENSOR,1735725600,120,220.78,148.669,55.538,71.774,84.356,35.741,
SENSOR,1735725630,196,138.899,277.386,94.213,88.038,45.905,-3.217,
SENSOR,1735725660,166,184.58,247.911,160.889,117.777,163.299,42.36,
SENSOR,1735725690,130,215.484,73.942,46.305,48.513,117.567,18.26,
SENSOR,1735725720,69,232.303,101.019,116.675,7.855,34.258,39.531,
SENSOR,1735725750,98,36.902,182.166,166.745,86.578,18.084,24.128,
SENSOR,1735725780,124,243.702,116.361,23.48,34.275,96.249,31.787,
SENSOR,1735725810,161,241.0,1.366,171.561,59.063,143.617,16.58,
SENSOR,1735725840,157,181.873,273.98,120.116,68.45,45.392,28.377,
SENSOR,1735725870,144,95.905,169.795,107.371,122.358,141.311,36.716,
SENSOR,1735725900,140,84.862,151.878,106.392,7.382,163.891,39.438,
SENSOR,1735725930,111,54.499,68.868,54.104,41.013,77.967,7.721,
SENSOR,1735725960,192,142.21,228.829,124.234,41.829,53.355,36.169,
SENSOR,1735725990,184,22.924,181.489,134.617,54.744,10.744,43.297,
SENSOR,1735726020,185,105.26,266.925,38.843,93.194,166.051,-3.864,
SENSOR,1735726050,103,28.325,211.053,94.743,148.238,5.349,12.752,
SENSOR,1735726080,129,184.88,158.696,18.114,102.731,177.509,25.194,
SENSOR,1735726110,34,230.374,139.526,38.39,21.93,69.15,39.975,
SENSOR,1735726140,131,148.385,144.787,98.396,34.597,163.599,-1.852,
SENSOR,1735726170,165,68.447,88.51,13.921,141.804,60.585,29.53,
SENSOR,1735726200,13,116.619,35.83,9.107,129.47,99.883,28.337,
SENSOR,1735726230,44,29.982,250.13,95.652,15.293,77.988,24.856,
SENSOR,1735726260,29,0.877,258.135,117.193,86.082,153.13,4.066,
SENSOR,1735726290,115,3.586,76.027,24.992,23.166,43.904,24.686,
SENSOR,1735726320,72,163.428,145.997,166.32,43.364,136.351,38.227,
SENSOR,1735726350,86,87.351,127.868,74.415,93.358,32.542,27.334,
SENSOR,1735726380,13,190.828,239.916,33.691,104.045,104.516,19.67,
SENSOR,1735726410,54,94.365,135.738,36.221,38.988,147.862,37.143,
SENSOR,1735726440,106,171.809,43.095,72.249,71.547,108.691,-2.55,
SENSOR,1735726470,20,18.467,220.187,134.838,72.873,6.07,5.955,
SENSOR,1735726500,41,174.525,164.852,18.009,24.203,3.694,27.494,
SENSOR,1735726530,134,77.63,52.258,29.067,93.338,53.241,-0.05,
SENSOR,1735726560,0,216.494,126.94,104.58,76.332,88.575,0.716,
SENSOR,1735726590,94,131.795,282.456,82.211,112.201,126.833,28.345,
SENSOR,1735726620,114,97.286,181.099,99.956,103.561,131.459,-0.614,
SENSOR,1735726650,16,121.771,147.922,152.651,95.092,29.773,-3.087,
SENSOR,1735726680,126,44.79,101.644,134.914,103.579,38.971,-1.439,
SENSOR,1735726710,162,178.898,238.763,77.625,69.556,62.473,11.91,
SENSOR,1735726740,98,90.358,124.163,122.8,62.943,74.961,17.993,
SENSOR,1735726770,153,3.453,167.675,132.942,109.319,107.625,19.756,
SENSOR,1735726800,180,244.143,103.894,35.406,121.041,98.158,18.099,
SENSOR,1735726830,121,132.772,71.19,122.211,11.091,132.11,15.945,
SENSOR,1735726860,65,232.383,53.186,154.67,109.453,88.392,36.446,
SENSOR,1735726890,147,227.935,115.272,34.186,138.312,124.317,17.589,
SENSOR,1735726920,17,183.546,67.517,148.187,77.438,63.553,10.853,
SENSOR,1735726950,64,197.255,242.346,100.656,130.524,78.234,3.853,
SENSOR,1735726980,126,84.962,167.734,0.514,144.445,27.332,18.997,
SENSOR,1735727010,145,209.071,281.021,178.951,145.666,129.205,15.488,
SENSOR,1735727040,99,17.261,149.563,135.371,42.073,174.078,18.212,
SENSOR,1735727070,64,80.324,184.039,72.643,19.098,170.341,3.882,
SENSOR,1735727100,54,171.813,242.228,152.554,136.528,47.937,10.308,
SENSOR,1735727130,43,240.493,26.635,197.397,133.041,178.844,-0.012,
SENSOR,1735727160,4,17.632,62.431,59.915,26.992,164.297,19.568,
SENSOR,1735727190,168,109.209,172.54,169.44,53.263,179.393,7.608,
SENSOR,1735727220,53,73.075,155.581,196.021,77.123,53.052,34.997,
SENSOR,1735727250,189,14.106,205.715,186.451,128.903,37.376,28.688,
SENSOR,1735727280,129,50.669,269.573,62.551,42.499,158.761,27.911,
SENSOR,1735727310,1,84.149,188.848,33.757,52.973,120.623,40.341,
SENSOR,1735727340,59,156.147,220.958,113.352,135.399,84.708,4.928,
SENSOR,1735727370,18,153.832,266.249,160.126,15.119,63.364,23.787,
SENSOR,1735727400,34,28.589,237.668,6.204,120.08,38.947,20.516,
SENSOR,1735727430,25,241.603,22.466,13.052,75.681,94.657,19.637,
SENSOR,1735727460,97,211.938,76.158,130.653,120.201,55.166,21.833,
SENSOR,1735727490,130,65.649,104.541,75.846,114.737,164.517,-3.793,
SENSOR,1735727520,90,126.867,227.124,152.238,135.338,54.619,23.476,
SENSOR,1735727550,126,72.364,238.206,39.274,116.07,50.866,1.638,
SENSOR,1735727580,46,192.902,92.059,82.095,140.042,169.037,-1.926,
SENSOR,1735727610,156,130.536,230.34,178.329,34.004,107.629,6.204,
SENSOR,1735727640,101,36.201,120.742,113.093,31.325,116.59,36.866,
SENSOR,1735727670,148,210.323,160.209,154.381,70.662,127.734,28.294,
SENSOR,1735727700,93,219.339,150.262,156.479,59.217,56.083,31.827,
SENSOR,1735727730,114,154.364,248.809,149.028,88.627,46.059,24.093,
SENSOR,1735727760,102,143.119,15.875,72.08,106.566,150.508,13.174,
SENSOR,1735727790,19,188.125,25.344,88.787,31.527,52.346,26.943,
SENSOR,1735727820,187,104.63,277.546,33.028,30.554,9.376,32.09,
SENSOR,1735727850,38,34.976,227.723,43.24,85.873,162.021,31.411,
SENSOR,1735727880,5,182.307,239.713,1.146,82.514,0.609,44.229,
SENSOR,1735727910,186,40.912,106.493,138.22,144.029,3.246,24.113,
SENSOR,1735727940,80,61.806,85.199,72.514,7.764,42.774,8.491,
SENSOR,1735727970,152,76.347,161.008,165.395,37.446,29.571,24.416,
SENSOR,1735728000,34,61.377,99.196,26.478,34.142,106.498,27.837,
SENSOR,1735728030,69,56.349,228.967,123.578,52.893,161.022,-3.934,
SENSOR,1735728060,22,12.199,164.443,131.797,14.847,153.024,-1.9,
SENSOR,1735728090,148,180.898,6.619,32.198,121.091,161.426,40.088,
SENSOR,1735728120,129,82.369,120.042,25.296,23.939,46.096,43.048,
SENSOR,1735728150,16,178.158,295.379,5.476,106.635,171.152,38.747,
SENSOR,1735728180,153,46.268,161.193,155.89,143.59,21.716,16.05,
SENSOR,1735728210,45,130.669,59.282,76.995,0.438,151.346,39.609,
SENSOR,1735728240,11,186.302,282.012,137.687,81.149,77.888,-0.851,
SENSOR,1735728270,142,232.633,106.205,164.789,27.798,114.657,42.959,
SENSOR,1735728300,92,213.253,155.162,105.827,81.873,72.485,-1.95,
SENSOR,1735728330,131,122.945,54.266,106.092,139.284,1.723,-0.677,
SENSOR,1735728360,156,237.621,57.527,187.102,93.192,5.998,40.601,
SENSOR,1735728390,171,116.863,98.395,0.267,118.871,81.723,1.714,
SENSOR,1735728420,65,13.822,176.621,191.777,94.454,47.262,0.026,
SENSOR,1735728450,82,59.401,185.236,94.665,88.859,40.498,12.78,
SENSOR,1735728480,190,171.83,268.81,2.401,0.031,30.408,21.169,
SENSOR,1735728510,98,194.706,33.1,114.511,13.499,21.055,39.721,
SENSOR,1735728540,13,65.466,202.228,7.336,127.206,19.983,20.353,
SENSOR,1735728570,93,119.439,75.59,136.725,30.959,120.682,36.303,
SENSOR,1735728600,144,124.321,18.805,172.04,35.602,72.647,8.262,
SENSOR,1735728630,138,67.015,293.098,173.696,9.211,1.916,5.548,
SENSOR,1735728660,11,134.818,83.792,76.141,148.683,165.209,11.305,
SENSOR,1735728690,50,102.203,159.796,48.882,95.16,28.281,20.613,
SENSOR,1735728720,12,209.972,121.367,113.969,86.012,138.334,32.454,
SENSOR,1735728750,105,241.887,32.89,118.872,57.375,156.578,1.581,
SENSOR,1735728780,43,227.992,246.442,59.469,146.238,165.56,14.831,
SENSOR,1735728810,5,87.167,99.281,93.216,43.805,147.453,-0.243,
SENSOR,1735728840,174,129.364,40.217,187.685,44.517,167.052,2.303,
SENSOR,1735728870,27,81.441,259.685,25.558,59.841,128.553,24.679,
SENSOR,1735728900,29,240.211,209.121,25.847,61.057,81.597,0.894,
SENSOR,1735728930,62,182.805,215.782,57.946,57.38,70.798,-2.389,
SENSOR,1735728960,61,182.797,175.741,121.881,58.048,170.49,23.524,
SENSOR,1735728990,26,39.294,14.059,55.349,52.946,145.385,42.823,
SENSOR,1735729020,140,149.197,297.736,111.5,143.883,178.507,40.91,
SENSOR,1735729050,187,139.701,134.426,66.581,48.806,26.296,34.758,
SENSOR,1735729080,116,205.894,191.807,181.284,78.708,34.223,35.911,
SENSOR,1735729110,55,98.546,270.587,81.124,97.251,27.206,41.524,
SENSOR,1735729140,93,49.025,271.942,36.323,110.348,123.151,4.438,
SENSOR,1735729170,124,90.802,208.339,95.415,132.246,162.251,20.958,
SENSOR,1735729200,18,118.864,158.277,15.389,26.294,94.141,34.375,
SENSOR,1735729230,174,134.72,286.06,185.128,63.794,127.743,11.515,
SENSOR,1735729260,21,136.638,160.395,89.888,96.285,10.545,25.115,
SENSOR,1735729290,141,72.314,104.931,109.472,73.193,48.834,9.796,
SENSOR,1735729320,92,66.032,69.649,66.155,33.947,56.485,18.184,
SENSOR,1735729350,166,122.899,10.811,65.199,63.177,178.886,5.093,
SENSOR,1735729380,171,138.915,89.831,191.372,100.709,166.009,23.915,
SENSOR,1735729410,170,197.017,21.154,153.58,46.046,66.436,-4.82,
SENSOR,1735729440,68,230.666,225.846,150.254,18.028,3.405,15.946,
SENSOR,1735729470,122,173.69,268.114,119.218,11.445,173.3,44.982,
SENSOR,1735729500,161,73.935,70.985,54.31,69.188,80.475,5.577,
SENSOR,1735729530,56,199.391,263.886,87.188,39.419,43.018,27.232,
SENSOR,1735729560,63,65.085,140.051,126.79,131.843,24.228,18.883,
SENSOR,1735729590,150,89.427,140.782,69.625,110.567,55.667,43.423,
SENSOR,1735729620,11,196.388,278.034,167.141,58.118,165.398,32.155,
SENSOR,1735729650,59,213.601,52.534,155.63,37.272,139.67,4.044,
SENSOR,1735729680,107,21.323,138.573,48.953,6.629,140.764,8.142,
SENSOR,1735729710,1,23.608,180.135,136.852,109.688,148.349,4.605,
SENSOR,1735729740,16,64.276,285.64,32.583,19.318,47.512,18.921,
SENSOR,1735729770,38,198.12,100.928,191.758,42.352,47.528,31.846,
SENSOR,1735729800,50,210.116,174.425,196.091,129.097,72.6,39.289,
SENSOR,1735729830,62,125.407,18.516,124.373,86.91,30.902,44.116,
SENSOR,1735729860,192,130.427,91.438,126.229,121.804,157.028,40.947,
SENSOR,1735729890,45,46.542,234.063,47.729,91.533,62.388,-4.505,
SENSOR,1735729920,4,236.61,89.051,58.446,111.787,163.232,41.173,
SENSOR,1735729950,6,83.71,243.808,185.727,129.311,23.281,17.376,
SENSOR,1735729980,33,219.894,34.038,16.123,11.704,10.391,20.275,
SENSOR,1735730010,4,122.552,239.916,195.469,120.526,140.291,38.928,
SENSOR,1735730040,153,199.98,245.903,154.559,15.857,75.991,6.995,
SENSOR,1735730070,95,37.155,143.029,96.688,53.642,151.663,16.324,
SENSOR,1735730100,65,64.844,196.467,134.34,59.841,49.142,26.11,
SENSOR,1735730130,10,109.542,210.711,102.397,0.829,153.269,29.667,
SENSOR,1735730160,33,136.361,191.128,197.683,115.431,13.365,42.615,
SENSOR,1735730190,72,67.873,190.31,166.387,95.645,79.313,9.451,
SENSOR,1735730220,167,140.537,92.165,30.776,134.34,103.976,2.535,
SENSOR,1735730250,58,215.596,6.982,149.598,19.053,15.047,39.548,
SENSOR,1735730280,12,212.455,257.221,91.557,80.303,64.256,21.826,
SENSOR,1735730310,88,61.188,270.636,1.712,127.073,170.165,42.005,
SENSOR,1735730340,171,176.473,46.25,45.211,58.82,42.092,23.606,
SENSOR,1735730370,93,210.917,112.86,63.556,92.544,36.664,10.399,
SENSOR,1735730400,55,227.006,121.904,167.647,32.754,21.382,33.846,
SENSOR,1735730430,82,211.305,123.165,40.618,66.712,58.35,15.308,
SENSOR,1735730460,107,152.187,233.594,106.329,98.664,27.039,17.5,
SENSOR,1735730490,114,130.029,35.126,167.894,23.447,133.397,6.461,
SENSOR,1735730520,164,55.6,22.824,81.066,48.954,35.161,23.998,
SENSOR,1735730550,118,100.677,287.991,33.217,98.746,95.937,0.215,
SENSOR,1735730580,78,125.216,176.976,88.285,67.063,121.702,19.471,
SENSOR,1735730610,48,134.504,26.796,188.596,20.307,156.321,0.873,
SENSOR,1735730640,179,149.18,260.608,168.182,142.495,40.933,44.097,
SENSOR,1735730670,138,214.341,195.848,38.131,107.507,115.901,36.096,
SENSOR,1735730700,6,72.347,17.925,27.026,19.802,19.743,16.644,
SENSOR,1735730730,194,243.915,20.38,33.54,131.966,50.356,40.722,
SENSOR,1735730760,155,183.59,169.915,84.264,6.48,158.77,31.059,
SENSOR,1735730790,38,125.574,77.468,187.434,103.615,5.254,36.775,
SENSOR,1735730820,121,228.321,259.523,2.91,92.011,57.587,18.299,
SENSOR,1735730850,66,169.111,35.668,150.533,7.523,126.018,21.182,
SENSOR,1735730880,199,123.534,222.021,48.415,73.37,39.189,2.089,
SENSOR,1735730910,17,45.74,28.887,126.692,53.439,107.412,42.401,
SENSOR,1735730940,84,91.912,117.252,192.714,122.798,36.96,42.766,
SENSOR,1735730970,125,78.078,278.366,35.661,31.794,89.997,22.542,
SENSOR,1735731000,68,174.561,147.945,45.985,60.237,114.571,29.184,
SENSOR,1735731030,140,101.171,39.596,57.306,79.311,100.308,29.869,
SENSOR,1735731060,150,145.313,262.765,29.01,17.387,14.14,42.173,
SENSOR,1735731090,50,47.693,177.077,71.592,122.862,131.705,30.099,
SENSOR,1735731120,193,218.922,137.935,185.941,6.734,71.2,40.932,
SENSOR,1735731150,133,87.371,23.359,83.116,30.241,94.709,15.809,
SENSOR,1735731180,104,216.439,286.743,86.665,83.607,124.546,10.771,
SENSOR,1735731210,143,203.588,195.698,104.363,126.411,34.265,34.581,
