command,timestamp,sensor_id,contamination,pressure,flow,report_text,query_l,query_r,pattern,extra
SENSOR,1735761720,15,3.647,4.905,30.678,,,,,
SENSOR,1735761780,48,2.289,3.076,38.259,,,,,
SENSOR,1735761840,7,1.385,8.807,88.062,,,,,
SENSOR,1735761900,1,1.851,4.951,43.479,,,,,
SENSOR,1735761960,47,3.506,9.692,7.624,,,,,
SENSOR,1735762020,11,3.75,1.952,27.463,,,,,
SENSOR,1735762080,23,2.765,1.781,46.814,,,,,
SENSOR,1735762140,4,1.923,1.886,9.849,,,,,
SENSOR,1735762200,2,1.822,9.257,12.137,,,,,
SENSOR,1735762260,12,4.793,6.478,48.788,,,,,
SENSOR,1735762320,25,2.695,3.065,97.508,,,,,
SENSOR,1735762380,7,4.586,3.821,11.529,,,,,
SENSOR,1735762440,28,4.422,8.114,4.159,,,,,
SENSOR,1735762500,3,4.149,2.507,11.37,,,,,
SENSOR,1735762560,7,3.54,5.437,3.917,,,,,
SENSOR,1735762620,22,2.165,7.042,54.242,,,,,
SENSOR,1735762680,1,2.903,9.064,63.185,,,,,
SENSOR,1735762740,23,1.417,9.449,68.74,,,,,
SENSOR,1735762800,6,4.598,4.807,0.128,,,,,
SENSOR,1735762860,3,3.228,2.053,11.23,,,,,
SENSOR,1735762920,10,0.775,2.951,29.874,,,,,
SENSOR,1735762980,43,4.224,1.292,70.471,,,,,
SENSOR,1735763040,24,3.521,9.848,67.495,,,,,
SENSOR,1735763100,38,3.714,6.997,71.784,,,,,
SENSOR,1735763160,24,0.737,9.41,28.173,,,,,
SENSOR,1735763220,21,2.965,4.605,69.38,,,,,
SENSOR,1735763280,10,0.541,1.118,29.705,,,,,
SENSOR,1735763340,35,1.324,9.868,25.045,,,,,
SENSOR,1735763400,6,0.37,2.931,21.013,,,,,
SENSOR,1735763460,34,0.654,6.89,48.12,,,,,
SENSOR,1735763520,4,2.484,5.28,77.559,,,,,
SENSOR,1735763580,22,3.699,1.423,57.39,,,,,
SENSOR,1735763640,35,4.91,6.851,80.217,,,,,
SENSOR,1735763700,31,0.699,4.962,40.753,,,,,
SENSOR,1735763760,41,3.573,7.552,66.371,,,,,
SENSOR,1735763820,22,0.163,2.254,57.862,,,,,
SENSOR,1735763880,32,3.409,2.015,41.16,,,,,
SENSOR,1735763940,40,1.144,5.232,28.588,,,,,
SENSOR,1735764000,2,2.141,8.516,80.018,,,,,
SENSOR,1735764060,49,1.0,3.765,97.127,,,,,
SENSOR,1735764120,31,3.725,6.04,99.929,,,,,
SENSOR,1735764180,15,1.014,2.511,0.892,,,,,
SENSOR,1735764240,22,4.775,6.562,17.533,,,,,
SENSOR,1735764300,39,0.396,7.932,95.58,,,,,
SENSOR,1735764360,6,2.337,6.879,28.856,,,,,
SENSOR,1735764420,4,3.118,8.505,11.565,,,,,
SENSOR,1735764480,30,1.596,7.562,47.695,,,,,
SENSOR,1735764540,41,1.563,4.131,73.443,,,,,
SENSOR,1735764600,0,2.054,6.756,66.735,,,,,
SENSOR,1735764660,39,2.4,8.148,20.827,,,,,
SENSOR,1735764720,25,0.44,1.889,78.017,,,,,
SENSOR,1735764780,42,1.334,9.811,92.043,,,,,
SENSOR,1735764840,8,3.09,5.212,34.733,,,,,
SENSOR,1735764900,8,3.826,2.317,96.342,,,,,
SENSOR,1735764960,38,1.612,4.626,7.13,,,,,
SENSOR,1735765020,16,0.473,8.165,98.384,,,,,
SENSOR,1735765080,37,3.146,7.937,84.491,,,,,
SENSOR,1735765140,16,0.755,7.724,14.771,,,,,
SENSOR,1735765200,40,3.766,8.465,75.936,,,,,
SENSOR,1735765260,24,3.507,8.383,40.655,,,,,
SENSOR,1735765320,25,0.832,8.657,68.688,,,,,
SENSOR,1735765380,47,2.53,4.452,18.679,,,,,
SENSOR,1735765440,30,4.92,3.945,46.038,,,,,
SENSOR,1735765500,20,3.906,6.378,5.743,,,,,
SENSOR,1735765560,33,4.174,2.127,35.072,,,,,
SENSOR,1735765620,25,0.841,4.805,59.227,,,,,
SENSOR,1735765680,31,3.179,3.458,81.416,,,,,
SENSOR,1735765740,35,0.441,3.055,8.38,,,,,
SENSOR,1735765800,45,4.789,9.618,23.765,,,,,
SENSOR,1735765860,43,1.616,3.501,51.309,,,,,
SENSOR,1735765920,35,3.446,1.112,99.95,,,,,
SENSOR,1735765980,39,2.408,9.21,37.352,,,,,
SENSOR,1735766040,38,3.862,2.343,19.014,,,,,
SENSOR,1735766100,2,3.904,1.787,7.08,,,,,
SENSOR,1735766160,0,1.114,8.962,99.069,,,,,
SENSOR,1735766220,22,3.987,1.263,59.126,,,,,
SENSOR,1735766280,18,1.589,1.172,74.342,,,,,
SENSOR,1735766340,31,3.921,6.949,23.463,,,,,
SENSOR,1735766400,44,2.084,6.038,24.955,,,,,
SENSOR,1735766460,48,4.775,3.55,62.013,,,,,
SENSOR,1735766520,20,2.728,2.671,82.216,,,,,
SENSOR,1735766580,24,3.811,6.829,85.101,,,,,
SENSOR,1735766640,49,0.72,7.99,81.853,,,,,
SENSOR,1735766700,12,2.9,8.192,39.499,,,,,
SENSOR,1735766760,47,0.053,6.976,40.468,,,,,
SENSOR,1735766820,31,0.56,7.823,32.462,,,,,
SENSOR,1735766880,11,1.22,7.501,90.11,,,,,
SENSOR,1735766940,9,3.994,8.731,91.99,,,,,
SENSOR,1735767000,18,1.45,2.786,2.894,,,,,
SENSOR,1735767060,26,2.469,1.122,24.304,,,,,
SENSOR,1735767120,45,4.123,6.27,94.776,,,,,
SENSOR,1735767180,9,2.206,9.869,56.475,,,,,
SENSOR,1735767240,25,4.443,7.591,63.247,,,,,
SENSOR,1735767300,41,1.026,1.913,9.03,,,,,
SENSOR,1735767360,40,0.84,4.472,33.406,,,,,
SENSOR,1735767420,7,1.546,1.189,73.358,,,,,
SENSOR,1735767480,21,3.697,4.194,83.787,,,,,
SENSOR,1735767540,3,4.513,9.338,88.163,,,,,
SENSOR,1735767600,34,0.897,8.552,47.147,,,,,
SENSOR,1735767660,20,1.02,5.279,19.998,,,,,
SENSOR,1735767720,28,0.059,6.788,8.611,,,,,
SENSOR,1735767780,2,2.324,2.613,39.408,,,,,
SENSOR,1735767840,16,1.476,9.371,85.617,,,,,
SENSOR,1735767900,39,4.62,4.137,38.158,,,,,
SENSOR,1735767960,19,1.767,5.607,85.646,,,,,
SENSOR,1735768020,15,0.194,3.792,20.465,,,,,
SENSOR,1735768080,13,0.118,1.396,4.474,,,,,
SENSOR,1735768140,43,3.28,2.008,69.6,,,,,
SENSOR,1735768200,37,4.514,3.817,24.299,,,,,
SENSOR,1735768260,6,1.334,1.749,58.833,,,,,
SENSOR,1735768320,12,2.341,3.408,25.588,,,,,
SENSOR,1735768380,44,0.35,2.298,68.552,,,,,
SENSOR,1735768440,37,0.563,1.965,2.632,,,,,
SENSOR,1735768500,12,3.628,1.725,22.516,,,,,
SENSOR,1735768560,35,3.924,2.35,3.865,,,,,
SENSOR,1735768620,5,0.367,6.73,38.711,,,,,
SENSOR,1735768680,10,0.618,8.786,11.221,,,,,
SENSOR,1735768740,47,1.933,4.187,59.13,,,,,
SENSOR,1735768800,33,3.965,4.546,78.2,,,,,
SENSOR,1735768860,25,2.728,9.078,55.382,,,,,
SENSOR,1735768920,12,1.125,5.926,0.876,,,,,
SENSOR,1735768980,22,1.597,1.464,39.258,,,,,
SENSOR,1735769040,21,4.728,7.748,78.945,,,,,
SENSOR,1735769100,43,3.87,5.913,61.336,,,,,
SENSOR,1735769160,46,0.252,8.909,78.309,,,,,
SENSOR,1735769220,28,0.123,3.996,25.064,,,,,
SENSOR,1735769280,0,4.918,1.046,90.166,,,,,
SENSOR,1735769340,43,1.378,9.764,93.511,,,,,
SENSOR,1735769400,41,4.259,5.062,72.009,,,,,
SENSOR,1735769460,10,1.22,7.817,37.258,,,,,
SENSOR,1735769520,23,4.015,3.403,10.7,,,,,
SENSOR,1735769580,25,4.821,6.536,21.769,,,,,
SENSOR,1735769640,46,3.969,5.483,18.729,,,,,
SENSOR,1735769700,39,2.387,7.842,40.654,,,,,
SENSOR,1735769760,30,2.128,5.461,22.277,,,,,
SENSOR,1735769820,33,1.955,8.984,55.596,,,,,
SENSOR,1735769880,29,2.024,8.203,7.668,,,,,
SENSOR,1735769940,0,4.474,2.018,85.715,,,,,
SENSOR,1735770000,10,4.705,3.946,58.923,,,,,
SENSOR,1735770060,24,0.695,2.274,86.436,,,,,
SENSOR,1735770120,28,0.319,5.032,64.837,,,,,
SENSOR,1735770180,18,2.385,6.178,72.894,,,,,
SENSOR,1735770240,8,0.351,4.596,51.494,,,,,
SENSOR,1735770300,5,0.99,7.16,18.381,,,,,
SENSOR,1735770360,36,2.755,2.345,75.983,,,,,
SENSOR,1735770420,10,4.702,7.707,7.469,,,,,
SENSOR,1735770480,0,0.313,1.145,30.601,,,,,
SENSOR,1735770540,47,1.448,7.12,91.415,,,,,
SENSOR,1735770600,48,0.84,3.176,25.415,,,,,
SENSOR,1735770660,11,1.584,9.708,47.677,,,,,
SENSOR,1735770720,46,4.654,7.116,33.809,,,,,
SENSOR,1735770780,34,4.673,6.647,63.643,,,,,
SENSOR,1735770840,47,1.174,8.699,69.714,,,,,
SENSOR,1735770900,36,3.51,3.084,99.509,,,,,
SENSOR,1735770960,39,4.108,5.195,33.266,,,,,
SENSOR,1735771020,32,4.554,6.478,93.994,,,,,
SENSOR,1735771080,8,0.361,5.419,67.376,,,,,
SENSOR,1735771140,48,2.118,7.378,11.002,,,,,
SENSOR,1735771200,12,2.924,5.14,21.674,,,,,
SENSOR,1735771260,15,0.379,2.545,98.319,,,,,
SENSOR,1735771320,46,1.579,1.929,38.095,,,,,
SENSOR,1735771380,48,0.773,8.639,97.361,,,,,
SENSOR,1735771440,3,4.566,4.238,82.924,,,,,
SENSOR,1735771500,19,4.659,6.163,77.193,,,,,
SENSOR,1735771560,0,0.548,3.703,17.379,,,,,
SENSOR,1735771620,35,2.43,5.335,94.826,,,,,
SENSOR,1735771680,32,0.992,6.01,72.281,,,,,
SENSOR,1735771740,7,0.271,3.421,52.326,,,,,
SENSOR,1735771800,4,1.24,4.489,74.33,,,,,
SENSOR,1735771860,19,0.076,3.79,91.832,,,,,
SENSOR,1735771920,2,3.323,4.544,19.25,,,,,
SENSOR,1735771980,20,4.713,2.904,56.115,,,,,
SENSOR,1735772040,3,4.586,9.505,53.132,,,,,
SENSOR,1735772100,1,1.087,1.538,35.473,,,,,
SENSOR,1735772160,21,3.665,1.671,87.012,,,,,
SENSOR,1735772220,46,4.116,5.984,73.593,,,,,
SENSOR,1735772280,2,1.595,8.208,52.981,,,,,
SENSOR,1735772340,47,1.501,1.704,18.533,,,,,
SENSOR,1735772400,14,4.291,9.359,99.298,,,,,
SENSOR,1735772460,49,0.081,5.973,84.665,,,,,
SENSOR,1735772520,22,0.488,7.715,93.491,,,,,
SENSOR,1735772580,30,0.042,3.397,72.944,,,,,
SENSOR,1735772640,12,0.433,7.848,19.244,,,,,
SENSOR,1735772700,0,4.85,1.704,42.879,,,,,
SENSOR,1735772760,14,3.383,3.995,1.449,,,,,
SENSOR,1735772820,26,0.556,8.312,7.317,,,,,
SENSOR,1735772880,38,1.058,7.061,56.368,,,,,
SENSOR,1735772940,21,1.748,1.739,5.085,,,,,
SENSOR,1735773000,27,0.435,9.659,76.327,,,,,
SENSOR,1735773060,0,2.762,6.143,10.231,,,,,
SENSOR,1735773120,14,3.134,8.109,54.984,,,,,
SENSOR,1735773180,37,3.373,4.907,42.816,,,,,
SENSOR,1735773240,42,3.423,7.853,91.904,,,,,
SENSOR,1735773300,27,4.014,4.953,76.564,,,,,
SENSOR,1735773360,2,4.072,9.686,97.48,,,,,
SENSOR,1735773420,16,2.011,9.824,26.083,,,,,
SENSOR,1735773480,17,0.464,2.866,83.64,,,,,
SENSOR,1735773540,45,4.52,9.172,26.936,,,,,
SENSOR,1735773600,42,2.182,4.689,53.617,,,,,
SENSOR,1735773660,23,0.925,4.333,20.431,,,,,
SENSOR,1735773720,10,1.384,3.219,96.352,,,,,
SENSOR,1735773780,47,1.928,3.191,76.067,,,,,
SENSOR,1735773840,8,1.757,8.457,50.096,,,,,
SENSOR,1735773900,33,4.465,4.648,51.233,,,,,
SENSOR,1735773960,30,4.643,3.588,87.135,,,,,
SENSOR,1735774020,23,4.357,1.489,41.818,,,,,
SENSOR,1735774080,46,4.74,8.056,25.383,,,,,
SENSOR,1735774140,26,1.682,3.569,89.336,,,,,
SENSOR,1735774200,24,2.59,9.506,15.876,,,,,
SENSOR,1735774260,14,2.703,2.745,59.651,,,,,
SENSOR,1735774320,39,4.824,8.985,85.716,,,,,
SENSOR,1735774380,36,2.271,5.398,36.856,,,,,
SENSOR,1735774440,9,3.346,8.603,95.464,,,,,
SENSOR,1735774500,32,3.189,1.418,46.978,,,,,
SENSOR,1735774560,40,3.605,2.872,1.528,,,,,
SENSOR,1735774620,49,0.636,8.723,87.523,,,,,
SENSOR,1735774680,15,4.268,9.753,38.232,,,,,
SENSOR,1735774740,11,1.556,8.789,30.814,,,,,
SENSOR,1735774800,34,0.733,9.67,13.83,,,,,
SENSOR,1735774860,44,2.323,2.776,53.483,,,,,
SENSOR,1735774920,41,3.332,4.355,97.109,,,,,
SENSOR,1735774980,9,0.138,8.45,26.436,,,,,
SENSOR,1735775040,49,3.394,4.347,94.811,,,,,
SENSOR,1735775100,39,2.101,5.77,15.937,,,,,
SENSOR,1735775160,4,3.322,9.758,97.398,,,,,
SENSOR,1735775220,9,2.156,1.906,74.754,,,,,
SENSOR,1735775280,45,0.784,9.431,97.22,,,,,
SENSOR,1735775340,45,3.296,5.411,71.904,,,,,
SENSOR,1735775400,3,2.736,8.237,48.769,,,,,
SENSOR,1735775460,17,2.339,1.5,91.129,,,,,
SENSOR,1735775520,46,1.142,6.983,29.863,,,,,
SENSOR,1735775580,30,2.125,1.987,4.775,,,,,
SENSOR,1735775640,45,4.116,1.566,13.7,,,,,
SENSOR,1735775700,20,4.36,9.87,88.26,,,,,
SENSOR,1735775760,0,2.58,3.102,3.74,,,,,
SENSOR,1735775820,27,0.435,4.876,53.41,,,,,
SENSOR,1735775880,4,1.59,1.539,52.62,,,,,
SENSOR,1735775940,37,3.813,9.776,8.387,,,,,
SENSOR,1735776000,23,2.83,8.337,26.156,,,,,
SENSOR,1735776060,47,4.14,3.099,2.21,,,,,
SENSOR,1735776120,6,1.021,1.369,76.046,,,,,
SENSOR,1735776180,8,0.742,5.94,34.392,,,,,
SENSOR,1735776240,22,1.671,2.635,66.581,,,,,
SENSOR,1735776300,22,4.864,6.825,26.651,,,,,
SENSOR,1735776360,8,4.422,9.156,50.399,,,,,
SENSOR,1735776420,12,0.1,7.733,46.147,,,,,
SENSOR,1735776480,40,2.044,9.565,52.817,,,,,
SENSOR,1735776540,28,4.751,1.309,17.93,,,,,
SENSOR,1735776600,15,2.768,1.03,25.99,,,,,
SENSOR,1735776660,23,1.044,9.338,80.449,,,,,
SENSOR,1735776720,7,0.933,4.042,97.516,,,,,
SENSOR,1735776780,9,0.344,3.158,91.376,,,,,
SENSOR,1735776840,25,0.933,8.034,80.577,,,,,
SENSOR,1735776900,18,3.904,7.758,89.269,,,,,
SENSOR,1735776960,8,0.551,8.649,20.011,,,,,
SENSOR,1735777020,39,3.265,7.479,78.944,,,,,
SENSOR,1735777080,21,0.454,2.453,87.462,,,,,
SENSOR,1735777140,1,2.787,5.085,89.469,,,,,
SENSOR,1735777200,21,1.741,7.36,85.821,,,,,
SENSOR,1735777260,30,3.934,5.874,6.485,,,,,
SENSOR,1735777320,3,1.567,7.9,60.568,,,,,
SENSOR,1735777380,44,2.733,5.455,80.125,,,,,
SENSOR,1735777440,42,0.994,2.703,15.834,,,,,
SENSOR,1735777500,5,1.647,6.905,5.882,,,,,
SENSOR,1735777560,18,4.401,6.658,15.515,,,,,
SENSOR,1735777620,17,1.812,5.105,58.547,,,,,
SENSOR,1735777680,7,3.949,2.412,50.369,,,,,
SENSOR,1735777740,7,1.456,3.103,61.302,,,,,
SENSOR,1735777800,3,1.681,6.536,64.864,,,,,
SENSOR,1735777860,32,1.711,4.359,7.031,,,,,
SENSOR,1735777920,40,4.567,3.026,3.49,,,,,
SENSOR,1735777980,19,1.769,7.342,89.585,,,,,
SENSOR,1735778040,45,0.614,8.273,63.88,,,,,
SENSOR,1735778100,6,2.929,8.265,54.564,,,,,
SENSOR,1735778160,35,1.082,2.927,6.924,,,,,
SENSOR,1735778220,10,3.29,2.885,82.116,,,,,
SENSOR,1735778280,45,2.391,2.161,64.886,,,,,
SENSOR,1735778340,32,1.601,9.516,33.866,,,,,
SENSOR,1735778400,16,4.936,8.141,65.556,,,,,
SENSOR,1735778460,7,3.134,6.218,29.582,,,,,
SENSOR,1735778520,35,3.91,8.709,97.957,,,,,
SENSOR,1735778580,31,4.273,5.347,48.217,,,,,
SENSOR,1735778640,19,2.756,2.655,56.352,,,,,
SENSOR,1735778700,22,0.068,8.526,74.492,,,,,
SENSOR,1735778760,22,1.856,3.281,23.255,,,,,
SENSOR,1735778820,4,3.238,7.908,15.872,,,,,
SENSOR,1735778880,41,4.383,5.74,5.369,,,,,
SENSOR,1735778940,14,1.647,6.747,94.308,,,,,
SENSOR,1735779000,9,1.815,3.773,9.856,,,,,
SENSOR,1735779060,41,1.901,5.027,9.875,,,,,
SENSOR,1735779120,4,2.309,5.218,29.762,,,,,
SENSOR,1735779180,15,2.131,6.931,27.786,,,,,
SENSOR,1735779240,18,2.459,1.013,63.582,,,,,
SENSOR,1735779300,11,4.424,3.973,77.024,,,,,
SENSOR,1735779360,11,2.556,3.34,23.179,,,,,
SENSOR,1735779420,21,2.072,7.275,22.202,,,,,
SENSOR,1735779480,27,4.819,2.146,3.19,,,,,
SENSOR,1735779540,9,2.378,7.108,8.207,,,,,
SENSOR,1735779600,5,4.686,9.602,60.422,,,,,
SENSOR,1735779660,29,0.287,8.768,75.383,,,,,
SENSOR,1735779720,24,4.029,7.888,18.794,,,,,
SENSOR,1735779780,24,3.469,2.336,73.666,,,,,
SENSOR,1735779840,14,4.61,4.811,32.026,,,,,
SENSOR,1735779900,19,1.31,9.788,24.563,,,,,
SENSOR,1735779960,38,3.351,8.943,36.451,,,,,
SENSOR,1735780020,17,4.448,5.811,37.179,,,,,
SENSOR,1735780080,21,2.669,6.879,53.5,,,,,
SENSOR,1735780140,30,2.33,7.379,14.802,,,,,
SENSOR,1735780200,37,3.485,9.335,27.317,,,,,
SENSOR,1735780260,35,0.593,2.562,4.419,,,,,
SENSOR,1735780320,30,4.051,7.605,5.866,,,,,
SENSOR,1735780380,14,4.76,9.605,56.989,,,,,
SENSOR,1735780440,11,1.026,9.928,79.99,,,,,
SENSOR,1735780500,20,3.714,7.978,4.484,,,,,
SENSOR,1735780560,13,2.717,3.45,73.515,,,,,
SENSOR,1735780620,43,0.043,4.808,71.075,,,,,
SENSOR,1735780680,30,0.662,4.789,80.125,,,,,
SENSOR,1735780740,12,4.007,2.775,43.022,,,,,
SENSOR,1735780800,48,2.172,9.765,0.545,,,,,
SENSOR,1735780860,48,4.574,7.014,39.325,,,,,
SENSOR,1735780920,23,3.223,4.259,91.816,,,,,
SENSOR,1735780980,12,2.366,5.815,70.026,,,,,
SENSOR,1735781040,13,4.207,3.472,80.07,,,,,
SENSOR,1735781100,32,4.087,6.696,35.15,,,,,
SENSOR,1735781160,9,1.391,5.91,58.781,,,,,
SENSOR,1735781220,38,3.784,4.216,33.086,,,,,
SENSOR,1735781280,43,1.055,8.739,39.517,,,,,
SENSOR,1735781340,20,4.691,6.934,25.119,,,,,
SENSOR,1735781400,36,2.898,5.373,94.498,,,,,
SENSOR,1735781460,49,1.553,6.676,72.821,,,,,
SENSOR,1735781520,35,1.723,6.322,66.111,,,,,
SENSOR,1735781580,19,0.214,1.659,9.157,,,,,
SENSOR,1735781640,38,1.541,9.802,49.998,,,,,
SENSOR,1735781700,20,1.198,5.634,27.22,,,,,
SENSOR,1735781760,40,4.353,9.31,79.261,,,,,
SENSOR,1735781820,28,4.069,2.066,53.003,,,,,
SENSOR,1735781880,4,0.714,4.712,48.027,,,,,
SENSOR,1735781940,15,3.547,4.71,54.672,,,,,
SENSOR,1735782000,35,1.576,7.648,80.917,,,,,
SENSOR,1735782060,42,2.977,5.17,69.993,,,,,
SENSOR,1735782120,36,4.767,1.2,70.901,,,,,
SENSOR,1735782180,1,0.037,8.294,20.345,,,,,
SENSOR,1735782240,15,3.843,3.18,56.569,,,,,
SENSOR,1735782300,37,0.769,4.718,65.804,,,,,
SENSOR,1735782360,26,0.06,7.618,21.527,,,,,
SENSOR,1735782420,25,0.398,1.979,88.713,,,,,
SENSOR,1735782480,39,3.829,7.759,81.706,,,,,
SENSOR,1735782540,20,4.974,9.969,1.363,,,,,
SENSOR,1735782600,37,2.108,9.426,75.674,,,,,
SENSOR,1735782660,18,2.063,2.76,94.782,,,,,
SENSOR,1735782720,5,2.49,7.488,77.572,,,,,
SENSOR,1735782780,14,3.344,8.432,75.36,,,,,
SENSOR,1735782840,7,4.53,6.524,25.171,,,,,
SENSOR,1735782900,33,3.953,5.339,76.71,,,,,
SENSOR,1735782960,24,2.556,6.75,15.516,,,,,
SENSOR,1735783020,14,4.589,1.473,29.15,,,,,
SENSOR,1735783080,14,4.497,8.345,14.953,,,,,
SENSOR,1735783140,34,1.538,4.131,80.713,,,,,
SENSOR,1735783200,39,4.818,3.306,93.274,,,,,
SENSOR,1735783260,15,3.376,7.609,88.58,,,,,
SENSOR,1735783320,31,4.564,2.961,21.651,,,,,
SENSOR,1735783380,37,0.847,3.596,93.342,,,,,
SENSOR,1735783440,19,3.727,7.509,44.992,,,,,
SENSOR,1735783500,6,1.113,3.592,65.705,,,,,
SENSOR,1735783560,23,0.18,9.223,47.234,,,,,
SENSOR,1735783620,17,3.662,5.115,66.064,,,,,
SENSOR,1735783680,18,0.997,9.537,98.318,,,,,
SENSOR,1735783740,26,2.227,1.134,44.249,,,,,
SENSOR,1735783800,27,3.27,5.742,73.558,,,,,
SENSOR,1735783860,45,1.816,8.125,80.911,,,,,
SENSOR,1735783920,41,1.172,9.037,47.936,,,,,
SENSOR,1735783980,18,4.546,8.839,30.437,,,,,
SENSOR,1735784040,41,0.691,4.03,98.564,,,,,
SENSOR,1735784100,38,0.753,4.36,28.37,,,,,
SENSOR,1735784160,0,3.564,2.915,70.154,,,,,
SENSOR,1735784220,14,0.785,5.463,73.744,,,,,
SENSOR,1735784280,47,0.57,7.835,35.304,,,,,
SENSOR,1735784340,25,1.041,8.593,80.413,,,,,
SENSOR,1735784400,24,1.137,3.716,29.662,,,,,
SENSOR,1735784460,33,2.602,6.596,87.468,,,,,
SENSOR,1735784520,1,1.019,2.095,67.903,,,,,
SENSOR,1735784580,19,4.307,9.265,27.441,,,,,
SENSOR,1735784640,35,0.257,4.631,72.468,,,,,
SENSOR,1735784700,6,2.048,9.255,83.934,,,,,
SENSOR,1735784760,36,3.274,3.708,63.439,,,,,
SENSOR,1735784820,20,1.911,2.597,43.068,,,,,
SENSOR,1735784880,36,1.284,9.937,89.824,,,,,
SENSOR,1735784940,5,0.226,5.6,94.377,,,,,
SENSOR,1735785000,8,3.934,1.844,1.348,,,,,
SENSOR,1735785060,34,0.456,6.974,19.51,,,,,
SENSOR,1735785120,47,1.642,6.66,83.782,,,,,
SENSOR,1735785180,15,3.778,2.281,8.027,,,,,
SENSOR,1735785240,43,4.359,7.757,52.338,,,,,
SENSOR,1735785300,1,1.643,7.111,88.588,,,,,
SENSOR,1735785360,41,0.563,3.428,47.907,,,,,
SENSOR,1735785420,10,4.284,5.08,93.407,,,,,
SENSOR,1735785480,29,3.106,7.603,47.414,,,,,
SENSOR,1735785540,43,4.716,4.891,41.807,,,,,
SENSOR,1735785600,42,1.254,7.155,0.903,,,,,
SENSOR,1735785660,31,1.652,4.773,30.368,,,,,
SENSOR,1735785720,1,4.721,5.671,56.359,,,,,
SENSOR,1735785780,49,3.738,3.566,90.451,,,,,
SENSOR,1735785840,31,1.642,6.839,75.646,,,,,
SENSOR,1735785900,10,3.687,7.583,21.055,,,,,
SENSOR,1735785960,13,1.61,8.848,47.428,,,,,
SENSOR,1735786020,2,2.806,6.188,67.262,,,,,
SENSOR,1735786080,45,4.257,3.649,47.448,,,,,
SENSOR,1735786140,32,1.629,2.145,93.266,,,,,
SENSOR,1735786200,12,4.697,2.61,67.969,,,,,
SENSOR,1735786260,22,3.48,5.924,83.173,,,,,
SENSOR,1735786320,9,0.229,1.687,65.889,,,,,
SENSOR,1735786380,38,3.107,9.596,55.825,,,,,
SENSOR,1735786440,20,1.336,3.413,3.692,,,,,
SENSOR,1735786500,41,3.715,1.502,28.029,,,,,
SENSOR,1735786560,46,3.5,6.944,47.519,,,,,
SENSOR,1735786620,6,2.927,5.727,42.165,,,,,
SENSOR,1735786680,11,1.893,1.132,42.314,,,,,
SENSOR,1735786740,12,3.267,4.651,47.031,,,,,
SENSOR,1735786800,34,0.907,1.42,83.605,,,,,
SENSOR,1735786860,27,0.032,8.864,15.977,,,,,
SENSOR,1735786920,49,2.139,7.412,12.785,,,,,
SENSOR,1735786980,22,0.079,9.887,6.074,,,,,
SENSOR,1735787040,31,0.702,5.511,13.88,,,,,
SENSOR,1735787100,45,2.714,7.399,58.079,,,,,
SENSOR,1735787160,26,0.501,6.665,82.374,,,,,
SENSOR,1735787220,35,3.273,5.595,78.217,,,,,
SENSOR,1735787280,36,0.664,8.302,5.624,,,,,
SENSOR,1735787340,43,2.179,3.159,95.342,,,,,
SENSOR,1735787400,14,2.732,9.139,95.047,,,,,
SENSOR,1735787460,15,2.435,7.467,25.367,,,,,
SENSOR,1735787520,48,0.543,1.435,51.88,,,,,
SENSOR,1735787580,42,4.926,3.059,49.42,,,,,
SENSOR,1735787640,30,2.084,9.002,29.639,,,,,
SENSOR,1735787700,13,2.239,8.924,29.857,,,,,
SENSOR,1735787760,47,0.473,7.737,91.86,,,,,
SENSOR,1735787820,45,1.097,4.888,31.085,,,,,
SENSOR,1735787880,41,2.21,9.441,0.759,,,,,
SENSOR,1735787940,49,2.26,7.729,6.618,,,,,
SENSOR,1735788000,30,2.434,7.49,29.086,,,,,
SENSOR,1735788060,13,4.997,4.362,43.181,,,,,
SENSOR,1735788120,29,1.439,4.304,68.618,,,,,
SENSOR,1735788180,11,1.932,3.11,46.292,,,,,
SENSOR,1735788240,3,2.619,4.447,58.674,,,,,
SENSOR,1735788300,19,4.809,9.018,78.827,,,,,
SENSOR,1735788360,32,3.135,7.783,80.107,,,,,
SENSOR,1735788420,6,3.937,5.02,79.336,,,,,
SENSOR,1735788480,1,3.294,5.08,38.196,,,,,
SENSOR,1735788540,47,3.83,1.73,60.637,,,,,
SENSOR,1735788600,44,0.353,2.12,22.869,,,,,
SENSOR,1735788660,33,1.883,5.172,0.431,,,,,
SENSOR,1735788720,13,3.364,1.794,35.231,,,,,
SENSOR,1735788780,0,1.835,4.212,34.261,,,,,
SENSOR,1735788840,36,3.509,7.709,68.689,,,,,
SENSOR,1735788900,31,3.002,3.973,78.074,,,,,
SENSOR,1735788960,4,2.14,4.837,75.767,,,,,
SENSOR,1735789020,26,1.733,1.878,21.981,,,,,
SENSOR,1735789080,28,1.322,3.139,68.458,,,,,
SENSOR,1735789140,17,3.985,1.803,47.221,,,,,
SENSOR,1735789200,38,3.144,6.509,99.64,,,,,
SENSOR,1735789260,8,3.403,4.927,58.182,,,,,
SENSOR,1735789320,39,1.276,7.442,23.515,,,,,
SENSOR,1735789380,8,2.396,5.823,2.281,,,,,
SENSOR,1735789440,26,0.71,3.3,44.285,,,,,
SENSOR,1735789500,5,1.386,1.025,5.35,,,,,
SENSOR,1735789560,7,2.853,6.7,69.733,,,,,
