command,node_id,x,y,wind,importance,extra
WAYPOINT,1179,3089.297,6885.853,19.205,9,
WAYPOINT,1180,5065.317,5272.46,5.835,8,
WAYPOINT,1181,98.449,4346.721,2.355,6,
WAYPOINT,1182,4276.192,6735.701,5.91,3,
WAYPOINT,1183,2753.191,3605.591,8.969,1,
WAYPOINT,1184,6784.037,4349.909,19.804,2,
WAYPOINT,1185,5363.23,1004.985,15.269,5,
WAYPOINT,1186,2349.945,5403.935,18.951,3,
WAYPOINT,1187,5411.844,1145.624,6.787,9,
WAYPOINT,1188,8371.743,7038.267,8.475,4,
WAYPOINT,1189,6937.423,3050.743,6.798,4,
WAYPOINT,1190,8620.899,893.286,12.661,7,
WAYPOINT,1191,9636.428,3059.533,19.769,9,
WAYPOINT,1192,2258.832,214.472,16.484,9,
WAYPOINT,1193,6573.765,9715.491,11.411,1,
WAYPOINT,1194,7442.028,4450.103,4.397,4,
WAYPOINT,1195,2353.412,7309.804,10.973,4,
WAYPOINT,1196,8446.491,306.097,16.227,4,
WAYPOINT,1197,9288.873,5223.209,8.604,8,
WAYPOINT,1198,7728.771,8534.233,15.521,9,
WAYPOINT,1199,7154.09,8677.462,18.867,2,
WAYPOINT,1200,2198.043,983.801,3.2,1,
WAYPOINT,1201,9034.233,5375.846,9.319,1,
WAYPOINT,1202,5918.559,650.129,1.157,8,
WAYPOINT,1203,8699.945,3313.418,9.656,2,
WAYPOINT,1204,2256.198,2366.74,15.353,10,
WAYPOINT,1205,5839.914,728.19,9.447,2,
WAYPOINT,1206,6345.531,5038.791,14.833,4,
WAYPOINT,1207,5593.251,3990.111,1.761,5,
WAYPOINT,1208,6523.021,6036.147,9.079,5,
WAYPOINT,1209,7340.169,8488.299,10.367,1,
WAYPOINT,1210,6885.503,1527.462,8.726,6,
WAYPOINT,1211,4420.077,6725.6,6.098,1,
WAYPOINT,1212,1486.048,4694.527,14.424,5,
WAYPOINT,1213,5226.421,1226.523,18.285,7,
WAYPOINT,1214,7546.079,222.449,8.171,2,
WAYPOINT,1215,2219.261,4716.589,8.204,6,
WAYPOINT,1216,4849.777,1973.925,12.434,3,
WAYPOINT,1217,6401.954,4908.032,8.273,7,
WAYPOINT,1218,8386.05,6329.13,17.722,10,
WAYPOINT,1219,2598.705,2357.364,14.778,3,
WAYPOINT,1220,1206.376,1707.982,19.024,5,
WAYPOINT,1221,1834.814,2525.25,6.34,1,
WAYPOINT,1222,4392.013,3686.078,5.364,2,
WAYPOINT,1223,1191.282,5169.345,19.663,10,
WAYPOINT,1224,9733.063,6972.228,11.276,5,
WAYPOINT,1225,1119.051,6287.547,16.495,7,
WAYPOINT,1226,3242.206,1167.706,14.144,5,
WAYPOINT,1227,5736.787,8834.603,4.428,8,
WAYPOINT,1228,6469.476,7781.691,5.65,7,
WAYPOINT,1229,1722.905,3639.424,16.476,9,
WAYPOINT,1230,7996.534,3226.143,9.391,3,
WAYPOINT,1231,3071.968,360.473,15.584,2,
WAYPOINT,1232,7668.7,3894.406,15.255,2,
WAYPOINT,1233,5912.107,8291.571,12.236,7,
WAYPOINT,1234,2584.099,7349.243,5.69,10,
WAYPOINT,1235,7958.537,7727.949,19.632,8,
WAYPOINT,1236,325.404,1600.583,8.476,10,
WAYPOINT,1237,657.83,8350.952,14.016,5,
WAYPOINT,1238,3315.355,4307.801,14.335,2,
WAYPOINT,1239,6468.751,1289.653,14.689,5,
WAYPOINT,1240,8372.796,4977.319,19.457,7,
WAYPOINT,1241,2851.14,8035.521,15.085,10,
WAYPOINT,1242,1463.348,5757.096,15.616,8,
WAYPOINT,1243,3121.536,639.349,16.246,3,
WAYPOINT,1244,3631.715,407.085,17.083,10,
WAYPOINT,1245,7288.938,1497.077,14.106,5,
WAYPOINT,1246,7135.682,1325.153,8.77,5,
WAYPOINT,1247,2545.078,7231.873,10.579,6,
WAYPOINT,1248,8026.847,8809.119,5.214,4,
WAYPOINT,1249,8975.527,3948.479,1.966,7,
WAYPOINT,1250,7708.194,9012.48,18.761,5,
WAYPOINT,1251,6928.697,4196.665,15.899,7,
WAYPOINT,1252,6571.661,3392.252,5.377,10,
WAYPOINT,1253,1685.231,4140.396,0.902,8,
WAYPOINT,1254,7938.532,1808.607,3.924,5,
WAYPOINT,1255,854.743,7572.293,14.734,10,
WAYPOINT,1256,807.419,8493.958,19.817,4,
WAYPOINT,1257,6057.204,2364.299,1.352,8,
WAYPOINT,1258,1586.077,3856.981,6.605,5,
WAYPOINT,1259,1104.771,2503.748,4.303,9,
WAYPOINT,1260,5987.615,1306.784,19.582,3,
WAYPOINT,1261,1716.771,8323.144,2.679,10,
WAYPOINT,1262,6226.883,462.267,11.294,6,
WAYPOINT,1263,2086.226,410.235,6.035,8,
WAYPOINT,1264,3836.438,110.786,0.718,10,
WAYPOINT,1265,9567.309,1405.64,18.023,3,
WAYPOINT,1266,4018.775,1929.371,2.919,5,
WAYPOINT,1267,480.757,3067.007,3.533,6,
WAYPOINT,1268,2433.176,9345.24,15.219,9,
WAYPOINT,1269,3407.786,1141.884,16.822,8,
WAYPOINT,1270,5432.145,9114.077,0.818,6,
WAYPOINT,1271,5755.465,8122.82,17.022,7,
WAYPOINT,1272,2213.031,6989.371,11.473,10,
WAYPOINT,1273,8908.412,2450.793,17.783,1,
WAYPOINT,1274,9322.916,7501.049,8.774,6,
WAYPOINT,1275,5031.74,2315.811,10.205,7,
WAYPOINT,1276,2041.945,9933.745,14.813,2,
WAYPOINT,1277,3659.39,9798.968,7.23,4,
WAYPOINT,1278,6944.353,4625.215,9.418,4,
WAYPOINT,1279,2518.506,5358.651,1.193,10,
WAYPOINT,1280,295.402,4280.797,9.808,4,
WAYPOINT,1281,7258.417,804.886,10.055,4,
WAYPOINT,1282,1991.031,9074.25,18.02,9,
WAYPOINT,1283,844.447,8457.308,13.265,2,
WAYPOINT,1284,2664.364,8060.564,10.227,7,
WAYPOINT,1285,7141.083,4389.639,1.995,8,
WAYPOINT,1286,7635.769,3008.482,13.313,2,
WAYPOINT,1287,1651.067,9089.753,15.022,3,
WAYPOINT,1288,6079.26,6403.253,17.899,3,
WAYPOINT,1289,3016.957,3845.453,4.495,2,
WAYPOINT,1290,4095.93,9485.172,18.487,2,
WAYPOINT,1291,7425.456,1328.359,11.022,6,
WAYPOINT,1292,5217.259,7589.334,2.135,7,
WAYPOINT,1293,4089.564,8720.652,9.922,3,
WAYPOINT,1294,2279.44,181.03,13.233,6,
WAYPOINT,1295,4407.021,7752.286,12.431,3,
WAYPOINT,1296,8473.767,1743.656,4.997,4,
WAYPOINT,1297,4115.702,7069.159,5.887,9,
WAYPOINT,1298,38.485,7930.704,6.736,7,
WAYPOINT,1299,2135.471,2248.285,13.599,8,
WAYPOINT,1300,839.705,3790.794,2.252,8,
WAYPOINT,1301,8001.441,6124.195,13.774,6,
WAYPOINT,1302,6754.829,5923.153,0.99,9,
WAYPOINT,1303,5942.353,592.934,11.128,8,
WAYPOINT,1304,8700.485,3946.991,15.844,7,
WAYPOINT,1305,2504.41,2900.921,19.618,2,
WAYPOINT,1306,6743.81,4898.384,16.767,1,
WAYPOINT,1307,884.766,5997.112,8.867,5,
WAYPOINT,1308,6035.498,3221.99,1.763,5,
WAYPOINT,1309,2223.35,993.299,12.485,4,
WAYPOINT,1310,9928.812,2548.677,12.814,9,
WAYPOINT,1311,3423.325,4131.207,8.571,2,
WAYPOINT,1312,7686.505,1206.329,19.404,5,
WAYPOINT,1313,2420.553,8801.949,12.675,10,
WAYPOINT,1314,7061.883,4498.655,6.891,1,
WAYPOINT,1315,5192.798,4106.298,9.318,3,
WAYPOINT,1316,8449.738,4665.174,15.274,10,
WAYPOINT,1317,4115.276,6747.796,10.253,3,
WAYPOINT,1318,9902.542,8916.559,4.654,2,
WAYPOINT,1319,9675.322,8349.832,0.353,8,
WAYPOINT,1320,769.029,3090.391,13.146,1,
WAYPOINT,1321,6278.911,8959.736,0.887,6,
WAYPOINT,1322,5838.123,785.548,17.098,4,
WAYPOINT,1323,8190.629,9470.35,4.495,9,
WAYPOINT,1324,4915.2,3895.731,11.409,9,
WAYPOINT,1325,7910.879,855.375,13.995,8,
WAYPOINT,1326,1404.571,4112.603,16.672,2,
WAYPOINT,1327,3082.569,5011.309,1.533,9,
WAYPOINT,1328,6367.154,8873.213,15.24,1,
WAYPOINT,1329,2086.584,5257.222,4.27,7,
WAYPOINT,1330,1758.601,437.473,18.253,3,
WAYPOINT,1331,385.731,3758.505,1.491,9,
WAYPOINT,1332,1279.805,4961.99,10.206,4,
WAYPOINT,1333,8483.997,1698.277,18.344,2,
WAYPOINT,1334,8185.3,1379.664,8.118,1,
WAYPOINT,1335,8176.97,2439.129,2.225,3,
WAYPOINT,1336,7698.075,5412.842,8.145,5,
WAYPOINT,1337,4148.948,3566.154,8.958,3,
WAYPOINT,1338,5473.733,4983.306,19.22,8,
WAYPOINT,1339,4425.107,8687.847,13.546,2,
WAYPOINT,1340,9228.697,5800.381,2.703,2,
WAYPOINT,1341,6556.99,4644.478,10.394,10,
WAYPOINT,1342,4397.729,6985.709,5.888,9,
WAYPOINT,1343,6158.777,7681.705,12.885,7,
WAYPOINT,1344,1103.171,8909.962,16.593,4,
WAYPOINT,1345,4975.79,8502.396,3.358,2,
WAYPOINT,1346,5872.765,8717.515,4.677,5,
WAYPOINT,1347,5798.789,1925.822,4.437,3,
WAYPOINT,1348,7489.015,3773.309,12.493,3,
WAYPOINT,1349,1464.186,3174.002,17.015,5,
WAYPOINT,1350,2525.858,1502.962,7.396,8,
WAYPOINT,1351,3200.84,3080.14,19.887,5,
WAYPOINT,1352,749.349,1573.411,9.435,3,
WAYPOINT,1353,5479.471,1878.626,13.401,1,
WAYPOINT,1354,894.634,6266.087,3.542,8,
WAYPOINT,1355,1752.5,5642.128,18.54,1,
WAYPOINT,1356,9766.255,4984.351,12.683,6,
WAYPOINT,1357,6409.104,4863.805,14.4,5,
WAYPOINT,1358,8610.472,5458.269,13.531,3,
WAYPOINT,1359,8344.029,5914.317,8.749,1,
WAYPOINT,1360,9811.66,817.19,16.131,7,
WAYPOINT,1361,7590.123,1973.998,14.444,7,
WAYPOINT,1362,7967.96,3211.395,14.968,2,
WAYPOINT,1363,1436.454,2500.389,12.6,8,
WAYPOINT,1364,4590.857,9064.403,17.524,2,
WAYPOINT,1365,7126.31,1488.315,8.7,7,
WAYPOINT,1366,2293.305,1450.315,4.015,5,
WAYPOINT,1367,5798.798,652.842,11.167,9,
WAYPOINT,1368,5555.855,821.176,5.168,7,
WAYPOINT,1369,318.413,2649.241,19.503,5,
WAYPOINT,1370,7365.32,7740.501,4.087,1,
WAYPOINT,1371,2270.893,4386.15,15.461,5,
WAYPOINT,1372,1899.595,9399.357,3.199,3,
WAYPOINT,1373,2681.075,9672.052,17.029,6,
WAYPOINT,1374,90.992,1169.117,14.532,8,
WAYPOINT,1375,6891.726,8070.214,12.337,2,
WAYPOINT,1376,4502.055,9517.997,19.643,10,
WAYPOINT,1377,4920.809,5708.469,14.961,10,
WAYPOINT,1378,6428.448,5658.37,13.108,8,
WAYPOINT,1379,6981.402,9823.995,17.753,10,
WAYPOINT,1380,8742.044,7566.378,13.149,6,
WAYPOINT,1381,3578.911,4856.922,19.577,10,
WAYPOINT,1382,1456.602,6891.007,7.055,6,
WAYPOINT,1383,3070.221,1629.149,17.435,1,
WAYPOINT,1384,3343.489,6115.163,4.837,1,
WAYPOINT,1385,1179.383,493.14,18.825,7,
WAYPOINT,1386,3801.517,8963.276,15.514,7,
WAYPOINT,1387,6158.545,9269.031,1.75,10,
WAYPOINT,1388,8749.841,1770.317,19.333,8,
WAYPOINT,1389,2214.392,8145.133,1.256,2,
WAYPOINT,1390,6290.024,1980.87,12.122,6,
WAYPOINT,1391,4514.538,7283.73,18.701,5,
WAYPOINT,1392,2478.188,7842.706,14.316,2,
WAYPOINT,1393,5367.253,8209.276,0.884,1,
WAYPOINT,1394,3114.352,242.049,10.489,10,
WAYPOINT,1395,491.274,7496.9,16.781,5,
WAYPOINT,1396,410.276,6888.076,12.111,5,
WAYPOINT,1397,9619.539,5167.72,13.808,4,
WAYPOINT,1398,3495.32,6481.832,15.978,5,
WAYPOINT,1399,6755.465,4191.819,1.328,2,
WAYPOINT,1400,5435.28,6560.022,4.538,6,
WAYPOINT,1401,7022.004,6865.448,15.757,7,
WAYPOINT,1402,9171.966,6231.776,19.469,5,
WAYPOINT,1403,5383.494,4603.548,19.999,7,
WAYPOINT,1404,2197.602,8293.933,10.727,8,
WAYPOINT,1405,5494.731,2329.247,9.511,6,
WAYPOINT,1406,1885.848,6163.255,11.006,8,
WAYPOINT,1407,9466.635,1265.557,12.559,6,
WAYPOINT,1408,305.68,8347.352,9.363,2,
WAYPOINT,1409,9159.946,511.155,0.858,1,
WAYPOINT,1410,3599.261,6155.529,13.942,6,
WAYPOINT,1411,3911.171,4481.084,12.826,2,
WAYPOINT,1412,696.64,1418.274,18.022,4,
WAYPOINT,1413,2490.272,1680.3,18.28,9,
WAYPOINT,1414,6740.192,7911.346,7.287,7,
WAYPOINT,1415,7050.827,103.698,5.472,3,
WAYPOINT,1416,6442.501,4300.537,17.898,6,
WAYPOINT,1417,7070.924,2432.484,14.736,5,
WAYPOINT,1418,544.271,5246.606,5.845,4,
WAYPOINT,1419,9297.195,5079.567,14.036,7,
WAYPOINT,1420,5028.793,159.835,17.903,7,
WAYPOINT,1421,9357.195,2524.04,9.409,3,
WAYPOINT,1422,8091.322,7339.353,9.896,8,
WAYPOINT,1423,3429.788,20.568,1.334,6,
WAYPOINT,1424,4751.887,8952.365,5.932,5,
WAYPOINT,1425,3361.313,6482.816,19.086,10,
WAYPOINT,1426,4697.066,8066.969,7.75,1,
WAYPOINT,1427,4489.644,8137.342,1.947,4,
WAYPOINT,1428,4163.145,4778.705,18.004,2,
WAYPOINT,1429,6762.96,550.082,5.298,10,
WAYPOINT,1430,8508.881,6790.98,19.901,3,
WAYPOINT,1431,4273.161,1158.215,11.882,5,
WAYPOINT,1432,9713.927,5501.027,6.834,8,
WAYPOINT,1433,7093.475,1105.231,8.251,4,
WAYPOINT,1434,1468.284,4412.821,5.214,6,
WAYPOINT,1435,6059.523,3799.291,3.636,5,
WAYPOINT,1436,1745.723,2791.062,6.888,6,
WAYPOINT,1437,2926.994,1176.631,19.718,9,
WAYPOINT,1438,9060.603,6052.591,2.441,10,
WAYPOINT,1439,3273.232,9692.735,4.924,2,
WAYPOINT,1440,3958.186,7177.249,2.992,5,
WAYPOINT,1441,953.775,9462.737,1.104,10,
WAYPOINT,1442,4243.889,8218.901,6.356,9,
WAYPOINT,1443,7864.542,8351.762,17.71,1,
WAYPOINT,1444,1717.852,4597.916,7.534,1,
WAYPOINT,1445,4081.821,4470.502,11.15,5,
WAYPOINT,1446,6623.242,141.512,18.708,1,
WAYPOINT,1447,3457.89,269.09,15.332,6,
WAYPOINT,1448,4523.147,74.322,4.433,5,
WAYPOINT,1449,271.934,1985.611,7.685,2,
WAYPOINT,1450,9485.072,7378.076,16.64,8,
WAYPOINT,1451,464.968,3186.881,4.019,7,
WAYPOINT,1452,7564.498,8994.473,11.033,8,
WAYPOINT,1453,7168.45,4986.704,14.868,3,
WAYPOINT,1454,6618.632,9418.906,8.24,3,
WAYPOINT,1455,4381.053,9639.171,5.08,3,
WAYPOINT,1456,4147.038,1478.933,7.926,10,
WAYPOINT,1457,9039.368,4111.092,13.42,10,
WAYPOINT,1458,5084.042,4685.359,5.283,3,
WAYPOINT,1459,406.42,49.269,10.949,3,
WAYPOINT,1460,3562.609,4917.851,9.388,7,
WAYPOINT,1461,4058.162,4709.583,5.988,8,
WAYPOINT,1462,7669.284,9113.712,16.537,9,
WAYPOINT,1463,1555.604,5614.777,7.883,8,
WAYPOINT,1464,5138.107,3389.912,17.61,4,
WAYPOINT,1465,2956.177,6475.808,10.224,9,
WAYPOINT,1466,4291.745,7659.536,2.515,10,
WAYPOINT,1467,7872.086,9437.919,12.418,8,
WAYPOINT,1468,4126.374,8075.018,3.309,9,
WAYPOINT,1469,9616.534,2293.568,4.554,1,
WAYPOINT,1470,5251.691,4391.472,7.997,1,
WAYPOINT,1471,6853.129,2764.948,16.439,10,
WAYPOINT,1472,6824.012,1729.635,15.065,6,
WAYPOINT,1473,7799.963,9136.901,0.208,5,
WAYPOINT,1474,846.883,7008.02,7.24,8,
WAYPOINT,1475,3012.67,9757.629,7.103,2,
WAYPOINT,1476,982.327,94.343,5.509,7,
WAYPOINT,1477,8989.734,9595.791,1.465,7,
WAYPOINT,1478,8858.066,2022.241,2.484,6,
WAYPOINT,1479,3926.152,4662.401,8.379,5,
WAYPOINT,1480,4170.528,2387.174,3.692,2,
WAYPOINT,1481,1547.741,737.929,19.102,3,
WAYPOINT,1482,8842.711,9909.31,7.091,2,
WAYPOINT,1483,8393.195,1762.932,6.564,9,
WAYPOINT,1484,9874.925,8529.829,17.4,3,
WAYPOINT,1485,7604.969,7599.768,18.123,3,
WAYPOINT,1486,9938.363,1296.842,15.915,8,
WAYPOINT,1487,8828.75,7658.196,19.238,4,
WAYPOINT,1488,7606.775,5778.927,6.117,6,
WAYPOINT,1489,766.409,3175.479,15.162,5,
WAYPOINT,1490,5744.786,537.596,2.288,10,
WAYPOINT,1491,2636.726,9179.069,6.043,4,
WAYPOINT,1492,2241.912,1314.143,1.966,8,
WAYPOINT,1493,4213.558,4625.33,14.316,7,
WAYPOINT,1494,4880.896,540.502,19.389,9,
WAYPOINT,1495,1830.601,1796.015,14.898,1,
WAYPOINT,1496,3647.587,778.085,3.427,7,
WAYPOINT,1497,7299.016,9283.2,11.848,3,
WAYPOINT,1498,389.103,1923.943,2.548,9,
WAYPOINT,1499,9667.754,5461.084,17.749,4,
WAYPOINT,1500,4193.373,4998.104,17.353,9,
WAYPOINT,1501,1631.379,2582.175,7.631,8,
WAYPOINT,1502,9750.201,6966.271,11.57,6,
WAYPOINT,1503,8442.645,4202.964,7.519,1,
WAYPOINT,1504,719.991,3228.56,15.073,7,
WAYPOINT,1505,6585.736,2705.127,10.572,4,
WAYPOINT,1506,4605.314,8789.76,7.802,6,
WAYPOINT,1507,4986.466,7634.616,5.674,1,
WAYPOINT,1508,9811.527,6151.588,12.356,10,
WAYPOINT,1509,1784.239,9866.601,8.244,10,
WAYPOINT,1510,2268.307,7285.165,3.422,6,
WAYPOINT,1511,106.767,916.367,18.116,8,
WAYPOINT,1512,6764.026,9269.386,4.606,6,
WAYPOINT,1513,8298.468,3592.555,3.578,6,
WAYPOINT,1514,6486.084,6232.731,0.87,7,
WAYPOINT,1515,524.349,146.966,19.035,1,
WAYPOINT,1516,1625.463,5829.899,6.855,7,
WAYPOINT,1517,7420.218,8752.48,16.206,9,
WAYPOINT,1518,8910.637,5426.247,19.726,3,
WAYPOINT,1519,3266.581,6149.7,17.43,1,
WAYPOINT,1520,9243.341,2381.101,17.797,2,
WAYPOINT,1521,2160.967,1106.109,4.812,7,
WAYPOINT,1522,1405.212,5625.488,6.72,5,
WAYPOINT,1523,4221.499,4731.419,7.806,1,
WAYPOINT,1524,8118.163,2914.463,10.719,10,
WAYPOINT,1525,308.523,9234.425,0.63,4,
WAYPOINT,1526,8819.057,5484.159,3.551,5,
WAYPOINT,1527,3741.305,2650.539,3.885,7,
WAYPOINT,1528,1947.45,607.883,13.765,8,
WAYPOINT,1529,8058.003,9817.4,13.399,8,
WAYPOINT,1530,2902.567,8553.789,2.744,4,
WAYPOINT,1531,8061.799,2842.807,10.657,8,
WAYPOINT,1532,9145.442,9294.841,9.046,5,
WAYPOINT,1533,6890.21,9223.498,18.703,10,
WAYPOINT,1534,4724.621,554.72,5.256,10,
WAYPOINT,1535,3645.083,4747.949,7.752,6,
WAYPOINT,1536,3448.856,2620.341,16.625,3,
WAYPOINT,1537,7115.955,4488.393,19.584,9,
WAYPOINT,1538,8772.829,622.446,17.895,3,
WAYPOINT,1539,3579.262,4519.305,17.184,1,
WAYPOINT,1540,2484.342,806.561,2.576,10,
WAYPOINT,1541,1070.621,6317.774,3.287,9,
WAYPOINT,1542,3839.604,6741.281,3.575,8,
WAYPOINT,1543,3838.531,207.543,13.348,3,
WAYPOINT,1544,4336.142,6488.037,5.298,6,
WAYPOINT,1545,7383.7,8659.278,4.216,5,
WAYPOINT,1546,805.934,1963.76,10.948,10,
WAYPOINT,1547,4306.653,9407.068,11.465,8,
WAYPOINT,1548,2138.835,4562.701,13.47,4,
WAYPOINT,1549,7150.132,1458.471,14.821,10,
WAYPOINT,1550,152.41,9550.026,17.208,3,
WAYPOINT,1551,7550.678,4575.946,5.538,8,
WAYPOINT,1552,2786.961,9677.404,0.481,9,
WAYPOINT,1553,2990.488,2844.629,16.792,2,
WAYPOINT,1554,9035.023,3127.081,12.967,6,
WAYPOINT,1555,1806.111,2506.657,15.795,2,
WAYPOINT,1556,1255.477,4150.017,2.883,4,
WAYPOINT,1557,3216.187,3627.003,14.409,6,
WAYPOINT,1558,9485.949,7262.717,14.657,5,
WAYPOINT,1559,2928.828,8106.266,5.452,2,
WAYPOINT,1560,8746.982,1437.731,6.273,4,
WAYPOINT,1561,7450.431,791.114,18.889,4,
WAYPOINT,1562,6906.046,8937.313,13.737,8,
WAYPOINT,1563,792.009,7579.041,12.763,10,
WAYPOINT,1564,102.796,467.749,15.638,6,
WAYPOINT,1565,841.734,9010.402,14.564,8,
WAYPOINT,1566,2477.13,9498.742,12.22,9,
WAYPOINT,1567,2040.273,4567.943,10.092,6,
WAYPOINT,1568,6868.482,9760.574,19.51,10,
WAYPOINT,1569,3587.404,2396.717,17.615,3,
WAYPOINT,1570,2236.042,1801.202,18.63,3,
WAYPOINT,1571,4720.998,994.261,0.524,4,
WAYPOINT,1572,5384.491,1887.948,0.274,5,
WAYPOINT,1573,3399.829,9077.773,4.673,2,
WAYPOINT,1574,1545.395,9399.811,18.203,8,
WAYPOINT,1575,5956.398,6678.628,1.195,10,
WAYPOINT,1576,3815.446,1486.453,4.503,4,
WAYPOINT,1577,8420.834,2583.951,7.026,5,
WAYPOINT,1578,2469.747,1442.815,9.448,4,
WAYPOINT,1579,8152.861,8128.363,17.808,9,
WAYPOINT,1580,1068.418,407.256,4.491,5,
WAYPOINT,1581,6867.982,769.64,8.485,6,
WAYPOINT,1582,3438.963,628.874,10.816,2,
WAYPOINT,1583,4504.811,7590.198,1.797,1,
WAYPOINT,1584,8893.123,7808.224,9.726,8,
WAYPOINT,1585,2678.045,886.126,13.532,7,
WAYPOINT,1586,7355.388,5015.895,16.59,8,
WAYPOINT,1587,5331.633,9999.193,19.826,7,
WAYPOINT,1588,2399.291,6281.213,2.891,6,
WAYPOINT,1589,1710.637,2932.072,11.045,9,
WAYPOINT,1590,5224.787,8915.36,17.897,2,
WAYPOINT,1591,9474.388,9899.851,15.98,2,
WAYPOINT,1592,3072.779,196.219,0.544,8,
WAYPOINT,1593,6209.007,2538.66,9.739,2,
WAYPOINT,1594,5418.609,3486.891,9.998,7,
WAYPOINT,1595,9343.396,5095.463,11.671,2,
WAYPOINT,1596,892.676,1117.644,1.502,9,
WAYPOINT,1597,4065.253,7367.383,3.567,3,
WAYPOINT,1598,2261.19,3258.378,8.582,10,
WAYPOINT,1599,7710.411,59.738,15.61,4,
WAYPOINT,1600,2338.019,5075.868,9.381,8,
WAYPOINT,1601,1869.892,4759.616,8.089,7,
WAYPOINT,1602,2857.094,6223.27,11.66,3,
WAYPOINT,1603,9761.881,6351.308,9.414,6,
WAYPOINT,1604,9080.887,3170.722,19.836,3,
WAYPOINT,1605,7870.824,8341.631,3.395,5,
WAYPOINT,1606,6904.832,7975.545,2.829,2,
WAYPOINT,1607,5575.22,3911.564,9.69,5,
WAYPOINT,1608,3016.11,7237.198,19.298,7,
WAYPOINT,1609,1753.881,176.674,19.772,1,
WAYPOINT,1610,1996.677,8287.135,8.148,9,
WAYPOINT,1611,4725.977,7557.6,2.482,10,
WAYPOINT,1612,7043.493,9130.679,2.547,1,
WAYPOINT,1613,8775.843,6941.051,4.111,6,
WAYPOINT,1614,6113.688,8066.135,4.437,1,
WAYPOINT,1615,7746.976,6457.024,13.93,1,
WAYPOINT,1616,6261.37,3221.266,10.317,9,
WAYPOINT,1617,2496.35,4884.655,6.115,3,
WAYPOINT,1618,6252.483,6332.885,11.273,5,
WAYPOINT,1619,2548.295,5092.222,12.106,6,
WAYPOINT,1620,245.639,5843.852,5.749,1,
WAYPOINT,1621,213.552,5418.242,7.797,6,
WAYPOINT,1622,5884.024,6591.608,15.279,3,
WAYPOINT,1623,3167.788,936.167,15.423,3,
WAYPOINT,1624,1297.951,2141.092,12.881,2,
WAYPOINT,1625,956.633,160.684,9.331,6,
WAYPOINT,1626,7249.706,1846.004,13.678,6,
WAYPOINT,1627,1475.546,7557.545,17.632,3,
WAYPOINT,1628,6266.071,9809.166,3.346,7,
WAYPOINT,1629,6241.028,5441.892,12.251,9,
WAYPOINT,1630,1887.088,9913.868,10.35,3,
WAYPOINT,1631,992.114,2504.724,8.932,2,
WAYPOINT,1632,7658.665,8444.063,14.155,8,
WAYPOINT,1633,4856.505,2169.739,19.021,1,
WAYPOINT,1634,1313.013,523.807,7.348,3,
WAYPOINT,1635,4360.748,5627.145,18.852,1,
WAYPOINT,1636,1221.177,7046.296,15.862,1,
WAYPOINT,1637,5849.685,3921.047,13.386,1,
WAYPOINT,1638,9114.836,2038.968,19.325,4,
WAYPOINT,1639,4031.357,395.915,5.438,1,
WAYPOINT,1640,902.562,2592.61,7.151,7,
WAYPOINT,1641,2132.066,1223.92,2.857,9,
WAYPOINT,1642,2696.436,4869.743,4.04,5,
WAYPOINT,1643,8517.018,4845.946,6.125,7,
WAYPOINT,1644,8321.131,6811.099,2.984,6,
WAYPOINT,1645,1803.814,7114.621,17.015,10,
WAYPOINT,1646,690.347,182.966,8.249,7,
WAYPOINT,1647,4005.527,4420.546,3.892,4,
WAYPOINT,1648,4810.728,6156.322,10.547,5,
WAYPOINT,1649,9224.209,3138.354,19.136,5,
WAYPOINT,1650,7218.878,5782.517,6.939,2,
WAYPOINT,1651,7556.816,4701.202,5.621,6,
WAYPOINT,1652,9676.089,9953.541,9.667,6,
WAYPOINT,1653,8389.427,6857.15,3.252,2,
WAYPOINT,1654,9272.237,8153.158,17.055,7,
WAYPOINT,1655,7408.836,5447.232,19.033,2,
WAYPOINT,1656,5502.552,3776.697,0.861,6,
WAYPOINT,1657,1680.473,9863.217,17.474,5,
WAYPOINT,1658,1438.791,808.5,6.286,1,
WAYPOINT,1659,4908.092,2574.507,6.455,9,
WAYPOINT,1660,3300.977,1216.614,5.129,5,
WAYPOINT,1661,1828.42,8578.967,12.336,3,
WAYPOINT,1662,6908.189,9498.516,1.555,2,
WAYPOINT,1663,6914.006,523.929,17.519,6,
WAYPOINT,1664,5311.117,2464.465,6.347,4,
WAYPOINT,1665,4923.457,6666.145,16.147,5,
WAYPOINT,1666,4488.887,3422.025,7.916,6,
WAYPOINT,1667,156.724,7735.367,4.954,8,
WAYPOINT,1668,5138.195,4897.964,13.349,6,
WAYPOINT,1669,3747.162,5423.443,13.509,10,
WAYPOINT,1670,4921.571,9734.953,4.92,4,
WAYPOINT,1671,3022.917,5961.316,14.201,3,
WAYPOINT,1672,4337.036,5480.691,16.824,2,
WAYPOINT,1673,5243.515,4497.469,4.253,2,
WAYPOINT,1674,3759.968,7655.295,16.535,7,
WAYPOINT,1675,2552.838,2735.178,17.995,8,
WAYPOINT,1676,2274.599,8204.191,2.677,9,
WAYPOINT,1677,3608.638,218.909,15.096,9,
WAYPOINT,1678,3205.842,1582.992,2.198,4,
WAYPOINT,1679,3217.643,3715.468,7.185,10,
WAYPOINT,1680,8737.473,2007.733,12.34,3,
WAYPOINT,1681,4903.129,7457.949,19.853,4,
