command,node_id,x,y,waste_volume,urgency,region,extra
NODE,640,8303.577,1372.609,98,4,,
NODE,641,4612.518,3547.19,131,4,,
NODE,642,2370.199,7610.307,111,5,,
NODE,643,4032.642,2891.961,90,2,,
NODE,644,3338.211,7921.709,169,4,,
NODE,645,4301.389,6302.386,83,3,,
NODE,646,6677.821,4308.659,27,5,,
NODE,647,2744.879,6869.144,59,4,,
NODE,648,4065.427,8683.275,21,1,,
NODE,649,7308.976,9708.076,162,2,,
NODE,650,6488.39,7529.962,32,5,,
NODE,651,5444.856,8560.805,171,4,,
NODE,652,1882.309,5732.395,2,2,,
NODE,653,905.221,426.091,184,2,,
NODE,654,5862.587,4721.127,156,3,,
NODE,655,5041.72,2372.714,185,1,,
NODE,656,610.096,3898.261,180,3,,
NODE,657,1588.227,3686.103,27,3,,
NODE,658,1189.657,3459.546,14,2,,
NODE,659,3618.921,2190.882,119,3,,
NODE,660,4080.915,5969.435,147,3,,
NODE,661,1901.662,574.702,2,2,,
NODE,662,2336.505,6262.878,70,1,,
NODE,663,5823.382,9641.875,192,4,,
NODE,664,9302.667,7879.003,200,1,,
NODE,665,7057.138,1230.631,181,2,,
NODE,666,1647.607,7487.34,148,5,,
NODE,667,8038.228,6580.976,183,2,,
NODE,668,7213.918,9245.384,83,1,,
NODE,669,5829.471,5640.678,67,2,,
NODE,670,5174.181,1112.692,1,3,,
NODE,671,644.366,4417.374,115,3,,
NODE,672,7252.42,8386.547,22,5,,
NODE,673,4269.671,9460.67,12,5,,
NODE,674,5450.938,4898.839,60,5,,
NODE,675,658.263,4497.419,144,2,,
NODE,676,6303.31,6242.697,152,1,,
NODE,677,3192.83,8065.063,133,4,,
NODE,678,4332.785,432.049,182,3,,
NODE,679,8790.446,4200.302,149,1,,
NODE,680,9970.972,134.214,166,2,,
NODE,681,4442.964,6862.556,102,4,,
NODE,682,9535.695,2259.48,22,2,,
NODE,683,7111.19,8978.212,104,3,,
NODE,684,4641.088,9609.707,128,4,,
NODE,685,8249.235,446.776,53,3,,
NODE,686,4300.885,3627.803,4,4,,
NODE,687,5308.49,568.476,7,1,,
NODE,688,806.93,5925.861,49,1,,
NODE,689,7662.179,4014.646,91,5,,
NODE,690,7770.677,5716.241,47,3,,
NODE,691,5418.989,9545.611,95,1,,
NODE,692,7256.821,5304.361,104,2,,
NODE,693,827.604,9041.511,20,1,,
NODE,694,6518.339,5997.841,182,2,,
NODE,695,9940.382,3676.418,180,2,,
NODE,696,136.336,4863.993,45,3,,
NODE,697,9873.969,4876.685,69,2,,
NODE,698,6391.618,7984.775,100,5,,
NODE,699,3328.631,1199.3,165,3,,
NODE,700,5862.145,7587.089,4,4,,
NODE,701,6749.813,1400.467,156,4,,
NODE,702,2157.785,6508.119,120,3,,
NODE,703,5107.484,871.959,185,5,,
NODE,704,636.866,4065.815,114,1,,
NODE,705,8076.53,5453.951,52,3,,
NODE,706,8252.899,8420.893,74,5,,
NODE,707,6990.412,2021.965,61,4,,
NODE,708,1931.218,9969.902,76,4,,
NODE,709,3471.932,7913.718,7,3,,
NODE,710,168.686,5056.313,131,4,,
NODE,711,7109.553,9062.326,117,2,,
NODE,712,3417.901,9798.002,140,5,,
NODE,713,5779.809,2686.862,59,4,,
NODE,714,396.815,957.05,9,5,,
NODE,715,2083.957,6440.979,102,1,,
NODE,716,2300.939,979.21,36,3,,
NODE,717,32.852,6316.973,192,2,,
NODE,718,6520.621,2639.794,156,4,,
NODE,719,9916.832,7100.06,172,3,,
NODE,720,7537.338,9313.358,186,3,,
NODE,721,8385.489,2140.484,169,3,,
NODE,722,2376.736,1833.279,133,1,,
NODE,723,378.237,1228.198,112,2,,
NODE,724,4098.194,1064.596,66,1,,
NODE,725,6306.34,4710.888,93,1,,
NODE,726,5074.629,6885.828,56,5,,
NODE,727,7121.215,1933.976,5,2,,
NODE,728,6114.674,3803.193,156,3,,
NODE,729,2313.977,6047.837,49,2,,
NODE,730,3237.56,2042.305,176,4,,
NODE,731,3898.729,433.25,91,5,,
NODE,732,7190.158,751.732,177,2,,
NODE,733,6342.372,4450.921,170,1,,
NODE,734,2719.657,874.437,158,3,,
NODE,735,7100.323,5411.706,117,5,,
NODE,736,2111.653,5362.647,50,5,,
NODE,737,8944.149,8503.062,120,2,,
NODE,738,5130.534,5718.452,151,5,,
NODE,739,697.049,8335.261,5,1,,
NODE,740,5643.292,7065.131,25,4,,
NODE,741,153.926,2202.975,140,1,,
NODE,742,4874.222,9189.923,183,4,,
NODE,743,6422.788,8393.491,23,1,,
NODE,744,8179.001,7651.448,104,2,,
NODE,745,7936.1,3687.619,6,4,,
NODE,746,9024.437,8072.461,138,5,,
NODE,747,2134.04,3938.035,10,5,,
NODE,748,9701.202,2188.825,162,5,,
NODE,749,6267.244,5547.384,3,3,,
NODE,750,2936.027,2762.805,21,4,,
NODE,751,2276.723,1403.04,118,5,,
NODE,752,7846.168,8728.258,28,4,,
NODE,753,9682.88,130.653,12,2,,
NODE,754,8225.716,3738.973,3,5,,
NODE,755,2776.339,4934.591,34,4,,
NODE,756,2535.404,5799.233,139,2,,
NODE,757,9685.029,9898.266,46,5,,
NODE,758,8477.321,2305.928,151,5,,
NODE,759,3148.79,5731.792,108,2,,
NODE,760,5317.011,6346.71,44,2,,
NODE,761,7127.715,2899.767,17,5,,
NODE,762,8638.881,7581.286,26,4,,
NODE,763,6103.961,9010.619,136,1,,
NODE,764,7557.051,6715.1,147,3,,
NODE,765,3563.311,3575.554,71,4,,
NODE,766,922.839,6954.506,118,2,,
NODE,767,8179.569,423.316,119,2,,
NODE,768,9061.237,7956.199,110,3,,
NODE,769,3657.59,6901.587,1,5,,
NODE,770,8545.482,9389.69,72,3,,
NODE,771,7209.684,8126.64,127,4,,
NODE,772,3766.209,3318.513,42,1,,
NODE,773,502.575,8624.394,136,3,,
NODE,774,435.499,6289.524,61,5,,
NODE,775,2411.725,2178.302,95,1,,
NODE,776,1423.818,408.555,78,1,,
NODE,777,6976.242,8250.545,131,3,,
NODE,778,4537.33,7437.228,40,1,,
NODE,779,6240.794,6598.365,60,1,,
NODE,780,9167.46,1640.978,192,2,,
NODE,781,6668.257,4531.947,145,5,,
NODE,782,5403.372,3752.527,75,2,,
NODE,783,8505.324,1017.038,101,4,,
NODE,784,8924.791,6335.291,3,3,,
NODE,785,5143.797,8074.585,120,3,,
NODE,786,4850.01,1423.477,70,5,,
NODE,787,1466.599,3519.007,184,1,,
NODE,788,8061.84,9545.198,194,2,,
NODE,789,93.331,8043.074,70,4,,
NODE,790,1783.674,7753.707,198,2,,
NODE,791,4681.439,3884.935,146,1,,
NODE,792,5118.61,3405.999,18,1,,
NODE,793,7518.628,7340.659,175,3,,
NODE,794,2832.859,1658.493,41,5,,
NODE,795,5666.645,7366.106,102,5,,
NODE,796,6232.243,104.071,125,1,,
NODE,797,2639.844,1897.966,66,3,,
NODE,798,677.587,8639.386,140,4,,
NODE,799,549.252,2242.262,139,2,,
NODE,800,8149.317,5151.792,72,4,,
NODE,801,2991.132,2661.191,168,3,,
NODE,802,175.25,9121.826,100,1,,
NODE,803,7369.177,6009.149,83,2,,
NODE,804,5278.04,8629.904,73,1,,
NODE,805,4883.646,2518.209,156,4,,
NODE,806,2511.925,7522.46,81,1,,
NODE,807,6054.676,5111.764,25,4,,
NODE,808,9027.044,3038.406,28,4,,
NODE,809,4587.987,7563.697,60,2,,
NODE,810,8311.511,4496.155,149,1,,
NODE,811,8240.401,5324.631,64,4,,
NODE,812,4822.98,5634.411,115,3,,
NODE,813,5075.273,5390.202,17,1,,
NODE,814,1065.42,1764.403,33,4,,
NODE,815,6747.812,2965.022,3,3,,
NODE,816,5403.074,753.12,103,1,,
NODE,817,4785.777,6895.435,180,3,,
NODE,818,6044.448,953.551,22,2,,
NODE,819,3104.528,1013.006,164,1,,
NODE,820,1706.072,6131.799,122,2,,
NODE,821,668.281,8295.736,188,1,,
NODE,822,8712.712,8013.185,23,4,,
NODE,823,9390.861,8343.208,78,2,,
NODE,824,7625.036,893.936,35,4,,
NODE,825,7369.211,5481.867,183,2,,
NODE,826,5484.167,1960.577,40,1,,
NODE,827,8455.061,5104.999,114,2,,
NODE,828,9442.208,6758.457,187,3,,
NODE,829,348.046,5146.239,164,3,,
NODE,830,4462.116,7951.742,191,5,,
NODE,831,308.13,5106.347,73,5,,
NODE,832,5096.944,6331.172,150,3,,
NODE,833,9615.803,8840.964,128,3,,
NODE,834,5071.521,2652.148,1,4,,
NODE,835,9353.282,3837.612,51,2,,
NODE,836,7997.473,2653.437,198,4,,
NODE,837,6746.34,3600.702,108,2,,
NODE,838,6412.794,4794.845,157,5,,
NODE,839,7925.012,5299.189,189,3,,
NODE,840,5806.361,4174.6,72,1,,
NODE,841,4226.537,2965.458,25,1,,
NODE,842,2937.899,7151.763,160,4,,
NODE,843,5262.842,3700.574,91,2,,
NODE,844,9101.728,162.904,54,1,,
NODE,845,5940.191,4644.9,119,3,,
NODE,846,3780.277,78.147,125,5,,
NODE,847,5245.553,1909.16,67,1,,
NODE,848,807.144,7096.98,83,2,,
NODE,849,8465.945,1420.245,84,2,,
NODE,850,6732.315,8567.561,91,3,,
NODE,851,3051.954,4493.647,63,2,,
NODE,852,8965.278,396.225,188,5,,
NODE,853,6265.487,716.744,148,5,,
NODE,854,4292.582,7883.833,196,4,,
NODE,855,5460.664,9353.579,70,1,,
NODE,856,8516.392,6932.34,147,4,,
NODE,857,1311.453,3629.318,136,2,,
NODE,858,5657.729,2074.279,96,4,,
NODE,859,828.303,8578.163,144,4,,
NODE,860,1091.893,4202.196,175,5,,
NODE,861,822.164,2315.984,114,1,,
NODE,862,9965.157,397.05,153,1,,
NODE,863,1163.673,5207.467,80,5,,
NODE,864,7320.523,4869.724,111,5,,
NODE,865,1207.094,9.244,44,4,,
NODE,866,1645.185,5797.923,118,5,,
NODE,867,426.233,6567.092,139,5,,
NODE,868,9935.739,8630.998,42,3,,
NODE,869,2090.582,6338.605,43,5,,
NODE,870,1929.045,2425.663,190,2,,
NODE,871,2996.044,1458.142,140,3,,
NODE,872,4552.935,7988.703,78,3,,
NODE,873,1567.64,1916.19,193,2,,
NODE,874,3783.159,4168.598,90,5,,
NODE,875,4863.45,7278.513,13,5,,
NODE,876,9178.245,5760.702,168,3,,
NODE,877,9621.249,4246.022,103,5,,
NODE,878,2147.697,369.808,181,5,,
NODE,879,262.436,2029.141,93,3,,
NODE,880,2518.212,1271.238,20,4,,
NODE,881,2502.891,4017.702,176,3,,
NODE,882,5830.153,5243.522,166,4,,
NODE,883,4535.956,90.819,105,2,,
NODE,884,9878.549,9325.921,200,5,,
NODE,885,4893.819,2664.148,188,1,,
NODE,886,2074.619,4310.139,189,5,,
NODE,887,2875.213,2826.909,13,3,,
NODE,888,6366.962,5133.073,132,1,,
NODE,889,1499.83,5497.88,82,2,,
NODE,890,6551.828,5087.671,186,4,,
NODE,891,9173.58,6610.966,134,2,,
NODE,892,3236.501,9574.568,95,4,,
NODE,893,5837.957,1392.258,148,4,,
NODE,894,6070.511,7366.073,89,3,,
NODE,895,9790.798,1631.251,165,3,,
NODE,896,8498.276,9507.991,20,4,,
NODE,897,5535.573,5359.502,4,3,,
NODE,898,2923.778,4034.216,85,5,,
NODE,899,1649.33,5067.317,60,2,,
NODE,900,2262.945,1822.479,142,2,,
NODE,901,3470.181,6816.541,24,2,,
NODE,902,5782.739,9585.525,80,5,,
NODE,903,2463.843,6665.811,28,3,,
NODE,904,9431.381,856.455,34,3,,
NODE,905,2080.016,9990.688,185,5,,
NODE,906,8762.84,9003.904,99,1,,
NODE,907,3880.851,9883.285,171,1,,
NODE,908,3096.658,8976.955,88,3,,
NODE,909,1444.083,9591.532,49,3,,
NODE,910,4541.0,2107.943,6,5,,
NODE,911,749.216,9677.161,72,4,,
NODE,912,3552.023,6039.869,140,4,,
NODE,913,9336.134,7770.989,164,1,,
NODE,914,5301.742,229.472,195,5,,
NODE,915,55.585,2566.718,111,1,,
NODE,916,1578.032,991.279,141,5,,
NODE,917,1491.855,1497.551,196,1,,
NODE,918,7354.543,4520.804,108,3,,
NODE,919,2038.12,3315.782,36,3,,
NODE,920,3264.792,7543.41,145,4,,
NODE,921,7410.324,917.012,39,3,,
NODE,922,2294.803,2803.488,105,3,,
NODE,923,3346.859,7619.97,7,4,,
NODE,924,9634.066,6765.351,65,2,,
NODE,925,2471.76,9594.371,32,4,,
NODE,926,352.695,3813.558,192,3,,
NODE,927,8131.317,7909.031,120,2,,
NODE,928,8254.296,692.657,30,3,,
NODE,929,5599.607,3617.915,42,3,,
NODE,930,106.934,5306.261,93,3,,
NODE,931,1821.496,3239.877,101,5,,
NODE,932,4333.74,9128.225,5,5,,
NODE,933,1819.526,2220.502,196,4,,
NODE,934,7123.658,3628.698,162,4,,
NODE,935,7484.888,5771.755,148,5,,
NODE,936,5829.979,193.1,190,5,,
NODE,937,162.785,2802.964,77,4,,
NODE,938,5604.382,1815.39,19,1,,
NODE,939,2759.988,8032.945,152,4,,
NODE,940,7993.937,6807.173,76,2,,
NODE,941,8711.835,1997.875,100,1,,
NODE,942,8290.393,8801.938,56,2,,
NODE,943,9476.02,6608.163,92,1,,
NODE,944,1128.69,7963.279,127,5,,
NODE,945,2615.371,172.33,51,2,,
NODE,946,4268.703,5616.626,197,2,,
NODE,947,4685.256,6155.648,22,2,,
NODE,948,6658.864,5135.896,147,5,,
NODE,949,6956.964,6062.469,23,4,,
NODE,950,8883.368,5421.441,150,3,,
NODE,951,8758.224,1149.791,89,2,,
NODE,952,7502.752,7320.169,90,3,,
NODE,953,5932.875,7670.386,105,4,,
NODE,954,983.838,736.571,22,2,,
NODE,955,4484.357,524.909,161,1,,
NODE,956,585.185,5917.646,99,3,,
NODE,957,8595.661,9349.999,56,5,,
NODE,958,9391.243,2900.654,45,4,,
NODE,959,3424.852,4474.196,152,4,,
NODE,960,6905.832,6944.712,173,4,,
NODE,961,5112.067,3467.226,138,5,,
NODE,962,7100.949,9340.955,76,3,,
NODE,963,4924.116,5054.836,23,5,,
NODE,964,4100.197,4705.41,126,5,,
NODE,965,4280.675,8730.577,103,2,,
NODE,966,8879.629,5611.847,155,3,,
NODE,967,8411.294,9639.886,3,3,,
NODE,968,3707.379,4532.386,39,5,,
NODE,969,3173.699,6380.08,163,1,,
NODE,970,9671.364,7840.303,9,4,,
NODE,971,4790.152,1021.798,157,5,,
NODE,972,4036.568,7847.603,183,2,,
NODE,973,9496.422,4676.856,1,1,,
NODE,974,4308.49,9415.536,96,3,,
NODE,975,8726.148,4987.611,141,3,,
NODE,976,3558.436,9469.864,198,1,,
NODE,977,1278.867,3637.417,49,4,,
NODE,978,285.746,3019.876,135,2,,
NODE,979,463.19,4752.604,186,2,,
NODE,980,4212.112,32.727,109,2,,
NODE,981,8153.26,2796.046,89,3,,
NODE,982,8272.697,3346.963,165,5,,
NODE,983,4383.041,7618.595,79,2,,
NODE,984,690.066,1469.687,110,1,,
NODE,985,5541.051,7308.969,6,1,,
NODE,986,2950.372,8568.092,195,3,,
NODE,987,728.946,9473.205,193,3,,
NODE,988,7245.524,7833.319,43,3,,
NODE,989,9753.015,1279.925,114,2,,
NODE,990,8418.639,5450.576,57,5,,
NODE,991,1348.94,8955.459,23,2,,
NODE,992,4864.203,5821.994,60,1,,
NODE,993,7509.101,3227.733,116,2,,
NODE,994,9155.135,8641.519,45,5,,
NODE,995,7683.19,6294.818,61,4,,
NODE,996,8075.696,3193.708,22,5,,
NODE,997,9374.96,7748.161,140,5,,
NODE,998,595.599,8570.214,65,3,,
NODE,999,2486.957,4894.157,1,3,,
NODE,1000,8120.279,4981.065,169,1,,
NODE,1001,9388.668,5693.312,24,4,,
NODE,1002,9406.579,5953.787,85,2,,
NODE,1003,2523.03,562.841,195,5,,
NODE,1004,317.243,851.844,151,2,,
NODE,1005,3895.278,9841.437,94,3,,
NODE,1006,6368.934,9404.104,87,3,,
NODE,1007,2062.606,897.677,46,2,,
NODE,1008,693.897,4636.761,150,3,,
NODE,1009,1973.747,200.144,107,4,,
NODE,1010,6016.628,8220.07,34,5,,
NODE,1011,277.085,537.919,109,5,,
NODE,1012,4698.25,1336.706,164,4,,
NODE,1013,7879.539,9971.841,171,1,,
NODE,1014,3461.891,3219.207,117,1,,
NODE,1015,4494.114,5089.764,167,5,,
NODE,1016,9334.785,8433.618,56,1,,
NODE,1017,9768.461,2914.451,74,5,,
NODE,1018,713.912,8412.805,143,3,,
NODE,1019,9891.83,7202.495,20,3,,
NODE,1020,1147.83,6237.39,140,2,,
NODE,1021,8719.641,520.74,86,4,,
NODE,1022,2522.32,502.662,10,1,,
NODE,1023,734.349,7094.999,98,3,,
NODE,1024,961.562,3563.223,198,1,,
NODE,1025,8084.178,7760.94,136,3,,
NODE,1026,739.23,4640.84,43,2,,
NODE,1027,2633.691,7832.24,104,5,,
NODE,1028,5818.14,4275.717,158,1,,
NODE,1029,2693.815,2476.667,174,5,,
NODE,1030,9054.006,1195.929,73,3,,
NODE,1031,3801.764,9475.072,56,5,,
NODE,1032,1535.009,9557.92,47,2,,
NODE,1033,9721.146,4793.529,15,1,,
NODE,1034,372.49,4655.795,131,5,,
NODE,1035,5887.44,8919.747,185,4,,
NODE,1036,285.103,9920.18,33,1,,
NODE,1037,5165.262,1324.702,35,3,,
NODE,1038,7850.88,3987.509,108,1,,
NODE,1039,4742.325,4402.321,176,5,,
NODE,1040,2473.523,8008.907,44,1,,
NODE,1041,4377.212,8073.061,1,5,,
NODE,1042,8888.062,2725.304,13,3,,
NODE,1043,3456.086,2078.026,123,1,,
NODE,1044,7098.4,9236.959,179,3,,
NODE,1045,514.493,9207.992,101,3,,
NODE,1046,5172.681,9853.621,23,2,,
NODE,1047,3032.512,6224.221,30,3,,
NODE,1048,8802.512,3254.804,86,5,,
NODE,1049,3666.744,7137.689,2,2,,
NODE,1050,2231.224,9991.891,90,1,,
NODE,1051,7910.348,5486.979,182,4,,
NODE,1052,9083.162,3975.566,63,3,,
NODE,1053,3656.837,2356.155,136,5,,
NODE,1054,6772.028,3743.703,187,2,,
NODE,1055,7993.832,9922.109,5,1,,
NODE,1056,3053.983,4216.958,34,4,,
NODE,1057,6151.719,6002.139,3,1,,
NODE,1058,3674.666,4263.084,33,2,,
NODE,1059,722.553,104.661,152,3,,
NODE,1060,1866.198,6686.961,65,4,,
NODE,1061,1190.436,5753.793,139,2,,
NODE,1062,7606.472,3985.392,59,4,,
NODE,1063,6381.03,6079.543,26,2,,
NODE,1064,6275.974,8180.011,25,1,,
NODE,1065,8628.49,2008.053,183,1,,
NODE,1066,520.496,8031.57,112,2,,
NODE,1067,3400.299,9107.777,184,2,,
NODE,1068,5939.254,9217.559,116,2,,
NODE,1069,9739.04,7469.065,125,2,,
NODE,1070,5496.455,4177.106,188,2,,
NODE,1071,5932.453,5730.587,26,4,,
NODE,1072,7477.764,992.719,181,2,,
NODE,1073,1713.435,1600.428,110,4,,
NODE,1074,8759.609,635.299,138,4,,
NODE,1075,6957.793,3477.898,131,2,,
NODE,1076,9860.894,8763.63,115,4,,
NODE,1077,8938.707,6889.658,188,5,,
NODE,1078,2799.086,6289.11,155,5,,
NODE,1079,1768.266,2955.924,26,2,,
NODE,1080,1414.915,7158.528,155,2,,
NODE,1081,9603.03,4342.025,180,4,,
NODE,1082,4140.684,8982.375,5,4,,
NODE,1083,9052.174,160.92,189,3,,
NODE,1084,3761.128,1596.779,89,2,,
NODE,1085,5240.157,2948.082,132,1,,
NODE,1086,4328.113,9357.865,162,3,,
NODE,1087,3529.1,4318.868,157,1,,
NODE,1088,4842.295,5608.868,131,1,,
NODE,1089,8507.687,7510.406,88,3,,
NODE,1090,4111.844,5143.493,63,5,,
NODE,1091,5504.917,5023.971,77,4,,
NODE,1092,4039.832,9748.46,64,4,,
NODE,1093,3862.74,2649.018,151,1,,
NODE,1094,8109.917,6186.806,46,5,,
NODE,1095,2847.677,2565.963,122,2,,
NODE,1096,1623.06,153.089,178,1,,
NODE,1097,8263.523,4481.077,93,1,,
NODE,1098,5996.965,850.155,115,3,,
NODE,1099,7042.799,3761.747,187,5,,
NODE,1100,5248.371,8798.563,69,1,,
NODE,1101,5285.4,6717.14,124,3,,
NODE,1102,4379.357,1705.705,176,1,,
NODE,1103,9671.87,6630.411,200,2,,
NODE,1104,9526.635,7961.072,36,4,,
NODE,1105,9663.686,3676.064,182,3,,
NODE,1106,6251.9,6443.367,40,5,,
NODE,1107,5765.743,4849.412,22,3,,
NODE,1108,7051.702,2814.37,92,3,,
NODE,1109,1279.806,6012.11,10,5,,
NODE,1110,1495.096,5383.869,67,1,,
NODE,1111,8682.707,5016.861,76,1,,
NODE,1112,3730.369,3880.63,102,5,,
NODE,1113,7299.338,1860.351,25,3,,
NODE,1114,9783.865,1882.439,125,2,,
NODE,1115,3781.681,5424.774,43,4,,
NODE,1116,3451.508,4303.078,51,1,,
NODE,1117,7835.694,8402.037,6,2,,
NODE,1118,2733.247,6751.252,128,1,,
NODE,1119,4766.988,7606.309,146,1,,
NODE,1120,330.043,2926.76,184,2,,
NODE,1121,5024.042,4701.959,20,4,,
NODE,1122,4113.098,5699.119,176,1,,
NODE,1123,6312.504,9984.211,33,4,,
NODE,1124,4858.409,6795.781,134,1,,
NODE,1125,390.022,9674.1,79,3,,
NODE,1126,5356.732,7423.024,37,3,,
NODE,1127,8814.308,6546.427,47,5,,
NODE,1128,1389.977,7573.289,112,4,,
NODE,1129,6072.281,9717.277,149,3,,
NODE,1130,2593.179,3797.542,53,1,,
NODE,1131,6578.365,7077.567,127,4,,
NODE,1132,1906.049,2968.743,123,1,,
NODE,1133,9829.923,6613.022,109,4,,
NODE,1134,4552.43,8493.494,11,4,,
NODE,1135,2769.354,7182.879,19,2,,
NODE,1136,5823.497,7538.492,93,3,,
NODE,1137,9240.22,7725.658,86,2,,
NODE,1138,4131.964,6694.308,8,2,,
NODE,1139,1371.14,6969.638,68,2,,
NODE,1140,2955.925,5276.367,166,2,,
NODE,1141,4097.372,5605.231,140,3,,
NODE,1142,5675.393,629.301,157,4,,
NODE,1143,6115.829,9755.101,155,2,,
NODE,1144,1780.438,4818.879,118,2,,
NODE,1145,4083.293,7442.949,116,1,,
NODE,1146,490.191,8233.262,197,3,,
NODE,1147,3190.686,1403.083,122,4,,
NODE,1148,6504.497,3598.882,83,4,,
NODE,1149,1703.746,4664.214,108,2,,
NODE,1150,2982.926,2607.956,115,4,,
NODE,1151,8970.831,7034.111,1,5,,
NODE,1152,9407.32,2575.141,138,5,,
NODE,1153,1851.151,131.108,50,5,,
NODE,1154,5520.634,9489.013,44,4,,
NODE,1155,8937.818,5983.109,149,3,,
NODE,1156,1401.734,3653.303,176,1,,
NODE,1157,5406.394,6503.182,121,4,,
NODE,1158,8938.108,4296.362,15,1,,
NODE,1159,7682.364,5384.4,72,2,,
NODE,1160,3122.812,3226.804,124,3,,
NODE,1161,5107.422,6455.969,69,3,,
NODE,1162,8783.57,3183.886,196,4,,
NODE,1163,7478.348,6534.776,36,5,,
NODE,1164,1807.419,3743.208,94,5,,
NODE,1165,3726.906,3254.835,193,1,,
NODE,1166,4840.858,2140.116,125,5,,
NODE,1167,7577.746,3029.716,156,3,,
NODE,1168,2908.574,5464.649,75,5,,
NODE,1169,415.749,5894.95,152,1,,
NODE,1170,630.728,1529.067,114,2,,
NODE,1171,5688.204,7135.694,193,2,,
NODE,1172,2084.138,8193.934,24,5,,
NODE,1173,7515.236,8869.601,66,3,,
NODE,1174,3718.558,3423.351,50,4,,
NODE,1175,9926.945,6927.445,155,3,,
NODE,1176,8011.686,606.781,181,3,,
NODE,1177,5925.824,5597.874,57,3,,
NODE,1178,5766.637,1490.473,180,5,,
NODE,1179,4411.085,3424.019,16,2,,
NODE,1180,447.434,3949.774,54,4,,
NODE,1181,8730.073,7517.263,188,3,,
NODE,1182,8458.071,5003.654,89,4,,
NODE,1183,5284.61,6373.861,34,3,,
NODE,1184,9685.266,6525.174,129,5,,
NODE,1185,8237.993,1681.763,199,1,,
NODE,1186,4320.797,273.498,53,1,,
NODE,1187,4965.651,8186.561,34,2,,
NODE,1188,503.8,9655.471,174,1,,
NODE,1189,3139.341,498.239,129,2,,
NODE,1190,2427.882,2231.116,37,1,,
NODE,1191,6752.306,8616.514,131,4,,
NODE,1192,9613.313,1839.367,27,3,,
NODE,1193,7948.264,1277.45,39,2,,
NODE,1194,9831.791,3880.84,30,1,,
NODE,1195,8954.237,5580.612,153,1,,
NODE,1196,5704.914,1915.707,90,3,,
NODE,1197,3338.177,2330.65,124,2,,
NODE,1198,4870.074,326.871,169,5,,
NODE,1199,1027.287,5312.622,186,3,,
NODE,1200,7382.837,2768.191,88,5,,
NODE,1201,3206.831,8314.137,103,3,,
NODE,1202,6403.2,2100.714,75,1,,
NODE,1203,2131.561,3066.489,146,1,,
NODE,1204,3700.332,3201.726,36,4,,
NODE,1205,5661.448,4928.287,175,5,,
NODE,1206,8762.582,2058.141,19,4,,
NODE,1207,589.594,9697.835,123,4,,
NODE,1208,4633.205,8753.93,55,2,,
NODE,1209,5665.718,2483.287,140,2,,
NODE,1210,6216.991,2775.953,37,1,,
NODE,1211,549.487,9196.425,91,2,,
NODE,1212,8720.076,8220.328,116,1,,
NODE,1213,3995.404,418.004,48,3,,
NODE,1214,1686.273,4710.634,24,2,,
NODE,1215,4979.356,6949.62,122,2,,
NODE,1216,1701.229,5887.562,30,1,,
NODE,1217,9981.741,8307.303,166,2,,
NODE,1218,8208.804,2932.175,142,2,,
NODE,1219,8490.115,8147.172,67,1,,
NODE,1220,2735.96,6458.152,73,4,,
NODE,1221,2464.531,3893.425,100,5,,
NODE,1222,9411.546,2076.253,185,5,,
NODE,1223,685.111,1183.299,20,3,,
NODE,1224,6160.674,811.06,116,5,,
NODE,1225,7097.208,3923.316,47,3,,
NODE,1226,4661.03,4036.361,139,4,,
NODE,1227,7289.898,4797.923,151,4,,
NODE,1228,6948.933,7867.696,9,2,,
NODE,1229,3187.907,1082.198,83,5,,
NODE,1230,1327.156,2891.261,92,3,,
NODE,1231,491.562,4990.363,65,4,,
NODE,1232,2996.186,7964.872,90,1,,
NODE,1233,7134.095,3424.755,135,5,,
NODE,1234,3272.748,3926.973,72,1,,
NODE,1235,6810.07,6711.633,23,2,,
NODE,1236,8925.363,4548.982,74,5,,
NODE,1237,8680.404,3158.633,88,2,,
NODE,1238,2286.23,2631.514,59,3,,
NODE,1239,6148.946,300.575,101,4,,
NODE,1240,7265.148,6743.609,192,4,,
NODE,1241,4081.24,4183.924,14,3,,
NODE,1242,1798.083,6218.011,141,2,,
NODE,1243,7299.077,6617.42,200,4,,
NODE,1244,5816.61,5953.542,117,1,,
NODE,1245,8052.276,1055.819,188,2,,
NODE,1246,6137.344,350.573,55,5,,
NODE,1247,1607.81,7013.795,165,5,,
NODE,1248,210.804,8370.467,37,4,,
NODE,1249,3299.897,264.983,130,2,,
NODE,1250,7244.99,4839.954,69,4,,
NODE,1251,8290.481,4809.438,91,1,,
NODE,1252,4180.097,1116.435,134,4,,
NODE,1253,2727.836,36.373,161,1,,
NODE,1254,9737.028,437.871,24,2,,
NODE,1255,2583.876,8223.187,66,3,,
NODE,1256,7101.651,1433.439,108,2,,
NODE,1257,8168.03,5400.596,20,3,,
NODE,1258,6264.948,5129.712,138,4,,
NODE,1259,3915.947,2044.75,158,1,,
NODE,1260,2034.848,7341.25,124,1,,
NODE,1261,4823.468,5406.471,61,3,,
NODE,1262,8629.498,5413.879,40,3,,
NODE,1263,5138.679,6737.928,1,3,,
NODE,1264,540.898,1952.971,112,3,,
NODE,1265,1010.948,9449.533,89,4,,
NODE,1266,3687.99,8939.699,60,5,,
NODE,1267,1627.736,604.102,63,5,,
