complaint_id,citizen_id,raw_text,detected_type,ward_id,lat,lon,severity,waiting_minutes,assigned_team_id,heap_priority_score
CMP001034,CZ06846,Big pothole on road,pothole,W14,12.908219,77.447524,2,1601,TEAM02,0.388
CMP001035,CZ01240,Garbage not collected,garbage,W02,12.894313,77.55938,1,1925,TEAM09,0.298
CMP001036,CZ01054,Dark road no lights,streetlight,W18,12.965353,77.523144,2,3504,,0.564
CMP001037,CZ05281,Pipe burst near house,water_leak,W14,12.857205,77.459863,5,2141,TEAM01,0.798
CMP001038,CZ04395,Broken road surface,pothole,W03,12.853682,77.490261,1,1849,TEAM09,0.291
CMP001039,CZ07578,Streetlight not working,streetlight,W13,12.965607,77.448638,2,2832,TEAM02,0.502
CMP001040,CZ05890,Water supply leak,water_leak,W20,12.92853,77.571069,5,1837,TEAM02,0.77
CMP001041,CZ00577,Streetlight not working,streetlight,W12,12.936874,77.544703,3,2949,TEAM07,0.633
CMP001042,CZ05115,Overflowing dustbin,garbage,W18,12.926666,77.56796,4,2129,,0.677
CMP001043,CZ01272,Pole light fused,streetlight,W04,12.879238,77.539755,4,561,TEAM07,0.532
CMP001044,CZ00725,Pole light fused,streetlight,W08,12.877445,77.536656,5,957,,0.689
CMP001045,CZ03891,Dark road no lights,streetlight,W17,12.874603,77.485513,1,3439,TEAM09,0.438
CMP001046,CZ01203,Smell from waste,garbage,W04,12.897461,77.503753,1,2473,TEAM07,0.349
CMP001047,CZ02842,Water leakage on road,water_leak,W02,12.826177,77.528959,5,1328,TEAM01,0.723
CMP001048,CZ04692,Big pothole on road,pothole,W20,12.850293,77.429859,1,386,TEAM03,0.156
CMP001049,CZ04567,Big pothole on road,pothole,W02,12.96834,77.555374,4,4037,,0.854
CMP001050,CZ02843,Water leakage on road,water_leak,W19,12.868866,77.474995,2,1633,TEAM01,0.391
CMP001051,CZ04486,Street garbage pile,garbage,W11,12.962382,77.539244,5,3054,TEAM01,0.883
CMP001052,CZ00005,Garbage not collected,garbage,W17,12.948584,77.490126,5,1912,TEAM10,0.777
CMP001053,CZ02549,Smell from waste,garbage,W19,12.844142,77.549694,1,1262,TEAM02,0.237
CMP001054,CZ04107,Open manhole,drainage,W19,12.960878,77.491246,2,175,,0.256
CMP001055,CZ00604,Pole light fused,streetlight,W02,12.853205,77.526075,3,2587,TEAM03,0.6
CMP001056,CZ02855,Smell from waste,garbage,W05,12.910842,77.473315,1,3155,TEAM05,0.412
CMP001057,CZ00223,Water supply leak,water_leak,W15,12.912103,77.52135,2,3736,TEAM04,0.586
CMP001058,CZ03690,Deep pothole near junction,pothole,W09,12.847849,77.491536,2,1586,TEAM02,0.387
CMP001059,CZ04557,Sewage water overflow,water_leak,W02,12.925701,77.553925,4,3237,,0.78
CMP001060,CZ07922,Smell from waste,garbage,W20,12.857808,77.55421,3,1531,TEAM08,0.502
CMP001061,CZ02374,Water leakage on road,water_leak,W01,12.855147,77.444603,5,420,TEAM04,0.639
CMP001062,CZ01703,Clogged sewage line,drainage,W13,12.897284,77.507204,4,4320,TEAM06,0.88
CMP001063,CZ02799,Pipe burst near house,water_leak,W09,12.896981,77.465496,3,2346,TEAM09,0.577
CMP001064,CZ06209,Flickering street lamp,streetlight,W18,12.915315,77.481229,5,2924,TEAM01,0.871
CMP001065,CZ04722,Dark road no lights,streetlight,W04,12.936545,77.434579,1,4223,TEAM07,0.511
CMP001066,CZ05547,Deep pothole near junction,pothole,W08,12.896922,77.576744,3,1276,,0.478
CMP001067,CZ05855,Open manhole,drainage,W04,12.896042,77.566445,5,3513,TEAM08,0.925
CMP001068,CZ05648,Big pothole on road,pothole,W05,12.958983,77.548347,2,4257,TEAM09,0.634
CMP001069,CZ04236,Overflowing dustbin,garbage,W08,12.884707,77.475203,4,3736,,0.826
CMP001070,CZ06291,Damaged road patch,pothole,W14,12.912042,77.562174,1,3169,TEAM04,0.413
CMP001071,CZ07228,Damaged road patch,pothole,W07,12.913248,77.42229,5,1112,TEAM09,0.703
CMP001072,CZ06420,Water supply leak,water_leak,W19,12.8306,77.517409,4,1248,TEAM06,0.596
CMP001073,CZ01391,Broken road surface,pothole,W10,12.889516,77.512263,3,4076,TEAM09,0.737
CMP001074,CZ06666,Streetlight not working,streetlight,W19,12.88554,77.5409,4,3930,TEAM09,0.844
CMP001075,CZ01524,Water leakage on road,water_leak,W14,12.825077,77.487545,1,65,TEAM03,0.126
CMP001076,CZ05646,Broken road surface,pothole,W16,12.822519,77.556156,3,1972,TEAM04,0.543
CMP001077,CZ03284,Drainage overflowing,drainage,W01,12.888756,77.482209,3,62,TEAM04,0.366
CMP001078,CZ07685,Deep pothole near junction,pothole,W20,12.86227,77.440035,4,1063,TEAM09,0.578
CMP001079,CZ05810,Pole light fused,streetlight,W16,12.909258,77.566831,4,1227,TEAM03,0.594
CMP001080,CZ00527,Flickering street lamp,streetlight,W06,12.89324,77.423604,5,4080,TEAM08,0.978
CMP001081,CZ07104,Water supply leak,water_leak,W12,12.945656,77.48717,2,3624,TEAM07,0.576
CMP001082,CZ04471,Sewage water overflow,water_leak,W01,12.85742,77.493495,2,1181,TEAM07,0.349
CMP001083,CZ05242,Pipe burst near house,water_leak,W14,12.960826,77.464923,3,1403,,0.49
CMP001084,CZ03382,Water leakage on road,water_leak,W07,12.968435,77.454774,1,1710,TEAM01,0.278
CMP001085,CZ04808,Smell from waste,garbage,W06,12.906896,77.525926,1,3306,TEAM05,0.426
CMP001086,CZ01734,Dark road no lights,streetlight,W11,12.8933,77.577514,3,3035,TEAM08,0.641
CMP001087,CZ03786,Open manhole,drainage,W15,12.856897,77.471124,4,2984,TEAM02,0.756
CMP001088,CZ03445,Sewage water overflow,water_leak,W10,12.918634,77.489609,1,784,TEAM04,0.193
CMP001089,CZ07453,Blocked drain,drainage,W08,12.921675,77.579811,3,1665,,0.514
CMP001090,CZ07176,Street garbage pile,garbage,W20,12.967068,77.519267,1,2219,TEAM03,0.325
CMP001091,CZ06487,Clogged sewage line,drainage,W19,12.840539,77.449754,2,2936,TEAM05,0.512
CMP001092,CZ02486,Open manhole,drainage,W09,12.933446,77.523139,1,2563,,0.357
CMP001093,CZ04930,Big pothole on road,pothole,W07,12.962894,77.52833,3,3374,TEAM07,0.672
CMP001094,CZ06716,Overflowing dustbin,garbage,W14,12.867065,77.473507,2,4027,TEAM05,0.613
CMP001095,CZ07096,Blocked drain,drainage,W10,12.876295,77.536954,1,3942,TEAM04,0.485
CMP001096,CZ06658,Open manhole,drainage,W01,12.852809,77.447735,4,602,TEAM06,0.536
CMP001097,CZ06161,Clogged sewage line,drainage,W11,12.923608,77.527507,3,1220,TEAM01,0.473
CMP001098,CZ06257,Sewage water overflow,water_leak,W13,12.915755,77.578301,2,589,TEAM05,0.295
CMP001099,CZ07128,Damaged road patch,pothole,W02,12.851732,77.473979,4,3800,TEAM06,0.832
CMP001100,CZ00286,Deep pothole near junction,pothole,W04,12.897913,77.490491,2,320,TEAM04,0.27
CMP001101,CZ06634,Flickering street lamp,streetlight,W13,12.928905,77.5178,5,3383,,0.913
CMP001102,CZ01308,Water leakage on road,water_leak,W16,12.898166,77.449137,4,3391,TEAM08,0.794
CMP001103,CZ07805,Flickering street lamp,streetlight,W15,12.853399,77.480584,4,4281,TEAM04,0.876
CMP001104,CZ00390,Pole light fused,streetlight,W07,12.937327,77.541171,1,3463,TEAM06,0.441
CMP001105,CZ03678,Water supply leak,water_leak,W15,12.862509,77.569313,2,0,TEAM06,0.24
CMP001106,CZ03443,Drainage overflowing,drainage,W19,12.978264,77.501947,3,2669,TEAM02,0.607
CMP001107,CZ03722,Flickering street lamp,streetlight,W16,12.945236,77.499966,5,3070,,0.884
CMP001108,CZ00599,Water supply leak,water_leak,W20,12.958446,77.505977,2,1296,TEAM07,0.36
CMP001109,CZ01334,Damaged road patch,pothole,W08,12.977697,77.524723,1,709,TEAM05,0.186
CMP001110,CZ02096,Overflowing dustbin,garbage,W02,12.867895,77.447684,3,2385,,0.581
CMP001111,CZ04645,Dark road no lights,streetlight,W14,12.889857,77.47908,2,2048,TEAM10,0.43
CMP001112,CZ07315,Flickering street lamp,streetlight,W20,12.880605,77.47562,2,3160,TEAM07,0.533
CMP001113,CZ05436,Water leakage on road,water_leak,W05,12.9385,77.574134,3,512,TEAM01,0.407
CMP001114,CZ00927,Overflowing dustbin,garbage,W13,12.852704,77.478207,3,2674,,0.608
CMP001115,CZ04771,Clogged sewage line,drainage,W10,12.83105,77.427879,4,1524,,0.621
CMP001116,CZ03528,Pole light fused,streetlight,W20,12.835411,77.543741,1,823,TEAM10,0.196
CMP001117,CZ07870,Garbage not collected,garbage,W09,12.89787,77.571801,3,2665,TEAM09,0.607
CMP001118,CZ01197,Pipe burst near house,water_leak,W16,12.969488,77.571314,5,4218,TEAM04,0.991
CMP001119,CZ00173,Streetlight not working,streetlight,W13,12.946067,77.575617,5,2578,TEAM07,0.839
CMP001120,CZ07211,Damaged road patch,pothole,W08,12.864616,77.544484,5,782,TEAM07,0.672
CMP001121,CZ01175,Sewage water overflow,water_leak,W12,12.955957,77.483947,5,3849,TEAM06,0.956
CMP001122,CZ02285,Blocked drain,drainage,W03,12.935549,77.449899,4,2200,TEAM07,0.684
CMP001123,CZ01334,Drainage overflowing,drainage,W17,12.846885,77.502402,4,3424,,0.797
CMP001124,CZ01777,Open manhole,drainage,W06,12.965993,77.555194,4,4079,TEAM07,0.858
CMP001125,CZ03582,Big pothole on road,pothole,W13,12.87655,77.45052,5,3475,,0.922
CMP001126,CZ06613,Drainage overflowing,drainage,W11,12.833593,77.48849,3,1761,TEAM10,0.523
CMP001127,CZ02114,Drainage overflowing,drainage,W06,12.908005,77.511262,4,1118,TEAM10,0.584
CMP001128,CZ03039,Clogged sewage line,drainage,W19,12.888803,77.573582,5,4306,TEAM01,0.999
CMP001129,CZ00676,Streetlight not working,streetlight,W05,12.85967,77.573873,4,299,TEAM07,0.508
CMP001130,CZ03621,Broken road surface,pothole,W08,12.859623,77.535472,1,969,TEAM08,0.21
CMP001131,CZ02581,Damaged road patch,pothole,W02,12.939881,77.459703,4,1182,TEAM01,0.589
CMP001132,CZ00169,Garbage not collected,garbage,W03,12.963072,77.565118,5,3046,TEAM02,0.882
CMP001133,CZ03332,Big pothole on road,pothole,W01,12.833895,77.513295,1,563,TEAM10,0.172
CMP001134,CZ03372,Open manhole,drainage,W19,12.958689,77.435527,3,2288,TEAM01,0.572
CMP001135,CZ03109,Flickering street lamp,streetlight,W09,12.978348,77.431386,4,2631,TEAM05,0.724
CMP001136,CZ06899,Blocked drain,drainage,W05,12.943682,77.444479,1,1,TEAM06,0.12
CMP001137,CZ01410,Water leakage on road,water_leak,W07,12.878917,77.575383,1,1941,TEAM02,0.3
CMP001138,CZ07415,Water leakage on road,water_leak,W17,12.853494,77.430598,3,3277,TEAM09,0.663
CMP001139,CZ00909,Pole light fused,streetlight,W20,12.867831,77.507547,1,2891,TEAM01,0.388
CMP001140,CZ04701,Water supply leak,water_leak,W07,12.975288,77.506451,1,3177,TEAM08,0.414
CMP001141,CZ01250,Water leakage on road,water_leak,W08,12.93978,77.484283,3,2914,TEAM04,0.63
CMP001142,CZ03657,Smell from waste,garbage,W10,12.897267,77.538336,1,3491,TEAM02,0.443
CMP001143,CZ02968,Damaged road patch,pothole,W18,12.824851,77.519355,4,1758,TEAM07,0.643
CMP001144,CZ01519,Smell from waste,garbage,W16,12.93725,77.533671,3,3128,TEAM07,0.65
CMP001145,CZ01947,Water leakage on road,water_leak,W06,12.847208,77.553462,3,614,TEAM01,0.417
CMP001146,CZ06335,Big pothole on road,pothole,W13,12.973548,77.458204,2,220,,0.26
CMP001147,CZ01868,Big pothole on road,pothole,W08,12.947764,77.518158,2,1021,,0.335
CMP001148,CZ07137,Pole light fused,streetlight,W05,12.961691,77.511121,2,1383,TEAM03,0.368
CMP001149,CZ04635,Pipe burst near house,water_leak,W16,12.849973,77.431534,4,510,TEAM09,0.527
CMP001150,CZ03686,Sewage water overflow,water_leak,W06,12.863007,77.564075,5,1849,TEAM09,0.771
CMP001151,CZ07522,Water supply leak,water_leak,W09,12.922967,77.550149,5,3483,TEAM04,0.922
CMP001152,CZ01882,Smell from waste,garbage,W12,12.82576,77.448147,2,2230,TEAM08,0.446
CMP001153,CZ06453,Overflowing dustbin,garbage,W16,12.898553,77.509039,1,909,TEAM08,0.204
CMP001154,CZ07622,Damaged road patch,pothole,W12,12.926736,77.467666,3,1961,TEAM01,0.542
CMP001155,CZ05063,Pipe burst near house,water_leak,W18,12.901926,77.531178,5,1822,TEAM01,0.769
CMP001156,CZ07495,Deep pothole near junction,pothole,W15,12.885774,77.444543,3,3727,TEAM03,0.705
CMP001157,CZ03662,Smell from waste,garbage,W07,12.900933,77.507669,4,3042,TEAM09,0.762
CMP001158,CZ07388,Overflowing dustbin,garbage,W17,12.822028,77.437522,4,2400,TEAM04,0.702
CMP001159,CZ04393,Pipe burst near house,water_leak,W12,12.839218,77.437755,5,2890,TEAM03,0.868
CMP001160,CZ02331,Overflowing dustbin,garbage,W08,12.92563,77.448108,3,3650,TEAM08,0.698
CMP001161,CZ02679,Pole light fused,streetlight,W03,12.868422,77.436076,1,2076,TEAM09,0.312
CMP001162,CZ00589,Garbage not collected,garbage,W10,12.946257,77.475105,3,420,TEAM05,0.399
CMP001163,CZ06578,Streetlight not working,streetlight,W14,12.905687,77.485037,1,2784,TEAM02,0.378
CMP001164,CZ00422,Clogged sewage line,drainage,W14,12.870627,77.447617,2,2416,TEAM02,0.464
CMP001165,CZ01640,Street garbage pile,garbage,W05,12.953777,77.485827,2,2920,TEAM01,0.51
CMP001166,CZ06976,Big pothole on road,pothole,W05,12.881181,77.544717,5,1895,TEAM06,0.775
CMP001167,CZ02074,Flickering street lamp,streetlight,W19,12.86192,77.469938,5,1399,TEAM03,0.73
CMP001168,CZ04617,Flickering street lamp,streetlight,W20,12.943171,77.524771,5,3286,TEAM05,0.904
CMP001169,CZ06639,Clogged sewage line,drainage,W02,12.858684,77.459194,1,2344,TEAM02,0.337
CMP001170,CZ03584,Garbage not collected,garbage,W03,12.912985,77.459965,3,1930,,0.539
CMP001171,CZ04882,Pipe burst near house,water_leak,W09,12.873224,77.46977,1,502,TEAM10,0.166
CMP001172,CZ00548,Dark road no lights,streetlight,W15,12.888275,77.458237,1,992,TEAM10,0.212
CMP001173,CZ02627,Big pothole on road,pothole,W17,12.839806,77.442869,5,84,TEAM05,0.608
CMP001174,CZ03508,Broken road surface,pothole,W03,12.912312,77.46302,4,1589,,0.627
CMP001175,CZ05951,Big pothole on road,pothole,W10,12.931336,77.426851,3,2848,TEAM03,0.624
CMP001176,CZ00952,Water leakage on road,water_leak,W19,12.967249,77.561086,4,3512,TEAM07,0.805
CMP001177,CZ05490,Drainage overflowing,drainage,W12,12.88735,77.421516,1,2918,TEAM06,0.39
CMP001178,CZ02930,Water leakage on road,water_leak,W09,12.924726,77.552278,5,709,TEAM10,0.666
CMP001179,CZ06421,Streetlight not working,streetlight,W13,12.913975,77.504204,3,3541,TEAM01,0.688
CMP001180,CZ07545,Drainage overflowing,drainage,W05,12.96202,77.559002,1,4004,TEAM04,0.491
CMP001181,CZ00632,Dark road no lights,streetlight,W20,12.889385,77.532435,5,4055,TEAM01,0.975
CMP001182,CZ05009,Blocked drain,drainage,W14,12.945462,77.440363,3,3,TEAM02,0.36
CMP001183,CZ07119,Pole light fused,streetlight,W10,12.875709,77.450311,1,381,TEAM01,0.155
CMP001184,CZ03368,Pipe burst near house,water_leak,W15,12.824494,77.481886,2,1525,TEAM03,0.381
CMP001185,CZ00649,Broken road surface,pothole,W07,12.829991,77.509819,4,1433,TEAM07,0.613
CMP001186,CZ02548,Damaged road patch,pothole,W02,12.869642,77.571946,1,4099,,0.5
CMP001187,CZ03018,Street garbage pile,garbage,W09,12.851112,77.449525,3,3011,TEAM02,0.639
CMP001188,CZ05046,Drainage overflowing,drainage,W06,12.946683,77.459661,3,3772,TEAM10,0.709
CMP001189,CZ04038,Sewage water overflow,water_leak,W17,12.858769,77.499747,4,2849,TEAM03,0.744
CMP001190,CZ02294,Clogged sewage line,drainage,W10,12.937638,77.446523,3,4249,TEAM08,0.753
CMP001191,CZ05615,Overflowing dustbin,garbage,W07,12.881984,77.511013,4,1647,TEAM10,0.632
CMP001192,CZ03752,Streetlight not working,streetlight,W16,12.953782,77.511898,5,1538,TEAM04,0.742
CMP001193,CZ04769,Smell from waste,garbage,W10,12.898696,77.536497,4,2826,,0.742
CMP001194,CZ04202,Deep pothole near junction,pothole,W19,12.895463,77.452709,2,3885,TEAM10,0.6
CMP001195,CZ06675,Deep pothole near junction,pothole,W07,12.872934,77.495575,3,40,,0.364
CMP001196,CZ00071,Dark road no lights,streetlight,W17,12.935838,77.479016,1,1214,TEAM09,0.232
CMP001197,CZ03850,Sewage water overflow,water_leak,W02,12.945478,77.496298,4,2935,TEAM01,0.752
CMP001198,CZ00403,Flickering street lamp,streetlight,W09,12.949991,77.463118,2,4269,TEAM10,0.635
CMP001199,CZ03833,Deep pothole near junction,pothole,W07,12.832817,77.545978,2,809,TEAM08,0.315
CMP001200,CZ03413,Broken road surface,pothole,W17,12.888487,77.511987,5,2268,TEAM08,0.81
CMP001201,CZ01301,Open manhole,drainage,W19,12.895126,77.543554,5,3584,TEAM04,0.932
CMP001202,CZ07573,Smell from waste,garbage,W13,12.931318,77.515742,3,2974,TEAM08,0.635
CMP001203,CZ01689,Smell from waste,garbage,W01,12.868171,77.535943,3,3300,TEAM08,0.666
CMP001204,CZ04609,Smell from waste,garbage,W10,12.910295,77.5383,3,802,TEAM09,0.434
CMP001205,CZ01810,Drainage overflowing,drainage,W10,12.85119,77.536794,3,4250,TEAM04,0.754
CMP001206,CZ05606,Dark road no lights,streetlight,W13,12.945269,77.5177,2,1911,TEAM08,0.417
CMP001207,CZ02042,Open manhole,drainage,W12,12.856202,77.455376,4,952,TEAM03,0.568
CMP001208,CZ05043,Water leakage on road,water_leak,W15,12.943872,77.471762,4,2564,TEAM09,0.717
CMP001209,CZ02751,Blocked drain,drainage,W20,12.890113,77.531058,5,1976,TEAM04,0.783
CMP001210,CZ02344,Broken road surface,pothole,W16,12.952581,77.451496,1,2689,TEAM10,0.369
CMP001211,CZ03021,Drainage overflowing,drainage,W05,12.878134,77.571524,5,1301,TEAM06,0.72
CMP001212,CZ06313,Blocked drain,drainage,W02,12.933169,77.540705,4,2017,TEAM01,0.667
CMP001213,CZ03758,Open manhole,drainage,W04,12.947557,77.48505,3,161,,0.375
CMP001214,CZ06566,Water supply leak,water_leak,W17,12.920337,77.553731,2,559,TEAM10,0.292
CMP001215,CZ00391,Deep pothole near junction,pothole,W11,12.854374,77.444295,3,3573,TEAM05,0.691
CMP001216,CZ01512,Dark road no lights,streetlight,W03,12.965422,77.455141,2,1621,,0.39
CMP001217,CZ02709,Open manhole,drainage,W05,12.826281,77.563725,5,2272,TEAM04,0.81
CMP001218,CZ01844,Broken road surface,pothole,W13,12.888018,77.470897,3,1291,TEAM01,0.48
CMP001219,CZ03334,Big pothole on road,pothole,W20,12.958154,77.572737,3,3773,TEAM03,0.709
CMP001220,CZ07617,Damaged road patch,pothole,W11,12.843638,77.449925,4,4115,TEAM06,0.861
CMP001221,CZ01379,Pipe burst near house,water_leak,W04,12.921436,77.578699,4,1901,,0.656
CMP001222,CZ00579,Broken road surface,pothole,W15,12.929017,77.465753,1,2674,,0.368
CMP001223,CZ00204,Broken road surface,pothole,W17,12.871554,77.574513,1,1130,,0.225
CMP001224,CZ01187,Clogged sewage line,drainage,W19,12.880244,77.421258,2,656,TEAM09,0.301
CMP001225,CZ07631,Dark road no lights,streetlight,W20,12.870756,77.460518,1,3422,TEAM02,0.437
CMP001226,CZ07759,Streetlight not working,streetlight,W08,12.843746,77.513894,4,3909,TEAM02,0.842
CMP001227,CZ07877,Deep pothole near junction,pothole,W17,12.961015,77.469537,1,3078,TEAM01,0.405
CMP001228,CZ07249,Open manhole,drainage,W04,12.873665,77.439106,2,750,,0.309
CMP001229,CZ00312,Sewage water overflow,water_leak,W11,12.863875,77.49849,1,2070,TEAM03,0.312
CMP001230,CZ00920,Water leakage on road,water_leak,W14,12.958317,77.535113,1,3874,TEAM05,0.479
CMP001231,CZ07353,Pole light fused,streetlight,W06,12.870245,77.462962,4,4249,TEAM03,0.873
CMP001232,CZ04481,Flickering street lamp,streetlight,W04,12.928938,77.475358,4,2197,TEAM01,0.683
CMP001233,CZ00830,Street garbage pile,garbage,W18,12.894188,77.577025,3,3892,TEAM08,0.72
CMP001234,CZ03101,Deep pothole near junction,pothole,W07,12.82676,77.4629,4,1381,TEAM08,0.608
CMP001235,CZ01492,Deep pothole near junction,pothole,W15,12.845172,77.535411,4,1279,TEAM10,0.598
CMP001236,CZ00471,Damaged road patch,pothole,W18,12.84271,77.556792,2,3515,TEAM10,0.565
CMP001237,CZ01258,Water leakage on road,water_leak,W04,12.941865,77.568555,5,3026,TEAM07,0.88
CMP001238,CZ02297,Streetlight not working,streetlight,W06,12.928973,77.545319,1,3553,TEAM05,0.449
CMP001239,CZ01940,Street garbage pile,garbage,W05,12.895764,77.556468,1,809,TEAM07,0.195
CMP001240,CZ02919,Overflowing dustbin,garbage,W03,12.96968,77.469761,3,4125,TEAM07,0.742
CMP001241,CZ00318,Clogged sewage line,drainage,W16,12.972469,77.504043,4,485,TEAM05,0.525
CMP001242,CZ01483,Water supply leak,water_leak,W14,12.951271,77.483619,1,28,TEAM03,0.123
CMP001243,CZ04286,Streetlight not working,streetlight,W13,12.90243,77.529915,2,2891,TEAM07,0.508
CMP001244,CZ04354,Open manhole,drainage,W14,12.909344,77.516727,5,3870,TEAM06,0.958
CMP001245,CZ06911,Streetlight not working,streetlight,W02,12.890642,77.425634,2,3465,TEAM06,0.561
CMP001246,CZ03760,Sewage water overflow,water_leak,W20,12.850559,77.544068,5,3115,TEAM01,0.888
CMP001247,CZ00371,Dark road no lights,streetlight,W06,12.935734,77.423403,3,290,TEAM08,0.387
CMP001248,CZ03598,Dark road no lights,streetlight,W11,12.928223,77.428673,5,3027,TEAM10,0.88
CMP001249,CZ01288,Big pothole on road,pothole,W03,12.916774,77.568786,5,1634,,0.751
CMP001250,CZ02924,Clogged sewage line,drainage,W09,12.901217,77.537546,2,1945,,0.42
CMP001251,CZ01872,Overflowing dustbin,garbage,W01,12.963636,77.469508,5,3490,TEAM02,0.923
CMP001252,CZ03372,Deep pothole near junction,pothole,W20,12.828712,77.44271,2,1735,TEAM05,0.401
CMP001253,CZ03534,Clogged sewage line,drainage,W09,12.95397,77.497742,3,4075,TEAM09,0.737
CMP001254,CZ07395,Sewage water overflow,water_leak,W05,12.937795,77.476681,3,1896,TEAM07,0.536
CMP001255,CZ01602,Pole light fused,streetlight,W08,12.957292,77.543482,2,2393,TEAM03,0.462
CMP001256,CZ04266,Water leakage on road,water_leak,W17,12.957314,77.552107,5,2714,TEAM08,0.851
CMP001257,CZ03870,Overflowing dustbin,garbage,W03,12.910068,77.545195,5,4281,TEAM08,0.996
CMP001258,CZ02812,Water supply leak,water_leak,W07,12.913225,77.547688,4,2008,TEAM06,0.666
CMP001259,CZ05608,Street garbage pile,garbage,W03,12.869975,77.467534,1,497,TEAM06,0.166
CMP001260,CZ05365,Open manhole,drainage,W12,12.829567,77.562848,2,4192,TEAM03,0.628
CMP001261,CZ02783,Pole light fused,streetlight,W08,12.942544,77.43238,5,160,TEAM04,0.615
CMP001262,CZ02895,Blocked drain,drainage,W06,12.964877,77.531399,5,2287,TEAM07,0.812
CMP001263,CZ07432,Pole light fused,streetlight,W08,12.885541,77.447021,2,2233,TEAM06,0.447
CMP001264,CZ06808,Overflowing dustbin,garbage,W04,12.925009,77.565611,3,831,TEAM03,0.437
CMP001265,CZ02354,Blocked drain,drainage,W13,12.902141,77.442814,3,2803,TEAM06,0.62
CMP001266,CZ06085,Smell from waste,garbage,W08,12.970919,77.507372,2,3402,,0.555
CMP001267,CZ04420,Water leakage on road,water_leak,W18,12.953826,77.53809,2,394,TEAM09,0.276
CMP001268,CZ01186,Streetlight not working,streetlight,W20,12.868314,77.532769,3,604,TEAM09,0.416
CMP001269,CZ03591,Overflowing dustbin,garbage,W01,12.833243,77.469494,2,3883,TEAM05,0.6
CMP001270,CZ03580,Flickering street lamp,streetlight,W19,12.829696,77.435865,1,1594,TEAM01,0.268
CMP001271,CZ07810,Streetlight not working,streetlight,W12,12.926976,77.573228,2,2520,TEAM04,0.473
CMP001272,CZ02175,Sewage water overflow,water_leak,W12,12.911606,77.543246,2,1389,TEAM01,0.369
CMP001273,CZ04134,Damaged road patch,pothole,W18,12.92176,77.49386,4,4038,,0.854
CMP001274,CZ03529,Flickering street lamp,streetlight,W20,12.825753,77.4585,2,594,,0.295
CMP001275,CZ01661,Drainage overflowing,drainage,W14,12.841262,77.472254,2,2493,TEAM06,0.471
CMP001276,CZ06636,Drainage overflowing,drainage,W02,12.855864,77.432209,3,3163,TEAM01,0.653
CMP001277,CZ07247,Streetlight not working,streetlight,W19,12.837991,77.477526,3,4228,TEAM01,0.751
CMP001278,CZ02061,Big pothole on road,pothole,W18,12.970776,77.502833,5,1230,TEAM01,0.714
CMP001279,CZ04778,Sewage water overflow,water_leak,W02,12.918339,77.57316,4,1956,TEAM04,0.661
CMP001280,CZ06003,Water leakage on road,water_leak,W07,12.964145,77.464984,3,2234,TEAM08,0.567
CMP001281,CZ00410,Big pothole on road,pothole,W19,12.959494,77.480665,2,2829,TEAM09,0.502
CMP001282,CZ02506,Pipe burst near house,water_leak,W20,12.840438,77.518863,1,1328,TEAM03,0.243
CMP001283,CZ03178,Broken road surface,pothole,W05,12.964221,77.522044,5,2539,TEAM03,0.835
CMP001284,CZ05621,Clogged sewage line,drainage,W02,12.895684,77.455168,5,2244,TEAM02,0.808
CMP001285,CZ04724,Drainage overflowing,drainage,W10,12.908601,77.446986,2,3155,TEAM02,0.532
CMP001286,CZ05350,Broken road surface,pothole,W11,12.955317,77.575164,5,1525,TEAM01,0.741
CMP001287,CZ03116,Open manhole,drainage,W01,12.890318,77.487969,3,3549,TEAM01,0.689
CMP001288,CZ02618,Broken road surface,pothole,W04,12.829729,77.49094,1,3343,TEAM07,0.43
CMP001289,CZ00843,Flickering street lamp,streetlight,W04,12.942293,77.492917,3,3379,TEAM04,0.673
CMP001290,CZ05540,Dark road no lights,streetlight,W11,12.934258,77.524281,5,717,,0.666
CMP001291,CZ03661,Garbage not collected,garbage,W06,12.820586,77.45832,2,1423,,0.372
CMP001292,CZ03735,Drainage overflowing,drainage,W06,12.920225,77.471406,2,3577,,0.571
CMP001293,CZ06966,Pole light fused,streetlight,W01,12.829434,77.48367,5,1392,TEAM08,0.729
CMP001294,CZ03992,Broken road surface,pothole,W02,12.930434,77.502952,4,639,TEAM04,0.539
CMP001295,CZ00093,Water supply leak,water_leak,W08,12.967005,77.420013,1,1866,TEAM05,0.293
CMP001296,CZ01117,Water supply leak,water_leak,W04,12.94303,77.561744,4,1343,TEAM02,0.604
CMP001297,CZ04839,Blocked drain,drainage,W13,12.915552,77.538639,5,843,TEAM04,0.678
CMP001298,CZ05239,Dark road no lights,streetlight,W20,12.83661,77.47212,2,1079,TEAM10,0.34
CMP001299,CZ01618,Water supply leak,water_leak,W20,12.890053,77.421745,5,61,TEAM09,0.606
CMP001300,CZ02315,Broken road surface,pothole,W05,12.890775,77.482685,5,4165,TEAM01,0.986
CMP001301,CZ04994,Water leakage on road,water_leak,W17,12.953615,77.48116,4,2256,TEAM04,0.689
CMP001302,CZ00475,Water supply leak,water_leak,W05,12.953859,77.56072,2,1465,TEAM08,0.376
CMP001303,CZ02700,Pole light fused,streetlight,W17,12.930771,77.539166,4,2775,,0.737
