pair_id,supplier_id,buyer_id,category,supplier_capacity,buyer_demand,min_price,max_price,quality_rating,distance_km,match_score
2057,SUP0201,BUY0277,grain,3626,300,55.17,65.76,4,108.1,1.268
2058,SUP0201,BUY0128,chemicals,4621,224,156.17,157.82,3,239.3,1.178
2059,SUP0048,BUY0163,textiles,1515,1628,83.79,86.26,4,204.1,0.864
2060,SUP0401,BUY0445,electronics,3279,2661,94.24,113.95,4,29.3,1.022
2061,SUP0180,BUY0273,chemicals,1688,1513,159.68,171.04,1,234.8,0.77
2062,SUP0270,BUY0172,chemicals,4832,1579,50.9,56.51,1,155.1,1.103
2063,SUP0383,BUY0524,steel,2652,902,111.72,119.65,5,406.7,1.228
2064,SUP0235,BUY0101,textiles,3381,3914,81.93,91.88,1,470.7,0.611
2065,SUP0256,BUY0621,electronics,1259,3405,191.8,235.73,4,51.1,0.714
2066,SUP0456,BUY0148,textiles,1870,754,70.26,71.07,1,97.0,1.121
2067,SUP0240,BUY0144,steel,2599,80,75.4,82.12,3,250.6,1.175
2068,SUP0022,BUY0555,chemicals,1849,1239,73.72,83.75,5,446.2,1.038
2069,SUP0188,BUY0637,steel,3534,3050,78.17,97.89,4,359.3,0.898
2070,SUP0064,BUY0319,grain,4188,1702,34.86,34.4,5,209.7,1.037
2071,SUP0250,BUY0187,textiles,1542,67,68.08,78.81,1,457.4,1.013
2072,SUP0054,BUY0372,textiles,1619,2371,60.11,63.36,5,141.5,0.847
2073,SUP0243,BUY0527,textiles,3193,3467,56.13,58.88,5,213.7,0.908
2074,SUP0471,BUY0524,steel,3873,883,42.55,43.14,4,177.8,1.247
2075,SUP0394,BUY0676,textiles,4147,2049,83.77,102.4,4,450.6,1.165
2076,SUP0070,BUY0599,textiles,3573,3306,49.4,56.35,3,426.6,0.8
2077,SUP0324,BUY0077,textiles,597,3294,78.4,81.2,3,32.6,0.604
2078,SUP0467,BUY0685,textiles,1667,2038,34.6,35.94,2,430.2,0.657
2079,SUP0313,BUY0568,textiles,4892,380,71.71,77.3,5,359.5,1.242
2080,SUP0482,BUY0074,electronics,2498,568,201.35,216.72,4,23.0,1.293
2081,SUP0220,BUY0274,electronics,4088,3110,265.1,254.93,5,392.4,0.742
2082,SUP0161,BUY0566,textiles,60,1795,61.1,59.58,2,96.7,0.233
2083,SUP0382,BUY0131,electronics,2515,326,142.46,153.99,5,167.9,1.3
2084,SUP0112,BUY0522,grain,182,262,29.0,34.45,1,443.9,0.56
2085,SUP0020,BUY0469,grain,4449,3353,22.29,24.11,2,261.6,0.886
2086,SUP0080,BUY0642,textiles,3687,1983,54.8,53.02,1,134.7,0.81
2087,SUP0047,BUY0585,steel,3760,3502,117.89,116.94,3,478.1,0.532
2088,SUP0278,BUY0280,electronics,2775,35,219.91,243.02,1,415.4,1.025
2089,SUP0346,BUY0032,electronics,4996,333,86.25,97.08,1,78.5,1.126
2090,SUP0127,BUY0381,grain,2247,3582,31.78,29.18,3,240.6,0.447
2091,SUP0131,BUY0192,electronics,3569,637,254.03,239.67,2,332.6,0.85
2092,SUP0013,BUY0106,electronics,4451,611,107.51,118.49,2,275.2,1.117
2093,SUP0401,BUY0129,chemicals,4167,3315,173.19,170.23,5,173.4,0.788
2094,SUP0155,BUY0264,electronics,4554,3508,242.96,249.87,3,57.8,0.987
2095,SUP0223,BUY0352,grain,1313,467,27.84,28.13,3,254.2,1.174
2096,SUP0483,BUY0150,textiles,429,3680,69.75,87.19,1,43.6,0.478
2097,SUP0411,BUY0537,steel,3816,3866,42.84,47.87,1,477.0,0.652
2098,SUP0426,BUY0042,steel,4539,630,63.89,66.53,4,75.7,1.277
2099,SUP0138,BUY0026,electronics,3111,1980,286.78,296.52,1,61.2,0.982
2100,SUP0416,BUY0559,steel,4966,3602,48.21,48.73,4,221.5,1.016
2101,SUP0414,BUY0425,textiles,1255,870,35.66,39.37,2,107.4,0.973
2102,SUP0057,BUY0248,chemicals,1685,3408,72.9,85.13,4,150.4,0.728
2103,SUP0084,BUY0209,electronics,4151,2863,110.95,106.64,1,32.1,0.698
2104,SUP0097,BUY0104,chemicals,2038,3760,82.07,103.57,3,268.3,0.659
2105,SUP0251,BUY0441,grain,4762,3025,31.17,36.73,4,69.7,1.13
2106,SUP0044,BUY0208,chemicals,572,1581,146.56,170.92,5,78.9,0.753
2107,SUP0358,BUY0111,chemicals,3958,1381,138.47,148.36,5,281.0,1.266
2108,SUP0415,BUY0535,steel,1503,2778,49.93,46.96,1,399.6,0.269
2109,SUP0491,BUY0365,steel,3219,830,42.01,42.65,3,399.0,1.13
2110,SUP0391,BUY0505,electronics,700,877,82.41,83.27,3,298.6,0.74
2111,SUP0347,BUY0469,chemicals,389,471,90.62,97.6,4,220.0,0.823
2112,SUP0386,BUY0529,electronics,324,1978,95.33,107.59,3,457.0,0.47
2113,SUP0175,BUY0605,steel,4025,3987,85.71,84.41,2,380.5,0.489
2114,SUP0227,BUY0268,chemicals,4436,1980,137.72,154.38,4,208.5,1.237
2115,SUP0178,BUY0053,textiles,4478,928,33.83,41.76,4,395.4,1.181
2116,SUP0487,BUY0676,steel,1786,308,40.91,40.76,5,214.5,1.036
2117,SUP0361,BUY0210,grain,4429,1490,41.96,45.71,5,396.1,1.231
2118,SUP0338,BUY0051,electronics,284,1660,150.94,177.88,3,455.1,0.473
2119,SUP0138,BUY0293,electronics,2421,2654,177.76,180.17,1,448.2,0.635
2120,SUP0227,BUY0632,chemicals,2757,544,168.19,172.1,4,253.2,1.224
2121,SUP0067,BUY0150,textiles,1621,1977,41.06,46.36,3,292.0,0.749
2122,SUP0481,BUY0057,grain,545,1484,22.15,25.84,1,105.7,0.547
2123,SUP0077,BUY0389,chemicals,4123,948,107.27,114.08,3,404.6,1.129
2124,SUP0270,BUY0077,electronics,918,3915,211.47,244.5,2,237.9,0.511
2125,SUP0250,BUY0032,textiles,4720,1793,33.42,36.08,5,285.9,1.264
2126,SUP0300,BUY0091,grain,2160,3766,19.44,21.75,2,130.5,0.662
2127,SUP0218,BUY0487,steel,1536,1073,112.25,131.63,2,179.9,0.947
2128,SUP0241,BUY0511,steel,1191,2373,59.38,66.98,4,362.5,0.667
2129,SUP0101,BUY0577,steel,3493,3890,88.03,89.14,5,300.5,0.874
2130,SUP0273,BUY0315,grain,4825,2755,47.87,49.8,3,226.0,1.095
2131,SUP0332,BUY0120,electronics,4966,3240,204.69,222.36,5,59.6,1.169
2132,SUP0394,BUY0247,electronics,4612,710,245.31,257.07,1,296.9,1.061
2133,SUP0002,BUY0446,textiles,3245,2721,80.35,88.47,3,176.6,0.914
2134,SUP0418,BUY0172,chemicals,3059,572,169.65,200.73,3,253.7,1.174
2135,SUP0341,BUY0321,grain,4304,402,49.49,48.54,3,341.8,0.897
2136,SUP0214,BUY0197,textiles,4363,3159,83.68,86.14,3,272.4,0.952
2137,SUP0124,BUY0150,electronics,3442,2675,184.05,173.34,3,281.4,0.666
2138,SUP0357,BUY0318,steel,486,941,90.5,109.79,3,250.7,0.656
2139,SUP0282,BUY0521,electronics,3315,2548,124.47,140.51,2,239.3,0.884
2140,SUP0287,BUY0336,steel,3345,2697,81.56,87.31,4,460.9,0.896
2141,SUP0427,BUY0541,steel,2135,1580,96.51,119.08,5,317.4,1.028
2142,SUP0017,BUY0005,grain,2669,1069,41.59,40.62,2,205.6,0.888
2143,SUP0339,BUY0184,chemicals,3809,65,69.83,67.3,1,352.8,0.794
2144,SUP0200,BUY0205,electronics,1257,3971,261.16,286.88,1,373.9,0.449
2145,SUP0205,BUY0512,textiles,1066,2449,29.88,33.0,2,183.5,0.597
2146,SUP0431,BUY0286,electronics,2863,3829,215.4,221.39,2,90.7,0.734
2147,SUP0496,BUY0167,chemicals,4966,890,136.69,153.02,3,22.5,1.243
2148,SUP0259,BUY0254,electronics,1501,2023,267.84,263.66,5,73.2,0.638
2149,SUP0347,BUY0308,steel,4530,1726,58.0,64.73,3,265.9,1.17
2150,SUP0187,BUY0266,electronics,3887,3951,84.69,93.45,4,239.6,0.872
2151,SUP0331,BUY0238,chemicals,527,3414,140.9,165.78,5,105.8,0.672
2152,SUP0360,BUY0468,grain,3141,2112,29.56,36.56,2,482.9,0.876
2153,SUP0275,BUY0454,textiles,4852,3028,57.48,67.63,3,290.0,1.024
2154,SUP0444,BUY0207,steel,707,258,55.93,62.94,1,318.7,1.054
2155,SUP0015,BUY0247,steel,4036,2947,74.97,87.55,2,397.5,0.86
2156,SUP0300,BUY0322,chemicals,4179,390,155.71,157.53,5,367.3,1.24
2157,SUP0299,BUY0380,steel,4073,213,73.95,76.59,3,215.2,1.185
2158,SUP0060,BUY0514,chemicals,2310,1402,193.23,192.62,3,484.7,0.731
2159,SUP0334,BUY0184,chemicals,4717,978,184.21,180.46,5,214.3,1.036
2160,SUP0219,BUY0273,electronics,1464,2921,89.85,98.29,3,184.7,0.67
2161,SUP0404,BUY0040,chemicals,3703,1620,59.65,56.4,5,167.9,1.05
2162,SUP0156,BUY0260,textiles,4316,1299,61.84,68.81,2,248.3,1.126
2163,SUP0272,BUY0007,textiles,1530,131,50.24,52.75,3,87.8,1.224
2164,SUP0379,BUY0345,textiles,502,700,74.2,69.87,1,301.8,0.36
2165,SUP0420,BUY0122,grain,445,3414,31.73,33.56,5,13.3,0.692
2166,SUP0455,BUY0687,textiles,2658,270,35.89,42.86,1,127.8,1.112
2167,SUP0171,BUY0689,grain,4325,2107,45.51,50.93,3,64.0,1.231
2168,SUP0112,BUY0052,textiles,1477,911,61.3,61.79,3,437.7,0.986
2169,SUP0043,BUY0520,chemicals,4261,3005,159.77,165.36,3,116.5,1.011
2170,SUP0069,BUY0651,steel,4991,850,85.25,84.4,3,174.7,0.948
2171,SUP0262,BUY0210,chemicals,1028,3525,76.05,88.89,5,486.9,0.606
2172,SUP0421,BUY0636,electronics,1905,3081,228.09,222.75,2,462.5,0.328
2173,SUP0462,BUY0001,electronics,3704,1396,132.06,131.77,1,390.4,0.783
2174,SUP0387,BUY0492,chemicals,4958,682,58.69,60.71,2,369.9,1.089
2175,SUP0408,BUY0443,chemicals,1825,3939,188.12,192.41,5,369.3,0.701
2176,SUP0473,BUY0686,electronics,734,3324,234.74,266.81,2,9.6,0.574
2177,SUP0492,BUY0414,electronics,1891,2411,215.74,212.17,1,450.2,0.339
2178,SUP0467,BUY0696,grain,3723,2020,57.75,55.71,1,5.9,0.843
2179,SUP0085,BUY0097,chemicals,3525,664,117.65,113.95,5,26.6,1.092
2180,SUP0327,BUY0551,steel,3548,2360,95.93,100.68,3,210.9,1.013
2181,SUP0299,BUY0511,chemicals,2773,425,188.13,209.35,1,251.2,1.075
2182,SUP0489,BUY0125,chemicals,1212,2780,177.89,183.45,2,97.2,0.623
2183,SUP0122,BUY0039,steel,1125,1040,73.32,83.15,1,172.6,0.777
2184,SUP0204,BUY0054,steel,4199,2051,99.45,110.46,4,205.0,1.238
2185,SUP0138,BUY0390,textiles,3168,859,78.8,78.01,2,444.0,0.817
2186,SUP0003,BUY0584,textiles,4830,2686,66.03,74.07,5,384.7,1.164
2187,SUP0121,BUY0410,electronics,4764,3036,86.85,97.3,5,111.9,1.166
2188,SUP0296,BUY0170,chemicals,4935,544,103.86,107.63,5,53.1,1.334
2189,SUP0280,BUY0428,steel,4684,2135,93.42,91.86,3,376.5,0.887
2190,SUP0356,BUY0464,electronics,4420,2451,240.96,264.94,2,213.3,1.067
2191,SUP0256,BUY0682,chemicals,2607,795,62.12,75.31,1,213.5,1.086
2192,SUP0176,BUY0245,chemicals,4113,604,136.14,144.9,4,172.8,1.248
2193,SUP0082,BUY0688,steel,4414,3808,81.87,84.43,2,374.2,0.793
2194,SUP0499,BUY0192,textiles,1273,1313,32.34,33.61,1,249.3,0.715
2195,SUP0415,BUY0626,textiles,3190,618,60.93,62.52,4,93.1,1.272
2196,SUP0286,BUY0489,textiles,1375,2558,74.75,88.01,5,327.8,0.74
2197,SUP0405,BUY0531,textiles,3994,3897,49.69,62.46,1,231.5,0.739
2198,SUP0356,BUY0349,steel,2898,3533,91.14,112.25,1,3.8,0.736
2199,SUP0337,BUY0547,steel,2939,1889,79.16,88.06,3,373.4,0.983
2200,SUP0423,BUY0453,steel,512,2890,45.91,48.58,1,462.4,0.373
2201,SUP0042,BUY0583,chemicals,1576,3658,85.97,90.43,3,196.1,0.642
2202,SUP0100,BUY0525,grain,3515,360,39.86,37.51,4,210.7,0.987
2203,SUP0443,BUY0699,textiles,2969,3955,72.96,86.09,4,494.1,0.715
2204,SUP0433,BUY0003,steel,454,1921,85.88,99.25,3,209.2,0.57
2205,SUP0084,BUY0289,textiles,1179,1054,49.57,49.66,4,311.3,0.898
2206,SUP0081,BUY0655,electronics,2925,3303,261.79,297.99,5,102.2,0.929
2207,SUP0378,BUY0412,grain,2958,3309,41.23,43.73,4,467.6,0.773
2208,SUP0303,BUY0381,steel,2537,2475,80.29,80.64,1,57.4,0.792
2209,SUP0018,BUY0208,steel,3374,3632,88.36,86.33,4,371.2,0.564
2210,SUP0225,BUY0250,chemicals,4929,3521,105.87,113.68,3,192.6,0.982
2211,SUP0339,BUY0521,steel,1397,2559,50.14,54.36,5,108.7,0.808
2212,SUP0257,BUY0278,grain,2861,1643,60.62,61.73,1,371.7,0.948
2213,SUP0085,BUY0217,electronics,4596,1381,251.05,250.04,3,434.6,0.87
2214,SUP0231,BUY0362,steel,3336,2034,59.68,57.96,3,71.3,0.853
2215,SUP0249,BUY0698,textiles,4145,2202,87.82,98.34,2,180.4,1.105
2216,SUP0262,BUY0400,chemicals,297,2949,168.81,168.97,1,17.3,0.48
2217,SUP0342,BUY0566,chemicals,385,1552,79.72,80.51,2,126.4,0.549
2218,SUP0317,BUY0367,grain,1428,1664,54.46,59.22,3,457.2,0.713
2219,SUP0250,BUY0016,steel,1666,2115,108.69,120.19,5,99.4,0.896
2220,SUP0053,BUY0312,electronics,214,1723,110.94,102.89,4,26.3,0.386
2221,SUP0303,BUY0596,steel,760,2575,75.94,78.23,2,474.8,0.461
2222,SUP0110,BUY0622,textiles,3286,2466,79.83,81.88,1,8.5,0.914
2223,SUP0302,BUY0195,grain,3988,1320,35.42,41.02,2,364.2,1.091
2224,SUP0167,BUY0330,textiles,497,2552,62.49,66.44,1,422.8,0.391
2225,SUP0266,BUY0337,textiles,2771,3425,76.96,85.15,2,24.1,0.776
2226,SUP0291,BUY0605,grain,112,3046,53.7,61.02,4,435.6,0.482
2227,SUP0095,BUY0537,grain,3600,1628,54.15,63.01,4,7.1,1.298
2228,SUP0219,BUY0138,textiles,3450,514,52.48,54.03,3,148.9,1.205
2229,SUP0009,BUY0673,electronics,4875,760,161.48,191.72,1,22.6,1.143
2230,SUP0262,BUY0396,textiles,126,3438,78.5,81.61,3,362.8,0.454
2231,SUP0345,BUY0110,grain,127,2627,53.41,67.26,2,75.8,0.494
2232,SUP0391,BUY0348,chemicals,1398,1895,56.57,66.92,3,180.8,0.754
2233,SUP0132,BUY0668,electronics,4221,1149,146.41,163.27,5,104.6,1.319
2234,SUP0408,BUY0479,grain,3403,3396,49.91,53.82,4,251.1,0.875
2235,SUP0216,BUY0080,electronics,1087,30,175.3,189.85,5,415.9,1.225
2236,SUP0059,BUY0193,textiles,1645,434,32.69,33.23,1,398.0,1.031
2237,SUP0151,BUY0693,textiles,882,1980,37.03,41.81,2,280.9,0.572
2238,SUP0424,BUY0189,chemicals,883,621,77.45,84.62,2,451.8,0.862
2239,SUP0176,BUY0105,textiles,403,1090,85.68,89.67,2,366.8,0.519
2240,SUP0303,BUY0326,chemicals,2566,2798,109.81,106.85,3,123.8,0.584
2241,SUP0272,BUY0691,electronics,2146,914,286.11,292.37,2,236.0,1.129
2242,SUP0290,BUY0261,electronics,4382,3804,97.1,104.97,3,350.9,0.848
2243,SUP0066,BUY0436,electronics,91,2618,146.37,157.07,5,348.0,0.558
2244,SUP0278,BUY0522,textiles,1216,838,67.67,65.64,2,442.0,0.625
2245,SUP0151,BUY0641,grain,3739,2222,37.42,40.66,4,299.3,1.099
2246,SUP0253,BUY0048,textiles,4697,2575,59.63,60.14,3,390.5,1.071
2247,SUP0212,BUY0025,grain,786,3128,27.7,30.72,4,255.8,0.611
2248,SUP0326,BUY0044,electronics,4075,2315,260.05,315.91,5,309.4,1.173
2249,SUP0105,BUY0501,chemicals,4894,3684,121.81,144.69,4,68.6,1.044
2250,SUP0032,BUY0566,steel,4931,1334,48.31,49.65,5,352.4,1.244
2251,SUP0121,BUY0240,textiles,4910,641,58.58,58.9,2,472.7,1.058
2252,SUP0144,BUY0238,electronics,3938,1392,118.18,124.08,2,295.0,1.111
2253,SUP0166,BUY0224,textiles,2347,660,52.24,51.36,1,227.6,0.832
2254,SUP0320,BUY0380,grain,894,3187,26.32,26.61,4,219.9,0.632
2255,SUP0368,BUY0467,chemicals,3910,1584,58.5,71.73,4,109.0,1.267
2256,SUP0331,BUY0575,grain,3301,1032,34.34,34.6,1,310.7,1.057
2257,SUP0087,BUY0472,chemicals,260,1808,71.57,70.78,1,94.9,0.222
2258,SUP0070,BUY0542,electronics,4013,1205,266.2,314.95,5,330.7,1.251
2259,SUP0307,BUY0322,grain,3054,1083,39.06,37.4,4,265.2,0.97
2260,SUP0053,BUY0143,grain,1812,3671,27.35,33.64,3,346.7,0.619
2261,SUP0389,BUY0380,electronics,3821,3012,176.16,182.7,3,491.1,0.847
2262,SUP0057,BUY0562,textiles,4221,1066,73.38,76.42,4,420.5,1.174
2263,SUP0360,BUY0151,textiles,3138,3757,38.22,42.81,3,59.4,0.825
2264,SUP0131,BUY0009,steel,3082,1225,90.48,98.41,1,346.8,1.046
2265,SUP0185,BUY0360,chemicals,4387,676,161.93,181.34,5,119.9,1.314
2266,SUP0075,BUY0611,electronics,4117,1953,79.94,91.07,1,384.1,1.035
2267,SUP0350,BUY0157,electronics,4612,661,293.98,288.47,2,12.2,0.946
2268,SUP0299,BUY0509,steel,725,1073,75.61,84.98,5,71.4,0.865
2269,SUP0459,BUY0195,electronics,4062,1503,285.47,276.45,3,200.7,0.94
2270,SUP0001,BUY0217,electronics,4619,1963,128.29,152.95,5,53.5,1.334
2271,SUP0048,BUY0652,electronics,1515,624,219.19,256.79,3,213.0,1.186
2272,SUP0004,BUY0625,grain,2826,1064,19.72,21.67,1,164.6,1.101
2273,SUP0187,BUY0303,electronics,3724,394,265.88,272.66,2,198.4,1.14
2274,SUP0461,BUY0438,textiles,3018,3335,73.44,76.81,5,490.5,0.82
2275,SUP0378,BUY0693,steel,3540,1318,82.65,86.45,2,97.5,1.171
2276,SUP0038,BUY0546,electronics,2032,3645,119.51,133.51,2,320.9,0.599
2277,SUP0227,BUY0335,grain,4419,1250,21.2,23.07,4,189.4,1.243
2278,SUP0096,BUY0057,chemicals,174,3404,48.49,51.38,3,67.9,0.548
2279,SUP0214,BUY0086,steel,1996,3655,120.24,128.0,5,216.0,0.776
2280,SUP0053,BUY0465,textiles,3544,3856,40.55,45.86,5,411.0,0.848
2281,SUP0126,BUY0563,grain,4165,2403,46.51,49.33,1,305.4,0.965
2282,SUP0023,BUY0673,steel,1605,3076,70.89,71.8,3,484.0,0.587
2283,SUP0290,BUY0212,textiles,3876,1050,39.61,43.97,5,33.6,1.34
2284,SUP0062,BUY0186,chemicals,1385,626,143.82,141.87,1,496.5,0.751
2285,SUP0290,BUY0670,grain,862,173,49.74,50.28,4,494.4,1.152
2286,SUP0221,BUY0037,chemicals,1667,1673,122.9,125.87,1,458.4,0.661
2287,SUP0223,BUY0582,textiles,4500,114,38.13,44.16,1,355.6,1.043
2288,SUP0372,BUY0019,electronics,3731,2173,143.69,168.64,2,245.6,1.027
2289,SUP0190,BUY0660,steel,662,3581,104.45,111.41,5,413.4,0.591
2290,SUP0293,BUY0034,chemicals,315,3080,201.34,205.37,3,251.8,0.51
2291,SUP0498,BUY0084,grain,170,1117,37.53,42.18,3,427.7,0.475
2292,SUP0365,BUY0247,textiles,2756,3784,61.37,61.85,5,359.2,0.797
2293,SUP0301,BUY0285,textiles,1505,2663,58.45,54.76,5,465.7,0.458
2294,SUP0093,BUY0335,chemicals,2429,2221,144.89,143.83,2,416.3,0.508
2295,SUP0491,BUY0498,chemicals,1252,130,162.13,181.56,1,19.2,1.144
2296,SUP0214,BUY0431,steel,2642,1874,85.24,97.03,3,281.0,0.959
2297,SUP0050,BUY0142,grain,318,3641,34.51,36.56,1,368.9,0.37
2298,SUP0066,BUY0357,grain,742,475,51.18,59.25,2,30.8,1.037
2299,SUP0060,BUY0292,grain,4189,3175,39.46,48.15,3,71.3,0.99
2300,SUP0249,BUY0329,textiles,1973,1127,78.36,78.96,2,70.4,1.092
2301,SUP0199,BUY0173,textiles,3522,195,27.09,30.06,3,401.8,1.129
2302,SUP0107,BUY0675,steel,801,532,49.92,53.65,2,475.7,0.884
2303,SUP0255,BUY0142,grain,806,3785,40.15,44.5,1,90.9,0.497
2304,SUP0017,BUY0484,textiles,2316,1879,35.41,36.28,2,453.6,0.795
2305,SUP0409,BUY0630,chemicals,4635,3404,197.2,197.74,2,452.5,0.841
2306,SUP0359,BUY0008,steel,1531,2532,61.98,61.86,5,179.2,0.558
2307,SUP0183,BUY0422,textiles,4178,1422,84.72,97.89,2,238.8,1.128
2308,SUP0465,BUY0453,electronics,669,1653,266.95,296.46,5,50.3,0.777
2309,SUP0184,BUY0354,chemicals,2155,1154,89.6,96.42,4,281.5,1.169
2310,SUP0454,BUY0559,textiles,1041,918,42.6,44.94,1,144.9,0.803
2311,SUP0491,BUY0193,chemicals,4349,2802,153.39,167.36,2,248.4,0.969
2312,SUP0224,BUY0276,electronics,3937,3328,238.83,283.5,1,291.3,0.777
2313,SUP0276,BUY0263,electronics,3796,1097,207.1,254.62,5,327.5,1.252
2314,SUP0446,BUY0078,grain,1779,3533,54.52,57.23,3,416.1,0.601
2315,SUP0115,BUY0225,textiles,3611,3891,34.93,35.12,3,226.4,0.807
2316,SUP0157,BUY0368,steel,2195,488,64.74,68.21,5,282.3,1.265
2317,SUP0271,BUY0424,grain,75,3406,54.76,66.41,2,423.1,0.381
2318,SUP0055,BUY0498,steel,711,186,51.43,54.65,5,487.0,1.204
2319,SUP0453,BUY0649,electronics,839,3740,276.34,265.27,4,467.6,0.288
2320,SUP0273,BUY0270,electronics,2809,1205,143.02,155.22,1,416.8,1.025
2321,SUP0391,BUY0114,electronics,1935,773,140.14,153.74,4,4.0,1.299
2322,SUP0233,BUY0616,steel,2750,1038,74.84,80.46,5,216.7,1.285
2323,SUP0190,BUY0184,textiles,3663,2922,31.37,31.61,1,328.3,0.79
2324,SUP0027,BUY0069,steel,1858,1995,80.15,88.59,2,470.3,0.685
2325,SUP0002,BUY0168,electronics,3449,1621,225.74,251.26,5,291.8,1.262
2326,SUP0097,BUY0663,textiles,346,3522,84.43,88.54,5,223.7,0.617
2327,SUP0400,BUY0230,textiles,4195,2705,68.14,72.42,5,473.7,1.051
2328,SUP0455,BUY0132,grain,2232,2287,20.31,22.31,3,434.7,0.761
2329,SUP0239,BUY0121,textiles,4786,2878,66.28,82.71,3,138.1,1.091
2330,SUP0376,BUY0366,steel,1728,2801,49.84,58.74,4,390.1,0.699
2331,SUP0340,BUY0043,textiles,2829,386,46.0,47.37,5,380.7,1.236
2332,SUP0148,BUY0347,chemicals,4506,687,92.26,96.28,2,302.4,1.109
2333,SUP0065,BUY0450,chemicals,4215,3728,91.25,95.49,3,181.2,0.891
2334,SUP0208,BUY0009,steel,3883,23,102.96,110.88,2,452.8,1.064
2335,SUP0169,BUY0147,grain,2116,3390,37.07,40.12,4,274.0,0.736
2336,SUP0125,BUY0532,chemicals,3645,316,78.74,82.44,5,442.9,1.217
2337,SUP0270,BUY0421,electronics,3154,2599,213.64,246.89,1,88.0,0.848
2338,SUP0092,BUY0314,steel,4315,2953,55.84,56.21,4,286.7,1.025
2339,SUP0394,BUY0674,chemicals,3425,1404,62.02,65.48,2,42.8,1.187
2340,SUP0022,BUY0094,electronics,1023,2086,166.19,195.32,5,72.3,0.8
2341,SUP0386,BUY0673,grain,3523,1953,40.29,42.32,2,497.5,0.982
2342,SUP0364,BUY0223,steel,1280,1400,98.62,106.17,5,376.3,0.857
2343,SUP0431,BUY0179,grain,2770,548,27.61,29.54,4,12.1,1.296
2344,SUP0384,BUY0673,textiles,2497,3911,34.26,36.28,1,393.5,0.555
2345,SUP0466,BUY0230,steel,331,2603,43.06,43.94,5,204.4,0.633
2346,SUP0015,BUY0169,textiles,2380,162,73.69,84.66,2,403.8,1.079
2347,SUP0399,BUY0482,steel,2400,1748,82.83,93.47,1,85.2,0.905
2348,SUP0185,BUY0248,chemicals,4541,2778,170.42,197.11,4,384.3,1.057
2349,SUP0106,BUY0178,steel,3103,3576,68.98,77.71,4,266.6,0.824
2350,SUP0415,BUY0400,textiles,3400,2686,79.3,86.38,5,84.3,1.068
2351,SUP0276,BUY0177,chemicals,886,84,132.01,135.64,5,66.1,1.33
2352,SUP0456,BUY0080,chemicals,4716,882,108.92,123.11,4,233.8,1.23
2353,SUP0092,BUY0412,electronics,980,960,87.13,97.8,2,214.6,0.793
2354,SUP0332,BUY0698,chemicals,467,3709,112.36,126.15,5,245.5,0.62
2355,SUP0322,BUY0217,grain,1191,133,21.85,27.58,4,173.7,1.248
2356,SUP0181,BUY0265,grain,4797,742,53.72,55.3,1,200.8,1.09
2357,SUP0359,BUY0432,chemicals,387,3206,106.53,130.13,1,378.5,0.379
2358,SUP0371,BUY0608,steel,2833,1292,99.03,95.55,3,274.9,0.918
2359,SUP0030,BUY0090,chemicals,3190,3847,169.44,183.87,4,13.5,0.886
2360,SUP0420,BUY0057,textiles,4862,3702,31.53,33.64,3,288.9,0.923
2361,SUP0091,BUY0143,steel,414,1440,71.75,83.01,5,106.5,0.719
2362,SUP0012,BUY0374,grain,1116,3953,53.09,57.62,3,217.7,0.584
2363,SUP0172,BUY0357,electronics,3421,529,156.86,170.43,3,116.9,1.215
2364,SUP0293,BUY0674,steel,3586,985,106.89,124.54,5,479.5,1.206
2365,SUP0345,BUY0034,textiles,2171,354,76.66,76.61,5,184.9,1.045
2366,SUP0389,BUY0148,textiles,1207,1075,41.11,43.51,2,122.6,0.856
2367,SUP0255,BUY0699,textiles,2085,1708,83.13,88.56,1,162.9,0.828
2368,SUP0120,BUY0560,electronics,1778,3875,89.55,82.56,2,440.9,0.278
2369,SUP0477,BUY0090,grain,1558,1093,32.92,34.47,2,391.2,0.882
2370,SUP0038,BUY0283,textiles,2735,3894,73.03,78.06,5,411.2,0.772
2371,SUP0071,BUY0134,chemicals,2207,1740,120.65,129.27,5,20.5,1.088
2372,SUP0116,BUY0454,chemicals,3009,2142,106.78,117.58,5,112.1,1.108
2373,SUP0236,BUY0001,chemicals,1538,675,116.08,115.62,5,429.8,0.971
2374,SUP0245,BUY0688,grain,4626,1746,41.62,44.36,2,429.1,1.071
2375,SUP0201,BUY0179,steel,3053,1536,100.06,113.22,3,189.6,1.189
2376,SUP0034,BUY0578,steel,1831,1127,82.94,92.17,2,388.2,0.952
2377,SUP0182,BUY0074,electronics,55,3241,112.6,109.69,5,430.8,0.277
2378,SUP0021,BUY0677,electronics,4718,3368,154.01,173.51,2,118.8,0.955
2379,SUP0067,BUY0644,textiles,2547,480,85.56,90.57,3,136.7,1.209
2380,SUP0407,BUY0358,chemicals,4910,994,126.53,144.64,5,169.8,1.299
2381,SUP0085,BUY0130,chemicals,3055,2870,122.98,124.47,1,453.8,0.686
2382,SUP0161,BUY0332,steel,2589,1035,89.8,107.2,2,368.3,1.09
2383,SUP0338,BUY0090,grain,1338,948,47.09,45.25,5,59.0,0.876
2384,SUP0297,BUY0101,chemicals,530,2353,91.06,95.39,3,52.0,0.613
