order_id,customer_id,area_code,order_time_min,promised_time_min,prep_time_min,penalty_score,order_value,rider_id_assigned,status
ORD01823,CUST1058,NODE_03,1341,1368,31,1.05,783,RID0020,DELIVERED
ORD01824,CUST0966,NODE_14,262,293,23,1.21,628,-1,PENDING
ORD01825,CUST1050,NODE_06,886,915,29,0.7,663,-1,DELIVERED
ORD01826,CUST1934,NODE_03,952,992,32,1.25,241,-1,COOKING
ORD01827,CUST0906,NODE_15,786,834,19,1.27,390,-1,COOKING
ORD01828,CUST1818,NODE_03,593,621,27,0.62,529,RID0009,PENDING
ORD01829,CUST0303,NODE_26,775,809,35,1.33,317,RID0020,CANCELLED
ORD01830,CUST0231,NODE_11,1333,1383,17,1.89,207,RID0028,OUT_FOR_DELIVERY
ORD01831,CUST0644,NODE_22,1053,1099,28,1.36,895,-1,CANCELLED
ORD01832,CUST0435,NODE_29,22,63,14,0.55,830,RID0003,CANCELLED
ORD01833,CUST0163,NODE_25,635,681,14,0.72,276,RID0013,DELIVERED
ORD01834,CUST1884,NODE_11,380,407,34,0.54,778,-1,OUT_FOR_DELIVERY
ORD01835,CUST1631,NODE_13,711,743,32,0.61,375,-1,PENDING
ORD01836,CUST0147,NODE_09,439,469,30,0.82,845,RID0019,PENDING
ORD01837,CUST1111,NODE_11,1184,1217,31,1.18,156,RID0011,DELIVERED
ORD01838,CUST0529,NODE_07,224,264,31,1.07,556,-1,CANCELLED
ORD01839,CUST1152,NODE_20,213,241,30,0.97,366,-1,CANCELLED
ORD01840,CUST1274,NODE_24,8,38,23,0.83,309,-1,DELIVERED
ORD01841,CUST0587,NODE_29,1082,1121,14,1.04,151,RID0019,PENDING
ORD01842,CUST1236,NODE_11,511,554,34,1.16,410,RID0008,DELIVERED
ORD01843,CUST1957,NODE_21,988,1023,35,1.8,497,RID0018,CANCELLED
ORD01844,CUST0862,NODE_07,307,349,17,1.29,388,RID0022,CANCELLED
ORD01845,CUST0480,NODE_27,21,63,17,1.55,716,RID0012,OUT_FOR_DELIVERY
ORD01846,CUST0247,NODE_01,75,102,29,1.34,520,-1,OUT_FOR_DELIVERY
ORD01847,CUST0076,NODE_30,103,152,31,1.54,199,-1,PENDING
ORD01848,CUST0370,NODE_26,378,414,28,1.65,302,-1,OUT_FOR_DELIVERY
ORD01849,CUST0472,NODE_07,687,734,32,0.97,493,RID0017,OUT_FOR_DELIVERY
ORD01850,CUST1650,NODE_08,924,970,34,1.37,454,RID0028,COOKING
ORD01851,CUST0470,NODE_07,170,198,21,1.91,296,-1,PENDING
ORD01852,CUST0755,NODE_05,1342,1380,22,1.44,307,RID0009,OUT_FOR_DELIVERY
ORD01853,CUST1901,NODE_14,275,324,26,1.15,243,RID0025,PENDING
ORD01854,CUST1363,NODE_04,254,296,31,0.68,318,-1,CANCELLED
ORD01855,CUST1443,NODE_02,369,400,27,1.42,296,RID0001,DELIVERED
ORD01856,CUST0990,NODE_10,112,145,34,1.22,700,RID0009,CANCELLED
ORD01857,CUST0181,NODE_26,279,306,20,0.81,640,RID0008,DELIVERED
ORD01858,CUST1449,NODE_30,146,181,16,1.5,474,RID0020,OUT_FOR_DELIVERY
ORD01859,CUST1063,NODE_22,797,836,23,1.26,620,RID0009,CANCELLED
ORD01860,CUST1042,NODE_01,157,184,31,1.99,305,-1,PENDING
ORD01861,CUST0060,NODE_20,1057,1088,22,1.79,706,-1,DELIVERED
ORD01862,CUST0317,NODE_03,44,74,18,1.46,444,RID0012,PENDING
ORD01863,CUST0466,NODE_30,1132,1180,23,1.0,502,RID0007,COOKING
ORD01864,CUST0843,NODE_01,172,218,31,1.78,396,RID0008,PENDING
ORD01865,CUST0155,NODE_28,1353,1401,12,1.04,267,-1,COOKING
ORD01866,CUST1443,NODE_08,596,632,12,0.89,660,RID0006,COOKING
ORD01867,CUST0213,NODE_23,77,102,23,1.07,545,RID0017,COOKING
ORD01868,CUST1762,NODE_21,18,62,14,1.2,171,RID0018,CANCELLED
ORD01869,CUST0980,NODE_07,684,712,23,0.89,775,RID0025,COOKING
ORD01870,CUST1577,NODE_19,352,382,15,0.98,445,RID0019,CANCELLED
ORD01871,CUST0268,NODE_09,870,899,32,0.72,549,RID0029,COOKING
ORD01872,CUST0485,NODE_11,962,1007,32,0.75,251,RID0019,OUT_FOR_DELIVERY
ORD01873,CUST0150,NODE_02,291,334,32,1.39,422,-1,DELIVERED
ORD01874,CUST0992,NODE_22,205,251,31,1.03,765,-1,PENDING
ORD01875,CUST1432,NODE_29,872,915,16,1.65,645,RID0017,DELIVERED
ORD01876,CUST0392,NODE_13,206,242,23,1.58,478,RID0014,PENDING
ORD01877,CUST1002,NODE_12,1304,1329,14,1.82,576,RID0005,DELIVERED
ORD01878,CUST0705,NODE_14,278,317,35,1.09,214,-1,CANCELLED
ORD01879,CUST0530,NODE_11,313,353,29,0.64,342,RID0022,CANCELLED
ORD01880,CUST2000,NODE_30,881,920,24,0.71,754,RID0002,PENDING
ORD01881,CUST0001,NODE_24,1070,1118,24,0.65,664,-1,CANCELLED
ORD01882,CUST0774,NODE_20,269,304,31,1.69,326,RID0014,DELIVERED
ORD01883,CUST1987,NODE_09,1287,1313,26,2.0,159,RID0007,OUT_FOR_DELIVERY
ORD01884,CUST1756,NODE_23,1343,1388,25,1.94,153,RID0016,COOKING
ORD01885,CUST0324,NODE_22,62,89,22,1.6,664,-1,PENDING
ORD01886,CUST0488,NODE_26,68,99,18,1.27,497,RID0029,DELIVERED
ORD01887,CUST1579,NODE_22,473,502,26,1.56,571,RID0017,DELIVERED
ORD01888,CUST0706,NODE_24,164,208,21,1.67,297,RID0017,CANCELLED
ORD01889,CUST1233,NODE_20,92,129,26,1.28,453,-1,OUT_FOR_DELIVERY
ORD01890,CUST0086,NODE_29,1075,1124,23,1.98,684,-1,OUT_FOR_DELIVERY
ORD01891,CUST1059,NODE_07,268,310,35,0.51,249,RID0026,PENDING
ORD01892,CUST0889,NODE_02,262,309,29,1.59,682,-1,DELIVERED
ORD01893,CUST1997,NODE_05,571,621,20,0.77,457,RID0009,PENDING
ORD01894,CUST1202,NODE_25,865,912,21,0.89,683,RID0024,CANCELLED
ORD01895,CUST0102,NODE_15,873,899,13,1.51,656,RID0006,COOKING
ORD01896,CUST0327,NODE_19,661,695,16,1.46,166,-1,DELIVERED
ORD01897,CUST1800,NODE_20,645,686,17,0.92,530,-1,COOKING
ORD01898,CUST1152,NODE_24,219,246,18,0.65,193,-1,CANCELLED
ORD01899,CUST0309,NODE_18,631,671,29,1.71,844,RID0003,OUT_FOR_DELIVERY
ORD01900,CUST1854,NODE_15,3,35,23,0.76,630,-1,OUT_FOR_DELIVERY
ORD01901,CUST0718,NODE_29,1369,1400,23,1.58,403,RID0002,DELIVERED
ORD01902,CUST0774,NODE_11,488,514,32,0.78,161,RID0008,PENDING
ORD01903,CUST1726,NODE_02,749,781,16,0.77,706,RID0013,DELIVERED
ORD01904,CUST0629,NODE_19,229,257,18,1.61,834,RID0010,CANCELLED
ORD01905,CUST0406,NODE_25,405,444,15,1.07,246,RID0013,PENDING
ORD01906,CUST1243,NODE_12,558,586,24,1.63,508,-1,DELIVERED
ORD01907,CUST1451,NODE_28,1125,1173,24,0.53,413,-1,COOKING
ORD01908,CUST0050,NODE_18,972,1022,20,1.47,404,RID0002,CANCELLED
ORD01909,CUST1680,NODE_20,773,811,25,1.73,200,RID0012,DELIVERED
ORD01910,CUST0400,NODE_01,134,175,13,1.77,220,RID0006,CANCELLED
ORD01911,CUST0575,NODE_05,326,361,17,0.85,675,-1,DELIVERED
ORD01912,CUST1517,NODE_07,505,537,13,1.27,288,RID0007,PENDING
ORD01913,CUST1808,NODE_26,65,95,21,1.75,284,-1,COOKING
ORD01914,CUST0195,NODE_20,61,106,26,0.69,737,RID0002,DELIVERED
ORD01915,CUST0170,NODE_11,171,215,19,0.55,866,RID0005,DELIVERED
ORD01916,CUST1444,NODE_03,415,465,27,1.78,629,RID0030,PENDING
ORD01917,CUST0712,NODE_08,1159,1193,30,0.89,866,-1,OUT_FOR_DELIVERY
ORD01918,CUST0092,NODE_08,431,470,29,0.52,295,RID0014,PENDING
ORD01919,CUST0155,NODE_22,634,676,15,1.09,793,RID0011,CANCELLED
ORD01920,CUST0515,NODE_25,1002,1028,13,0.76,294,RID0004,DELIVERED
ORD01921,CUST1148,NODE_28,203,228,30,0.58,752,RID0007,OUT_FOR_DELIVERY
ORD01922,CUST0919,NODE_24,340,377,28,1.07,265,-1,DELIVERED
ORD01923,CUST0381,NODE_07,1059,1087,14,1.91,207,-1,OUT_FOR_DELIVERY
ORD01924,CUST1552,NODE_26,1137,1164,31,0.6,490,RID0017,PENDING
ORD01925,CUST0138,NODE_24,821,847,30,0.79,895,-1,PENDING
ORD01926,CUST1271,NODE_16,1180,1219,18,1.84,560,-1,DELIVERED
ORD01927,CUST0391,NODE_24,1189,1228,31,1.93,246,RID0015,PENDING
ORD01928,CUST1741,NODE_28,978,1007,17,1.33,320,RID0019,CANCELLED
ORD01929,CUST0835,NODE_15,609,655,21,1.01,890,RID0027,COOKING
ORD01930,CUST1653,NODE_12,425,464,35,0.51,151,-1,COOKING
ORD01931,CUST0479,NODE_13,693,732,27,0.56,298,-1,PENDING
ORD01932,CUST0618,NODE_01,81,120,25,1.69,472,RID0001,OUT_FOR_DELIVERY
ORD01933,CUST1454,NODE_07,384,432,31,1.92,477,RID0002,OUT_FOR_DELIVERY
ORD01934,CUST1330,NODE_17,911,946,28,1.26,204,RID0013,CANCELLED
ORD01935,CUST1992,NODE_30,138,176,34,1.71,850,-1,CANCELLED
ORD01936,CUST0043,NODE_14,280,313,15,1.23,876,RID0001,PENDING
ORD01937,CUST1056,NODE_13,12,61,27,1.64,837,RID0005,OUT_FOR_DELIVERY
ORD01938,CUST0078,NODE_21,754,790,19,0.7,273,RID0007,OUT_FOR_DELIVERY
ORD01939,CUST0106,NODE_12,438,484,14,0.56,859,RID0017,DELIVERED
ORD01940,CUST0408,NODE_22,655,699,20,1.93,635,RID0023,DELIVERED
ORD01941,CUST1341,NODE_23,288,337,24,0.86,350,RID0010,CANCELLED
ORD01942,CUST0303,NODE_22,724,773,19,1.73,506,RID0025,OUT_FOR_DELIVERY
ORD01943,CUST1686,NODE_12,1152,1191,34,1.64,682,RID0011,PENDING
ORD01944,CUST0549,NODE_18,736,775,29,1.22,219,-1,DELIVERED
ORD01945,CUST1630,NODE_17,755,798,33,1.37,528,-1,OUT_FOR_DELIVERY
ORD01946,CUST0089,NODE_01,608,650,30,0.85,404,RID0016,COOKING
ORD01947,CUST0460,NODE_29,556,594,13,0.9,393,RID0016,DELIVERED
ORD01948,CUST1677,NODE_09,87,121,12,1.46,875,RID0030,CANCELLED
ORD01949,CUST0342,NODE_06,807,844,33,0.76,804,RID0014,CANCELLED
ORD01950,CUST0782,NODE_21,653,681,32,1.48,429,RID0025,DELIVERED
ORD01951,CUST1415,NODE_07,286,320,24,0.66,345,-1,CANCELLED
ORD01952,CUST1153,NODE_04,821,847,19,0.73,767,RID0008,PENDING
ORD01953,CUST1490,NODE_09,690,716,15,1.83,293,-1,COOKING
ORD01954,CUST1159,NODE_28,1174,1211,23,1.06,290,-1,PENDING
ORD01955,CUST0483,NODE_30,1305,1334,25,0.95,192,-1,COOKING
ORD01956,CUST1284,NODE_18,762,802,31,0.53,192,RID0019,COOKING
ORD01957,CUST0190,NODE_04,1201,1244,13,1.73,255,-1,PENDING
ORD01958,CUST1012,NODE_25,177,217,35,0.66,389,RID0006,OUT_FOR_DELIVERY
ORD01959,CUST0812,NODE_03,228,278,30,0.77,570,RID0020,CANCELLED
ORD01960,CUST0423,NODE_28,913,951,14,0.65,422,-1,CANCELLED
ORD01961,CUST0153,NODE_26,586,635,21,0.68,574,RID0016,CANCELLED
ORD01962,CUST1237,NODE_24,662,689,17,0.56,187,-1,COOKING
ORD01963,CUST1183,NODE_09,883,926,12,1.33,237,RID0016,PENDING
ORD01964,CUST1111,NODE_12,403,441,22,0.98,251,RID0007,CANCELLED
ORD01965,CUST0603,NODE_22,349,393,17,1.07,870,-1,CANCELLED
ORD01966,CUST1964,NODE_17,581,626,25,1.66,210,RID0029,CANCELLED
ORD01967,CUST0023,NODE_23,532,557,35,1.64,817,-1,CANCELLED
ORD01968,CUST1109,NODE_14,760,810,18,0.94,372,RID0011,PENDING
ORD01969,CUST0793,NODE_30,1349,1394,24,1.08,887,RID0026,CANCELLED
ORD01970,CUST0665,NODE_01,1279,1329,23,1.83,820,-1,DELIVERED
ORD01971,CUST0861,NODE_25,685,725,23,1.52,158,RID0028,DELIVERED
ORD01972,CUST1371,NODE_20,173,220,31,1.54,185,-1,CANCELLED
ORD01973,CUST0063,NODE_19,484,534,25,1.47,500,RID0002,CANCELLED
ORD01974,CUST0683,NODE_08,1281,1306,29,1.17,819,RID0002,CANCELLED
ORD01975,CUST1204,NODE_12,1072,1120,20,1.15,589,RID0003,OUT_FOR_DELIVERY
ORD01976,CUST0256,NODE_01,238,271,25,0.64,815,RID0003,PENDING
ORD01977,CUST1848,NODE_03,1201,1239,17,0.9,242,-1,CANCELLED
ORD01978,CUST1553,NODE_13,601,626,13,1.0,834,-1,DELIVERED
ORD01979,CUST1619,NODE_16,29,68,29,0.85,610,RID0015,COOKING
ORD01980,CUST0944,NODE_06,897,944,33,1.75,663,RID0017,DELIVERED
ORD01981,CUST1449,NODE_22,588,638,24,1.87,441,RID0021,PENDING
ORD01982,CUST0796,NODE_09,1034,1069,25,1.23,748,-1,CANCELLED
ORD01983,CUST0805,NODE_06,724,769,26,0.61,896,RID0011,CANCELLED
ORD01984,CUST1175,NODE_01,1046,1076,28,1.65,864,-1,OUT_FOR_DELIVERY
ORD01985,CUST1187,NODE_29,532,559,32,1.22,498,RID0024,DELIVERED
ORD01986,CUST0108,NODE_24,171,211,28,1.44,293,RID0016,OUT_FOR_DELIVERY
ORD01987,CUST0761,NODE_28,1089,1129,24,0.9,228,RID0006,OUT_FOR_DELIVERY
ORD01988,CUST0854,NODE_02,1137,1165,25,1.65,631,-1,OUT_FOR_DELIVERY
ORD01989,CUST0866,NODE_11,250,298,34,0.81,783,-1,OUT_FOR_DELIVERY
ORD01990,CUST0627,NODE_03,1042,1072,30,1.78,330,-1,CANCELLED
ORD01991,CUST0040,NODE_10,671,709,24,0.83,692,-1,DELIVERED
ORD01992,CUST1773,NODE_24,1285,1313,34,1.57,503,RID0019,CANCELLED
ORD01993,CUST0464,NODE_11,783,811,18,1.85,392,RID0022,PENDING
ORD01994,CUST0943,NODE_19,412,445,21,1.58,870,RID0002,CANCELLED
ORD01995,CUST1039,NODE_15,505,531,15,1.84,799,RID0010,COOKING
ORD01996,CUST0475,NODE_04,272,312,15,1.37,208,-1,CANCELLED
ORD01997,CUST1011,NODE_30,687,735,16,1.87,385,RID0028,CANCELLED
ORD01998,CUST0561,NODE_06,80,108,16,0.86,699,-1,COOKING
ORD01999,CUST1946,NODE_28,32,74,34,1.73,770,RID0006,COOKING
ORD02000,CUST1982,NODE_20,553,599,14,1.67,680,RID0017,COOKING
ORD02001,CUST1283,NODE_18,1252,1293,14,1.38,752,-1,DELIVERED
ORD02002,CUST1547,NODE_21,27,65,31,0.52,340,-1,DELIVERED
ORD02003,CUST0832,NODE_23,1266,1297,21,0.97,310,-1,OUT_FOR_DELIVERY
ORD02004,CUST1503,NODE_22,33,71,29,0.89,879,-1,CANCELLED
ORD02005,CUST1131,NODE_22,527,574,15,0.85,399,-1,COOKING
ORD02006,CUST0538,NODE_13,383,421,14,1.86,557,-1,DELIVERED
ORD02007,CUST0105,NODE_14,175,219,32,1.41,528,RID0025,CANCELLED
ORD02008,CUST1189,NODE_22,554,590,24,1.15,751,RID0010,PENDING
ORD02009,CUST1751,NODE_24,909,943,19,1.64,715,-1,COOKING
ORD02010,CUST1329,NODE_20,371,409,24,1.72,222,-1,DELIVERED
ORD02011,CUST0548,NODE_26,1248,1294,25,1.39,276,-1,OUT_FOR_DELIVERY
ORD02012,CUST1443,NODE_18,976,1009,34,1.01,718,-1,CANCELLED
ORD02013,CUST0391,NODE_06,198,223,14,1.27,725,RID0016,DELIVERED
ORD02014,CUST0776,NODE_03,959,1003,24,1.95,444,RID0021,DELIVERED
ORD02015,CUST0915,NODE_14,279,311,19,0.97,735,RID0012,OUT_FOR_DELIVERY
ORD02016,CUST1844,NODE_03,386,419,16,0.81,845,RID0001,DELIVERED
ORD02017,CUST0724,NODE_10,134,180,30,1.65,160,-1,CANCELLED
ORD02018,CUST1511,NODE_23,769,810,34,1.9,178,RID0004,CANCELLED
ORD02019,CUST1054,NODE_10,709,745,19,1.3,539,RID0021,DELIVERED
ORD02020,CUST0763,NODE_09,1223,1258,24,1.17,828,RID0030,OUT_FOR_DELIVERY
ORD02021,CUST0130,NODE_20,508,554,12,1.69,817,-1,DELIVERED
ORD02022,CUST0942,NODE_12,1323,1361,12,0.53,432,RID0028,CANCELLED
ORD02023,CUST1163,NODE_30,789,837,25,0.75,882,RID0008,CANCELLED
ORD02024,CUST0257,NODE_05,167,214,14,0.81,684,RID0010,CANCELLED
ORD02025,CUST1481,NODE_16,1291,1339,30,1.62,356,RID0011,COOKING
ORD02026,CUST0654,NODE_12,23,50,26,1.51,560,-1,OUT_FOR_DELIVERY
ORD02027,CUST0551,NODE_15,1010,1045,14,1.16,741,RID0006,CANCELLED
ORD02028,CUST1088,NODE_27,494,529,20,0.87,438,RID0018,CANCELLED
ORD02029,CUST1908,NODE_05,306,342,25,0.94,357,RID0019,OUT_FOR_DELIVERY
ORD02030,CUST1284,NODE_23,1039,1080,28,1.1,829,RID0016,DELIVERED
ORD02031,CUST1315,NODE_30,341,383,22,0.96,427,RID0019,COOKING
ORD02032,CUST1422,NODE_25,787,822,18,1.63,876,RID0028,OUT_FOR_DELIVERY
ORD02033,CUST0990,NODE_09,420,457,25,0.91,485,RID0026,OUT_FOR_DELIVERY
ORD02034,CUST0155,NODE_29,1343,1375,12,1.26,559,-1,COOKING
ORD02035,CUST0373,NODE_28,792,820,29,0.95,233,RID0018,COOKING
ORD02036,CUST0905,NODE_20,264,304,29,0.93,223,-1,PENDING
ORD02037,CUST0374,NODE_04,1324,1356,35,2.0,296,RID0023,CANCELLED
ORD02038,CUST0046,NODE_03,830,869,23,1.71,651,RID0008,COOKING
ORD02039,CUST0484,NODE_25,855,893,14,1.2,301,RID0029,CANCELLED
ORD02040,CUST0655,NODE_13,606,635,29,1.57,541,RID0004,DELIVERED
ORD02041,CUST1186,NODE_09,90,137,22,0.78,577,RID0028,DELIVERED
ORD02042,CUST0760,NODE_12,163,198,22,1.6,649,RID0014,CANCELLED
ORD02043,CUST1007,NODE_27,1231,1264,21,1.63,697,RID0029,COOKING
ORD02044,CUST0820,NODE_04,1345,1382,16,1.47,171,-1,PENDING
ORD02045,CUST1544,NODE_29,1344,1371,22,1.14,840,RID0018,COOKING
ORD02046,CUST0223,NODE_29,1325,1370,17,1.14,414,-1,DELIVERED
ORD02047,CUST1984,NODE_01,333,383,15,0.91,627,RID0029,DELIVERED
ORD02048,CUST1463,NODE_11,350,382,12,1.24,770,RID0001,DELIVERED
ORD02049,CUST0370,NODE_12,640,679,25,1.56,830,RID0017,DELIVERED
ORD02050,CUST0650,NODE_18,1322,1358,32,0.56,709,RID0004,CANCELLED
ORD02051,CUST1576,NODE_26,861,892,33,0.57,807,-1,PENDING
ORD02052,CUST1196,NODE_27,1102,1133,17,0.63,578,-1,OUT_FOR_DELIVERY
ORD02053,CUST1363,NODE_02,1062,1102,15,0.66,824,-1,COOKING
ORD02054,CUST0139,NODE_13,707,734,30,1.6,684,RID0013,PENDING
ORD02055,CUST0647,NODE_28,1325,1359,26,1.66,342,-1,CANCELLED
ORD02056,CUST1701,NODE_13,60,93,35,1.92,617,RID0010,PENDING
ORD02057,CUST1100,NODE_06,2,27,12,1.0,360,-1,OUT_FOR_DELIVERY
ORD02058,CUST1164,NODE_16,1233,1273,21,0.61,439,RID0022,CANCELLED
ORD02059,CUST1682,NODE_24,810,848,13,0.6,172,-1,DELIVERED
ORD02060,CUST1782,NODE_03,899,933,17,0.6,893,RID0025,DELIVERED
ORD02061,CUST1206,NODE_16,1362,1392,28,1.26,844,RID0024,PENDING
ORD02062,CUST0769,NODE_12,1205,1232,14,0.83,287,RID0018,PENDING
ORD02063,CUST0621,NODE_20,640,676,29,1.59,303,RID0006,COOKING
ORD02064,CUST0933,NODE_07,770,812,35,1.36,345,RID0012,CANCELLED
ORD02065,CUST1384,NODE_16,1001,1041,22,0.65,654,RID0005,PENDING
ORD02066,CUST0997,NODE_24,1327,1360,23,1.8,213,RID0022,DELIVERED
ORD02067,CUST0658,NODE_12,756,786,13,0.55,410,RID0021,PENDING
ORD02068,CUST1290,NODE_20,527,574,34,1.67,346,RID0005,OUT_FOR_DELIVERY
ORD02069,CUST0955,NODE_07,123,157,32,0.74,837,-1,DELIVERED
ORD02070,CUST1498,NODE_10,358,404,17,1.94,187,-1,CANCELLED
ORD02071,CUST0819,NODE_13,1283,1322,24,1.95,471,-1,CANCELLED
ORD02072,CUST1321,NODE_08,591,623,17,0.84,618,RID0002,DELIVERED
ORD02073,CUST0032,NODE_15,754,784,30,1.36,759,RID0017,PENDING
ORD02074,CUST0692,NODE_18,1046,1076,21,1.19,833,-1,COOKING
ORD02075,CUST1868,NODE_04,1081,1113,34,1.02,154,-1,CANCELLED
ORD02076,CUST1903,NODE_11,1194,1232,20,1.34,444,RID0007,DELIVERED
ORD02077,CUST0520,NODE_11,1136,1177,24,1.4,451,-1,PENDING
ORD02078,CUST0859,NODE_20,594,640,16,1.88,215,RID0012,COOKING
ORD02079,CUST1478,NODE_28,1271,1316,32,1.23,799,RID0029,PENDING
ORD02080,CUST0863,NODE_01,1103,1153,18,1.04,674,RID0013,DELIVERED
ORD02081,CUST1088,NODE_01,1066,1112,13,1.96,627,RID0020,CANCELLED
ORD02082,CUST0392,NODE_28,558,606,17,1.96,294,RID0011,CANCELLED
ORD02083,CUST0731,NODE_27,724,765,19,1.96,561,-1,PENDING
ORD02084,CUST0402,NODE_10,715,751,28,1.84,374,RID0030,DELIVERED
ORD02085,CUST1974,NODE_27,1132,1169,22,0.93,586,RID0014,OUT_FOR_DELIVERY
ORD02086,CUST0562,NODE_17,419,455,21,0.89,871,RID0026,DELIVERED
ORD02087,CUST0165,NODE_05,831,859,19,1.82,638,RID0028,CANCELLED
ORD02088,CUST0179,NODE_15,195,238,16,1.8,393,RID0024,COOKING
ORD02089,CUST0687,NODE_04,476,510,33,1.89,747,RID0022,CANCELLED
ORD02090,CUST0587,NODE_22,687,720,18,1.61,770,RID0024,PENDING
ORD02091,CUST0701,NODE_25,165,206,17,1.05,554,RID0002,OUT_FOR_DELIVERY
ORD02092,CUST1435,NODE_18,1308,1357,22,0.72,804,RID0010,OUT_FOR_DELIVERY
ORD02093,CUST0510,NODE_24,400,442,34,1.42,609,-1,DELIVERED
ORD02094,CUST1766,NODE_09,965,1014,29,1.56,193,RID0028,PENDING
ORD02095,CUST1353,NODE_27,229,264,28,1.83,204,-1,OUT_FOR_DELIVERY
ORD02096,CUST0386,NODE_09,114,142,26,0.6,219,-1,OUT_FOR_DELIVERY
ORD02097,CUST1479,NODE_15,543,573,24,1.28,862,RID0013,DELIVERED
ORD02098,CUST1488,NODE_28,231,275,30,1.8,861,-1,DELIVERED
ORD02099,CUST0217,NODE_07,253,303,25,0.8,661,-1,DELIVERED
ORD02100,CUST1896,NODE_19,1331,1381,35,1.31,815,RID0004,COOKING
ORD02101,CUST0591,NODE_13,397,442,31,1.59,884,RID0009,OUT_FOR_DELIVERY
ORD02102,CUST1438,NODE_15,700,745,30,1.43,766,RID0029,COOKING
ORD02103,CUST0089,NODE_27,482,528,32,0.55,571,RID0021,CANCELLED
ORD02104,CUST1624,NODE_01,966,1005,17,0.7,274,RID0029,DELIVERED
ORD02105,CUST1801,NODE_03,218,252,14,0.53,527,-1,COOKING
ORD02106,CUST0368,NODE_22,1054,1084,19,0.63,412,RID0023,CANCELLED
ORD02107,CUST0990,NODE_03,666,700,16,1.91,161,RID0001,DELIVERED
ORD02108,CUST1900,NODE_05,661,705,33,0.5,531,RID0025,OUT_FOR_DELIVERY
ORD02109,CUST1732,NODE_22,715,741,14,0.6,896,RID0012,DELIVERED
ORD02110,CUST1896,NODE_01,363,410,12,1.76,337,-1,OUT_FOR_DELIVERY
ORD02111,CUST0749,NODE_20,664,710,28,1.17,319,RID0027,PENDING
ORD02112,CUST1382,NODE_06,571,599,17,1.7,307,RID0027,PENDING
ORD02113,CUST0300,NODE_23,1318,1357,29,0.79,320,RID0025,CANCELLED
ORD02114,CUST1974,NODE_05,678,717,16,1.19,888,RID0025,COOKING
ORD02115,CUST0267,NODE_11,83,122,24,1.93,825,RID0022,PENDING
ORD02116,CUST1291,NODE_15,396,421,31,0.86,459,-1,PENDING
ORD02117,CUST0588,NODE_16,1017,1043,17,1.88,580,RID0018,OUT_FOR_DELIVERY
ORD02118,CUST0193,NODE_02,973,1004,12,1.24,661,RID0027,CANCELLED
ORD02119,CUST1086,NODE_04,469,500,27,1.0,449,-1,PENDING
ORD02120,CUST1358,NODE_05,240,289,23,1.45,264,-1,OUT_FOR_DELIVERY
ORD02121,CUST0626,NODE_02,717,754,24,1.81,328,-1,PENDING
ORD02122,CUST0148,NODE_02,308,345,30,1.29,634,RID0027,PENDING
ORD02123,CUST1366,NODE_30,842,867,19,1.52,507,-1,PENDING
ORD02124,CUST1815,NODE_26,1294,1326,29,1.7,487,RID0007,PENDING
ORD02125,CUST1919,NODE_26,55,88,23,1.96,431,-1,OUT_FOR_DELIVERY
ORD02126,CUST0484,NODE_23,1355,1389,30,0.54,529,RID0026,CANCELLED
ORD02127,CUST0182,NODE_16,1055,1097,18,1.54,479,-1,COOKING
ORD02128,CUST0457,NODE_06,91,141,22,1.14,717,RID0030,CANCELLED
ORD02129,CUST0942,NODE_03,1183,1219,32,1.17,654,RID0021,COOKING
ORD02130,CUST1262,NODE_25,544,593,35,0.65,361,RID0029,DELIVERED
ORD02131,CUST0859,NODE_11,1289,1326,20,1.47,585,-1,PENDING
ORD02132,CUST0848,NODE_19,785,826,25,1.01,498,-1,CANCELLED
ORD02133,CUST1166,NODE_19,1251,1288,23,1.14,601,RID0016,COOKING
ORD02134,CUST1158,NODE_03,999,1044,30,1.58,459,-1,OUT_FOR_DELIVERY
ORD02135,CUST1205,NODE_19,446,480,14,0.53,559,RID0014,CANCELLED
ORD02136,CUST1881,NODE_28,728,766,28,1.66,372,-1,COOKING
ORD02137,CUST1480,NODE_26,606,635,14,0.57,586,RID0009,DELIVERED
ORD02138,CUST1334,NODE_05,811,860,34,1.27,151,RID0010,CANCELLED
ORD02139,CUST0535,NODE_06,996,1043,18,1.26,339,-1,OUT_FOR_DELIVERY
ORD02140,CUST0590,NODE_21,778,805,20,1.53,396,RID0011,DELIVERED
ORD02141,CUST1924,NODE_04,424,468,13,0.94,321,RID0026,PENDING
ORD02142,CUST0605,NODE_10,438,473,30,0.88,611,RID0005,CANCELLED
ORD02143,CUST1658,NODE_06,572,607,13,1.85,676,-1,DELIVERED
ORD02144,CUST1949,NODE_17,497,534,31,1.55,675,RID0017,COOKING
ORD02145,CUST1954,NODE_04,779,824,32,0.64,691,-1,CANCELLED
ORD02146,CUST0055,NODE_04,673,702,24,0.93,712,RID0006,OUT_FOR_DELIVERY
ORD02147,CUST0216,NODE_20,1242,1275,23,1.54,835,-1,DELIVERED
ORD02148,CUST1254,NODE_11,314,355,18,0.84,796,-1,OUT_FOR_DELIVERY
ORD02149,CUST1020,NODE_01,423,460,19,1.75,465,-1,PENDING
ORD02150,CUST1491,NODE_14,771,807,24,0.98,763,-1,PENDING
