passage_id,vehicle_id,corridor_id,entry_time_min,exit_time_min,distance_km,base_toll,congestion_factor,final_toll
1149,3733,19,182,273,66.94,198.08,1.19,235.72
1150,3160,24,292,404,43.66,96.93,1.27,123.1
1151,665,2,1178,1229,49.88,82.02,1.26,103.35
1152,2561,11,692,738,53.59,97.91,1.15,112.6
1153,5846,40,579,780,71.82,209.95,1.89,396.81
1154,7221,17,251,380,50.95,66.34,1.16,76.95
1155,885,27,1163,1256,71.9,104.31,1.94,202.36
1156,2809,22,1427,1477,48.36,79.6,1.16,92.34
1157,6070,26,931,967,44.89,61.45,1.06,65.14
1158,8598,10,676,733,28.05,59.28,1.04,61.65
1159,5087,42,811,920,49.26,143.3,1.08,154.76
1160,8156,17,164,211,22.2,30.28,1.09,33.01
1161,4944,35,89,196,78.15,155.13,1.25,193.91
1162,7789,48,838,841,1.53,2.57,1.15,2.96
1163,3777,40,1116,1150,30.08,61.25,1.85,113.31
1164,6430,31,162,203,48.63,110.61,1.28,141.58
1165,8192,21,808,994,64.61,97.43,1.26,122.76
1166,4961,34,1029,1072,26.99,47.35,1.86,88.07
1167,2119,4,347,349,3.13,3.45,1.06,3.66
1168,8537,27,357,442,53.51,96.32,1.04,100.17
1169,9515,9,296,324,36.57,95.61,1.11,106.13
1170,9950,47,1271,1349,55.25,83.0,1.21,100.43
1171,7157,31,418,537,78.85,186.81,1.21,226.04
1172,5648,27,933,945,11.19,14.65,1.28,18.75
1173,4936,26,977,994,14.88,32.04,1.02,32.68
1174,1168,49,789,823,31.85,92.94,1.2,111.53
1175,7886,13,101,123,17.51,37.36,1.27,47.45
1176,1686,35,852,878,21.22,21.69,1.19,25.81
1177,3035,31,1195,1206,10.11,23.28,1.01,23.51
1178,9629,28,1275,1311,42.74,57.52,1.15,66.15
1179,798,10,930,1088,60.9,99.05,1.11,109.95
1180,4171,40,1022,1074,62.5,84.18,1.94,163.31
1181,7622,49,849,888,26.96,37.27,1.03,38.39
1182,3438,46,25,39,19.86,23.16,1.28,29.64
1183,8158,18,956,969,14.67,16.76,1.25,20.95
1184,5325,17,463,556,33.68,37.55,1.17,43.93
1185,6365,28,920,959,33.6,71.86,1.06,76.17
1186,3649,16,552,589,44.75,82.25,1.22,100.34
1187,1062,8,776,816,50.11,147.19,1.14,167.8
1188,586,40,276,304,33.88,42.19,1.2,50.63
1189,7013,34,38,112,69.6,127.3,1.28,162.94
1190,7989,24,785,834,22.77,44.1,1.04,45.86
1191,7300,14,96,113,18.59,26.18,1.17,30.63
1192,7103,6,1096,1141,40.27,86.88,1.7,147.7
1193,451,35,712,730,13.89,25.16,1.23,30.95
1194,1000,32,33,65,40.18,105.36,1.16,122.22
1195,2893,19,1038,1101,43.92,114.94,1.03,118.39
1196,1175,33,972,1004,42.3,92.61,1.21,112.06
1197,687,8,1291,1333,43.22,87.51,1.04,91.01
1198,7629,34,634,646,4.57,5.38,1.15,6.19
1199,3283,37,1186,1246,72.72,123.36,1.13,139.4
1200,8638,4,253,326,39.71,47.91,1.23,58.93
1201,4448,44,1168,1262,38.97,49.12,1.86,91.36
1202,5838,3,564,596,26.35,78.91,1.82,143.62
1203,7795,33,602,604,1.71,4.79,1.93,9.24
1204,6727,28,332,337,2.7,5.83,1.19,6.94
1205,7046,13,96,227,72.86,123.61,1.02,126.08
1206,6207,19,811,892,50.29,63.23,1.14,72.08
1207,9717,49,177,246,59.92,61.28,1.2,73.54
1208,8018,44,228,308,39.23,88.83,1.07,95.05
1209,3696,18,282,344,77.0,77.62,1.07,83.05
1210,2218,17,981,1033,67.94,194.93,1.14,222.22
1211,6931,28,334,487,59.05,133.79,1.11,148.51
1212,2646,1,1099,1159,62.56,118.66,1.89,224.27
1213,9923,22,500,535,38.02,85.76,1.15,98.62
1214,9612,40,19,148,79.88,92.35,1.2,110.82
1215,7205,32,1212,1229,19.92,48.85,1.26,61.55
1216,4163,21,509,555,57.19,58.25,1.87,108.93
1217,8005,39,227,249,28.97,73.84,1.0,73.84
1218,683,32,165,200,40.32,67.01,1.08,72.37
1219,1910,18,265,322,63.39,101.37,1.12,113.53
1220,6448,17,1418,1591,67.71,74.43,1.26,93.78
1221,6687,12,538,657,62.91,65.58,1.94,127.23
1222,3766,19,514,661,75.04,77.36,1.9,146.98
1223,4288,7,623,712,79.75,141.57,1.83,259.07
1224,3612,17,1126,1164,37.51,105.76,1.49,157.58
1225,2190,8,329,418,79.37,183.25,1.26,230.9
1226,8643,13,325,377,65.09,115.73,1.06,122.67
1227,9976,9,752,875,64.83,130.45,1.23,160.45
1228,3171,11,46,150,66.25,99.06,1.26,124.82
1229,4046,21,610,725,61.53,64.77,1.04,67.36
1230,430,44,713,783,36.06,90.09,1.09,98.2
1231,6626,13,1164,1178,17.56,37.34,1.04,38.83
1232,6448,43,154,156,1.43,4.29,1.18,5.06
1233,552,18,316,319,3.07,7.86,1.06,8.33
1234,7596,22,487,518,23.0,65.49,1.61,105.44
1235,881,2,845,862,20.38,51.88,1.21,62.77
1236,7097,23,1227,1288,59.65,108.76,1.27,138.13
1237,9685,39,891,937,16.05,30.55,1.08,32.99
1238,5261,10,658,728,51.77,74.08,1.09,80.75
1239,2794,14,884,1006,72.33,179.46,1.28,229.71
1240,977,27,904,945,48.19,144.03,1.03,148.35
1241,8951,38,1297,1388,37.57,85.3,1.17,99.8
1242,9498,2,807,837,15.21,35.46,1.3,46.1
1243,7830,10,458,498,52.97,90.91,1.54,140.0
1244,6634,26,1322,1373,51.59,104.57,1.24,129.67
1245,929,41,203,278,40.83,95.77,1.18,113.01
1246,244,40,498,611,71.95,120.98,1.89,228.65
1247,7771,50,1281,1304,14.16,29.47,1.18,34.77
1248,7017,26,36,124,63.34,95.52,1.27,121.31
1249,5010,49,1242,1292,51.9,105.26,1.1,115.79
1250,3528,6,1368,1438,56.25,61.36,1.11,68.11
1251,1493,28,976,1105,47.73,132.23,1.29,170.58
1252,1326,18,382,446,22.38,47.65,1.13,53.84
1253,2072,1,976,1126,54.43,79.52,1.26,100.2
1254,9469,2,363,371,8.45,8.83,1.19,10.51
1255,599,44,475,488,13.17,34.74,1.66,57.67
1256,1873,40,947,1020,36.47,83.58,1.01,84.42
1257,7890,23,884,929,60.33,76.32,1.02,77.85
1258,6057,28,1356,1479,48.68,125.46,1.13,141.77
1259,1152,33,1244,1245,2.11,4.33,1.07,4.63
1260,4156,5,1431,1541,57.34,97.35,1.27,123.63
1261,8936,26,1261,1340,61.08,181.03,1.26,228.1
1262,5912,49,1187,1234,61.91,85.29,1.24,105.76
1263,209,39,608,625,9.48,24.35,1.51,36.77
1264,430,21,401,470,45.39,55.21,1.2,66.25
1265,7527,16,645,691,61.44,178.06,1.06,188.74
1266,293,12,163,333,73.34,132.21,1.25,165.26
1267,8491,3,1318,1350,32.53,46.55,1.26,58.65
1268,1551,6,592,664,48.54,56.4,1.31,73.88
1269,713,41,1336,1401,70.98,176.14,1.3,228.98
1270,2776,13,229,335,55.31,127.82,1.28,163.61
1271,9994,3,356,460,69.64,205.92,1.22,251.22
1272,2810,9,1159,1173,17.93,29.38,1.91,56.12
1273,135,36,717,838,79.36,209.4,1.28,268.03
1274,2296,47,1295,1434,64.2,80.64,1.14,91.93
1275,8905,1,1247,1278,36.29,103.11,1.03,106.2
1276,3872,25,335,364,25.43,60.32,1.25,75.4
1277,9554,24,110,137,15.62,37.93,1.12,42.48
1278,5532,26,1171,1188,21.59,61.75,1.21,74.72
1279,1861,13,1420,1429,7.26,17.47,1.29,22.54
1280,8915,46,1128,1140,12.6,21.66,1.58,34.22
1281,3311,13,887,920,39.43,106.49,1.21,128.85
1282,3689,44,33,65,35.44,72.91,1.16,84.58
1283,2838,10,1237,1296,71.15,94.23,1.12,105.54
1284,6145,36,563,627,28.44,53.96,1.69,91.19
1285,5778,39,882,899,15.94,28.39,1.11,31.51
1286,2434,3,540,544,3.79,6.1,1.66,10.13
1287,5388,7,963,1015,23.71,56.56,1.04,58.82
1288,6783,3,1066,1079,5.37,15.94,1.53,24.39
1289,9426,17,1247,1384,76.81,228.15,1.29,294.31
1290,7757,2,862,881,13.51,30.08,1.23,37.0
1291,7343,13,273,294,13.15,15.82,1.15,18.19
1292,823,19,198,250,57.36,96.03,1.24,119.08
1293,1126,28,242,245,1.97,5.52,1.29,7.12
1294,9491,22,1368,1403,24.93,27.28,1.03,28.1
1295,1870,42,1184,1205,18.41,40.04,1.14,45.65
1296,5409,45,1059,1152,78.63,84.14,1.49,125.37
1297,789,27,541,550,10.75,13.75,1.49,20.49
1298,6709,15,296,346,63.62,109.46,1.01,110.55
1299,7185,40,1324,1352,26.78,28.28,1.21,34.22
1300,6779,9,691,727,45.11,55.5,1.18,65.49
1301,9284,10,900,1026,51.12,143.98,1.1,158.38
1302,5418,6,654,675,23.51,30.69,1.28,39.28
1303,648,23,999,1089,60.09,126.38,1.32,166.82
1304,8204,14,271,283,6.68,9.5,1.12,10.64
1305,7957,31,185,222,19.79,43.65,1.04,45.4
1306,4093,22,199,222,21.42,42.08,1.23,51.76
1307,7398,36,223,236,17.23,35.19,1.04,36.6
1308,7038,25,177,208,20.69,49.77,1.26,62.71
1309,9245,18,923,948,30.54,36.47,1.05,38.29
1310,7095,50,627,821,65.03,179.32,1.89,338.91
1311,2289,50,1194,1196,2.87,4.78,1.23,5.88
1312,270,48,823,953,76.58,198.52,1.13,224.33
1313,9417,7,46,63,11.31,32.83,1.1,36.11
1314,3635,50,1168,1215,57.08,62.49,1.02,63.74
1315,8467,28,431,503,75.47,186.35,1.26,234.8
1316,161,21,262,405,77.68,144.57,1.13,163.36
1317,7408,43,476,613,75.35,110.12,1.16,127.74
1318,9507,41,1061,1171,79.73,132.02,1.73,228.39
1319,7427,16,1344,1374,28.43,79.05,1.21,95.65
1320,7455,49,550,593,44.44,68.27,1.5,102.41
1321,6734,41,972,1066,43.69,105.28,1.19,125.28
1322,587,39,505,514,4.72,11.55,1.81,20.91
1323,5409,39,399,451,37.82,97.97,1.03,100.91
1324,7222,41,318,383,47.85,55.75,1.25,69.69
1325,5094,41,383,423,46.95,75.61,1.22,92.24
1326,198,43,1300,1388,70.18,148.3,1.17,173.51
1327,414,36,746,813,31.06,42.4,1.17,49.61
1328,7388,40,340,356,15.67,19.96,1.14,22.75
1329,7763,49,722,732,6.74,14.71,1.01,14.86
1330,4383,35,1408,1475,77.39,201.71,1.17,236.0
1331,5857,39,34,128,74.46,153.94,1.07,164.72
1332,4554,23,1373,1377,3.14,5.91,1.14,6.74
1333,123,5,53,84,29.38,59.34,1.25,74.18
1334,4233,34,117,138,24.56,72.59,1.24,90.01
1335,3400,14,625,729,40.55,90.29,1.2,108.35
1336,4916,23,1100,1161,32.91,85.7,1.32,113.12
1337,2461,31,478,530,53.69,62.54,1.7,106.32
1338,1106,27,1180,1186,4.49,12.29,1.16,14.26
1339,1532,42,805,822,8.28,14.25,1.16,16.53
1340,76,42,1033,1105,57.22,90.91,1.95,177.27
1341,1969,48,954,1029,42.91,51.79,1.17,60.59
1342,6786,28,1203,1250,52.85,106.64,1.12,119.44
1343,6112,42,889,957,32.48,66.59,1.02,67.92
1344,7840,50,637,714,56.42,63.73,1.22,77.75
1345,4623,21,1392,1436,46.8,133.95,1.28,171.46
1346,4473,48,1039,1099,65.69,159.9,1.86,297.41
1347,2443,22,1288,1354,78.04,171.38,1.21,207.37
1348,5373,16,1176,1182,8.1,11.37,1.22,13.87
1349,6384,7,350,503,77.92,87.03,1.03,89.64
1350,4648,13,694,721,24.67,72.98,1.09,79.55
1351,3875,37,336,403,67.41,72.86,1.22,88.89
1352,7209,42,280,332,51.57,115.74,1.06,122.68
1353,7322,25,1132,1159,21.11,41.92,1.5,62.88
1354,6354,30,1201,1276,64.14,128.84,1.26,162.34
1355,9407,7,540,567,36.05,89.79,1.08,96.97
1356,3517,23,1375,1426,56.97,103.05,1.21,124.69
1357,1170,18,53,62,8.51,19.7,1.06,20.88
1358,923,32,670,854,61.72,114.23,1.19,135.93
1359,3656,34,554,577,16.96,38.07,1.13,43.02
1360,2682,24,1299,1426,59.84,147.66,1.06,156.52
1361,6001,34,1057,1126,62.77,154.14,1.29,198.84
1362,3791,47,1008,1047,31.94,86.71,1.26,109.25
1363,2178,15,1209,1222,15.35,16.56,1.24,20.53
1364,102,43,855,897,31.37,72.11,1.17,84.37
1365,7186,50,589,658,62.57,89.77,1.52,136.45
1366,1957,30,1053,1159,72.76,187.38,1.63,305.43
1367,4707,37,159,234,50.51,98.87,1.11,109.75
1368,2619,46,282,350,74.48,148.52,1.05,155.95
1369,9197,28,1251,1259,9.12,16.63,1.24,20.62
1370,3260,24,1273,1286,10.75,31.83,1.22,38.83
1371,9515,23,1198,1305,62.56,162.62,1.16,188.64
1372,5139,38,62,87,29.92,77.57,1.13,87.65
1373,5582,40,301,379,77.34,121.52,1.15,139.75
1374,6320,20,55,131,58.43,65.85,1.1,72.44
1375,9215,44,1019,1101,42.33,77.96,1.85,144.23
1376,3771,17,888,1035,75.2,97.57,1.24,120.99
1377,9376,9,987,1037,48.29,124.62,1.23,153.28
1378,5324,5,175,282,69.21,80.95,1.13,91.47
1379,254,40,1435,1461,13.11,37.74,1.15,43.4
1380,1194,18,892,920,25.35,74.84,1.07,80.08
1381,612,42,1389,1392,4.31,10.95,1.2,13.14
1382,3424,38,355,385,27.5,75.12,1.07,80.38
1383,154,21,1336,1362,23.41,32.36,1.07,34.63
1384,2765,16,578,612,34.44,86.71,1.23,106.65
1385,3971,21,384,409,34.19,65.5,1.07,70.09
1386,5175,11,634,671,21.49,25.03,1.26,31.54
1387,6307,22,363,529,64.36,89.84,1.16,104.21
1388,2718,49,608,619,11.12,32.49,1.32,42.89
1389,5529,47,185,223,24.07,30.35,1.17,35.51
1390,824,21,958,990,42.76,85.75,1.06,90.9
1391,7126,15,907,937,27.57,77.97,1.08,84.21
1392,1312,32,839,853,10.68,12.27,1.12,13.74
1393,2531,33,164,215,48.21,95.77,1.27,121.63
1394,9711,5,1184,1245,76.15,79.12,1.12,88.61
1395,3663,43,641,734,73.53,211.54,1.24,262.31
1396,8188,24,1018,1068,64.52,181.37,1.57,284.75
1397,2183,46,1089,1119,25.46,29.03,1.62,47.03
1398,9284,6,810,860,38.58,80.14,1.07,85.75
1399,9826,43,1370,1377,7.46,21.46,1.3,27.9
1400,5654,48,962,1010,52.32,73.9,1.23,90.9
1401,4028,14,1009,1072,52.63,120.69,1.08,130.35
1402,5148,26,1200,1252,50.27,65.31,1.22,79.68
1403,8123,39,1199,1236,35.75,85.44,1.09,93.13
1404,3081,27,1072,1097,32.45,63.15,1.1,69.47
1405,140,3,167,229,46.1,57.17,1.05,60.03
1406,6081,39,802,830,35.04,38.31,1.1,42.14
1407,6222,22,700,749,57.25,114.23,1.06,121.08
1408,6727,10,99,175,30.09,59.7,1.11,66.27
1409,9499,50,1396,1434,30.7,71.03,1.02,72.45
1410,1537,50,488,558,78.82,137.88,1.22,168.21
1411,400,34,849,1024,69.96,78.53,1.06,83.24
1412,6703,6,592,648,35.35,44.25,1.09,48.23
1413,8324,4,262,297,33.69,68.75,1.13,77.69
1414,6174,24,1427,1464,42.36,123.74,1.06,131.16
1415,2848,23,1420,1557,67.56,119.06,1.12,133.35
1416,62,40,902,903,2.29,2.9,1.11,3.22
1417,8450,30,1438,1464,29.76,32.06,1.17,37.51
1418,2335,2,114,223,38.57,112.33,1.04,116.82
1419,6177,46,798,845,40.63,79.14,1.29,102.09
1420,9649,41,756,865,55.73,166.1,1.17,194.34
1421,4262,30,77,98,22.56,37.51,1.28,48.01
1422,9624,17,894,1007,46.74,99.49,1.04,103.47
1423,1558,40,1289,1334,34.31,68.15,1.24,84.51
1424,3534,45,340,343,4.47,13.25,1.12,14.84
1425,1578,35,1154,1217,55.84,145.67,1.84,268.03
1426,3394,42,883,1019,63.23,89.75,1.19,106.8
1427,4479,16,1344,1394,45.67,134.5,1.19,160.06
1428,6229,4,119,197,36.57,37.93,1.04,39.45
1429,2175,44,1222,1386,74.79,94.88,1.06,100.57
1430,1375,11,500,606,74.01,217.13,1.82,395.18
1431,2713,21,599,655,50.4,69.14,1.57,108.55
1432,8213,46,1053,1085,26.12,35.67,1.52,54.22
1433,9290,29,1020,1204,76.55,188.58,1.88,354.53
1434,3663,31,305,386,79.21,158.28,1.2,189.94
1435,8230,46,149,214,76.46,107.31,1.24,133.06
1436,5036,39,699,777,75.34,167.6,1.18,197.77
1437,6225,30,285,400,61.25,87.02,1.15,100.07
1438,1465,48,638,670,33.45,89.69,1.27,113.91
1439,5533,12,664,785,56.4,136.03,1.1,149.63
1440,4678,14,660,672,15.06,18.12,1.18,21.38
1441,3454,31,1017,1080,74.5,199.32,1.95,388.67
1442,2036,12,787,804,7.18,12.33,1.16,14.3
1443,6452,40,1067,1144,68.2,132.52,1.01,133.85
1444,5416,44,1144,1197,24.67,60.85,1.46,88.84
1445,9528,48,552,613,77.09,162.73,1.72,279.9
1446,7602,35,1091,1136,56.44,108.46,1.36,147.51
1447,3983,25,1407,1459,61.11,95.82,1.13,108.28
1448,2930,26,823,896,25.19,39.85,1.08,43.04
1449,3267,35,520,702,71.22,125.34,1.24,155.42
1450,9525,18,389,396,7.24,9.44,1.3,12.27
1451,8671,28,1344,1414,44.36,85.32,1.13,96.41
1452,6774,8,514,583,43.96,93.64,1.54,144.21
1453,3670,8,311,328,5.91,14.51,1.1,15.96
1454,2880,26,266,304,30.04,82.17,1.29,106.0
1455,4227,3,99,144,17.28,31.78,1.02,32.42
1456,1803,6,996,1042,46.09,50.09,1.1,55.1
1457,3917,35,1001,1064,37.9,49.79,1.62,80.66
1458,1283,41,904,1081,76.89,107.27,1.18,126.58
1459,500,37,71,117,51.37,113.95,1.14,129.9
1460,6435,34,395,463,57.41,87.94,1.29,113.44
1461,4676,35,436,547,75.58,146.94,1.06,155.76
1462,1195,17,473,505,24.71,66.15,1.5,99.23
1463,5065,21,1105,1151,45.31,94.94,1.25,118.67
1464,8928,12,1322,1365,19.55,42.88,1.13,48.45
1465,3175,29,1290,1349,79.74,203.46,1.16,236.01
1466,7368,11,1334,1434,79.31,230.55,1.23,283.58
1467,2984,18,353,402,53.55,113.39,1.28,145.14
1468,3906,18,1423,1475,67.86,152.68,1.3,198.48
1469,7749,9,297,391,71.83,131.67,1.05,138.25
1470,8265,12,1088,1147,72.02,125.78,1.47,184.9
1471,279,35,991,1028,41.07,111.05,2.0,222.1
1472,3779,28,680,709,33.19,60.23,1.1,66.25
1473,4174,44,1354,1473,49.46,74.94,1.08,80.94
1474,5083,15,104,171,39.56,114.59,1.23,140.95
1475,3970,35,982,1020,46.49,53.0,1.13,59.89
1476,213,25,966,1028,74.07,173.29,1.05,181.95
1477,5244,48,1326,1350,20.14,43.28,1.12,48.47
1478,8843,49,607,651,35.36,91.51,1.56,142.76
1479,489,6,260,321,29.1,73.52,1.1,80.87
1480,235,47,743,796,52.83,123.9,1.07,132.57
1481,8777,50,901,924,19.6,27.06,1.17,31.66
1482,4307,50,459,487,37.93,80.53,1.25,100.66
1483,2180,47,904,906,2.42,6.91,1.1,7.6
1484,1507,5,469,536,47.2,127.83,1.68,214.75
1485,7768,38,1434,1476,29.13,39.33,1.25,49.16
1486,4346,48,1408,1487,60.53,97.85,1.22,119.38
1487,437,35,733,826,37.8,57.84,1.15,66.52
1488,3184,19,120,194,56.99,155.89,1.13,176.16
1489,9975,47,173,199,27.66,76.93,1.03,79.24
1490,8860,15,1153,1210,48.49,130.46,1.39,181.34
1491,1474,34,944,1026,44.66,50.73,1.01,51.24
1492,9486,8,683,822,48.69,53.77,1.26,67.75
1493,1523,46,1417,1510,70.9,103.82,1.14,118.35
1494,3789,13,341,445,49.51,97.78,1.22,119.29
1495,7647,25,674,743,56.78,60.09,1.22,73.31
1496,703,48,887,891,5.58,16.07,1.14,18.32
1497,7838,41,1191,1283,36.26,43.92,1.09,47.87
1498,8345,38,445,466,13.07,34.44,1.08,37.2
1499,4690,3,725,768,40.14,99.41,1.02,101.4
1500,2082,33,968,1022,72.19,95.0,1.07,101.65
1501,4968,28,453,527,38.66,111.97,1.33,148.92
1502,482,6,1265,1333,35.0,89.91,1.02,91.71
1503,3832,10,440,482,55.19,69.22,1.25,86.53
1504,7062,4,1005,1175,67.1,176.27,1.85,326.1
1505,2351,25,217,248,36.07,36.11,1.23,44.42
1506,7916,22,857,950,56.2,98.8,1.01,99.79
1507,2840,27,293,338,26.37,78.4,1.17,91.73
1508,4435,34,149,158,4.47,9.56,1.06,10.13
1509,385,37,59,78,24.72,62.5,1.1,68.75
1510,61,36,679,723,35.65,43.58,1.29,56.22
1511,8167,10,189,252,25.54,63.3,1.26,79.76
1512,5322,3,1261,1269,11.01,27.3,1.07,29.21
1513,3914,37,1096,1139,54.51,132.61,1.36,180.35
1514,459,48,1242,1298,71.8,144.74,1.17,169.35
1515,3816,13,613,642,35.46,84.67,1.64,138.86
1516,6439,8,1257,1295,41.69,57.59,1.22,70.26
1517,1162,19,360,441,60.53,160.16,1.26,201.8
1518,8743,4,170,287,54.94,91.98,1.28,117.73
1519,6983,45,480,548,71.26,209.87,1.81,379.86
1520,7667,32,901,909,8.39,23.54,1.25,29.42
1521,2100,50,1157,1229,72.77,191.88,1.99,381.84
1522,6973,46,565,624,58.54,125.95,1.21,152.4
1523,5241,5,167,272,60.47,108.9,1.3,141.57
1524,5591,38,185,238,62.86,101.83,1.01,102.85
1525,2344,35,478,488,9.8,26.55,1.29,34.25
1526,8407,36,386,418,40.15,120.19,1.03,123.8
1527,6387,44,408,422,18.16,47.88,1.02,48.84
1528,1523,42,291,326,20.31,51.6,1.17,60.37
1529,4221,30,325,378,69.57,70.37,1.16,81.63
1530,4517,4,805,922,52.38,76.54,1.19,91.08
1531,4209,48,157,296,61.12,130.09,1.14,148.3
1532,3869,41,208,288,44.6,99.24,1.01,100.23
1533,2739,28,309,352,50.65,134.24,1.07,143.64
1534,6422,23,958,982,32.19,35.97,1.07,38.49
1535,111,6,95,126,19.0,19.85,1.22,24.22
1536,6017,47,39,120,67.97,196.93,1.09,214.65
1537,4162,39,1426,1486,79.03,109.34,1.19,130.11
1538,4177,25,1170,1220,63.63,84.5,1.72,145.34
1539,323,26,733,798,80.0,186.38,1.0,186.38
1540,6247,26,192,275,47.24,121.38,1.01,122.59
1541,9160,15,95,111,18.54,26.53,1.06,28.12
1542,921,2,1162,1212,47.9,102.5,1.93,197.82
1543,504,46,1416,1436,16.19,46.44,1.24,57.59
1544,9246,40,57,126,44.38,45.35,1.04,47.16
1545,1347,25,824,898,71.48,152.34,1.05,159.96
1546,689,24,181,245,53.84,60.86,1.29,78.51
1547,2619,6,471,517,25.97,56.34,1.32,74.37
1548,3817,25,1005,1117,46.6,71.34,1.65,117.71
1549,9499,41,868,914,59.55,177.96,1.29,229.57
1550,9511,42,1331,1359,29.65,50.8,1.3,66.04
1551,8760,30,1290,1334,33.62,49.26,1.22,60.1
1552,1421,7,1279,1471,65.85,162.51,1.08,175.51
1553,2641,44,505,511,7.07,12.97,1.46,18.94
1554,5801,18,473,510,25.9,75.44,1.0,75.44
1555,5907,16,20,108,61.69,86.19,1.28,110.32
1556,7795,10,1385,1475,58.18,90.98,1.15,104.63
1557,4655,8,1124,1179,72.67,147.49,1.62,238.93
1558,9671,13,52,88,45.87,67.84,1.13,76.66
1559,6503,30,1306,1375,77.11,176.45,1.24,218.8
1560,526,44,367,402,16.1,26.44,1.02,26.97
1561,6239,26,955,1019,24.21,27.32,1.16,31.69
1562,5086,24,1032,1100,55.31,107.14,1.73,185.35
1563,7472,7,246,289,49.27,70.04,1.06,74.24
1564,7471,16,474,508,36.25,71.27,1.34,95.5
1565,1604,40,807,894,56.28,154.79,1.02,157.89
1566,9398,19,562,567,6.47,18.06,1.17,21.13
1567,2142,5,242,256,12.32,24.03,1.06,25.47
1568,5482,30,663,692,36.15,60.47,1.29,78.01
1569,5826,11,167,168,1.49,4.34,1.11,4.82
1570,9245,40,1313,1369,52.77,157.31,1.11,174.61
1571,6825,23,579,654,55.73,121.26,1.69,204.93
1572,6146,24,512,543,40.14,59.34,1.47,87.23
1573,476,1,802,957,54.42,107.46,1.07,114.98
1574,6251,12,163,183,22.25,24.26,1.14,27.66
1575,2330,18,862,952,51.54,137.04,1.04,142.52
1576,8910,11,472,504,27.48,29.91,1.77,52.94
1577,7245,6,172,182,4.24,9.14,1.15,10.51
1578,2910,41,692,714,9.09,13.78,1.1,15.16
1579,6134,11,381,391,11.98,32.04,1.01,32.36
1580,1502,22,391,466,28.33,29.72,1.15,34.18
1581,5803,23,473,581,69.94,184.24,1.96,361.11
1582,9078,36,264,386,75.7,168.67,1.11,187.22
1583,5787,48,1339,1369,31.45,68.03,1.29,87.76
1584,5901,14,130,263,46.36,64.93,1.06,68.83
1585,1589,22,551,555,5.99,15.97,1.43,22.84
1586,3238,3,604,679,64.04,109.36,1.91,208.88
1587,3881,39,56,110,61.68,179.46,1.23,220.74
1588,8355,16,927,973,51.35,55.52,1.0,55.52
1589,5994,43,773,840,58.17,168.35,1.12,188.55
1590,6354,12,952,1032,61.16,76.12,1.21,92.11
1591,5892,34,57,114,51.56,67.07,1.02,68.41
1592,9699,46,744,761,16.28,28.69,1.25,35.86
1593,1531,50,745,751,7.61,11.54,1.01,11.66
1594,8095,24,195,245,63.51,91.4,1.25,114.25
1595,3936,36,1104,1231,69.44,107.59,1.64,176.45
1596,3911,47,71,118,58.45,91.65,1.2,109.98
1597,1915,11,942,1012,66.86,195.18,1.04,202.99
1598,7147,15,277,346,58.76,147.13,1.25,183.91
1599,6204,23,973,998,31.94,92.8,1.27,117.86
1600,913,9,709,738,17.71,33.18,1.25,41.48
1601,6857,47,228,293,74.46,96.94,1.2,116.33
1602,4305,6,1218,1298,35.7,94.16,1.15,108.28
1603,1818,25,851,868,14.31,20.86,1.12,23.36
1604,70,18,1374,1405,24.4,27.82,1.27,35.33
1605,255,26,708,767,63.65,91.43,1.22,111.54
1606,7742,13,331,368,29.06,50.07,1.24,62.09
1607,6217,48,1361,1431,50.85,63.08,1.29,81.37
1608,6361,48,1109,1180,36.84,103.87,1.02,105.95
1609,4458,14,37,98,71.64,154.87,1.01,156.42
1610,8045,27,62,149,72.03,179.39,1.2,215.27
1611,6548,10,899,919,19.28,54.82,1.07,58.66
1612,284,31,49,96,37.46,98.46,1.02,100.43
1613,9280,42,22,83,32.58,70.66,1.06,74.9
1614,6785,5,649,689,31.87,62.48,1.19,74.35
1615,7626,46,377,408,19.01,53.92,1.04,56.08
1616,3801,15,759,823,67.51,117.13,1.25,146.41
1617,3731,14,165,240,70.75,211.59,1.11,234.86
1618,9448,33,554,639,42.73,109.36,1.13,123.58
1619,6086,20,290,328,43.08,66.29,1.11,73.58
1620,8182,22,779,814,22.6,32.78,1.07,35.07
1621,6426,27,928,1000,52.93,77.41,1.2,92.89
1622,9458,5,718,773,62.26,96.98,1.26,122.19
1623,7139,2,1261,1284,19.23,35.29,1.25,44.11
1624,2327,34,912,975,73.3,143.55,1.11,159.34
1625,8072,36,1320,1377,49.81,110.06,1.22,134.27
1626,3711,22,797,858,43.39,51.04,1.2,61.25
1627,6799,15,1029,1037,4.38,8.28,1.13,9.36
1628,3859,18,911,974,51.91,142.54,1.18,168.2
1629,4015,12,91,157,74.22,126.93,1.22,154.85
1630,86,8,899,1050,64.26,128.37,1.17,150.19
1631,2052,18,720,733,12.21,35.73,1.19,42.52
1632,1074,24,150,191,54.5,157.09,1.25,196.36
1633,1792,12,1184,1263,79.07,117.29,1.09,127.85
1634,1353,36,1071,1200,73.67,151.18,1.98,299.34
1635,8253,10,542,620,65.69,67.31,1.77,119.14
1636,454,27,375,443,55.11,66.45,1.23,81.73
