record_id,parking_lot_id,spot_id,vehicle_id,entry_time_min,exit_time_min,duration_min,fee
1463,113,447,2757,640,989,349,197.92
1464,141,470,9984,201,370,169,161.97
1465,147,157,6004,237,827,590,339.23
1466,1,433,1563,143,556,413,326.74
1467,124,246,2903,769,1129,360,344.27
1468,124,478,8523,1140,1320,180,97.54
1469,142,468,8851,1040,1498,458,255.26
1470,23,114,534,399,430,31,28.49
1471,60,109,3707,950,1331,381,136.98
1472,132,458,6967,946,1247,301,174.05
1473,109,379,2410,853,1217,364,192.8
1474,121,336,9898,24,316,292,214.11
1475,123,316,4420,1376,1908,532,290.65
1476,2,51,7679,301,644,343,136.16
1477,90,260,7537,39,156,117,49.64
1478,4,155,1761,167,463,296,245.92
1479,75,3,1119,1011,1093,82,41.62
1480,79,133,5082,186,223,37,31.82
1481,61,244,1249,499,624,125,82.75
1482,15,344,8597,712,1248,536,490.56
1483,139,172,6996,153,209,56,18.92
1484,111,110,4077,127,541,414,399.3
1485,24,371,4196,1415,1775,360,161.75
1486,120,356,5064,338,810,472,424.51
1487,82,122,9049,1091,1168,77,28.87
1488,55,119,6831,1097,1642,545,378.09
1489,127,96,2500,754,988,234,190.89
1490,3,236,3102,1134,1209,75,51.17
1491,100,131,7007,31,363,332,125.92
1492,106,295,8077,1051,1611,560,286.91
1493,63,187,6651,549,661,112,98.99
1494,73,366,2342,477,523,46,41.0
1495,82,96,3625,1216,1759,543,224.24
1496,51,378,2890,913,1221,308,230.82
1497,88,411,7068,1265,1417,152,148.7
1498,99,489,5665,799,1172,373,269.5
1499,76,38,2876,943,1160,217,148.29
1500,108,401,8512,1250,1522,272,205.66
1501,70,201,7085,680,1026,346,231.77
1502,142,164,8406,1122,1440,318,237.87
1503,93,300,9877,13,369,356,245.44
1504,65,222,4802,1083,1586,503,197.95
1505,128,406,3237,635,1005,370,356.55
1506,38,241,1965,96,176,80,64.42
1507,91,493,9953,933,1397,464,174.81
1508,128,158,8252,661,701,40,24.64
1509,34,302,3120,578,648,70,25.18
1510,84,175,9028,797,1024,227,206.06
1511,37,237,4519,1031,1461,430,310.25
1512,136,206,3151,1427,1698,271,96.85
1513,30,387,2787,745,765,20,9.3
1514,127,137,8029,1128,1453,325,234.14
1515,103,230,2604,1258,1619,361,239.12
1516,57,179,6800,1098,1682,584,390.78
1517,73,254,993,1197,1217,20,11.39
1518,108,419,6193,1199,1303,104,89.88
1519,76,417,2239,424,593,169,101.8
1520,28,475,2927,1326,1706,380,257.99
1521,124,364,965,927,1401,474,194.88
1522,136,377,2019,576,789,213,179.43
1523,37,125,1900,976,1278,302,181.86
1524,89,378,2445,492,965,473,207.83
1525,110,45,5649,115,343,228,153.09
1526,25,27,1797,894,1187,293,186.33
1527,147,440,3954,718,1049,331,216.71
1528,87,355,6646,493,1075,582,484.77
1529,61,71,5438,723,1099,376,157.93
1530,67,225,9039,499,609,110,88.1
1531,36,248,6292,754,789,35,21.41
1532,61,394,557,905,1460,555,426.19
1533,1,96,8047,1408,1710,302,113.97
1534,49,307,740,780,1131,351,219.34
1535,18,13,1936,1427,1598,171,120.2
1536,31,148,2479,782,1106,324,232.63
1537,37,292,6502,1372,1838,466,443.72
1538,141,74,2600,117,624,507,385.56
1539,27,343,4921,666,1086,420,274.57
1540,95,307,4821,22,161,139,54.08
1541,85,430,9320,475,638,163,100.45
1542,92,387,2366,112,228,116,72.39
1543,97,216,6749,544,563,19,12.68
1544,47,476,4015,376,910,534,398.78
1545,69,223,821,36,232,196,131.12
1546,7,77,1029,612,931,319,111.52
1547,43,260,5901,787,1355,568,347.84
1548,28,197,7809,367,462,95,62.03
1549,27,455,6015,1281,1686,405,288.16
1550,64,457,7750,1166,1576,410,352.2
1551,141,84,5160,488,830,342,163.83
1552,65,258,1209,1215,1677,462,371.06
1553,126,232,7363,1362,1756,394,370.45
1554,96,433,4418,454,743,289,129.26
1555,132,397,8739,633,1183,550,356.24
1556,44,58,3166,107,334,227,153.89
1557,73,163,692,209,344,135,56.13
1558,86,29,3328,186,687,501,245.65
1559,84,148,7976,1337,1778,441,328.74
1560,41,455,1130,829,1338,509,334.24
1561,9,431,8027,1384,1515,131,65.24
1562,81,191,7927,118,291,173,102.31
1563,47,89,1243,87,365,278,155.92
1564,98,495,5159,1421,1524,103,35.62
1565,4,427,1925,229,601,372,208.18
1566,32,130,4281,352,606,254,228.87
1567,51,309,6390,322,727,405,338.78
1568,54,245,7849,1156,1464,308,143.66
1569,84,31,6583,922,1457,535,423.65
1570,55,107,7511,122,539,417,370.36
1571,99,158,4086,23,40,17,15.39
1572,11,484,8908,195,701,506,341.85
1573,50,38,5253,972,1170,198,147.5
1574,69,331,4285,177,716,539,405.79
1575,54,99,5796,377,726,349,232.2
1576,104,92,1118,501,584,83,77.03
1577,92,34,4987,441,862,421,407.56
1578,34,482,9882,127,463,336,202.05
1579,46,496,6795,571,830,259,168.18
1580,21,135,8706,302,598,296,104.76
1581,50,394,2102,286,314,28,23.4
1582,53,289,4869,1405,1469,64,43.48
1583,56,152,7715,823,1108,285,108.83
1584,2,254,4802,274,428,154,107.45
1585,68,17,8346,264,324,60,56.02
1586,80,450,8162,610,732,122,73.46
1587,133,45,3748,375,629,254,212.03
1588,48,267,1860,405,549,144,104.28
1589,150,248,4148,995,1415,420,223.37
1590,120,186,7146,175,435,260,216.81
1591,82,254,3032,1342,1547,205,181.26
1592,100,259,6553,990,1484,494,228.36
1593,76,158,9370,328,871,543,329.65
1594,40,18,3139,803,1036,233,228.98
1595,9,419,5612,33,298,265,217.5
1596,77,77,4387,643,909,266,161.03
1597,37,336,6538,1207,1246,39,17.79
1598,113,32,664,1221,1818,597,277.38
1599,127,171,3893,983,1227,244,143.17
1600,91,344,1985,423,971,548,210.7
1601,122,336,7658,1104,1445,341,196.13
1602,33,58,6804,1190,1317,127,54.88
1603,113,340,1597,1243,1563,320,264.86
1604,147,240,4224,509,674,165,134.48
1605,85,184,286,1043,1231,188,138.64
1606,70,485,2060,686,1106,420,331.5
1607,41,199,2374,1303,1386,83,72.14
1608,116,490,6184,188,532,344,304.71
1609,74,223,9152,88,322,234,105.83
1610,93,72,1191,478,987,509,185.5
1611,74,463,914,775,1191,416,326.84
1612,72,278,992,194,480,286,222.8
1613,103,74,361,1418,1510,92,89.46
1614,114,280,9891,853,1272,419,235.98
1615,89,287,2233,1334,1780,446,283.3
1616,74,166,8307,503,992,489,431.04
1617,95,374,142,987,1248,261,141.28
1618,64,205,8935,1099,1604,505,202.76
1619,92,217,7307,143,309,166,138.41
1620,133,435,9657,1351,1420,69,66.63
1621,25,20,5512,701,1162,461,249.0
1622,95,256,7026,421,961,540,526.93
1623,37,470,2991,237,299,62,43.94
1624,4,217,6715,1273,1651,378,199.44
1625,132,278,3876,652,793,141,105.84
1626,130,394,6636,1385,1441,56,55.65
1627,112,413,1642,1421,1474,53,50.6
1628,40,367,7369,1265,1376,111,94.8
1629,20,279,9197,1303,1782,479,452.32
1630,42,264,8462,778,838,60,50.81
1631,79,179,4398,472,912,440,310.49
1632,146,80,5288,703,1121,418,386.58
1633,27,377,7437,62,526,464,345.17
1634,142,179,169,385,745,360,124.2
1635,54,438,4781,688,1208,520,290.13
1636,40,140,8632,1228,1809,581,239.68
1637,101,466,3103,138,233,95,74.85
1638,120,218,2357,110,397,287,211.81
1639,11,209,7896,528,722,194,71.61
1640,48,349,1256,722,1005,283,183.76
1641,91,465,4911,600,1031,431,228.93
1642,26,375,7562,716,1309,593,231.99
1643,13,226,5899,1200,1270,70,51.27
1644,41,162,826,931,1385,454,327.57
1645,94,378,451,1218,1340,122,51.02
1646,22,143,9462,868,1238,370,139.31
1647,43,468,5003,114,143,29,25.95
1648,1,125,6856,217,814,597,395.58
1649,110,266,2773,1211,1594,383,148.15
1650,133,479,3852,392,696,304,202.8
1651,107,1,408,1399,1708,309,284.33
1652,78,144,7597,1236,1255,19,11.54
1653,80,210,9843,1035,1467,432,190.77
1654,25,342,364,492,995,503,327.31
1655,96,491,4553,1203,1414,211,183.39
1656,56,303,4739,890,1362,472,220.99
1657,31,241,9070,1314,1595,281,229.47
1658,123,145,8115,853,1198,345,333.22
1659,117,65,5332,1324,1474,150,82.7
1660,81,151,3534,71,319,248,228.82
1661,124,38,1917,339,677,338,232.47
1662,45,456,545,327,537,210,125.48
1663,57,287,8302,471,1065,594,211.26
1664,43,124,9869,774,1225,451,315.42
1665,5,103,1204,241,502,261,136.46
1666,14,99,8508,815,1386,571,560.17
1667,93,457,3133,768,1339,571,275.13
1668,94,143,7867,885,1319,434,431.93
1669,79,7,6583,463,899,436,373.24
1670,78,70,2723,1067,1529,462,380.46
1671,4,251,8759,509,1053,544,286.24
1672,15,237,1883,219,780,561,346.6
1673,18,386,1621,640,1045,405,166.34
1674,15,127,7969,719,758,39,26.1
1675,82,207,8695,492,771,279,250.31
1676,58,215,7219,353,832,479,317.82
1677,47,186,6978,1110,1290,180,114.68
1678,101,400,7532,426,483,57,36.12
1679,15,481,2152,1189,1667,478,195.03
1680,10,263,3343,1248,1599,351,193.02
1681,123,23,9364,662,1143,481,230.44
1682,55,436,6092,746,937,191,103.33
1683,121,285,5291,771,1112,341,242.21
1684,39,401,3268,628,927,299,282.64
1685,93,23,9240,150,396,246,185.19
1686,94,393,302,55,436,381,131.28
1687,58,241,4056,318,625,307,274.08
1688,124,14,6536,1147,1356,209,94.21
1689,38,238,370,334,913,579,535.2
1690,97,202,9162,624,1005,381,370.22
1691,39,230,8836,812,1292,480,407.88
1692,27,416,8582,696,1245,549,284.19
1693,133,41,1323,437,744,307,192.97
1694,82,55,296,913,943,30,18.76
1695,15,28,9479,708,1187,479,447.74
1696,8,403,9344,990,1175,185,118.66
1697,94,296,742,1374,1620,246,127.12
1698,62,177,6138,1285,1702,417,396.99
1699,50,154,8623,410,692,282,238.26
1700,12,295,4754,782,1188,406,347.73
1701,52,63,1019,322,584,262,170.12
1702,47,472,5144,105,428,323,173.06
1703,129,176,257,656,862,206,98.31
1704,34,295,8580,1275,1434,159,69.69
1705,35,77,7105,148,381,233,212.54
1706,62,296,555,68,292,224,82.78
1707,44,272,2918,1013,1401,388,303.96
1708,91,201,1069,1345,1502,157,104.41
1709,56,444,9597,276,462,186,141.18
1710,80,123,2330,512,677,165,99.38
1711,121,132,6871,1130,1496,366,301.84
1712,27,236,1043,1231,1571,340,203.05
1713,19,55,988,1347,1560,213,210.96
1714,95,267,288,494,707,213,207.58
1715,86,415,7503,1380,1763,383,180.15
1716,12,242,8930,878,1429,551,250.23
1717,115,179,4675,340,381,41,16.79
1718,27,161,8108,781,1258,477,272.47
1719,145,450,8232,287,429,142,80.79
1720,127,195,1936,459,928,469,332.75
1721,117,103,2888,658,923,265,226.97
1722,106,445,9658,1138,1654,516,204.41
1723,148,272,6269,72,652,580,407.08
1724,149,55,4992,1406,1664,258,245.86
1725,88,483,3984,975,1134,159,81.7
1726,86,416,4791,764,1117,353,276.77
1727,2,430,2432,259,736,477,476.78
1728,130,127,1502,583,938,355,292.93
1729,36,4,6448,524,551,27,19.53
1730,1,104,2852,625,963,338,117.08
1731,34,13,1430,1119,1242,123,59.95
1732,94,229,2563,972,1075,103,88.57
1733,120,373,8321,138,475,337,314.58
1734,62,64,4307,209,590,381,139.79
1735,42,311,1936,718,847,129,56.65
1736,22,341,2986,1121,1475,354,302.25
1737,133,198,7660,667,685,18,7.92
1738,49,334,5728,826,1126,300,213.87
1739,16,386,3677,119,138,19,8.2
1740,6,23,4617,367,764,397,365.79
1741,62,433,3849,894,1338,444,319.9
1742,70,479,3391,922,1368,446,163.98
1743,13,469,8769,1208,1801,593,320.65
1744,90,484,5203,1222,1253,31,29.57
1745,144,385,7647,1222,1669,447,258.15
1746,67,407,9474,507,892,385,231.03
1747,94,449,5230,806,921,115,86.34
1748,56,386,5886,336,634,298,107.96
1749,45,177,4566,1003,1542,539,494.25
1750,29,138,3823,389,933,544,218.38
1751,115,276,6791,834,1052,218,168.9
1752,66,474,4771,68,83,15,11.93
1753,134,154,5602,64,401,337,118.21
1754,132,444,8258,961,1309,348,327.58
1755,139,56,5259,1350,1476,126,73.74
1756,25,301,1567,949,1250,301,290.2
1757,57,289,1353,903,1046,143,47.85
1758,1,204,4139,720,763,43,14.81
1759,102,259,195,819,851,32,15.69
1760,5,241,1133,100,330,230,218.78
1761,48,319,7732,113,494,381,130.72
1762,44,39,7386,971,1392,421,269.32
1763,134,68,7425,607,1143,536,240.73
1764,149,440,4668,462,526,64,23.15
1765,48,277,8922,21,97,76,32.98
1766,35,42,6524,143,333,190,112.11
1767,102,232,7588,688,1073,385,229.14
1768,23,119,173,319,600,281,246.18
1769,116,270,4365,1273,1490,217,177.44
1770,84,329,4490,311,685,374,147.38
1771,24,222,9934,941,1389,448,189.53
1772,14,53,248,26,83,57,22.15
1773,105,494,2360,1144,1200,56,24.88
1774,18,391,1657,204,311,107,91.84
1775,102,142,5661,611,735,124,83.06
1776,139,382,5823,181,198,17,15.21
1777,105,4,7187,885,1228,343,222.79
1778,96,217,3020,164,734,570,507.0
1779,58,151,6074,68,649,581,259.05
1780,82,125,6998,287,314,27,14.23
1781,89,500,8230,1350,1751,401,135.47
1782,93,256,933,77,507,430,289.67
1783,75,474,3227,980,1082,102,45.15
1784,148,415,1123,491,669,178,161.76
1785,81,478,9843,719,811,92,86.19
1786,88,328,8948,39,63,24,15.72
1787,120,426,3907,430,487,57,48.53
1788,73,418,6723,1176,1679,503,298.33
1789,111,310,6459,1329,1378,49,38.72
1790,146,405,4235,1251,1723,472,326.05
1791,148,63,7264,223,767,544,316.87
1792,65,236,4874,1363,1856,493,438.31
1793,44,437,6654,272,567,295,283.84
1794,4,388,7415,1328,1404,76,61.69
1795,93,326,4412,1233,1565,332,156.25
1796,98,281,6289,41,640,599,412.18
1797,46,35,1482,829,1294,465,285.45
1798,132,483,654,794,859,65,63.3
1799,4,288,2639,10,519,509,389.93
1800,19,140,6041,669,1030,361,155.13
1801,59,445,3928,284,647,363,249.01
1802,5,20,3863,1322,1643,321,295.99
1803,92,108,8739,1177,1357,180,81.91
1804,130,191,5894,1207,1539,332,167.91
1805,45,80,8181,1064,1153,89,66.62
1806,37,465,3692,977,1308,331,250.41
1807,114,242,1222,530,697,167,109.57
1808,33,5,8445,1120,1591,471,231.91
1809,49,240,9671,1044,1165,121,79.29
1810,68,297,2713,145,306,161,111.05
1811,131,453,9736,365,485,120,77.17
1812,11,296,6741,242,833,591,509.76
1813,24,86,158,730,1022,292,138.84
1814,81,217,13,334,370,36,28.19
1815,105,92,4710,229,285,56,35.16
1816,14,150,2073,1421,1954,533,202.12
1817,140,249,6080,670,805,135,72.28
1818,146,71,5636,337,753,416,251.17
1819,138,434,3145,721,892,171,100.63
1820,79,424,9075,186,666,480,420.52
1821,10,290,852,515,996,481,322.9
1822,51,380,5024,83,469,386,219.41
1823,106,96,5291,163,684,521,386.39
1824,47,458,4482,1351,1710,359,357.47
1825,2,433,2873,647,1107,460,239.53
1826,140,270,7160,746,1304,558,476.73
1827,68,254,8319,67,295,228,171.37
1828,39,425,1019,1214,1809,595,350.28
1829,120,460,8017,1111,1687,576,256.67
1830,93,74,6013,327,604,277,240.69
1831,123,109,2821,305,694,389,169.88
1832,4,110,4909,339,392,53,20.74
1833,51,397,4605,570,719,149,131.09
1834,53,187,8191,1095,1499,404,245.89
1835,136,249,1533,495,705,210,74.63
1836,67,486,23,1080,1394,314,296.34
1837,58,121,4715,378,655,277,141.94
1838,105,10,4079,247,706,459,368.69
1839,27,411,9658,1351,1682,331,217.59
1840,124,188,7527,1297,1586,289,180.83
1841,47,402,5465,496,556,60,56.38
1842,109,290,4451,735,818,83,52.46
1843,11,330,9837,1084,1490,406,200.91
1844,125,221,6343,926,1297,371,370.36
1845,104,331,9230,18,127,109,82.09
1846,9,370,8712,1405,1563,158,147.8
1847,12,183,512,511,655,144,118.89
1848,129,145,9541,1424,1690,266,190.91
1849,14,353,6626,917,1250,333,222.34
1850,7,56,3281,1330,1562,232,131.59
1851,107,177,484,750,1301,551,412.61
1852,137,296,3775,1095,1156,61,49.89
1853,63,471,4402,1386,1820,434,155.11
1854,121,463,823,914,1175,261,209.09
1855,2,278,6811,674,1160,486,461.53
1856,89,359,1157,1323,1482,159,102.0
1857,51,123,4380,357,572,215,130.78
1858,127,41,8339,1235,1593,358,266.09
1859,103,110,8158,1167,1608,441,188.6
1860,82,96,882,439,556,117,102.19
1861,28,218,355,1144,1664,520,460.65
1862,38,493,5792,1382,1704,322,321.53
1863,53,407,565,40,284,244,81.42
1864,132,103,4766,1279,1580,301,216.51
1865,80,397,7517,351,391,40,16.44
1866,58,390,7240,687,1013,326,136.91
1867,93,164,3341,740,1005,265,175.21
1868,71,428,1770,636,839,203,154.64
1869,85,155,2923,689,1248,559,542.49
1870,19,8,6960,80,161,81,49.69
1871,88,360,7906,1329,1597,268,267.7
1872,26,491,6392,956,1439,483,188.1
1873,143,428,3976,385,889,504,327.97
1874,5,371,9758,505,619,114,87.69
1875,43,46,6238,661,947,286,141.23
1876,34,261,2569,1016,1166,150,136.06
1877,12,460,7562,3,427,424,200.57
1878,66,99,1664,473,980,507,403.45
1879,81,73,5270,1064,1321,257,235.21
1880,123,306,8689,1319,1886,567,476.42
1881,121,429,2464,1404,1619,215,139.92
1882,129,170,3876,400,597,197,117.1
1883,12,310,3178,1133,1152,19,6.79
1884,134,149,3065,990,1279,289,181.23
1885,140,188,6368,568,632,64,47.48
1886,28,488,4038,287,644,357,177.41
1887,121,208,2429,537,916,379,329.41
1888,119,267,1896,608,1118,510,468.74
1889,137,323,1774,1014,1611,597,311.02
1890,84,265,63,120,229,109,67.04
1891,134,344,8042,686,783,97,93.54
1892,90,311,3443,1287,1849,562,434.8
1893,80,305,3481,642,1013,371,252.69
1894,98,386,7089,634,1194,560,558.04
1895,104,317,7914,1166,1434,268,156.1
1896,52,473,3728,333,830,497,443.81
1897,25,405,7240,856,901,45,41.99
1898,146,245,9853,442,608,166,119.79
1899,79,310,3618,61,202,141,87.61
1900,37,465,4133,1327,1686,359,135.83
1901,127,273,8863,451,899,448,174.21
1902,28,145,1815,1108,1154,46,21.49
1903,1,264,8213,385,956,571,259.04
1904,37,231,1145,1181,1673,492,334.22
1905,125,475,1756,88,441,353,153.95
1906,91,51,1487,227,809,582,571.2
1907,141,119,5190,961,1504,543,469.54
1908,117,324,1829,764,1291,527,341.88
1909,54,204,1418,1134,1642,508,216.37
1910,49,257,8601,1224,1546,322,163.85
1911,77,262,6258,1344,1475,131,57.81
1912,117,395,8383,201,555,354,156.85
1913,36,311,830,825,965,140,90.54
1914,50,231,2649,359,830,471,335.05
1915,52,266,715,909,1079,170,70.95
1916,45,288,7806,98,223,125,52.23
1917,144,228,3326,1344,1807,463,222.47
1918,141,462,4451,332,864,532,472.41
1919,109,362,803,1104,1349,245,137.61
1920,148,282,7098,1097,1269,172,153.03
1921,69,33,3556,598,1184,586,250.86
1922,111,94,1021,732,814,82,60.24
1923,77,73,2420,79,352,273,93.31
1924,38,429,7073,82,345,263,131.01
1925,71,224,9184,1091,1523,432,163.39
1926,80,475,2415,483,805,322,310.13
1927,90,369,4428,117,416,299,246.25
1928,46,26,8160,535,597,62,39.63
1929,145,13,7295,1408,1601,193,170.98
1930,67,96,3206,534,748,214,150.58
1931,1,420,5535,510,687,177,151.7
1932,114,1,1401,1346,1545,199,196.5
1933,33,182,1750,878,1146,268,182.79
1934,14,59,8285,201,327,126,101.42
1935,124,107,792,1136,1702,566,411.85
1936,9,443,8599,1121,1580,459,285.34
1937,43,91,5176,1000,1049,49,17.77
1938,11,95,9295,1311,1421,110,107.25
1939,118,193,5599,1106,1228,122,84.0
1940,86,300,7286,570,867,297,267.41
1941,114,400,8187,707,988,281,169.63
1942,93,16,8870,183,350,167,138.85
1943,25,346,9150,651,766,115,65.68
1944,33,380,6432,1201,1608,407,406.54
1945,6,128,133,968,1298,330,134.7
1946,72,133,9820,673,855,182,67.61
1947,34,394,8896,1330,1443,113,55.57
1948,48,13,8364,384,648,264,109.14
1949,87,52,5142,424,678,254,209.3
1950,42,204,9072,4,443,439,289.32
1951,41,170,6850,57,586,529,305.84
1952,144,224,8509,967,1493,526,412.61
1953,114,120,6121,452,490,38,29.91
1954,149,467,4402,1326,1776,450,233.23
1955,102,333,1231,678,1121,443,311.7
1956,132,135,1051,537,953,416,292.16
1957,18,495,8526,1273,1708,435,280.13
1958,64,224,1647,372,924,552,503.93
1959,90,486,2596,1197,1293,96,74.12
1960,112,246,8158,561,1141,580,230.53
1961,132,85,447,1412,1813,401,309.13
1962,131,249,6723,820,858,38,24.56
1963,98,68,6302,360,394,34,13.87
1964,31,307,7493,767,1051,284,157.69
1965,70,464,231,249,466,217,95.83
1966,110,384,422,775,1149,374,243.49
1967,139,429,9326,684,1054,370,355.96
1968,124,366,5112,40,231,191,82.34
1969,79,199,2884,55,478,423,382.0
1970,30,494,9439,461,727,266,190.41
1971,115,317,2249,307,441,134,61.72
1972,95,195,7926,964,1478,514,439.25
1973,130,370,9650,1159,1236,77,64.88
1974,3,51,683,1266,1475,209,145.41
1975,149,245,9070,1028,1605,577,316.17
1976,77,276,572,1063,1483,420,274.03
1977,111,115,1209,1315,1846,531,251.55
1978,117,325,6448,1088,1527,439,228.54
1979,135,285,4162,486,525,39,37.78
1980,133,411,4749,904,1209,305,227.01
1981,56,127,9578,281,804,523,518.71
1982,131,263,8403,1398,1889,491,422.01
1983,105,53,422,1328,1419,91,49.88
1984,2,70,6450,1015,1571,556,406.76
1985,121,480,4628,771,1261,490,346.96
1986,57,436,2435,227,600,373,146.82
1987,78,468,8892,1247,1645,398,315.14
1988,32,384,6584,1284,1418,134,53.7
1989,47,207,7205,969,1394,425,184.99
1990,15,242,7705,907,1507,600,573.27
1991,42,93,2240,864,1399,535,295.95
1992,26,308,1012,190,623,433,260.62
1993,56,66,5762,1229,1293,64,21.82
1994,8,78,7533,719,1159,440,411.49
1995,21,105,4394,37,136,99,98.0
1996,138,410,7527,563,1023,460,406.91
1997,71,281,3982,393,568,175,118.12
1998,50,67,8648,428,839,411,376.36
1999,87,203,2391,516,911,395,246.16
2000,70,480,5373,433,937,504,359.34
2001,19,284,9282,1403,1585,182,61.69
2002,43,493,7274,871,1348,477,283.07
2003,106,59,5526,91,594,503,329.25
2004,118,190,6706,269,703,434,350.23
2005,139,40,494,339,581,242,206.53
2006,8,84,4132,42,67,25,24.37
2007,77,93,6937,453,670,217,135.91
2008,122,485,7506,1064,1171,107,65.22
2009,17,88,4867,357,374,17,9.12
2010,120,233,4206,678,907,229,164.55
2011,98,355,4684,1062,1275,213,198.12
2012,139,445,5790,850,998,148,93.28
2013,146,165,5681,300,478,178,63.31
2014,25,231,8948,272,810,538,284.24
2015,102,276,5000,1102,1514,412,220.51
2016,31,154,2692,913,1017,104,92.81
2017,82,499,6785,1176,1209,33,30.31
2018,87,266,6999,325,881,556,423.04
2019,3,128,693,1012,1337,325,134.23
2020,101,476,1549,492,781,289,188.41
2021,44,297,111,484,1005,521,520.65
2022,31,106,8953,878,957,79,60.38
2023,130,139,9494,1160,1715,555,299.87
2024,85,361,4272,1082,1263,181,92.48
2025,45,291,5536,193,593,400,223.22
2026,55,193,5364,490,541,51,29.29
2027,113,346,209,475,691,216,200.4
2028,91,140,1809,582,714,132,64.75
2029,67,307,7245,49,393,344,305.26
2030,40,118,9523,11,593,582,204.74
2031,73,100,8015,590,774,184,109.24
2032,25,193,2681,28,94,66,42.86
2033,20,374,3177,1082,1277,195,156.69
2034,14,297,7451,1000,1519,519,298.17
2035,30,349,7925,494,1070,576,375.33
2036,85,495,3851,468,835,367,142.72
2037,40,437,3624,1302,1736,434,235.36
2038,109,113,7927,801,1071,270,233.88
2039,46,375,9583,1437,1990,553,281.19
2040,140,300,8063,231,444,213,208.8
2041,76,341,3134,605,1183,578,547.99
2042,141,466,8388,1070,1478,408,392.91
2043,112,124,6108,164,424,260,154.66
2044,67,439,9243,195,425,230,111.64
2045,21,198,1186,1344,1473,129,43.07
2046,60,180,3175,1080,1360,280,267.5
2047,115,133,4942,1031,1459,428,390.81
2048,118,67,3739,10,261,251,90.17
2049,35,471,7181,1425,1702,277,234.8
2050,5,289,9216,1180,1508,328,307.21
2051,132,95,2425,664,896,232,121.0
2052,60,494,8802,997,1133,136,108.9
2053,101,154,921,134,279,145,106.59
2054,64,411,5397,1427,1927,500,199.76
2055,95,36,76,1369,1464,95,88.45
2056,66,286,8526,403,762,359,317.54
2057,26,347,6298,1243,1512,269,222.05
2058,25,72,5042,1362,1377,15,7.77
2059,3,434,9428,741,1251,510,276.02
2060,56,109,4942,898,1217,319,295.62
2061,130,476,813,120,654,534,278.08
2062,120,352,6418,120,305,185,101.46
2063,24,419,6191,100,124,24,20.19
2064,127,360,4970,1176,1636,460,383.86
2065,129,249,4026,345,748,403,242.3
2066,95,30,2081,581,1065,484,197.69
2067,92,268,3940,1372,1668,296,275.84
2068,11,490,3501,377,870,493,334.47
2069,89,213,8083,773,849,76,33.18
2070,40,137,6504,747,980,233,205.84
2071,62,173,9464,1401,1692,291,194.14
2072,69,55,7560,1069,1089,20,18.02
2073,78,285,169,863,1057,194,77.39
2074,69,7,5007,1250,1677,427,306.56
2075,26,254,5162,178,373,195,78.68
2076,46,175,7349,155,525,370,260.48
2077,149,174,5523,1325,1813,488,439.49
2078,113,81,5463,375,611,236,190.98
2079,76,459,9641,584,957,373,213.27
2080,58,370,2088,28,93,65,34.71
2081,8,448,8093,181,302,121,87.33
2082,11,485,9672,772,1193,421,410.2
2083,40,387,4231,662,826,164,84.82
2084,30,180,9396,1353,1755,402,291.9
2085,64,226,6919,939,1194,255,127.28
2086,105,445,5723,93,149,56,24.38
2087,51,93,4132,775,798,23,20.83
2088,140,28,2293,572,626,54,22.06
2089,6,211,5795,107,220,113,108.69
2090,78,319,6166,1310,1434,124,62.13
2091,60,217,7009,922,1503,581,496.97
2092,76,45,7999,641,929,288,245.07
2093,101,305,7683,874,1292,418,252.67
2094,108,110,8006,713,1064,351,250.02
2095,115,291,8669,1402,1867,465,301.36
2096,59,280,6902,1049,1278,229,191.48
2097,34,379,9684,1372,1553,181,130.82
2098,11,452,7484,77,662,585,259.28
2099,106,316,4682,70,210,140,109.95
2100,106,495,9539,924,1196,272,259.35
2101,43,445,2878,921,1348,427,183.6
2102,1,314,8787,1131,1189,58,48.08
2103,62,8,1041,1318,1341,23,18.44
2104,19,435,4740,535,602,67,40.13
2105,101,426,9295,450,484,34,32.11
2106,17,325,2847,33,618,585,221.8
2107,27,242,3669,619,635,16,8.86
2108,55,338,662,1131,1338,207,200.89
2109,56,70,6084,492,1034,542,194.99
2110,76,453,5241,1300,1897,597,475.52
2111,28,132,6394,1178,1344,166,148.66
2112,34,435,5369,1066,1508,442,232.26
2113,29,72,4043,340,671,331,239.94
2114,118,92,2976,451,484,33,19.95
2115,136,304,2920,865,1232,367,185.29
2116,105,470,5254,1226,1408,182,66.97
2117,131,121,8651,1006,1482,476,469.74
2118,37,264,3899,565,623,58,54.28
2119,74,161,6833,985,1501,516,211.14
2120,150,361,8105,1380,1464,84,58.52
2121,25,335,5977,1108,1632,524,479.4
2122,2,24,5227,1090,1143,53,43.99
2123,139,190,9370,1358,1786,428,211.35
2124,115,395,2273,1394,1688,294,292.3
2125,124,400,5023,1113,1497,384,358.62
2126,1,423,7851,593,1133,540,481.73
2127,46,79,8183,143,718,575,401.03
2128,150,396,8785,921,1282,361,184.15
2129,61,494,9036,1383,1889,506,355.92
2130,9,117,8612,789,1012,223,155.99
2131,19,199,3604,859,1388,529,380.8
2132,148,444,1215,9,119,110,86.19
2133,126,114,2310,1333,1443,110,55.19
2134,144,94,162,179,256,77,48.6
