record_id,asset_id,sensor_temp_c,sensor_vibration,usage_hours,last_service_days_ago,fault_code,risk_score
2396,1644,119.5,2.19,4359.5,49,0,0.5190544140030441
2397,765,77.5,1.85,936.1,363,0,0.38351240487062405
2398,262,104.6,4.52,2651.8,199,3,0.6337240487062404
2399,285,89.9,0.86,2634.4,170,0,0.35660669710806703
2400,1984,97.6,0.68,3745.1,348,3,0.623647108066971
2401,977,42.3,0.85,3885.1,245,0,0.4395831811263318
2402,1709,54.4,0.15,4431.6,102,0,0.3393506849315069
2403,1695,107.7,1.05,1152.3,273,0,0.46722062404870623
2404,1674,63.7,0.47,1745.6,301,0,0.37186362252663624
2405,1474,90.2,2.29,1815.7,6,0,0.1823516742770168
2406,281,81.7,2.29,1915.0,99,0,0.2255776255707763
2407,282,89.6,4.26,4531.8,352,1,0.7772278538812785
2408,1224,81.9,4.76,3875.2,158,3,0.5541366818873669
2409,1885,83.9,1.6,797.0,295,0,0.3353508371385084
2410,565,50.1,2.19,1469.1,113,0,0.1974796803652968
2411,356,83.3,2.51,2530.5,174,0,0.35182077625570773
2412,470,60.1,2.1,2916.6,268,3,0.41344885844748863
2413,567,57.1,0.96,2586.5,71,0,0.2085346270928463
2414,1147,102.8,0.13,3800.3,5,0,0.34236065449010655
2415,962,67.1,2.33,1743.1,160,0,0.2649576103500761
2416,954,47.2,2.9,1672.4,68,0,0.2150115677321157
2417,1395,107.5,0.48,2901.5,282,2,0.5715064687975647
2418,716,93.0,0.35,556.8,96,0,0.19082678843226786
2419,1376,70.6,4.05,2670.5,333,2,0.5891373668188736
2420,1557,88.0,4.81,1251.3,311,0,0.5853127092846271
2421,586,74.7,0.54,4485.1,183,0,0.41629550989345515
2422,1976,92.1,2.6,2988.3,81,0,0.3472114916286149
2423,1079,116.8,4.45,555.4,285,0,0.658907305936073
2424,381,47.3,2.84,1098.7,183,0,0.28416217656012177
2425,439,104.2,2.23,3128.9,81,0,0.3975781582952816
2426,329,54.6,3.96,3305.9,304,2,0.5919533485540335
2427,1581,99.3,4.23,635.5,40,0,0.3277241248097413
2428,93,44.0,3.66,1325.2,61,0,0.23999665144596652
2429,560,78.5,1.64,1545.7,98,0,0.17536993911719936
2430,497,81.4,2.7,4738.8,66,0,0.3779850837138509
2431,180,116.9,4.63,1056.7,97,1,0.5276233637747336
2432,830,112.8,4.24,4059.7,335,5,0.8630305175038052
2433,1624,99.1,4.46,4204.1,337,4,0.8114347792998479
2434,1218,50.6,3.48,296.1,259,0,0.35164634703196346
2435,49,76.2,3.28,4353.4,209,0,0.5180564687975646
2436,210,101.6,1.54,453.6,66,0,0.2054739726027397
2437,1719,53.2,0.44,561.5,311,0,0.31521270928462714
2438,1655,104.0,0.65,2306.0,118,0,0.36920700152207003
2439,1452,78.7,2.41,3610.8,233,0,0.44071872146118724
2440,1089,98.2,4.45,2694.2,217,0,0.6122957382039574
2441,1452,45.1,2.29,2933.3,272,3,0.43069627092846274
2442,231,98.9,4.06,689.2,260,0,0.5180651445966514
2443,465,64.7,2.32,2126.0,170,0,0.29469558599695583
2444,733,113.3,0.76,194.2,135,0,0.31907656012176555
2445,1420,111.4,0.36,2739.1,344,2,0.6407719178082192
2446,212,50.8,2.57,192.4,42,0,0.08704505327245053
2447,1049,68.9,1.19,3678.2,89,0,0.28562298325722985
2448,1379,70.1,0.82,1546.9,195,0,0.2640210806697108
2449,1070,44.3,1.52,1125.8,328,0,0.36208782343987816
2450,611,64.6,1.33,2215.5,194,0,0.3002522831050229
2451,1500,44.3,1.51,2240.1,43,0,0.16371940639269406
2452,103,93.2,3.58,1644.6,153,2,0.4097593607305936
2453,581,80.5,2.65,2256.7,100,0,0.2628075342465753
2454,752,61.8,3.58,3307.8,274,0,0.5393283105022831
2455,1494,88.9,3.91,200.5,103,0,0.28198059360730593
2456,175,47.6,1.16,1747.8,192,0,0.2724424657534246
2457,280,69.8,0.92,2606.0,66,0,0.2050517503805175
2458,980,107.0,2.42,753.3,99,0,0.3102609589041096
2459,129,80.9,1.55,4715.0,162,3,0.41488964992389654
2460,1865,86.3,3.87,463.7,141,0,0.314194901065449
2461,35,43.0,1.06,4625.7,219,0,0.45698333333333335
2462,1384,98.4,3.02,3733.5,65,2,0.43699961948249627
2463,1066,61.3,3.3,3479.3,131,0,0.3995958143074581
2464,239,85.8,4.36,1807.7,322,0,0.5840472602739726
2465,367,112.5,1.26,1432.6,365,2,0.5934777777777778
2466,1142,90.8,4.32,3956.4,297,1,0.7056995433789953
2467,368,52.7,4.72,2496.0,349,0,0.6387214611872146
2468,584,92.0,1.53,1987.4,328,0,0.47662115677321154
2469,75,115.7,2.9,1761.3,252,0,0.5863203196347032
2470,1831,43.4,4.17,77.1,57,0,0.20100479452054795
2471,1382,86.0,4.41,1018.8,166,2,0.4021981735159817
2472,1839,86.4,0.59,1734.8,165,0,0.28261826484018265
2473,165,42.4,2.95,1110.0,164,0,0.27477168949771685
2474,79,91.9,4.35,353.7,282,1,0.49996202435312026
2475,272,50.4,2.58,4026.3,123,0,0.3746787671232877
2476,47,111.0,0.51,3586.6,69,0,0.4344914764079148
2477,1397,83.8,4.34,505.9,27,0,0.22987420091324198
2478,606,117.4,0.37,821.9,354,0,0.5767265601217656
2479,1866,110.5,4.66,4226.9,274,3,0.8318338660578387
2480,1739,66.4,0.47,3300.9,56,0,0.23452488584474887
2481,870,114.8,2.75,288.9,112,0,0.36166643835616435
2482,525,99.1,2.01,1990.9,246,2,0.4420408675799086
2483,1453,72.4,3.04,4533.1,63,0,0.37870646879756475
2484,1984,118.8,2.84,1464.0,85,0,0.4305144596651446
2485,1319,78.0,1.87,2518.7,351,3,0.46047572298325723
2486,1162,95.0,2.4,3705.8,236,0,0.5314028919330289
2487,1190,49.0,2.61,4137.6,125,0,0.3846885844748859
2488,781,67.7,3.05,4063.6,316,3,0.5843400304414003
2489,255,50.8,1.6,4214.1,201,0,0.41767831050228316
2490,1061,89.6,3.37,3425.1,109,3,0.4344933789954337
2491,1721,98.5,1.25,265.4,337,0,0.42528477929984776
2492,1917,61.2,4.98,1777.0,92,0,0.3814071537290716
2493,984,111.1,3.7,4070.4,256,1,0.7460343987823439
2494,1068,105.5,3.93,2753.5,287,0,0.68540601217656
2495,47,53.2,4.84,4165.7,314,3,0.707519101978691
2496,1,108.9,0.2,555.2,339,3,0.5009890410958904
2497,1101,72.3,4.19,4145.3,68,0,0.4383949010654491
2498,1661,90.0,2.79,1412.3,220,0,0.3875965753424657
2499,867,52.5,2.74,1791.9,190,0,0.3223993150684932
2500,675,110.5,0.86,4088.7,216,1,0.5938547184170472
2501,1737,85.9,3.49,2001.7,266,0,0.4862390410958904
2502,909,109.9,0.31,4260.6,214,0,0.598244901065449
2503,1650,46.1,2.08,2937.2,169,0,0.3228490106544901
2504,747,116.2,0.59,1623.1,349,0,0.6100047945205479
2505,752,54.0,1.44,1394.5,135,0,0.20075989345509893
2506,318,52.0,1.08,4853.8,98,0,0.3591532724505327
2507,1403,73.9,1.46,4543.5,364,0,0.5848367579908675
2508,1976,51.5,4.55,3536.9,14,0,0.37927983257229836
2509,1440,47.4,2.6,933.0,152,0,0.2306461187214612
2510,830,68.4,0.36,3655.3,158,0,0.3473644596651446
2511,150,108.6,3.33,525.3,73,0,0.3434055555555555
2512,1161,104.9,2.92,3624.1,299,0,0.6740649162861492
2513,1357,68.6,3.5,691.6,253,0,0.3694724505327245
2514,1296,67.6,4.66,688.8,13,0,0.22747214611872146
2515,626,60.6,1.08,289.6,93,0,0.10102039573820397
2516,828,118.5,0.89,72.8,318,0,0.5083442922374429
2517,1835,115.1,0.24,1662.1,140,0,0.4151927701674276
2518,1846,91.2,4.99,1511.0,363,0,0.6770068493150685
2519,114,58.5,1.19,3984.2,8,0,0.22865038051750378
2520,439,58.3,3.39,3448.7,86,0,0.36279992389649923
2521,707,88.9,0.61,643.6,179,0,0.24867031963470324
2522,118,93.0,0.24,796.4,34,0,0.14751689497716897
2523,812,77.5,0.83,262.5,279,0,0.2693778538812785
2524,885,93.4,0.47,1604.2,287,1,0.42566712328767126
2525,219,95.0,2.28,3300.8,187,3,0.4561540334855403
2526,718,69.1,0.98,1250.6,245,0,0.2932220700152207
2527,810,96.3,3.81,2883.6,185,0,0.5403719939117199
2528,411,105.9,4.76,1214.2,310,2,0.6784494672754947
2529,286,48.6,2.88,754.3,119,0,0.2092480213089802
2530,604,65.6,4.8,554.6,62,0,0.2740987823439878
2531,1078,115.6,4.49,2705.8,259,2,0.7506296803652969
2532,1413,110.5,0.92,2415.5,284,1,0.5629996194824961
2533,1500,79.3,4.43,4541.8,297,1,0.685555098934551
2534,268,60.6,4.02,4195.7,258,3,0.6033775494672754
2535,95,82.8,1.72,3572.2,118,0,0.32177366818873665
2536,1160,68.0,3.8,46.1,136,0,0.24676202435312025
2537,446,81.2,3.56,2086.8,246,2,0.45125753424657544
2538,1265,91.9,4.3,2633.5,239,0,0.5840148401826485
2539,825,94.7,3.51,3981.1,250,3,0.6318160578386606
2540,1183,95.4,3.21,4804.8,214,2,0.6285893455098935
2541,1505,113.8,1.71,503.9,88,0,0.29613751902587515
2542,1218,117.2,1.79,4171.3,10,0,0.4475379756468798
2543,879,41.9,2.08,1834.0,150,0,0.24420852359208522
2544,53,74.6,3.49,475.2,192,0,0.301075799086758
2545,412,101.5,4.3,117.5,201,0,0.462867199391172
2546,1073,56.4,4.58,527.8,12,0,0.21228112633181126
2547,950,112.0,3.72,2363.2,356,3,0.7488474885844748
2548,346,87.5,4.71,1025.1,325,2,0.5760869863013699
2549,1602,46.2,1.89,1817.9,288,0,0.3640081430745814
2550,237,81.9,4.41,2017.8,142,1,0.4130025875190259
2551,1489,47.2,3.57,3522.1,96,0,0.3880101217656012
2552,972,115.0,4.96,2684.2,252,2,0.77103698630137
2553,994,63.9,2.78,4203.8,162,2,0.4334896499238965
2554,1349,97.6,4.92,1248.2,170,2,0.5170400304414002
2555,849,62.6,2.72,2467.9,330,2,0.4864754185692542
2556,658,40.4,4.03,2990.4,15,0,0.31516529680365296
2557,1907,114.7,2.84,3841.5,184,0,0.6302309741248098
2558,103,98.0,3.2,292.1,259,0,0.4327574581430746
2559,57,61.1,0.94,1174.5,335,0,0.37118607305936074
2560,1467,55.9,1.8,4512.2,201,0,0.43423942161339424
2561,1054,74.5,4.8,2147.9,252,0,0.5361314307458144
2562,1834,47.2,4.24,4261.2,319,2,0.6773908675799086
2563,1135,75.7,0.25,4081.0,357,0,0.5527496194824962
2564,1434,51.0,2.73,4991.4,162,1,0.4739118721461187
2565,1861,68.7,4.99,4783.4,363,3,0.7965846270928463
2566,321,79.3,4.62,4976.1,130,3,0.5698381278538812
2567,71,118.3,1.51,1692.6,237,3,0.5232494672754946
2568,631,89.2,3.99,4227.5,328,3,0.7181822678843227
2569,930,75.9,4.42,1270.1,358,0,0.5588350837138508
2570,566,54.6,3.44,4459.4,365,1,0.6770777777777778
2571,1347,66.0,0.54,2383.3,178,0,0.29496263318112637
2572,1524,103.0,2.04,2099.5,168,2,0.4005079908675799
2573,2000,118.5,4.15,1098.3,71,0,0.48307907153729074
2574,541,54.7,4.26,2398.0,64,0,0.3423363774733637
2575,309,100.0,3.35,4293.5,328,4,0.7391822678843226
2576,1072,61.3,1.11,4763.5,261,0,0.5029950532724505
2577,1387,110.5,0.76,676.1,98,0,0.2965032724505327
2578,1901,52.3,2.72,4033.2,104,0,0.36704383561643833
2579,1088,109.1,3.94,4582.0,43,0,0.5848249619482496
2580,310,104.7,3.72,3004.8,258,2,0.6544386605783866
2581,1071,103.3,2.42,3497.9,60,3,0.4065667427701674
2582,805,113.1,4.24,4332.1,178,4,0.7364515220700153
2583,189,44.5,1.83,3054.6,164,0,0.3194716894977169
2584,1070,51.1,1.13,2091.0,92,0,0.20018493150684932
2585,1626,105.7,4.7,3514.6,209,1,0.7089009132420091
2586,1291,109.0,4.18,1175.8,125,3,0.4859219178082192
2587,219,44.5,0.81,880.7,279,0,0.303722298325723
2588,1093,112.0,4.71,1772.6,94,3,0.5427669710806698
2589,332,66.9,3.14,248.0,273,0,0.33909284627092845
2590,1077,57.9,1.66,2096.5,354,0,0.43975989345509897
2591,448,108.2,3.12,3930.3,70,0,0.5136102739726027
2592,1820,58.8,4.69,1446.6,285,3,0.5199739726027398
2593,1530,86.9,1.51,2073.9,137,0,0.2786641552511416
2594,607,102.6,4.81,1015.4,159,1,0.5145054794520547
2595,433,67.4,1.18,1920.0,336,0,0.41351598173515985
2596,556,53.6,2.63,2173.5,308,2,0.44402853881278537
2597,573,113.4,3.0,1633.3,117,0,0.4498104261796043
2598,174,95.1,4.86,594.9,187,3,0.4783818112633181
2599,198,51.6,3.95,1360.6,197,0,0.38549756468797564
2600,1065,50.1,4.98,2481.8,148,0,0.4717042617960427
2601,356,82.5,3.26,632.9,290,0,0.3978901826484018
2602,1547,88.7,0.13,4948.3,59,0,0.37712016742770166
2603,1862,64.7,2.99,4563.2,194,1,0.4966800608828006
2604,1844,50.7,4.47,156.3,328,2,0.4728933789954337
2605,939,61.0,3.63,3090.2,119,0,0.3890202435312024
2606,172,87.3,0.86,2456.2,66,0,0.23728508371385082
2607,1942,61.8,0.13,245.0,159,0,0.1588165905631659
2608,276,117.8,2.55,1217.9,252,0,0.5444647640791477
2609,1370,42.5,3.89,4100.4,13,0,0.3656721461187214
2610,211,117.8,2.33,437.6,264,1,0.49740700152207
2611,66,114.4,2.44,404.5,9,0,0.25113584474885847
2612,1346,81.7,1.63,3155.1,331,0,0.48701088280060895
2613,292,67.1,4.49,1837.3,92,0,0.35209048706240487
2614,101,55.9,4.8,1154.3,72,0,0.3165478691019787
2615,527,93.3,0.64,747.4,76,0,0.18481750380517503
2616,1211,96.8,3.29,3570.1,159,0,0.522877701674277
2617,1410,73.2,3.56,1559.7,219,0,0.39064999999999994
2618,1422,51.6,0.88,1055.1,180,0,0.22300022831050226
2619,1923,107.8,3.54,3593.4,184,1,0.6247809741248097
2620,1408,107.3,4.4,4994.7,214,1,0.784583789954338
2621,1237,74.8,0.41,1635.6,11,0,0.10091232876712329
2622,1651,77.0,3.85,1228.9,144,0,0.32311240487062404
2623,1269,85.1,1.47,1526.8,136,0,0.23735646879756467
2624,686,99.5,4.67,2155.7,31,1,0.4344049467275495
2625,1289,111.1,3.5,4155.4,95,0,0.5903913242009131
2626,1408,109.4,2.76,1982.5,278,0,0.5780201674277018
2627,1296,117.0,1.85,2885.7,40,0,0.402401902587519
2628,1032,85.6,0.7,4154.2,95,0,0.3486579908675799
2629,1334,84.1,3.2,3582.9,324,0,0.5977181887366819
2630,1800,79.9,2.45,4858.8,4,0,0.30358630136986303
2631,1779,78.9,4.58,3559.2,349,2,0.6884547945205478
2632,441,85.2,0.31,3395.4,98,0,0.30701993911719944
2633,903,65.5,0.42,750.8,228,0,0.24993028919330287
2634,585,72.3,1.95,469.9,21,0,0.045283637747336375
2635,59,89.0,3.53,2489.4,137,0,0.4154141552511416
2636,481,96.6,2.49,4897.9,160,0,0.5431131659056315
2637,456,65.7,4.67,3578.3,36,0,0.40967115677321164
2638,554,45.1,2.22,4287.0,129,0,0.37064155251141556
2639,372,40.8,0.96,1683.0,72,0,0.15925342465753425
2640,270,75.8,4.71,4141.3,9,0,0.4189580669710807
2641,712,75.4,0.91,3437.6,217,0,0.3891512937595129
2642,1671,65.6,1.65,615.2,131,0,0.1538124809741248
2643,411,100.8,4.55,2503.0,19,3,0.44196270928462705
2644,1006,100.4,2.06,1670.0,301,0,0.4849969558599696
2645,1426,53.2,3.53,995.1,148,0,0.2924431506849315
2646,878,40.3,0.54,732.1,316,0,0.329256697108067
2647,1765,44.4,0.87,3739.0,60,0,0.2625167427701674
2648,481,69.0,0.46,1226.5,7,0,0.07453158295281583
2649,1689,114.9,4.34,4263.9,356,2,0.9118863774733638
2650,1582,98.3,0.63,234.6,174,0,0.2736041095890411
2651,399,86.3,2.25,303.4,55,0,0.11875053272450531
2652,206,64.0,2.77,3484.1,4,0,0.24854741248097412
2653,852,79.0,0.68,2501.1,317,0,0.4284477168949772
2654,1058,93.5,3.24,3212.8,359,3,0.6640094368340943
2655,1389,107.2,2.68,1633.4,163,0,0.43604733637747334
2656,23,65.9,1.38,3451.5,239,2,0.4100148401826484
2657,703,45.4,0.64,3112.9,364,1,0.5053589802130899
2658,274,41.3,4.85,458.4,83,0,0.2912657534246575
2659,1384,98.0,1.07,2900.4,237,3,0.4775716894977169
2660,1378,119.0,1.15,2435.8,291,2,0.6177423135464232
2661,1409,117.5,0.48,3126.3,208,2,0.5719710045662101
2662,1500,73.8,0.62,4551.6,87,0,0.33231872146118724
2663,1219,99.9,4.3,262.3,58,0,0.3314291476407915
2664,196,74.3,2.77,4367.4,195,3,0.4720488584474886
2665,170,48.0,4.71,4597.0,16,0,0.4506674277016743
2666,1613,94.9,0.52,1639.5,209,0,0.36472869101978694
2667,482,42.7,0.6,875.8,18,0,0.06509391171993911
2668,728,44.7,1.37,395.4,107,0,0.11968356164383563
2669,1056,70.9,2.12,170.6,158,0,0.16177001522070014
2670,293,60.4,2.75,4742.7,230,3,0.52352899543379
2671,1010,84.8,1.0,3681.4,234,2,0.4448875190258752
2672,1583,76.0,0.51,1971.4,129,0,0.22733044140030442
2673,1213,72.4,4.67,1533.9,236,0,0.4787417808219178
2674,1606,109.8,2.53,131.6,233,0,0.42098538812785385
2675,832,102.3,0.35,4645.1,22,1,0.40204132420091326
2676,275,91.0,1.66,413.5,143,0,0.21467694063926937
2677,1128,98.8,4.67,4823.1,180,3,0.71477800608828
2678,1081,64.8,3.07,999.5,11,0,0.13690677321156772
2679,141,87.1,2.7,164.8,315,0,0.382937899543379
2680,1462,68.5,3.69,1828.4,246,0,0.43890197869101977
2681,1235,113.0,3.68,4244.9,186,1,0.7010241248097412
2682,1362,90.4,2.26,4547.3,29,0,0.35422290715372906
2683,1848,106.0,3.39,4612.5,275,4,0.7445026636225266
2684,1863,98.9,4.37,1611.9,188,3,0.524239497716895
2685,330,113.9,2.48,2187.2,340,1,0.6523467275494673
2686,1857,65.3,1.91,696.6,316,0,0.3272844748858447
2687,170,54.1,0.24,2764.8,315,2,0.4412712328767123
2688,1970,59.8,2.51,1516.4,50,0,0.16390654490106546
2689,662,70.0,1.38,1466.3,128,0,0.19835608828006088
2690,1478,103.8,0.48,4760.0,32,0,0.4258904109589041
2691,770,58.9,1.41,14.4,360,0,0.3295671232876712
2692,802,46.3,0.55,443.1,10,0,0.03374908675799087
2693,1446,93.6,1.6,2081.8,45,0,0.23230700152206998
2694,1128,70.4,0.69,3158.3,53,0,0.22386293759512935
2695,1537,80.1,3.83,639.4,63,0,0.2156120243531202
2696,1414,56.3,0.44,396.5,221,0,0.22385426179604262
2697,195,51.8,2.21,3689.7,215,0,0.41533036529680367
2698,948,83.3,4.7,2212.4,66,0,0.38151841704718414
2699,1403,119.2,1.58,1772.8,121,2,0.42676894977168955
2700,477,89.5,0.32,471.6,23,0,0.09998234398782345
2701,1493,58.0,1.52,3446.4,197,0,0.3713753424657534
2702,655,85.6,4.76,88.5,61,0,0.27573554033485537
2703,1176,104.6,2.54,3133.1,120,0,0.45631681887366815
2704,1145,104.3,0.94,4071.4,144,0,0.49269573820395735
2705,1860,79.1,0.54,4822.9,230,3,0.47798455098934545
2706,365,66.2,1.61,3573.7,294,0,0.4670320395738204
2707,1047,99.6,2.92,607.1,165,0,0.35463493150684927
2708,1333,91.6,3.09,1218.1,322,1,0.4988472602739726
2709,1145,97.2,1.94,957.8,80,0,0.2218260273972603
2710,684,107.1,0.19,2260.8,44,0,0.31633820395738205
2711,368,73.5,4.75,677.7,239,2,0.4392481735159817
2712,1962,40.1,0.45,4240.1,278,0,0.489442389649924
2713,462,56.8,3.59,4957.0,91,1,0.4644939117199391
2714,27,59.7,1.81,4523.2,348,0,0.5690971080669711
2715,1203,71.1,3.3,3310.9,307,0,0.5509708523592085
2716,1275,40.4,3.51,38.5,261,0,0.3411617199391172
2717,1670,51.0,4.13,4396.2,187,0,0.5570095890410959
2718,674,112.1,0.8,3992.6,4,0,0.40379741248097406
2719,658,101.0,0.48,3639.8,73,0,0.38554444444444447
2720,147,41.3,0.36,3589.2,353,1,0.5217744292237443
2721,1498,72.9,4.21,814.6,51,0,0.2391642313546423
2722,1370,57.8,2.87,4281.9,23,0,0.316887899543379
2723,1783,102.1,3.39,2916.7,335,3,0.683419406392694
2724,574,69.8,2.31,3166.2,278,2,0.4504479452054794
2725,1908,89.9,2.42,1999.0,239,3,0.41232039573820395
2726,948,79.6,3.24,3298.7,71,0,0.33076796042617956
2727,288,57.0,1.76,4687.6,211,3,0.4531162861491629
2728,523,119.3,2.42,3221.3,52,0,0.4727830289193303
2729,317,114.9,1.85,4417.1,141,0,0.5680504566210046
2730,1261,64.4,1.95,1720.1,217,0,0.29373462709284626
2731,676,44.1,4.54,296.4,147,0,0.3200465753424658
2732,1356,57.9,3.56,965.9,356,3,0.48277526636225265
2733,1178,60.0,0.96,1508.6,239,0,0.30207595129375947
2734,374,119.5,2.34,2308.0,257,0,0.6050365296803654
2735,1836,96.1,1.6,4562.5,157,0,0.48629566210045655
2736,531,72.6,1.0,4264.3,45,0,0.2780014459665145
2737,1080,63.3,4.13,2045.6,98,0,0.3451421613394216
2738,70,50.7,1.23,3146.4,73,0,0.24146666666666664
2739,67,119.7,1.2,2419.1,73,2,0.4216166666666667
2740,1171,56.8,4.12,4170.1,140,0,0.5008594368340944
2741,1102,81.9,0.69,1578.9,274,0,0.3485005327245054
2742,1066,49.9,1.81,337.7,139,0,0.1457017503805175
2743,1194,115.5,3.36,4767.7,163,4,0.7016195585996955
2744,691,44.9,4.24,2005.8,74,0,0.32834657534246575
2745,650,67.0,1.08,2848.4,29,0,0.18472846270928464
2746,1269,76.9,1.05,1206.0,122,0,0.17841552511415526
2747,487,85.2,0.94,4854.7,203,0,0.48398257229832575
2748,1432,118.5,0.21,4881.2,101,0,0.5773041095890411
2749,1637,96.2,3.01,4032.7,272,0,0.6297740487062405
2750,186,86.9,1.91,4434.7,78,0,0.3559384322678844
2751,276,43.3,1.69,1089.3,291,0,0.3262700913242009
2752,613,54.5,1.1,442.1,197,0,0.20446978691019788
2753,1848,45.5,0.57,4349.1,315,1,0.5292878995433791
2754,1880,57.5,3.59,548.8,187,0,0.30726514459665144
2755,1473,95.0,4.81,1379.5,74,0,0.41488546423135464
2756,718,69.5,2.23,918.2,66,0,0.12661841704718416
2757,1118,114.6,0.67,1504.7,285,0,0.5360906392694064
2758,1655,63.5,0.38,1808.3,69,0,0.1634748097412481
2759,1556,91.8,2.94,3202.1,290,3,0.5709568493150684
2760,1294,94.0,4.55,191.4,287,2,0.5205115677321157
2761,1305,99.0,3.05,645.9,114,0,0.3155484779299848
2762,938,118.1,1.76,2707.5,37,0,0.3958732876712328
2763,1385,50.2,4.44,1021.9,126,0,0.33450738203957386
2764,1740,89.3,1.05,1819.8,261,0,0.3911228310502282
2765,295,68.6,3.53,1876.0,193,0,0.3824779299847793
2766,216,46.1,2.51,4021.7,194,0,0.4345967275494673
2767,1352,105.0,0.81,409.5,82,0,0.23652473363774731
2768,700,61.7,0.9,1158.6,346,0,0.380348401826484
2769,1226,104.0,1.51,2011.8,45,0,0.28619589041095894
2770,1224,64.1,2.2,4108.1,247,0,0.4671318873668189
2771,1298,118.1,1.85,4048.7,55,1,0.4868227549467275
2772,1894,81.6,2.01,4144.7,281,3,0.49643767123287663
2773,83,43.6,1.34,3106.6,145,0,0.30500898021308975
2774,735,47.6,3.86,719.6,357,1,0.4900051750380518
2775,1443,79.3,1.94,3468.1,296,2,0.46299185692541855
2776,382,73.0,4.68,2185.2,333,1,0.6041762557077625
2777,797,76.7,4.13,4972.7,93,0,0.5031926179604261
2778,1092,84.9,1.85,3913.6,354,0,0.5679321156773213
2779,1217,55.0,4.29,2454.9,343,0,0.6022920091324201
2780,1367,102.6,4.5,1133.8,106,0,0.4520147640791476
2781,685,59.4,2.25,2447.3,65,0,0.21198850837138508
2782,1547,115.9,1.38,4688.5,161,2,0.6069486301369863
2783,8,42.7,2.4,2380.5,150,0,0.29590296803652966
2784,1935,62.5,4.13,3169.7,135,0,0.44138211567732116
2785,1439,70.1,4.52,3817.6,142,2,0.5097692541856925
2786,1202,88.4,3.32,825.2,40,0,0.21704079147640795
2787,1161,41.5,2.42,4711.6,181,0,0.4550523592085236
2788,1963,48.7,1.53,3209.4,196,0,0.3572954337899543
2789,156,45.4,1.07,1892.5,29,0,0.13162290715372907
2790,1680,41.2,2.97,1763.9,53,0,0.2110629375951294
2791,1888,44.5,0.26,3425.1,310,2,0.4733883561643835
2792,1293,69.1,0.36,4509.2,41,0,0.28795403348554033
2793,175,101.2,3.17,2354.7,16,0,0.34120631659056316
2794,1773,93.6,0.13,329.3,38,0,0.12855319634703194
2795,1038,92.1,1.99,1721.1,121,0,0.27334117199391167
2796,1738,74.3,0.27,105.6,92,0,0.08988493150684933
2797,1909,40.4,2.31,4193.4,31,0,0.2819438356164384
2798,307,113.1,0.62,2124.6,223,2,0.5055751902587519
2799,1821,72.9,0.29,227.7,215,0,0.20899703196347033
2800,1386,115.6,4.83,194.3,200,0,0.5798872907153729
2801,208,46.8,2.34,2412.3,236,0,0.3722084474885845
2802,1762,55.7,3.44,4831.7,362,0,0.6950213850837139
2803,348,115.6,0.37,3527.9,277,0,0.6467402587519026
2804,3,92.2,0.51,2225.0,61,0,0.24709665144596651
2805,389,96.9,2.13,3812.0,228,3,0.5225525114155252
2806,1674,94.7,3.12,1910.7,289,0,0.5264102739726028
2807,1909,106.6,4.9,2178.8,322,5,0.7562194824961949
2808,1716,83.4,2.65,2165.7,282,3,0.4400731354642314
2809,1647,86.8,1.73,3810.5,79,0,0.3216183409436834
2810,1249,108.1,1.15,3732.9,345,0,0.6785629375951293
2811,1652,110.1,4.92,4577.7,26,1,0.6399498477929985
2812,121,63.7,2.36,194.2,197,0,0.21469756468797563
2813,491,92.6,1.05,1385.9,97,0,0.23557891933028918
2814,414,84.2,1.35,2855.0,306,3,0.461396499238965
2815,912,98.7,2.47,3856.4,121,2,0.4599689497716895
2816,1847,109.1,1.43,72.1,158,0,0.3099644596651446
2817,777,77.4,0.95,2039.4,83,0,0.1890990867579909
2818,1896,112.7,1.85,3678.8,325,0,0.682848097412481
2819,1754,59.3,3.2,2388.3,86,0,0.2912221461187215
2820,784,68.7,2.79,3814.1,216,2,0.46182138508371384
2821,857,78.3,2.57,592.8,60,0,0.12572785388127852
2822,176,108.3,1.75,202.8,73,0,0.23515555555555556
2823,1460,80.5,1.13,3645.5,276,0,0.4573603500761035
2824,1239,47.1,0.92,611.3,310,0,0.3170661339421613
2825,934,74.0,4.61,509.2,26,0,0.22603318112633183
2826,284,81.4,2.88,983.9,93,0,0.20603706240487063
2827,1072,42.7,2.09,2771.1,36,0,0.1928267123287671
2828,1138,111.6,2.09,3577.7,336,0,0.6871659817351597
2829,528,41.2,1.54,2980.6,188,0,0.33727838660578385
2830,338,59.4,0.64,4352.1,145,0,0.37420342465753426
2831,832,79.0,2.54,2507.9,106,0,0.2721314307458143
2832,1691,71.0,3.54,847.1,204,0,0.3360291476407915
2833,312,73.0,1.31,288.7,223,0,0.2196918569254186
2834,1573,78.3,1.55,3411.2,19,0,0.2068627092846271
2835,483,73.6,4.33,3473.9,292,0,0.6149944444444445
2836,220,77.7,4.41,4792.0,280,0,0.6825966514459664
2837,1955,54.4,2.06,1930.2,116,0,0.21716940639269408
2838,499,64.8,4.83,1511.8,14,0,0.28544094368340944
2839,126,68.4,1.42,2288.0,176,0,0.287841704718417
2840,1108,71.4,1.15,3483.8,40,0,0.23007412480974124
2841,311,92.8,0.13,724.7,315,0,0.3990434550989345
