session_id,station_id,vehicle_id,start_time_min,duration_min,energy_kwh,price_per_kwh,total_cost,connector_type,station_zone
1394,102,2233,406,20,4.19,6.56,27.49,NORMAL,Z8
1395,175,3444,82,44,7.6,6.92,52.59,FAST,Z10
1396,139,4117,93,77,8.57,6.89,59.05,FAST,Z7
1397,100,1532,39,24,4.39,9.78,42.93,FAST,Z15
1398,76,2765,987,168,22.31,7.81,174.24,FAST,Z1
1399,6,3244,666,115,20.23,9.33,188.75,FAST,Z15
1400,134,766,638,21,2.97,9.01,26.76,FAST,Z11
1401,188,639,235,179,25.92,6.59,170.81,FAST,Z13
1402,163,1661,305,112,12.69,9.46,120.05,FAST,Z19
1403,124,147,23,148,18.11,8.77,158.82,FAST,Z18
1404,178,457,227,87,9.63,8.72,83.97,FAST,Z3
1405,151,872,174,99,12.79,8.1,103.6,NORMAL,Z15
1406,22,4404,374,137,15.9,9.25,147.08,FAST,Z11
1407,13,2865,920,56,6.08,7.99,48.58,FAST,Z1
1408,115,4742,843,120,12.76,8.9,113.56,NORMAL,Z10
1409,23,383,456,93,17.13,9.1,155.88,FAST,Z18
1410,47,418,561,158,21.8,10.92,238.06,NORMAL,Z11
1411,114,3381,334,90,9.53,8.49,80.91,NORMAL,Z2
1412,181,552,709,25,2.65,6.34,16.8,NORMAL,Z7
1413,153,1815,989,120,14.99,8.49,127.27,FAST,Z3
1414,114,1076,413,111,11.5,9.04,103.96,NORMAL,Z13
1415,45,3823,1022,103,21.33,10.36,220.98,FAST,Z9
1416,92,1835,863,103,12.19,9.98,121.66,FAST,Z6
1417,105,3431,798,39,4.17,9.77,40.74,FAST,Z4
1418,184,3025,1163,83,10.79,12.53,135.2,FAST,Z6
1419,31,115,565,180,23.59,10.3,242.98,NORMAL,Z3
1420,123,2100,1325,103,17.63,6.16,108.6,FAST,Z4
1421,33,4256,673,51,9.07,8.94,81.09,NORMAL,Z13
1422,72,1412,858,64,7.09,8.97,63.6,FAST,Z15
1423,192,553,1381,91,10.5,7.59,79.69,NORMAL,Z18
1424,183,2092,296,98,15.47,9.93,153.62,FAST,Z15
1425,46,4233,610,149,24.21,9.33,225.88,FAST,Z1
1426,184,3160,285,56,12.07,8.68,104.77,NORMAL,Z9
1427,1,204,103,38,3.85,8.22,31.65,NORMAL,Z5
1428,142,4006,540,69,13.89,9.58,133.07,FAST,Z17
1429,124,2038,38,87,11.33,7.63,86.45,NORMAL,Z17
1430,111,1467,212,120,15.72,7.38,116.01,NORMAL,Z4
1431,160,1862,542,88,17.97,9.15,164.43,FAST,Z13
1432,162,1642,26,30,4.13,6.76,27.92,FAST,Z11
1433,27,1760,729,157,30.99,7.61,235.83,NORMAL,Z16
1434,17,2362,1161,178,25.88,13.83,357.92,NORMAL,Z4
1435,83,1138,1202,167,17.79,6.86,122.04,FAST,Z5
1436,163,2137,359,103,25.17,9.26,233.07,FAST,Z16
1437,177,2934,1329,46,8.15,6.86,55.91,NORMAL,Z16
1438,86,249,1438,115,17.75,9.35,165.96,NORMAL,Z5
1439,140,2498,349,22,4.48,6.81,30.51,FAST,Z1
1440,93,2106,182,176,22.7,6.81,154.59,FAST,Z8
1441,74,2065,574,72,11.98,12.29,147.23,FAST,Z15
1442,122,3917,504,114,15.07,11.11,167.43,FAST,Z20
1443,129,3843,874,132,28.97,8.38,242.77,NORMAL,Z1
1444,98,4563,574,96,14.41,13.86,199.72,NORMAL,Z11
1445,65,283,1407,119,15.66,7.58,118.7,FAST,Z9
1446,200,1077,67,71,9.1,8.36,76.08,FAST,Z12
1447,57,2432,846,100,19.0,8.44,160.36,NORMAL,Z4
1448,109,4946,297,147,26.1,9.85,257.08,FAST,Z7
1449,115,260,41,91,11.89,6.03,71.7,NORMAL,Z19
1450,40,4172,629,32,4.72,9.57,45.17,NORMAL,Z16
1451,151,717,1277,20,2.51,6.63,16.64,FAST,Z15
1452,3,2760,1060,30,3.21,9.28,29.79,FAST,Z4
1453,101,305,792,169,21.21,6.92,146.77,NORMAL,Z6
1454,190,4084,1000,122,18.22,6.38,116.24,NORMAL,Z15
1455,70,404,415,115,12.28,6.11,75.03,NORMAL,Z9
1456,45,2288,967,173,24.62,9.46,232.91,FAST,Z16
1457,10,3338,750,121,15.2,6.85,104.12,NORMAL,Z11
1458,125,4614,463,171,42.18,13.93,587.57,NORMAL,Z9
1459,128,4676,1106,117,13.93,13.72,191.12,FAST,Z4
1460,68,2618,500,44,4.43,13.29,58.87,NORMAL,Z7
1461,39,4122,126,139,16.86,8.75,147.53,NORMAL,Z15
1462,165,2355,321,127,12.86,6.63,85.26,NORMAL,Z19
1463,167,1099,90,83,9.48,6.39,60.58,FAST,Z10
1464,4,3127,199,115,12.8,9.44,120.83,NORMAL,Z16
1465,34,1285,589,38,5.85,13.79,80.67,NORMAL,Z4
1466,143,2575,737,124,12.94,7.86,101.71,NORMAL,Z18
1467,148,348,73,116,25.95,9.13,236.92,FAST,Z1
1468,93,4593,24,15,1.93,7.65,14.76,FAST,Z11
1469,136,3112,1048,52,12.11,10.88,131.76,FAST,Z20
1470,157,673,989,96,9.92,7.02,69.64,FAST,Z4
1471,164,4965,1164,77,16.4,11.29,185.16,FAST,Z20
1472,43,3961,1110,48,5.31,10.92,57.99,FAST,Z7
1473,108,2355,186,47,4.71,9.56,45.03,NORMAL,Z7
1474,121,3204,1209,144,18.72,9.31,174.28,FAST,Z3
1475,101,2151,781,18,3.33,9.53,31.73,NORMAL,Z13
1476,106,1948,49,20,3.67,6.28,23.05,NORMAL,Z19
1477,48,4142,239,35,7.47,8.67,64.76,NORMAL,Z5
1478,76,4911,250,114,24.31,7.09,172.36,NORMAL,Z11
1479,83,3895,1041,66,8.76,12.2,106.87,NORMAL,Z4
1480,108,4295,546,61,9.48,10.54,99.92,NORMAL,Z10
1481,170,3172,244,111,11.68,6.78,79.19,FAST,Z17
1482,101,846,308,42,9.85,8.09,79.69,NORMAL,Z11
1483,196,3400,1283,64,12.4,7.53,93.37,FAST,Z17
1484,168,2019,186,88,11.0,6.15,67.65,FAST,Z7
1485,14,3990,800,159,16.08,7.37,118.51,NORMAL,Z16
1486,135,793,1215,82,10.74,9.43,101.28,FAST,Z15
1487,140,4018,1261,102,12.87,8.68,111.71,NORMAL,Z12
1488,152,1021,969,70,7.39,9.56,70.65,NORMAL,Z11
1489,171,1444,113,95,10.75,7.89,84.82,NORMAL,Z8
1490,34,3732,1025,36,4.06,9.39,38.12,NORMAL,Z3
1491,69,4734,1079,66,14.87,10.33,153.61,FAST,Z12
1492,65,2907,1373,117,20.0,9.59,191.8,NORMAL,Z15
1493,141,3222,178,164,27.07,8.44,228.47,FAST,Z9
1494,117,1292,796,74,10.71,9.54,102.17,FAST,Z12
1495,19,4770,1123,30,3.68,9.7,35.7,FAST,Z3
1496,145,2212,253,88,11.83,9.55,112.98,FAST,Z5
1497,16,4464,936,38,7.95,7.51,59.7,FAST,Z8
1498,172,1796,30,120,13.26,8.94,118.54,NORMAL,Z12
1499,90,2577,945,33,5.15,7.32,37.7,NORMAL,Z13
1500,162,3564,155,33,3.92,7.22,28.3,NORMAL,Z16
1501,35,4653,1411,146,23.73,8.52,202.18,NORMAL,Z12
1502,136,347,682,126,22.85,8.62,196.97,FAST,Z12
1503,89,3869,1215,95,18.14,9.1,165.07,NORMAL,Z20
1504,112,877,911,37,4.41,6.64,29.28,FAST,Z11
1505,174,1236,1032,132,13.66,11.99,163.78,FAST,Z10
1506,5,2071,980,38,7.46,6.99,52.15,FAST,Z7
1507,158,3069,949,114,16.94,8.15,138.06,NORMAL,Z9
1508,135,31,560,65,9.58,10.49,100.49,NORMAL,Z10
1509,5,459,1403,118,12.45,9.25,115.16,FAST,Z5
1510,52,3715,707,178,18.73,6.02,112.75,NORMAL,Z13
1511,74,79,653,157,38.1,6.65,253.37,FAST,Z2
1512,92,3839,969,25,4.67,7.21,33.67,FAST,Z20
1513,155,219,1251,108,14.06,7.56,106.29,NORMAL,Z2
1514,105,3770,544,101,15.76,10.34,162.96,NORMAL,Z4
1515,72,3624,1371,71,15.55,6.84,106.36,FAST,Z8
1516,160,4733,1133,157,16.41,11.31,185.6,FAST,Z6
1517,138,747,1423,62,7.65,8.69,66.48,FAST,Z2
1518,163,507,1226,126,22.08,8.1,178.85,FAST,Z19
1519,132,892,852,33,5.31,7.34,38.98,NORMAL,Z2
1520,174,1458,500,103,16.63,10.99,182.76,FAST,Z18
1521,142,278,653,19,2.45,7.48,18.33,NORMAL,Z2
1522,130,2432,1149,133,22.76,9.36,213.03,FAST,Z5
1523,69,2709,649,156,22.9,7.48,171.29,NORMAL,Z16
1524,55,222,550,150,27.38,13.77,377.02,NORMAL,Z6
1525,63,1635,616,154,19.21,8.48,162.9,NORMAL,Z4
1526,150,2102,1124,45,7.77,12.3,95.57,NORMAL,Z15
1527,36,4899,343,43,5.91,9.7,57.33,FAST,Z5
1528,159,29,257,55,11.06,8.94,98.88,FAST,Z7
1529,168,10,340,109,16.59,8.41,139.52,FAST,Z4
1530,198,11,167,21,2.66,7.77,20.67,FAST,Z20
1531,99,1033,1189,178,23.08,12.59,290.58,FAST,Z2
1532,101,2406,326,167,17.4,7.44,129.46,FAST,Z5
1533,121,818,549,167,19.4,9.9,192.06,NORMAL,Z20
1534,153,1546,594,70,14.23,12.0,170.76,FAST,Z11
1535,45,3618,1395,115,14.61,6.18,90.29,FAST,Z15
1536,31,2740,1371,127,14.5,9.52,138.04,NORMAL,Z3
1537,31,2707,803,93,11.6,8.83,102.43,FAST,Z16
1538,67,1348,170,28,3.13,7.82,24.48,NORMAL,Z6
1539,153,3112,767,20,2.42,6.02,14.57,NORMAL,Z1
1540,87,3606,638,67,8.5,6.87,58.4,NORMAL,Z8
1541,33,4762,690,58,7.59,6.76,51.31,FAST,Z10
1542,83,1978,309,38,3.93,6.8,26.72,NORMAL,Z2
1543,113,3813,539,112,24.14,10.4,251.06,NORMAL,Z12
1544,152,4185,956,54,12.12,9.98,120.96,NORMAL,Z15
1545,127,4392,1282,161,38.67,7.86,303.95,FAST,Z16
1546,180,88,1102,24,2.57,10.25,26.34,FAST,Z10
1547,173,3361,394,70,7.39,8.21,60.67,FAST,Z10
1548,102,1226,642,21,2.3,8.23,18.93,FAST,Z6
1549,22,920,666,180,31.49,6.34,199.65,NORMAL,Z13
1550,131,621,745,18,2.88,7.58,21.83,FAST,Z8
1551,140,507,1318,70,9.77,6.61,64.58,FAST,Z15
1552,88,4721,1336,178,22.39,9.14,204.64,FAST,Z16
1553,123,3840,393,62,7.24,6.58,47.64,FAST,Z5
1554,138,3291,57,180,37.1,7.41,274.91,NORMAL,Z5
1555,132,2288,1225,107,23.1,7.23,167.01,NORMAL,Z7
1556,113,1640,1099,90,11.12,11.84,131.66,FAST,Z15
1557,61,670,71,145,18.66,6.85,127.82,FAST,Z12
1558,29,544,256,110,18.8,6.33,119.0,FAST,Z9
1559,126,3264,661,153,21.22,9.59,203.5,NORMAL,Z8
1560,197,2576,572,111,11.22,12.22,137.11,NORMAL,Z8
1561,83,4034,487,53,5.68,13.87,78.78,NORMAL,Z18
1562,137,4280,574,42,7.27,13.18,95.82,NORMAL,Z15
1563,185,3733,1270,112,17.59,9.13,160.6,NORMAL,Z10
1564,196,3535,937,100,12.85,9.48,121.82,FAST,Z13
1565,145,4905,486,151,16.39,10.0,163.9,NORMAL,Z11
1566,124,3444,1395,163,16.49,6.48,106.86,FAST,Z5
1567,25,2330,329,88,10.58,8.56,90.56,FAST,Z3
1568,172,1073,325,18,3.04,8.1,24.62,FAST,Z17
1569,118,329,662,66,14.74,7.85,115.71,FAST,Z8
1570,183,204,97,48,5.38,7.64,41.1,FAST,Z20
1571,139,4448,996,141,26.54,8.55,226.92,FAST,Z15
1572,178,4436,351,29,3.71,6.34,23.52,FAST,Z15
1573,175,4169,1309,152,30.22,8.19,247.5,NORMAL,Z19
1574,67,4126,1340,111,11.38,6.72,76.47,NORMAL,Z2
1575,71,2564,776,129,15.98,9.67,154.53,NORMAL,Z20
1576,88,3390,204,174,32.89,6.53,214.77,FAST,Z19
1577,178,4106,1046,70,7.51,9.26,69.54,NORMAL,Z12
1578,30,1909,674,16,3.49,7.71,26.91,FAST,Z3
1579,124,1475,409,109,16.36,6.26,102.41,NORMAL,Z1
1580,34,2329,1366,79,11.18,8.4,93.91,FAST,Z8
1581,71,3814,890,149,16.31,6.75,110.09,NORMAL,Z16
1582,22,571,1136,57,6.07,13.6,82.55,FAST,Z15
1583,107,2543,79,102,22.63,8.4,190.09,NORMAL,Z4
1584,65,2606,989,66,14.42,8.37,120.7,NORMAL,Z6
1585,6,3366,1095,120,15.79,13.27,209.53,NORMAL,Z2
1586,143,503,27,161,16.73,7.15,119.62,NORMAL,Z12
1587,125,1847,23,34,5.5,6.22,34.21,NORMAL,Z1
1588,47,1553,271,89,12.28,6.12,75.15,FAST,Z3
1589,61,1947,1003,28,4.75,8.33,39.57,NORMAL,Z2
1590,191,1334,704,95,10.01,7.54,75.48,FAST,Z16
1591,89,2607,1089,161,22.88,9.57,218.96,NORMAL,Z16
1592,47,147,1028,171,19.29,12.02,231.87,FAST,Z6
1593,29,1718,868,85,14.64,7.1,103.94,NORMAL,Z11
1594,52,2936,371,170,24.07,9.01,216.87,NORMAL,Z15
1595,88,4274,1252,65,7.4,7.36,54.46,FAST,Z17
1596,130,172,525,93,9.49,11.71,111.13,FAST,Z19
1597,84,2610,97,84,12.37,6.59,81.52,FAST,Z8
1598,70,4517,174,77,8.91,6.35,56.58,FAST,Z1
1599,110,1942,507,19,1.99,12.05,23.98,FAST,Z15
1600,171,2867,963,67,7.52,6.55,49.26,NORMAL,Z20
1601,49,3351,582,89,12.1,11.38,137.7,FAST,Z18
1602,97,4588,75,97,17.22,6.43,110.72,FAST,Z15
1603,77,313,285,74,14.85,6.83,101.43,NORMAL,Z2
1604,7,1115,658,28,3.13,6.15,19.25,FAST,Z5
1605,31,3529,303,48,4.8,10.0,48.0,FAST,Z18
1606,39,3221,853,164,31.22,8.3,259.13,FAST,Z12
1607,123,2410,638,104,24.08,8.78,211.42,NORMAL,Z17
1608,96,2399,274,92,11.68,9.34,109.09,FAST,Z17
1609,52,2657,432,160,29.97,9.55,286.21,NORMAL,Z11
1610,32,2189,653,38,6.78,8.1,54.92,NORMAL,Z10
1611,19,417,1276,168,27.93,8.42,235.17,FAST,Z15
1612,130,1964,1111,180,23.96,9.92,237.68,FAST,Z9
1613,116,2085,978,144,29.06,6.02,174.94,NORMAL,Z12
1614,3,1952,238,48,5.31,6.08,32.28,NORMAL,Z20
1615,133,4642,564,83,20.36,12.04,245.13,FAST,Z18
1616,74,2553,555,111,20.35,9.27,188.64,NORMAL,Z5
1617,193,4127,87,77,7.73,9.6,74.21,NORMAL,Z5
1618,117,1367,1282,165,19.58,6.94,135.89,NORMAL,Z6
1619,137,1330,949,103,10.58,6.59,69.72,FAST,Z14
1620,174,141,106,177,36.77,9.68,355.93,NORMAL,Z16
1621,164,3841,599,177,25.02,9.17,229.43,FAST,Z2
1622,38,3804,259,96,22.79,8.34,190.07,NORMAL,Z6
1623,101,1244,1000,18,2.38,8.95,21.3,FAST,Z1
1624,138,3786,67,61,6.9,9.08,62.65,FAST,Z7
1625,143,2898,162,178,21.32,9.98,212.77,NORMAL,Z4
1626,198,3839,907,144,16.31,7.76,126.57,NORMAL,Z13
1627,198,1395,969,107,14.65,7.78,113.98,FAST,Z14
1628,150,1264,1420,48,11.99,8.59,102.99,NORMAL,Z11
1629,74,1622,550,133,21.85,12.45,272.03,FAST,Z4
1630,49,571,551,15,2.65,11.94,31.64,FAST,Z16
1631,62,1965,1416,115,19.13,6.13,117.27,NORMAL,Z11
1632,151,4744,1039,148,20.77,12.2,253.39,NORMAL,Z3
1633,6,1766,309,179,36.87,8.01,295.33,FAST,Z12
1634,192,2134,55,99,16.26,8.75,142.28,FAST,Z17
1635,88,3409,1385,30,5.95,9.22,54.86,FAST,Z7
1636,197,3197,93,171,28.0,7.68,215.04,NORMAL,Z17
1637,86,3091,855,22,4.68,9.58,44.83,NORMAL,Z20
1638,6,2993,1247,113,14.43,6.89,99.42,NORMAL,Z3
1639,42,2107,1206,87,9.92,8.15,80.85,NORMAL,Z19
1640,147,4269,805,46,6.19,6.43,39.8,FAST,Z6
1641,116,4709,815,104,17.78,8.8,156.46,FAST,Z12
1642,177,546,719,122,13.7,8.54,117.0,NORMAL,Z16
1643,117,459,688,36,6.91,7.08,48.92,FAST,Z5
1644,82,3842,549,127,19.61,9.12,178.84,FAST,Z2
1645,95,1943,1237,45,7.71,7.47,57.59,NORMAL,Z3
1646,33,180,1062,150,36.29,9.77,354.55,NORMAL,Z13
1647,118,4060,1079,49,9.34,13.24,123.66,NORMAL,Z5
1648,20,1753,1131,140,23.06,12.24,282.25,NORMAL,Z2
1649,147,3372,1002,15,3.15,9.29,29.26,FAST,Z2
1650,91,638,1279,165,31.51,7.91,249.24,NORMAL,Z18
1651,163,4402,840,63,6.76,6.96,47.05,FAST,Z13
1652,173,3185,1313,129,14.4,6.22,89.57,FAST,Z8
1653,125,2574,820,158,18.93,9.06,171.51,NORMAL,Z13
1654,32,680,1207,58,9.15,9.12,83.45,NORMAL,Z6
1655,104,638,68,28,4.73,8.54,40.39,NORMAL,Z17
1656,176,3483,1069,38,5.03,12.49,62.82,NORMAL,Z14
1657,105,2938,381,173,18.68,6.77,126.46,FAST,Z7
1658,175,1482,1197,83,12.61,11.54,145.52,NORMAL,Z13
1659,148,2901,615,96,10.55,9.28,97.9,FAST,Z11
1660,80,587,215,43,9.67,8.42,81.42,FAST,Z12
1661,27,861,469,20,2.4,13.01,31.22,NORMAL,Z15
1662,31,1680,150,98,15.73,6.5,102.25,FAST,Z19
1663,8,459,531,79,10.92,12.94,141.3,NORMAL,Z3
1664,21,3746,346,18,4.34,7.26,31.51,FAST,Z3
1665,10,739,670,137,16.03,9.17,147.0,FAST,Z9
1666,77,2337,1089,167,19.36,9.64,186.63,NORMAL,Z15
1667,68,4285,192,121,14.36,8.33,119.62,FAST,Z16
1668,25,3131,483,37,8.24,9.83,81.0,FAST,Z2
1669,63,1460,1019,164,19.91,9.26,184.37,FAST,Z16
1670,199,2921,1316,177,21.77,7.85,170.89,FAST,Z8
1671,31,52,1185,66,9.93,13.41,133.16,FAST,Z20
1672,129,3961,873,68,8.38,8.75,73.33,NORMAL,Z1
1673,11,4816,1210,56,5.79,6.38,36.94,FAST,Z10
1674,194,2501,1044,68,8.3,12.02,99.77,FAST,Z8
1675,108,828,861,81,8.62,6.46,55.69,FAST,Z7
1676,200,2486,749,28,4.27,8.17,34.89,NORMAL,Z12
1677,19,4021,1372,87,11.63,7.01,81.53,FAST,Z13
1678,122,2139,1238,50,6.62,6.12,40.51,NORMAL,Z5
1679,148,1161,1219,36,6.63,9.46,62.72,NORMAL,Z16
1680,14,4606,1307,137,29.24,9.5,277.78,FAST,Z13
1681,145,1383,1047,35,4.59,11.49,52.74,NORMAL,Z10
1682,114,3982,1317,44,8.4,8.7,73.08,NORMAL,Z19
1683,140,4772,375,63,7.79,6.67,51.96,FAST,Z3
1684,154,2295,606,51,9.28,6.78,62.92,FAST,Z15
1685,28,2583,656,74,7.63,9.19,70.12,NORMAL,Z5
1686,11,213,887,92,20.04,9.37,187.77,NORMAL,Z19
1687,178,608,520,18,3.95,9.46,37.37,FAST,Z4
1688,152,2126,1277,154,33.52,8.85,296.65,NORMAL,Z2
1689,15,947,693,40,6.8,9.21,62.63,FAST,Z14
1690,7,4332,244,62,11.03,6.01,66.29,FAST,Z8
1691,75,3127,1018,17,2.58,6.34,16.36,FAST,Z8
1692,100,406,21,33,5.96,7.29,43.45,FAST,Z3
1693,30,379,889,172,26.6,9.04,240.46,FAST,Z4
1694,170,2894,681,21,2.83,6.56,18.56,FAST,Z14
1695,84,880,92,97,14.12,9.46,133.58,FAST,Z4
1696,9,439,699,33,7.51,7.42,55.72,FAST,Z11
1697,128,742,239,74,8.06,8.61,69.4,NORMAL,Z5
1698,110,3104,1054,131,26.27,10.78,283.19,NORMAL,Z11
1699,47,3635,217,158,15.83,6.49,102.74,FAST,Z5
1700,111,1098,558,33,3.48,12.11,42.14,NORMAL,Z11
1701,67,2892,212,155,16.12,7.7,124.12,FAST,Z11
1702,65,3969,54,21,4.3,6.51,27.99,NORMAL,Z3
1703,5,4005,121,142,21.44,8.61,184.6,NORMAL,Z6
1704,52,2355,254,116,27.23,9.23,251.33,FAST,Z19
1705,147,3747,997,116,22.15,7.44,164.8,NORMAL,Z11
1706,82,874,1418,82,12.07,7.78,93.9,FAST,Z12
1707,50,3890,530,126,28.94,9.2,266.25,FAST,Z5
1708,171,4323,1186,150,16.78,13.56,227.54,FAST,Z17
1709,161,3167,312,132,14.51,7.45,108.1,FAST,Z18
1710,78,573,71,133,23.42,7.6,177.99,FAST,Z6
1711,178,1511,839,98,10.97,9.36,102.68,NORMAL,Z5
1712,73,372,384,71,16.13,8.22,132.59,FAST,Z5
1713,140,2195,692,45,7.18,9.19,65.98,NORMAL,Z1
1714,75,1212,426,98,10.02,11.76,117.84,NORMAL,Z2
1715,162,4929,1008,124,16.19,8.85,143.28,FAST,Z8
1716,90,409,677,56,6.94,8.05,55.87,NORMAL,Z5
1717,193,2038,837,49,5.96,8.72,51.97,FAST,Z6
1718,23,3315,326,109,17.77,6.66,118.35,FAST,Z8
1719,114,4807,183,140,15.17,6.71,101.79,NORMAL,Z17
1720,16,1367,1057,131,29.37,9.46,277.84,NORMAL,Z16
1721,178,798,841,156,38.39,9.8,376.22,FAST,Z5
1722,33,908,649,176,23.05,7.81,180.02,FAST,Z6
1723,118,1472,979,85,8.74,9.22,80.58,FAST,Z20
1724,141,770,550,39,5.76,13.29,76.55,FAST,Z16
1725,72,4556,661,45,7.12,7.58,53.97,FAST,Z5
1726,80,3848,34,129,18.31,7.46,136.59,FAST,Z4
1727,38,4900,72,170,28.41,9.43,267.91,FAST,Z1
1728,27,711,941,55,5.52,8.22,45.37,NORMAL,Z2
1729,27,3892,1306,43,5.01,9.37,46.94,FAST,Z13
1730,15,712,1240,108,17.41,6.12,106.55,NORMAL,Z13
1731,116,3400,1422,122,19.91,8.15,162.27,FAST,Z5
1732,193,4858,76,46,5.67,9.39,53.24,NORMAL,Z10
1733,22,4177,1341,103,23.39,7.36,172.15,FAST,Z18
1734,23,2436,1257,93,9.42,6.1,57.46,NORMAL,Z9
1735,142,3990,11,164,25.83,6.3,162.73,FAST,Z17
1736,142,2527,855,88,15.46,8.47,130.95,FAST,Z17
1737,148,92,121,176,39.72,7.35,291.94,FAST,Z14
1738,187,1705,615,86,16.54,9.45,156.3,FAST,Z9
1739,23,3953,308,62,9.12,9.34,85.18,NORMAL,Z4
1740,152,4597,132,36,8.33,9.4,78.3,NORMAL,Z11
1741,134,2894,853,17,1.87,6.57,12.29,NORMAL,Z18
1742,30,3237,762,158,22.31,9.04,201.68,FAST,Z3
1743,175,649,957,46,6.74,7.29,49.13,NORMAL,Z19
1744,74,3805,1057,50,5.24,10.91,57.17,FAST,Z2
1745,54,3253,208,180,28.51,6.61,188.45,FAST,Z16
1746,121,1603,109,139,26.54,9.3,246.82,FAST,Z13
1747,140,2142,230,156,29.62,7.14,211.49,FAST,Z7
1748,161,3926,1149,75,13.37,9.2,123.0,FAST,Z19
1749,60,748,314,123,15.86,7.27,115.3,NORMAL,Z8
1750,9,2095,51,16,1.86,7.58,14.1,NORMAL,Z2
1751,199,3559,832,111,12.18,8.34,101.58,NORMAL,Z2
1752,66,1066,311,17,3.15,6.44,20.29,NORMAL,Z11
1753,105,4671,765,83,11.34,9.05,102.63,FAST,Z6
1754,151,811,10,27,3.25,6.04,19.63,NORMAL,Z18
1755,64,304,712,163,33.83,9.4,318.0,FAST,Z14
1756,28,883,158,24,5.04,9.18,46.27,NORMAL,Z15
1757,80,4553,184,25,3.33,7.72,25.71,NORMAL,Z15
1758,111,954,1091,53,11.18,10.07,112.58,NORMAL,Z9
1759,161,1229,299,111,20.46,7.34,150.18,FAST,Z5
1760,196,1576,1342,72,12.28,9.55,117.27,NORMAL,Z5
1761,20,3444,1244,128,20.16,9.48,191.12,NORMAL,Z3
1762,62,1764,1205,28,3.07,9.95,30.55,FAST,Z3
1763,197,4969,825,133,19.93,9.56,190.53,FAST,Z9
1764,142,900,328,30,7.23,6.38,46.13,NORMAL,Z9
1765,179,4827,1029,51,5.72,9.36,53.54,NORMAL,Z15
1766,158,1117,740,45,8.53,8.62,73.53,NORMAL,Z1
1767,80,653,196,156,16.43,6.0,98.58,NORMAL,Z14
1768,111,3985,1357,148,15.31,7.33,112.22,NORMAL,Z19
1769,82,2724,140,87,15.43,7.7,118.81,FAST,Z17
1770,182,2126,426,26,4.44,9.13,40.54,FAST,Z10
1771,73,4226,995,45,8.59,8.36,71.81,NORMAL,Z17
1772,2,2312,1424,139,21.33,9.52,203.06,NORMAL,Z7
1773,156,4682,1150,35,5.89,12.03,70.86,NORMAL,Z1
1774,88,243,704,100,19.21,9.05,173.85,FAST,Z4
1775,87,4270,1427,90,13.47,7.61,102.51,FAST,Z12
1776,48,4426,1150,179,20.7,9.69,200.58,NORMAL,Z14
1777,162,4385,520,41,4.27,12.75,54.44,FAST,Z9
1778,105,3463,198,40,4.76,8.68,41.32,FAST,Z17
1779,184,1695,476,69,17.07,9.46,161.48,FAST,Z8
1780,78,253,1333,45,5.18,8.52,44.13,FAST,Z19
1781,19,4363,1136,127,22.46,9.51,213.59,NORMAL,Z14
1782,11,3054,105,153,25.91,9.33,241.74,FAST,Z19
1783,25,4688,545,42,5.09,12.91,65.71,FAST,Z7
1784,128,2182,1029,47,4.86,12.13,58.95,NORMAL,Z20
1785,15,3597,286,147,29.32,7.72,226.35,FAST,Z13
1786,108,3206,1052,22,5.23,10.99,57.48,FAST,Z10
1787,1,3977,210,34,3.62,7.67,27.77,FAST,Z9
1788,59,1792,945,21,4.77,8.01,38.21,NORMAL,Z8
1789,136,1136,329,50,7.5,9.66,72.45,FAST,Z2
1790,152,2070,1046,51,12.45,13.91,173.18,NORMAL,Z6
1791,169,4427,1427,20,4.81,9.66,46.46,FAST,Z7
1792,53,2621,1331,161,22.85,6.66,152.18,FAST,Z11
1793,147,2564,90,105,17.44,7.84,136.73,NORMAL,Z11
1794,110,428,995,62,7.14,6.16,43.98,NORMAL,Z9
1795,20,838,801,88,18.36,6.59,120.99,NORMAL,Z2
1796,130,2157,714,137,14.8,9.53,141.04,FAST,Z6
1797,108,2422,775,175,19.61,6.08,119.23,FAST,Z17
1798,74,3229,1097,177,34.77,10.29,357.78,FAST,Z2
1799,196,497,66,122,18.27,7.38,134.83,FAST,Z2
1800,163,2423,1164,61,14.94,9.4,140.44,NORMAL,Z4
1801,78,710,1221,69,8.85,7.51,66.46,NORMAL,Z14
1802,37,121,26,80,10.77,6.28,67.64,FAST,Z4
1803,189,2043,686,49,7.78,8.28,64.42,FAST,Z3
1804,144,2294,1315,172,19.62,7.86,154.21,FAST,Z17
1805,168,3840,1375,72,9.46,7.83,74.07,FAST,Z13
1806,168,1785,665,30,3.46,9.72,33.63,NORMAL,Z12
1807,21,2203,593,56,13.19,12.51,165.01,FAST,Z5
1808,88,950,1318,125,30.04,7.86,236.11,FAST,Z7
1809,159,418,1147,67,6.83,10.88,74.31,FAST,Z11
1810,26,1623,66,171,23.8,6.38,151.84,FAST,Z12
1811,25,3052,923,55,10.4,9.6,99.84,FAST,Z13
1812,69,4241,389,106,19.08,6.45,123.07,NORMAL,Z18
1813,155,3228,1399,160,20.14,9.21,185.49,NORMAL,Z19
1814,46,2876,757,133,28.91,9.64,278.69,FAST,Z13
1815,85,2750,418,103,18.87,8.19,154.55,FAST,Z15
