request_id,household_id,waste_type,zone,requested_time_min,assigned_truck_id,estimated_pickup_time_min,load_kg
2744,5238,EWASTE,Z23,1422,153,1442,34.4
2745,469,WET,Z14,323,16,462,13.1
2746,1444,PLASTIC,Z12,310,199,408,39.9
2747,1815,PLASTIC,Z25,1038,106,1133,36.9
2748,6000,PLASTIC,Z16,123,198,143,32.4
2749,2028,EWASTE,Z18,1082,130,1183,13.6
2750,545,EWASTE,Z1,948,20,1106,24.5
2751,5435,EWASTE,Z13,989,5,1051,6.4
2752,7073,PLASTIC,Z10,383,195,508,32.6
2753,1076,DRY,Z1,1,37,125,59.7
2754,41,DRY,Z21,157,132,206,28.5
2755,6865,DRY,Z21,889,123,1058,18.7
2756,1084,PLASTIC,Z22,1231,90,1290,46.9
2757,4976,EWASTE,Z14,39,9,100,32.8
2758,5503,DRY,Z20,1226,87,1362,42.6
2759,2064,PLASTIC,Z20,1258,26,1275,12.5
2760,1927,WET,Z1,492,176,558,20.2
2761,7389,WET,Z9,452,136,470,44.1
2762,4755,EWASTE,Z15,167,46,192,42.0
2763,1620,EWASTE,Z11,270,64,406,11.0
2764,2915,PLASTIC,Z11,909,65,962,42.8
2765,2079,EWASTE,Z22,1363,23,1448,4.3
2766,6012,PLASTIC,Z9,433,80,526,17.0
2767,1981,EWASTE,Z6,685,67,696,59.1
2768,5098,PLASTIC,Z15,37,54,74,8.3
2769,6758,DRY,Z14,1043,54,1159,22.1
2770,5510,WET,Z25,1058,39,1092,6.0
2771,7982,WET,Z12,149,45,299,20.2
2772,824,WET,Z15,1250,91,1351,48.7
2773,5927,WET,Z18,93,93,234,41.9
2774,2658,DRY,Z20,749,26,804,7.6
2775,5326,DRY,Z21,23,117,133,7.9
2776,2108,EWASTE,Z12,111,76,221,27.7
2777,7223,EWASTE,Z11,1146,191,1178,3.2
2778,5791,PLASTIC,Z3,1105,61,1249,23.2
2779,3361,PLASTIC,Z3,538,18,628,48.5
2780,2526,DRY,Z13,52,77,122,13.4
2781,7461,EWASTE,Z4,32,28,170,52.9
2782,450,DRY,Z25,81,65,168,27.8
2783,63,PLASTIC,Z19,397,82,435,38.5
2784,6524,PLASTIC,Z21,576,136,699,54.6
2785,999,WET,Z8,1429,43,1439,54.5
2786,4053,DRY,Z4,389,109,526,49.5
2787,2340,EWASTE,Z2,145,92,248,42.9
2788,1406,EWASTE,Z21,134,83,277,2.1
2789,3387,WET,Z7,905,183,999,19.8
2790,6399,DRY,Z13,1053,120,1178,7.3
2791,6268,PLASTIC,Z5,86,20,169,25.7
2792,3301,PLASTIC,Z10,1427,53,1440,16.7
2793,888,PLASTIC,Z16,544,135,678,54.8
2794,7627,DRY,Z2,1103,20,1121,8.9
2795,5924,EWASTE,Z23,261,57,416,9.5
2796,7686,PLASTIC,Z10,1023,155,1135,48.1
2797,4614,WET,Z1,458,3,476,14.4
2798,727,DRY,Z2,1386,95,1440,8.9
2799,3283,WET,Z1,960,130,1034,45.3
2800,7918,WET,Z22,337,71,460,37.2
2801,4431,DRY,Z19,1230,117,1336,5.9
2802,6869,DRY,Z13,472,89,578,20.9
2803,6789,EWASTE,Z24,131,79,278,59.0
2804,4890,PLASTIC,Z1,1118,32,1131,37.7
2805,6329,DRY,Z2,240,80,268,23.4
2806,734,EWASTE,Z25,1083,104,1098,23.1
2807,2023,PLASTIC,Z10,238,75,386,47.5
2808,2687,DRY,Z18,253,131,413,12.1
2809,3508,PLASTIC,Z24,280,174,320,25.2
2810,2891,EWASTE,Z10,127,9,157,14.4
2811,7682,PLASTIC,Z13,1256,108,1331,58.7
2812,7549,WET,Z22,439,138,536,31.1
2813,4486,DRY,Z1,729,109,754,26.1
2814,1664,WET,Z13,225,134,350,8.0
2815,31,EWASTE,Z15,678,111,833,56.5
2816,3653,WET,Z18,90,29,163,33.3
2817,1166,EWASTE,Z22,583,73,682,12.2
2818,7758,DRY,Z16,1236,25,1254,37.6
2819,3933,EWASTE,Z17,916,62,996,4.3
2820,5756,PLASTIC,Z2,4,137,112,43.4
2821,7308,EWASTE,Z25,298,53,352,23.3
2822,5971,EWASTE,Z25,391,168,534,47.6
2823,337,WET,Z23,1371,2,1497,50.5
2824,6342,PLASTIC,Z7,388,95,537,29.9
2825,4089,DRY,Z25,680,62,845,24.3
2826,6557,EWASTE,Z5,164,88,184,8.5
2827,2760,DRY,Z7,283,128,416,14.4
2828,5859,PLASTIC,Z22,1232,111,1243,13.1
2829,719,WET,Z16,1094,31,1158,38.9
2830,6383,PLASTIC,Z22,374,2,410,11.9
2831,4755,DRY,Z9,100,74,206,25.6
2832,2725,DRY,Z6,43,115,61,59.2
2833,2900,WET,Z18,132,162,182,57.0
2834,4017,WET,Z2,623,192,769,10.3
2835,4305,DRY,Z19,1182,63,1347,34.6
2836,474,DRY,Z20,248,112,385,9.6
2837,3085,PLASTIC,Z19,1406,43,1551,31.9
2838,88,EWASTE,Z2,19,112,187,32.3
2839,5322,EWASTE,Z8,193,174,262,57.1
2840,4008,DRY,Z6,928,16,1051,26.3
2841,6411,DRY,Z14,874,29,940,44.7
2842,3250,EWASTE,Z24,906,57,1026,33.7
2843,1975,PLASTIC,Z18,230,76,274,41.8
2844,6892,PLASTIC,Z25,1098,151,1276,14.2
2845,3801,EWASTE,Z19,811,131,910,15.7
2846,3166,EWASTE,Z19,877,114,1000,44.7
2847,4209,WET,Z8,808,13,886,35.8
2848,2602,DRY,Z1,1275,138,1345,41.4
2849,4157,DRY,Z5,73,11,161,34.0
2850,2480,EWASTE,Z23,319,124,414,21.8
2851,6404,DRY,Z23,1187,184,1335,9.1
2852,2441,WET,Z11,700,22,837,5.6
2853,6460,DRY,Z22,332,27,367,21.2
2854,3271,WET,Z4,875,197,931,11.4
2855,1833,PLASTIC,Z10,728,80,795,32.0
2856,4332,PLASTIC,Z21,431,175,564,43.4
2857,7162,EWASTE,Z9,1166,4,1227,36.2
2858,5784,EWASTE,Z13,48,155,215,15.0
2859,1436,DRY,Z23,7,106,163,5.1
2860,370,PLASTIC,Z9,1038,35,1173,3.0
2861,6268,DRY,Z10,1213,188,1362,4.9
2862,1670,DRY,Z11,724,16,897,59.8
2863,5001,PLASTIC,Z2,356,109,374,53.6
2864,5578,EWASTE,Z21,454,74,469,31.3
2865,3335,DRY,Z4,352,103,478,37.3
2866,528,EWASTE,Z6,1313,130,1396,29.5
2867,5811,WET,Z17,565,57,694,29.7
2868,2646,WET,Z14,385,95,430,55.4
2869,4315,DRY,Z20,1143,151,1231,41.7
2870,7732,PLASTIC,Z21,114,178,140,38.4
2871,4254,DRY,Z20,1057,2,1160,59.5
2872,2154,DRY,Z15,846,144,937,22.3
2873,3835,DRY,Z3,622,123,785,3.9
2874,3616,EWASTE,Z2,603,79,772,2.4
2875,4393,EWASTE,Z5,1250,121,1281,23.3
2876,7011,PLASTIC,Z17,1367,38,1456,42.8
2877,4864,WET,Z22,481,68,661,11.6
2878,3836,PLASTIC,Z19,608,124,706,14.1
2879,5004,DRY,Z14,1178,19,1213,6.0
2880,1871,PLASTIC,Z3,1181,59,1227,45.3
2881,2911,EWASTE,Z1,1107,72,1232,36.4
2882,7200,EWASTE,Z11,422,194,537,47.6
2883,7873,WET,Z8,838,141,860,13.3
2884,815,DRY,Z5,866,171,896,39.8
2885,7556,DRY,Z20,1109,60,1263,47.1
2886,2134,PLASTIC,Z5,712,51,750,22.1
2887,6746,DRY,Z17,1293,37,1449,17.0
2888,1461,PLASTIC,Z11,389,122,518,29.8
2889,6039,DRY,Z16,365,104,383,41.3
2890,3649,WET,Z10,879,144,1035,39.9
2891,5247,PLASTIC,Z4,1029,49,1057,19.5
2892,6099,DRY,Z10,815,106,967,5.5
2893,2130,EWASTE,Z23,51,154,132,20.0
2894,3679,PLASTIC,Z12,669,21,706,24.1
2895,7584,WET,Z15,711,150,839,47.1
2896,7942,PLASTIC,Z9,128,80,287,50.2
2897,4862,WET,Z19,1062,69,1141,15.9
2898,2091,PLASTIC,Z20,268,181,402,46.4
2899,7250,DRY,Z5,304,34,329,21.7
2900,937,PLASTIC,Z13,237,59,256,15.9
2901,1298,DRY,Z18,869,155,913,40.1
2902,279,DRY,Z1,898,57,1012,46.0
2903,5911,PLASTIC,Z4,597,120,650,29.7
2904,3621,PLASTIC,Z24,14,3,183,5.0
2905,6113,DRY,Z21,559,124,716,13.3
2906,7236,EWASTE,Z19,988,160,1162,49.4
2907,858,PLASTIC,Z17,840,48,994,10.2
2908,5380,WET,Z9,844,182,897,26.2
2909,6705,PLASTIC,Z10,1131,111,1218,25.9
2910,3344,WET,Z10,397,26,476,26.1
2911,7574,DRY,Z17,303,72,461,17.5
2912,7999,DRY,Z10,926,75,1036,33.3
2913,7895,PLASTIC,Z20,353,18,401,30.0
2914,5364,DRY,Z22,1229,65,1273,19.0
2915,60,EWASTE,Z8,602,105,769,12.3
2916,352,EWASTE,Z15,718,166,758,54.1
2917,4332,EWASTE,Z2,207,124,233,6.8
2918,4569,EWASTE,Z9,48,56,188,31.2
2919,7180,DRY,Z25,46,43,118,5.0
2920,1334,DRY,Z18,1210,172,1312,20.7
2921,8000,WET,Z15,458,61,530,47.0
2922,3237,PLASTIC,Z24,512,65,665,52.8
2923,4111,WET,Z20,1148,124,1196,27.4
2924,6350,PLASTIC,Z21,966,188,1112,4.4
2925,3495,PLASTIC,Z8,344,159,491,31.1
2926,7492,PLASTIC,Z20,229,19,261,41.9
2927,5819,WET,Z16,1102,145,1280,8.9
2928,3144,WET,Z2,665,15,814,6.8
2929,4160,DRY,Z7,799,36,820,29.1
2930,2652,DRY,Z21,463,91,509,12.5
2931,1032,DRY,Z18,792,24,835,13.2
2932,7850,PLASTIC,Z15,1207,111,1369,14.6
2933,3637,PLASTIC,Z15,1142,160,1219,31.4
2934,7859,DRY,Z16,1283,83,1410,54.5
2935,18,WET,Z8,1084,16,1225,10.4
2936,7246,WET,Z24,382,56,554,55.1
2937,3189,PLASTIC,Z20,277,150,420,36.6
2938,7126,EWASTE,Z9,158,177,338,33.5
2939,3214,WET,Z3,1287,186,1310,55.5
2940,5825,WET,Z25,1231,174,1409,5.2
2941,3199,PLASTIC,Z6,1181,199,1297,18.8
2942,5249,DRY,Z5,354,178,424,45.2
2943,7043,WET,Z18,553,175,608,20.2
2944,333,PLASTIC,Z20,793,72,945,15.7
2945,3126,EWASTE,Z25,355,82,500,27.0
2946,1559,EWASTE,Z7,767,164,855,8.2
2947,2180,WET,Z2,695,143,863,5.0
2948,5187,WET,Z3,1120,105,1209,53.5
2949,4528,WET,Z12,1399,80,1540,30.2
2950,5473,DRY,Z12,628,123,670,27.9
2951,7343,PLASTIC,Z23,406,135,438,14.6
2952,6435,PLASTIC,Z3,1140,4,1196,53.1
2953,657,PLASTIC,Z16,1194,150,1332,13.7
2954,3127,WET,Z19,169,59,182,13.3
2955,1641,PLASTIC,Z3,754,14,913,11.4
2956,6618,PLASTIC,Z22,800,47,937,32.9
2957,6709,PLASTIC,Z21,1400,100,1438,48.4
2958,7997,WET,Z4,1357,125,1386,15.4
2959,453,EWASTE,Z13,1397,150,1447,13.8
2960,5616,EWASTE,Z18,1,197,74,20.7
2961,1422,EWASTE,Z19,281,62,409,59.0
2962,2895,DRY,Z22,752,113,866,13.2
2963,3475,PLASTIC,Z7,902,168,992,24.7
2964,6850,WET,Z11,407,44,424,25.6
2965,7097,EWASTE,Z2,1429,195,1503,52.6
2966,3448,WET,Z14,367,73,513,41.0
2967,1003,WET,Z8,1396,155,1507,56.3
2968,212,WET,Z6,156,35,217,36.3
2969,6682,WET,Z21,947,23,1091,16.1
2970,6742,WET,Z14,824,199,844,54.1
2971,616,PLASTIC,Z2,1102,88,1176,47.0
2972,4752,EWASTE,Z2,1278,111,1371,57.6
2973,1635,PLASTIC,Z10,237,180,341,15.7
2974,6269,EWASTE,Z14,1220,184,1246,2.8
2975,150,WET,Z11,975,17,1059,38.0
2976,7874,PLASTIC,Z8,795,199,923,16.6
2977,6014,DRY,Z8,628,141,696,34.7
2978,3560,EWASTE,Z16,1421,145,1564,31.5
2979,915,DRY,Z25,47,176,211,10.8
2980,3610,DRY,Z10,1017,130,1040,30.9
2981,4890,EWASTE,Z24,869,116,1033,46.0
2982,3658,WET,Z25,263,108,315,35.0
2983,1534,WET,Z8,98,41,132,32.2
2984,2945,DRY,Z25,986,127,1007,6.3
2985,1083,PLASTIC,Z4,538,79,603,41.2
2986,3156,PLASTIC,Z6,1333,4,1376,39.0
2987,3947,WET,Z6,47,38,203,5.4
2988,560,PLASTIC,Z3,88,68,171,17.3
2989,5037,EWASTE,Z25,298,66,474,39.4
2990,262,WET,Z16,737,180,824,42.9
2991,6797,EWASTE,Z3,1260,64,1436,24.3
2992,7336,WET,Z12,569,62,593,7.3
2993,4886,PLASTIC,Z15,990,87,1144,6.3
2994,212,DRY,Z7,1122,198,1270,14.7
2995,7058,PLASTIC,Z4,1198,89,1234,36.4
2996,1936,WET,Z16,922,33,979,54.2
2997,486,EWASTE,Z13,512,195,644,52.1
2998,6624,PLASTIC,Z14,979,125,1124,19.8
2999,669,WET,Z11,351,13,396,59.4
3000,4180,PLASTIC,Z18,1336,194,1469,19.4
3001,7437,WET,Z3,360,7,464,50.6
3002,2900,PLASTIC,Z19,1060,56,1223,56.7
3003,3451,EWASTE,Z18,96,159,265,48.3
3004,7968,DRY,Z1,245,89,383,45.9
3005,1669,EWASTE,Z2,1236,162,1313,21.1
3006,3346,DRY,Z10,821,185,989,16.2
3007,7132,PLASTIC,Z20,639,40,784,47.0
3008,6882,EWASTE,Z23,132,56,172,10.8
3009,3281,PLASTIC,Z8,455,73,510,16.9
3010,6475,WET,Z21,3,160,60,34.2
3011,6168,DRY,Z23,1144,119,1319,55.8
3012,4352,EWASTE,Z10,1268,182,1393,39.6
3013,7424,DRY,Z18,990,161,1126,7.9
3014,6233,EWASTE,Z20,830,125,933,17.9
3015,3961,EWASTE,Z25,52,107,174,40.8
3016,1986,WET,Z2,15,122,135,29.0
3017,5321,PLASTIC,Z8,336,146,373,13.3
3018,7336,DRY,Z2,1350,7,1404,11.3
3019,4461,DRY,Z7,1122,183,1220,19.6
3020,4229,EWASTE,Z22,1102,54,1113,27.0
3021,89,WET,Z16,107,124,263,40.7
3022,7019,EWASTE,Z24,1092,113,1254,28.6
3023,4046,EWASTE,Z6,1199,129,1366,28.5
3024,6450,PLASTIC,Z1,963,52,1129,6.5
3025,4297,PLASTIC,Z12,1147,111,1304,35.6
3026,4438,DRY,Z7,709,160,882,7.7
3027,7089,PLASTIC,Z12,680,57,754,58.4
3028,662,WET,Z22,1105,131,1180,48.8
3029,1052,PLASTIC,Z18,1374,4,1398,38.0
3030,3663,WET,Z20,623,24,795,23.9
3031,5144,WET,Z4,689,136,799,7.9
3032,6940,DRY,Z22,62,131,149,11.0
3033,4920,PLASTIC,Z17,456,42,537,56.6
3034,4114,WET,Z2,426,18,569,33.3
3035,3834,EWASTE,Z6,684,40,843,22.8
3036,7528,PLASTIC,Z11,1326,88,1370,14.7
3037,2103,WET,Z15,266,8,339,58.1
3038,641,WET,Z5,675,96,696,28.1
3039,165,EWASTE,Z11,1180,108,1307,38.8
3040,1729,DRY,Z6,1310,191,1406,23.8
3041,2024,EWASTE,Z4,518,15,600,34.3
3042,5805,PLASTIC,Z12,771,38,886,33.6
3043,85,PLASTIC,Z5,820,41,966,15.3
3044,1236,DRY,Z13,97,21,263,43.0
3045,3783,DRY,Z19,590,175,765,27.8
3046,6459,WET,Z17,334,76,457,32.5
3047,3903,WET,Z21,968,181,1012,20.8
3048,4290,DRY,Z5,1238,174,1407,46.6
3049,4455,EWASTE,Z21,668,133,777,43.8
3050,6905,WET,Z4,760,180,934,37.5
3051,1685,EWASTE,Z7,957,123,1046,58.7
3052,6300,WET,Z9,389,7,545,4.8
3053,4726,DRY,Z1,1077,14,1100,24.3
3054,6007,PLASTIC,Z17,752,150,831,4.5
3055,1875,DRY,Z3,778,7,824,17.7
3056,1111,EWASTE,Z13,328,117,383,39.2
3057,2053,DRY,Z6,270,59,369,28.1
3058,603,DRY,Z12,521,31,627,53.0
3059,519,EWASTE,Z22,707,83,719,8.1
3060,2046,PLASTIC,Z18,917,50,960,50.0
3061,5160,PLASTIC,Z22,198,13,293,22.0
3062,5967,EWASTE,Z13,589,97,673,11.7
3063,4093,EWASTE,Z13,851,19,939,39.0
3064,133,EWASTE,Z16,521,122,653,15.1
3065,3059,WET,Z5,1168,131,1260,39.1
3066,7191,DRY,Z21,250,91,423,30.0
3067,4172,PLASTIC,Z17,430,145,461,21.7
3068,6890,PLASTIC,Z6,1149,103,1237,59.2
3069,664,EWASTE,Z7,993,54,1130,42.8
3070,2455,DRY,Z1,436,11,614,16.0
3071,3258,EWASTE,Z9,74,103,114,36.4
3072,2452,PLASTIC,Z1,465,43,547,24.2
3073,1567,WET,Z1,1000,138,1052,20.8
3074,1378,DRY,Z3,1233,69,1297,43.1
3075,5356,PLASTIC,Z7,916,144,984,22.7
3076,717,EWASTE,Z1,1017,23,1039,5.6
3077,7960,WET,Z21,192,122,211,40.4
3078,3738,EWASTE,Z24,897,9,1069,14.8
3079,7377,WET,Z22,637,200,787,29.9
3080,3891,EWASTE,Z4,556,198,611,11.3
3081,7176,DRY,Z2,457,1,605,56.3
3082,523,PLASTIC,Z3,786,16,950,45.6
3083,3216,PLASTIC,Z16,782,33,937,35.3
3084,4225,EWASTE,Z3,341,111,440,23.7
3085,1784,DRY,Z23,324,14,392,42.2
3086,1215,EWASTE,Z23,910,95,1071,43.8
3087,7495,DRY,Z18,590,194,626,4.4
3088,3206,DRY,Z21,1296,115,1355,4.7
3089,4697,PLASTIC,Z8,78,7,224,9.3
3090,4209,PLASTIC,Z13,1084,135,1236,23.3
3091,5138,DRY,Z6,874,110,939,42.6
3092,2146,PLASTIC,Z11,1287,6,1330,52.2
3093,1505,DRY,Z21,1274,159,1355,30.8
3094,3,EWASTE,Z4,1082,60,1103,14.6
3095,5288,DRY,Z24,267,122,436,22.6
3096,2103,PLASTIC,Z17,883,23,929,50.3
3097,2940,PLASTIC,Z19,911,182,1023,48.6
3098,1610,WET,Z24,1416,93,1579,23.3
3099,2593,EWASTE,Z22,315,159,381,45.4
3100,5367,PLASTIC,Z17,778,193,942,21.1
3101,448,WET,Z15,283,157,437,39.0
3102,4201,EWASTE,Z3,622,97,750,47.1
3103,2084,PLASTIC,Z12,19,182,137,39.1
3104,7213,WET,Z22,1270,112,1357,32.2
3105,7163,PLASTIC,Z11,379,102,494,37.5
3106,7455,PLASTIC,Z13,905,82,1068,26.3
3107,6097,EWASTE,Z7,664,174,815,30.6
3108,559,EWASTE,Z5,1172,38,1231,44.0
3109,5852,EWASTE,Z4,88,175,127,31.4
3110,1878,DRY,Z7,1200,28,1356,50.8
3111,7594,EWASTE,Z15,262,143,352,4.5
3112,50,EWASTE,Z8,230,19,384,33.3
3113,5407,DRY,Z21,794,116,880,32.4
3114,1601,DRY,Z24,379,92,449,44.4
3115,6623,PLASTIC,Z1,1185,148,1357,59.7
3116,7698,WET,Z17,997,114,1114,23.2
3117,4362,WET,Z4,380,182,484,59.7
3118,6723,PLASTIC,Z23,98,14,236,2.0
3119,3180,DRY,Z24,621,165,800,26.5
3120,5354,PLASTIC,Z8,454,160,547,38.3
3121,6152,WET,Z4,1005,160,1130,18.6
3122,2579,WET,Z4,867,155,952,15.7
3123,5479,PLASTIC,Z16,487,167,652,35.7
3124,4904,PLASTIC,Z3,397,135,528,18.2
3125,7077,PLASTIC,Z9,677,103,739,9.5
3126,6676,EWASTE,Z17,100,18,125,41.3
3127,6512,EWASTE,Z3,906,152,986,7.2
3128,3196,DRY,Z3,768,93,851,13.0
3129,5887,WET,Z3,628,169,765,42.2
3130,6007,EWASTE,Z19,663,44,725,32.3
3131,4290,WET,Z9,907,152,932,33.2
3132,1991,PLASTIC,Z1,807,61,823,20.7
3133,2261,EWASTE,Z6,524,199,576,37.7
3134,3037,EWASTE,Z25,509,185,534,51.2
3135,1048,DRY,Z16,577,79,727,45.6
3136,5043,EWASTE,Z18,909,145,1011,44.9
3137,2068,WET,Z11,675,96,745,23.5
3138,727,WET,Z2,1038,61,1137,37.3
3139,4766,PLASTIC,Z20,1004,9,1068,57.6
3140,7702,WET,Z12,1301,46,1395,3.9
3141,1419,PLASTIC,Z1,1211,68,1250,4.2
3142,7372,EWASTE,Z23,691,173,793,36.8
3143,5369,WET,Z24,1153,182,1271,39.2
3144,6054,DRY,Z24,1392,139,1492,48.2
3145,1402,PLASTIC,Z8,932,35,1090,40.5
3146,3591,EWASTE,Z6,504,135,596,59.1
3147,5003,DRY,Z6,520,105,532,47.1
3148,649,WET,Z21,256,76,389,57.2
3149,2052,EWASTE,Z9,364,73,525,53.4
3150,6598,PLASTIC,Z16,216,145,296,32.4
3151,5414,PLASTIC,Z21,955,8,980,5.5
3152,6057,PLASTIC,Z8,1117,17,1150,3.7
3153,3865,DRY,Z18,1276,108,1326,22.0
3154,3540,PLASTIC,Z13,978,108,1038,26.5
3155,4258,EWASTE,Z13,75,74,122,56.3
3156,2945,DRY,Z15,138,13,206,52.8
3157,1471,WET,Z8,1200,122,1269,37.6
3158,4305,EWASTE,Z1,1174,150,1306,33.2
3159,1351,EWASTE,Z20,1030,95,1170,3.1
3160,841,EWASTE,Z17,854,72,884,58.4
3161,93,PLASTIC,Z12,1342,54,1413,28.1
3162,352,WET,Z12,443,61,546,18.9
3163,2277,WET,Z10,636,22,723,41.5
3164,4565,EWASTE,Z8,269,129,314,25.5
3165,1442,PLASTIC,Z8,720,47,856,5.7
3166,2831,WET,Z8,1155,4,1224,43.4
3167,1142,DRY,Z1,804,18,870,3.0
3168,5585,PLASTIC,Z13,806,49,934,43.1
3169,5812,PLASTIC,Z25,1076,88,1244,4.3
3170,4157,DRY,Z20,596,142,666,12.1
3171,3799,WET,Z9,1360,132,1486,55.9
3172,4942,PLASTIC,Z23,1034,9,1144,41.1
3173,60,EWASTE,Z21,750,56,813,4.7
3174,4087,WET,Z8,664,137,747,49.3
3175,2596,DRY,Z15,934,89,989,21.4
3176,879,WET,Z2,1202,47,1347,22.8
3177,5182,PLASTIC,Z15,1399,99,1498,32.1
3178,1712,EWASTE,Z21,296,166,325,27.5
3179,1649,EWASTE,Z17,1228,104,1346,56.4
3180,4272,WET,Z24,783,31,952,48.9
3181,3151,PLASTIC,Z17,874,140,922,8.1
3182,1380,PLASTIC,Z2,540,92,712,43.9
3183,2765,WET,Z14,1124,105,1184,39.4
3184,7729,EWASTE,Z14,618,194,671,37.4
3185,4960,EWASTE,Z9,505,7,538,3.7
3186,1536,WET,Z23,407,52,575,56.5
3187,7212,DRY,Z15,28,4,40,46.3
3188,4369,PLASTIC,Z20,619,72,790,27.8
3189,1022,PLASTIC,Z11,274,30,356,32.6
3190,349,PLASTIC,Z14,408,69,562,47.8
3191,3142,PLASTIC,Z23,1324,84,1334,36.0
3192,6896,PLASTIC,Z20,1432,114,1461,22.6
3193,7161,WET,Z9,56,124,177,56.7
3194,1311,WET,Z5,1175,175,1342,38.4
3195,6039,WET,Z11,26,182,64,11.5
3196,6623,DRY,Z5,1049,113,1176,7.6
3197,6594,PLASTIC,Z21,828,81,841,6.6
3198,5794,DRY,Z9,458,102,539,47.4
3199,1607,WET,Z19,136,198,216,27.8
3200,5149,WET,Z23,729,194,867,59.2
3201,314,WET,Z7,1011,117,1171,36.6
3202,1850,WET,Z12,1344,199,1495,55.1
3203,528,PLASTIC,Z22,288,59,369,55.7
3204,6150,PLASTIC,Z5,1214,137,1386,44.5
3205,5084,PLASTIC,Z12,488,127,537,15.9
3206,1801,PLASTIC,Z9,1080,91,1161,57.7
3207,7333,WET,Z9,1170,153,1288,28.3
3208,7667,PLASTIC,Z19,308,181,443,9.9
3209,241,EWASTE,Z5,202,52,253,13.1
3210,2070,EWASTE,Z15,422,66,503,54.5
3211,5401,PLASTIC,Z11,666,26,747,20.1
3212,1271,EWASTE,Z24,1380,175,1557,35.8
3213,2065,EWASTE,Z17,1416,135,1557,25.4
3214,7341,DRY,Z20,622,127,752,2.7
3215,2378,EWASTE,Z10,1262,25,1338,19.6
3216,5143,WET,Z7,642,162,749,23.8
3217,4929,WET,Z19,80,66,164,24.3
3218,2653,WET,Z3,840,35,1015,11.1
3219,677,PLASTIC,Z3,1369,62,1390,48.2
3220,3647,PLASTIC,Z22,697,65,742,39.8
3221,2464,DRY,Z18,230,56,397,40.5
3222,7153,DRY,Z17,592,12,617,15.4
3223,6584,WET,Z6,1059,36,1183,34.1
3224,4232,PLASTIC,Z12,1160,1,1256,12.2
3225,916,EWASTE,Z21,100,56,139,43.5
3226,4801,EWASTE,Z14,1226,64,1318,15.2
3227,225,WET,Z25,1026,114,1203,33.1
3228,158,WET,Z3,1320,54,1339,47.3
3229,2610,WET,Z1,1122,183,1141,49.5
3230,4322,DRY,Z17,1080,1,1152,39.3
3231,2302,DRY,Z19,31,127,129,41.0
3232,1932,PLASTIC,Z20,955,95,1017,50.7
3233,6791,EWASTE,Z18,799,19,810,31.2
3234,2088,DRY,Z5,1167,34,1310,27.3
3235,2625,DRY,Z4,75,153,152,32.5
3236,3901,EWASTE,Z18,1196,162,1369,54.3
3237,1338,DRY,Z19,754,168,764,31.4
3238,6539,DRY,Z14,1156,196,1210,29.4
3239,836,PLASTIC,Z16,797,94,932,40.7
3240,6249,WET,Z5,308,114,406,12.8
3241,3498,EWASTE,Z2,28,152,110,46.9
3242,7226,WET,Z17,1311,116,1379,50.3
3243,5562,DRY,Z7,93,32,186,14.4
3244,1264,PLASTIC,Z16,1183,93,1293,40.3
3245,2299,EWASTE,Z5,32,193,114,34.1
3246,7747,DRY,Z11,380,79,501,35.8
3247,2669,PLASTIC,Z15,556,182,730,41.7
3248,6607,EWASTE,Z14,158,91,218,45.7
3249,1336,EWASTE,Z21,1373,52,1464,58.2
3250,3817,PLASTIC,Z10,892,167,976,6.7
3251,4940,PLASTIC,Z17,325,160,475,27.0
3252,3941,DRY,Z18,830,170,861,6.5
3253,6645,DRY,Z16,1318,23,1419,22.9
3254,1915,EWASTE,Z18,1104,57,1143,26.8
3255,6531,EWASTE,Z6,917,87,973,32.3
3256,3004,WET,Z8,426,135,541,17.4
3257,3212,EWASTE,Z20,346,123,389,28.5
3258,2613,DRY,Z14,669,109,807,12.0
3259,4195,EWASTE,Z18,585,177,622,45.0
3260,6373,PLASTIC,Z12,131,146,201,9.2
3261,7800,DRY,Z22,1018,103,1138,35.9
3262,792,PLASTIC,Z21,728,80,788,29.3
3263,1003,DRY,Z1,793,162,947,14.4
3264,3505,PLASTIC,Z11,601,96,720,45.6
3265,6272,EWASTE,Z8,734,64,856,5.1
3266,1815,EWASTE,Z19,563,188,603,43.6
3267,2745,EWASTE,Z20,1158,120,1186,57.0
3268,6061,DRY,Z21,998,115,1039,8.0
3269,2095,PLASTIC,Z21,611,189,777,24.1
3270,7601,EWASTE,Z8,796,114,976,16.0
3271,882,PLASTIC,Z22,39,161,197,17.3
3272,5377,WET,Z9,916,4,952,9.3
3273,1203,PLASTIC,Z16,1222,107,1320,39.4
3274,2072,PLASTIC,Z2,1125,61,1162,43.5
3275,1439,PLASTIC,Z17,927,173,1047,53.4
3276,4755,EWASTE,Z18,67,54,191,50.5
3277,4246,PLASTIC,Z8,169,180,260,13.1
3278,3640,WET,Z13,824,184,863,31.5
3279,4132,WET,Z8,898,174,1043,9.2
3280,6019,WET,Z9,1250,59,1273,32.0
3281,1192,EWASTE,Z14,693,178,869,46.5
3282,6945,WET,Z17,1370,5,1496,22.0
3283,5754,PLASTIC,Z3,683,4,784,13.0
3284,7491,EWASTE,Z19,1028,178,1194,56.1
3285,4638,DRY,Z11,1089,149,1225,59.4
3286,6679,DRY,Z7,732,40,809,6.9
